bleached_k4_01	bleached_k4_02	bleached_k4_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_k4_03
TRINITY_GG_16437_c1_g1	0.806798239663404	1.44910730324065	1.02354669667475	-1.09315074652627	-1.09315074652627	-1.09315074652627
TRINITY_GG_21915_c0_g1	1.21264951494507	1.60323296930328	3.16844207522808	-1.99477485315881	-1.99477485315881	-1.99477485315881
TRINITY_GG_14433_c10_g1	0.881579843078198	0.266696894998782	1.48572965238909	-0.878002130155357	-0.878002130155357	-0.878002130155357
TRINITY_GG_102384_c3_g1	1.93148677797968	0.809333415460062	0.64434263746545	-1.12838761030173	-1.12838761030173	-1.12838761030173
TRINITY_GG_100994_c1_g1	0.856307344407862	0.890526000273696	1.49966661651015	-1.08216665373057	-1.08216665373057	-1.08216665373057
TRINITY_GG_94722_c26_g1	0.404018043466691	1.0287604461732	1.28618774179649	-0.90632207714546	-0.90632207714546	-0.90632207714546
TRINITY_GG_15369_c4_g4	-0.948664981162194	-0.948664981162194	-0.948664981162194	0.710802955922592	1.27815178388767	0.857040203676317
TRINITY_GG_89835_c0_g1	2.70224499281719	-0.607195337902294	3.45571547700957	-1.85025504397482	-1.85025504397482	-1.85025504397482
TRINITY_GG_75458_c0_g3	-0.819288526714543	-0.819288526714543	-0.819288526714543	0.524971868270876	0.55588995287507	1.37700375899768
TRINITY_GG_11298_c31_g1	-1.17030805706556	-1.16054771512177	-1.44971661489653	1.30203082006972	1.27924071152958	1.19930085548456
TRINITY_GG_11578_c121_g1	-0.952770845014888	-0.952770845014888	-0.952770845014888	0.629303376381442	0.78014953709337	1.44885962156985
TRINITY_GG_10250_c1_g1	-0.979559151840132	-0.979559151840132	-0.979559151840132	1.4258886918674	1.46165871142198	0.0511300522310089
TRINITY_GG_11101_c4_g1	0.578413672454454	0.533266279304993	1.44232858327784	-0.851336178345762	-0.851336178345762	-0.851336178345762
TRINITY_GG_78969_c0_g2	-0.939990711027439	-0.939990711027439	-0.939990711027439	0.42233889914413	0.95026140412963	1.44737182980856
TRINITY_GG_73943_c2_g2	-0.954312345332113	-0.954312345332113	-0.954312345332113	0.618092302058218	1.66908633704515	0.575758396892971
TRINITY_GG_2435_c0_g1	-0.940940851880481	-0.940940851880481	-0.940940851880481	0.0869209234740279	1.23058625415833	1.50531537800908
TRINITY_GG_11605_c70_g1	1.35053848096836	0.916667335722469	0.634827388892327	-0.967344401861052	-0.967344401861052	-0.967344401861052
TRINITY_GG_26299_c1_g1	-0.885786904359675	2.27915988833469	2.67989109208856	-1.35775469202119	-1.35775469202119	-1.35775469202119
TRINITY_GG_15239_c29_g1	0.868632480668432	1.78035375868359	0.782822339151842	-1.14393619283462	-1.14393619283462	-1.14393619283462
TRINITY_GG_40756_c0_g1	0.216080253770809	1.16851457051875	1.04225079787258	-0.808948540720714	-0.808948540720714	-0.808948540720714
TRINITY_GG_62092_c0_g1	-1.58907748372484	-1.58907748372484	-1.58907748372484	2.05015467952443	1.99552429814435	0.721553473505747
TRINITY_GG_36097_c0_g1	-1.0938915318345	-1.0938915318345	-1.0938915318345	1.04721422859563	1.23580615719878	0.99865420970907
TRINITY_GG_78359_c38_g1	-1.4861916600765	-1.4861916600765	-1.4861916600765	1.98278257822818	1.5968514686253	0.878940933376028
TRINITY_GG_7855_c9_g1	0.627461041365771	0.934611803071628	0.642532861979996	-0.734868568805798	-0.734868568805798	-0.734868568805798
TRINITY_GG_67141_c1_g2	0.630145807653878	0.601691440369521	1.27956377039491	-0.837133672806104	-0.837133672806104	-0.837133672806104
TRINITY_GG_44359_c0_g3	-0.909019866131552	-0.909019866131552	-0.909019866131552	1.4493763958251	0.993246702951519	0.284436499618034
TRINITY_GG_72925_c63_g1	-0.765168346266484	-0.765168346266484	-0.765168346266484	1.25595599376912	0.748827633100529	0.290721411929799
TRINITY_GG_62960_c0_g1	-1.04089934243827	-1.04089934243827	-1.04089934243827	1.82995852192549	0.697652344081963	0.595087161307353
TRINITY_GG_22071_c0_g2	-0.744697500391019	-0.744697500391019	-0.744697500391019	0.621554763308546	0.762209054189675	0.850328683674835
TRINITY_GG_14138_c0_g1	-1.1781250127282	-1.1781250127282	-1.1781250127282	1.7884900250435	1.16357615119919	0.58230886194191
TRINITY_GG_101047_c0_g1	1.3519110607796	0.773525494461701	0.419966656371961	-0.848467737204422	-0.848467737204422	-0.848467737204422
TRINITY_GG_32614_c3_g1	-0.74715262711868	-0.74715262711868	-0.74715262711868	1.22333294582144	0.546806351910015	0.471318583624582
TRINITY_GG_32636_c6_g1	-0.78403354602065	-0.78403354602065	-0.78403354602065	1.08662708065863	0.568724979019987	0.696748578383331
TRINITY_GG_21028_c107_g1	1.78762679528961	1.51883822478451	-0.38357492751115	-0.974296697520991	-0.974296697520991	-0.974296697520991
TRINITY_GG_71189_c1_g1	1.02222445216372	1.24145857413572	0.653382789856624	-0.972355272052024	-0.972355272052024	-0.972355272052024
TRINITY_GG_29577_c1_g2	2.4537488992867	1.84630644645587	0.98922648490911	-1.76309394355056	-1.76309394355056	-1.76309394355056
TRINITY_GG_26957_c0_g2	1.20103195590077	1.36270564677532	0.362134847542994	-0.975290816739695	-0.975290816739695	-0.975290816739695
TRINITY_GG_83869_c1_g2	1.36618099698742	2.27207427056516	1.47076148391438	-1.70300558382232	-1.70300558382232	-1.70300558382232
TRINITY_GG_14629_c90_g1	-1.0951328878507	-1.0951328878507	-1.0951328878507	1.32548425112799	1.07575358982906	0.884160822595033
TRINITY_GG_44366_c3_g1	0.00657088886895374	1.29686737470721	1.28290936578338	-0.862115876453181	-0.862115876453181	-0.862115876453181
TRINITY_GG_56161_c1_g2	-1.03784349272449	-1.03784349272449	-1.03784349272449	0.622993874971797	1.99531517405651	0.495221429145151
TRINITY_GG_89398_c0_g2	0.806746916832992	0.283215016609584	1.24468481822192	-0.778215583888164	-0.778215583888164	-0.778215583888164
TRINITY_GG_75510_c71_g1	1.76156977527793	-0.193272759102228	1.37883091363512	-0.982375976603609	-0.982375976603609	-0.982375976603609
TRINITY_GG_80364_c0_g1	1.85283866987188	0.817846216532372	1.12388423198939	-1.26485637279788	-1.26485637279788	-1.26485637279788
TRINITY_GG_71933_c56_g3	-0.929154143681766	-0.929154143681766	-0.929154143681766	1.06831892828919	0.818448086593177	0.900695416162925
TRINITY_GG_13634_c131_g1	-0.958704794587003	-0.958704794587003	-0.958704794587003	1.07762269723076	0.674493891787001	1.12399779474325
TRINITY_GG_60197_c0_g1	-1.05201993094151	-1.05201993094151	-1.05201993094151	0.813898883610706	1.43700913290893	0.905151776304884
TRINITY_GG_48539_c0_g1	1.99440181130894	1.84222367767659	2.54346401334859	-2.12669650077804	-2.12669650077804	-2.12669650077804
TRINITY_GG_12721_c0_g1	2.09125991877379	1.08942810375681	0.616076458857609	-1.26558816046274	-1.26558816046274	-1.26558816046274
TRINITY_GG_62375_c2_g1	-0.830444201735095	-0.830444201735095	-0.830444201735095	0.54862219754581	0.911993243641171	1.0307171640183
TRINITY_GG_18194_c2_g1	1.29176792275645	1.94335628932528	1.29319940464094	-2.02040656969465	-1.40456010726577	-1.10335693976226
TRINITY_GG_37612_c1_g3	-1.60071937103313	-1.60071937103313	-1.60071937103313	1.65659303465248	1.55535358991744	1.59021148852948
TRINITY_GG_81041_c1_g1	2.11757211803741	1.48278951188815	2.00615482171833	-1.86883881721463	-1.86883881721463	-1.86883881721463
TRINITY_GG_74586_c42_g1	-0.774165913501679	-0.774165913501679	-0.774165913501679	0.198894259302405	1.37671865780335	0.746884823399284
TRINITY_GG_26096_c36_g1	1.25618109068141	0.298481970156869	0.888992024590793	-0.814551695143023	-0.814551695143023	-0.814551695143023
TRINITY_GG_25585_c0_g1	-1.26551649732012	-1.26551649732012	-1.26551649732012	1.19993563008885	1.25829634040709	1.33831752146443
TRINITY_GG_7881_c1_g1	-0.98225113943415	-0.98225113943415	-0.98225113943415	0.168308537141231	1.33765576723386	1.44078911392736
TRINITY_GG_77808_c3_g2	-2.03804037857345	-2.29316029333086	-1.92627441623712	2.94460585979375	2.64796473651867	0.664904491829015
TRINITY_GG_87316_c0_g1	1.47170894003214	1.7029444596437	0.530805904615357	-1.2351531014304	-1.2351531014304	-1.2351531014304
TRINITY_GG_33295_c3_g1	-1.08679901026246	-1.08679901026246	-1.08679901026246	1.47611498864964	0.797603542721228	0.986678499416509
TRINITY_GG_78406_c18_g1	1.13969376484084	0.116024858947206	1.3853730387132	-0.880363887500415	-0.880363887500415	-0.880363887500415
TRINITY_GG_71183_c14_g1	-1.91610550719442	-1.87344727426954	-3.78355477641554	0.845867781872947	3.37097469604076	3.35626507996579
TRINITY_GG_25360_c12_g1	-1.28564059313722	-1.28564059313722	-1.28564059313722	1.25140692626744	0.646420578206203	1.95909427493803
TRINITY_GG_11620_c20_g1	-0.779920235720304	-0.779920235720304	-0.779920235720304	0.19093341862018	0.924066368143127	1.2247609203976
TRINITY_GG_21643_c5_g1	0.647070031753422	1.85067981347211	0.289880832378264	-0.929210225867933	-0.929210225867933	-0.929210225867933
TRINITY_GG_95218_c5_g1	-1.4358655943442	-1.4358655943442	-1.4358655943442	1.68631012899674	1.15700998802023	1.46427666601562
TRINITY_GG_17006_c46_g1	1.95020692585512	1.5057406366591	0.169896826811743	-1.20861479644199	-1.20861479644199	-1.20861479644199
TRINITY_GG_73794_c2_g1	1.96571141433658	2.2010050638856	-0.131085515540912	-1.34521032089376	-1.34521032089376	-1.34521032089376
TRINITY_GG_24711_c0_g1	1.12685343002056	0.747953933383421	1.56607508029546	-1.14696081456648	-1.14696081456648	-1.14696081456648
TRINITY_GG_13351_c0_g1	1.07469282464115	1.31683526704775	0.178307965339644	-0.856612019009516	-0.856612019009516	-0.856612019009516
TRINITY_GG_68573_c0_g1	3.04870534319342	2.19478953986903	3.6777610238033	-2.9077414359942	-3.03711086514853	-2.97640360572303
TRINITY_GG_47497_c2_g2	-1.6304004518931	-1.6304004518931	-1.6304004518931	2.50455972073224	1.22877400397333	1.15786763097374
TRINITY_GG_27737_c2_g2	1.38186793433793	0.749753319588196	0.417072168403959	-0.84956447411003	-0.84956447411003	-0.84956447411003
TRINITY_GG_72669_c1_g1	2.64151253326495	1.94060030468276	2.85356281476559	-2.28892574097864	-3.08801304705265	-2.05873686468201
TRINITY_GG_28092_c13_g1	-1.00252452564239	-1.00252452564239	-1.00252452564239	1.33404451612672	0.897424460547279	0.776104600253175
TRINITY_GG_6608_c1_g1	-1.80932090939115	-1.80932090939115	-1.80932090939115	1.74145665315801	2.58375201293833	1.1027540620771
TRINITY_GG_102157_c0_g1	1.56823517240938	1.68766692950636	-0.436082376045863	-0.939939908623292	-0.939939908623292	-0.939939908623292
TRINITY_GG_57032_c0_g1	-0.866387085724233	-0.866387085724233	-0.866387085724233	1.98700980857331	0.188114130458327	0.424037318141066
TRINITY_GG_17539_c46_g1	-1.04114140566917	-1.04114140566917	-1.04114140566917	0.47184392914451	1.45301815804368	1.19856212981931
TRINITY_GG_7016_c10_g2	-0.895083009839118	-0.925690995769515	-0.962721726714482	0.864284282924495	0.888077696411002	1.03113375298762
TRINITY_GG_73593_c31_g2	0.538806889362732	1.15826537224772	2.08998303858244	-1.26235176673097	-1.26235176673097	-1.26235176673097
TRINITY_GG_75610_c5_g2	-0.963234528391745	-0.963234528391745	-0.963234528391745	1.05717877415244	1.92233983597968	-0.0898150249568881
TRINITY_GG_11665_c47_g1	-0.882934285450329	-0.882934285450329	-0.882934285450329	-0.295089276196051	1.31713057606398	1.62676155648306
TRINITY_GG_55795_c1_g1	1.44496794040202	1.6610736806768	1.87608879139875	-1.66071013749252	-1.66071013749252	-1.66071013749252
TRINITY_GG_77532_c0_g2	0.655460677141024	1.07990520905073	3.06656671281272	-1.60064419966816	-1.60064419966816	-1.60064419966816
TRINITY_GG_93170_c34_g1	-0.752532806443072	-0.752532806443072	-0.752532806443072	0.460347759901313	0.91240507099868	0.884845588429223
TRINITY_GG_41249_c0_g1	-0.081755262617676	1.09969527838767	1.73994467522124	-0.919294896997079	-0.919294896997079	-0.919294896997079
TRINITY_GG_27461_c2_g1	1.74040022498906	0.31572464366213	0.762296899621485	-0.93947392275756	-0.93947392275756	-0.93947392275756
TRINITY_GG_103788_c0_g1	0.794928882081461	1.60918868469284	1.35894253268593	-1.25435336648674	-1.25435336648674	-1.25435336648674
TRINITY_GG_82504_c2_g1	0.943705940699331	0.568494421913676	2.36937297024203	-1.29385777761834	-1.29385777761834	-1.29385777761834
TRINITY_GG_69736_c0_g1	-1.15821927059185	-1.15821927059185	-1.15821927059185	1.46330517307961	0.125702501715768	1.88565013698017
TRINITY_GG_98701_c12_g1	-0.830195718869446	-0.830195718869446	-0.830195718869446	1.18843845526961	0.34867823930035	0.953470462038383
TRINITY_GG_52355_c0_g1	0.420071463921549	1.60389124241108	1.54792308830702	-1.19062859821322	-1.19062859821322	-1.19062859821322
TRINITY_GG_82457_c0_g1	-0.793531113596003	-0.793531113596003	-0.793531113596003	0.543894550686685	0.385342844573792	1.45135594552753
TRINITY_GG_17020_c26_g1	-1.00242873147572	-1.00242873147572	-1.00242873147572	0.949904834893965	1.26570619244917	0.791675167084027
TRINITY_GG_86261_c0_g1	0.34608508187885	1.76675854470125	0.743116332585333	-0.951986653055146	-0.951986653055146	-0.951986653055146
TRINITY_GG_67260_c0_g1	-0.955910854392133	-0.955910854392133	-0.955910854392133	0.815974724123233	0.36889974902835	1.68285809002482
TRINITY_GG_79167_c196_g1	-1.10906008777643	-1.10906008777643	-1.10906008777643	1.27968051701083	0.94057067994817	1.10692906637029
TRINITY_GG_95043_c0_g1	-1.38641881097627	-1.38641881097627	-1.38641881097627	1.26296671820525	1.69031129050188	1.20597842422167
TRINITY_GG_84837_c140_g1	1.63108421343526	-0.00380480209959222	2.41350555316867	-1.34692832150144	-1.34692832150144	-1.34692832150144
TRINITY_GG_72434_c0_g1	-0.763692592903519	-0.763692592903519	-0.763692592903519	0.957023649617612	1.07626699458601	0.257787134506933
TRINITY_GG_101546_c2_g1	-2.75672375861939	-2.75672375861939	-2.75672375861939	3.08290836441254	2.79334576294765	2.39391714849799
TRINITY_GG_104629_c0_g1	-1.21818875110508	-1.28031046301288	-1.28031046301288	1.13301281788619	1.54953909683181	1.09625776241283
TRINITY_GG_12659_c0_g1	1.42669317245311	1.72456132366543	0.225059311283464	-1.12543793580067	-1.12543793580067	-1.12543793580067
TRINITY_GG_70154_c0_g1	-1.28371447109734	-2.08055152124095	-1.48304697492539	1.98756013148501	1.95566866667181	0.904084169106873
TRINITY_GG_85496_c0_g1	0.775860388379734	0.367889701289489	1.16509137771212	-0.769613822460446	-0.769613822460446	-0.769613822460446
TRINITY_GG_98150_c0_g1	0.756587810307738	1.26762712946394	0.833893536475187	-0.95270282541562	-0.95270282541562	-0.95270282541562
TRINITY_GG_63281_c0_g1	0.577008728218682	1.11789283999561	0.65937732538712	-0.784759631200471	-0.784759631200471	-0.784759631200471
TRINITY_GG_36890_c0_g1	0.754917028728574	0.464111451336993	1.56394032579144	-0.927656268619004	-0.927656268619004	-0.927656268619004
TRINITY_GG_71193_c15_g2	-1.5091883242518	-1.5091883242518	-1.5091883242518	1.50730799564439	2.18546904129528	0.834787935815733
TRINITY_GG_66897_c2_g1	0.459560417980549	0.862520542618307	1.54813570189913	-0.95673888749933	-0.95673888749933	-0.95673888749933
TRINITY_GG_93077_c0_g1	0.857990051869542	1.75481109488963	0.881929903962436	-1.16491035024054	-1.16491035024054	-1.16491035024054
TRINITY_GG_21230_c53_g1	2.30460111924096	2.50896678456382	1.54114857549191	-1.92622670707892	-2.00044179971793	-2.42804797249983
TRINITY_GG_59175_c0_g1	0.756379716584874	0.425585594908612	1.21339872643447	-0.798454679309319	-0.798454679309319	-0.798454679309319
TRINITY_GG_20392_c38_g1	0.405784747752793	1.02695698665603	0.920800397212577	-0.784514043873801	-0.784514043873801	-0.784514043873801
