bleached_k4_01	bleached_k4_02	bleached_k4_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_k4_03
bleached_k4_01	1	0.838445732141516	0.833441047943975	-0.88489029448432	-0.891046695565973	-0.879753381060364
bleached_k4_02	0.838445732141516	1	0.829709211199754	-0.891153709865221	-0.889699013073796	-0.873562649273809
bleached_k4_03	0.833441047943975	0.829709211199754	1	-0.883938575505211	-0.892903909786267	-0.879072781664604
non-bleached_k4_01	-0.88489029448432	-0.891153709865221	-0.883938575505211	1	0.838456008090382	0.802716066154137
non-bleached_k4_02	-0.891046695565973	-0.889699013073796	-0.892903909786267	0.838456008090382	1	0.823670222151509
non-bleached_k4_03	-0.879753381060364	-0.873562649273809	-0.879072781664604	0.802716066154137	0.823670222151509	1
