bleached_44_01	bleached_44_02	bleached_44_03	non-bleached_44_01	non-bleached_44_02	non-bleached_44_03
TRINITY_GG_95412_c1_g2	-1.00712305983626	-1.00712305983626	-1.00712305983626	0.889730013060448	1.010798848161	1.12084031828732
TRINITY_GG_53941_c1_g2	-1.6931840607908	-1.99836013425167	-2.35675639620833	2.54401382644462	1.8973840879924	1.60690267681378
TRINITY_GG_58762_c0_g1	-0.874564666082228	-0.874564666082228	-0.874564666082228	0.481579144143047	0.882458580425231	1.25965627367841
TRINITY_GG_3023_c58_g1	-1.42673867119935	-1.42673867119935	-1.42673867119935	2.18254350871722	1.2187324328379	0.878940072042936
TRINITY_GG_28245_c0_g1	-1.16105509476576	-1.26539175458049	-1.26539175458049	1.69956129832031	0.966654958769619	1.02562234683681
TRINITY_GG_62036_c8_g1	3.73849436341234	3.19204435538626	-1.12959451047414	-1.93364806944149	-1.93364806944149	-1.93364806944149
TRINITY_GG_78823_c4_g1	-0.964179900168826	-0.964179900168826	-0.964179900168826	1.13713400091747	1.75981544454636	-0.00440974495735846
TRINITY_GG_85348_c0_g1	-1.17228234047253	-1.17228234047253	-1.17228234047253	0.866856053434425	1.07746637461104	1.57252459337214
TRINITY_GG_13695_c12_g2	-1.02414478075534	-1.02414478075534	-1.02414478075534	0.974411802374993	1.22802863244669	0.869993907444333
TRINITY_GG_55904_c38_g2	-0.972629858952434	-0.972629858952434	-0.972629858952434	1.39557973914684	0.432817984755101	1.08949185295536
TRINITY_GG_6857_c37_g1	-1.17884830629374	-1.17884830629374	-1.17884830629374	0.902491321158198	0.623551733821098	2.01050186390193
TRINITY_GG_71329_c0_g1	0.184765705876447	0.571500513421118	2.39661784258727	-1.05096135396161	-1.05096135396161	-1.05096135396161
TRINITY_GG_77679_c0_g1	1.45543889248626	0.114416939513584	2.11626390766496	-1.22870657988827	-1.22870657988827	-1.22870657988827
TRINITY_GG_4520_c12_g1	-1.04190585280489	-1.04190585280489	-1.04190585280489	0.580556014577844	1.46804329349942	1.07711825033739
TRINITY_GG_55317_c0_g2	-0.942199884165824	-0.942199884165824	-0.942199884165824	0.723192886876067	0.229006943252318	1.87439982236909
TRINITY_GG_12978_c2_g3	-1.23883129008777	-1.23883129008777	-1.23883129008777	1.00361878358993	2.2949812067399	0.417893879933478
TRINITY_GG_2033_c67_g1	-1.378869772717	-1.378869772717	-1.378869772717	-0.914201505713559	2.53224653366122	2.51856429020335
TRINITY_GG_53945_c23_g1	-1.09079449270808	-1.09079449270808	-1.09079449270808	-0.181597429716395	1.68699341156546	1.76698749627518
TRINITY_GG_53905_c12_g2	-1.47091333704251	-1.47091333704251	-1.47091333704251	0.94646663893051	2.38776396349288	1.07850940870415
TRINITY_GG_910_c3_g2	-1.25355940995276	-1.25355940995276	-1.25355940995276	1.07412795422329	1.00767049903429	1.67887977660071
TRINITY_GG_41177_c0_g1	-1.22696405802955	-1.22696405802955	-1.22696405802955	1.97623709828706	1.89388550638461	-0.189230430583031
TRINITY_GG_62774_c80_g5	-1.22291577628748	-1.22291577628748	-1.22291577628748	0.706875221431115	2.016787759201	0.945084348230337
TRINITY_GG_57403_c5_g2	-1.55566107925156	-1.66394871006084	-2.24987268701945	0.831125998674817	2.00343590213295	2.63492057552408
TRINITY_GG_62733_c26_g1	-1.26174937882102	-1.26174937882102	-1.26174937882102	0.7179101728948	1.90255420427263	1.16478375929565
TRINITY_GG_1480_c27_g1	-1.12690167711357	-1.12690167711357	-1.12690167711357	1.52156376591374	0.751235089513376	1.1079061759136
TRINITY_GG_14470_c2_g1	-0.982993458541218	-0.982993458541218	-0.982993458541218	1.0469894076745	0.148596025786917	1.75339494216224
TRINITY_GG_17298_c6_g1	-1.57538466962877	-1.57538466962877	-1.57538466962877	0.915955377249948	2.09884997816493	1.71134865347143
TRINITY_GG_49369_c0_g1	1.15871361877881	0.273852895016073	1.69431202803697	-1.04229284727728	-1.04229284727728	-1.04229284727728
TRINITY_GG_21549_c0_g3	-1.35295157585838	-1.35295157585838	-1.35295157585838	2.04457760385301	1.46303365134266	0.55124347237949
TRINITY_GG_65270_c2_g2	-1.20935856218565	-1.20935856218565	-1.20935856218565	1.37512296002101	1.44438938072432	0.808563345811615
TRINITY_GG_99719_c5_g1	-1.19814160390387	-1.19814160390387	-1.19814160390387	1.94361814341003	-0.870454239727821	2.52126090802939
TRINITY_GG_11396_c2_g2	-1.34210377173289	-1.34210377173289	-1.34210377173289	1.38951395110773	1.64376092950964	0.993036434581319
