bleached_44_01	bleached_44_02	bleached_44_03	non-bleached_44_01	non-bleached_44_02	non-bleached_44_03
bleached_44_01	1	0.897816666713201	0.815034972159778	-0.823125827325341	-0.855956083977677	-0.846131090732445
bleached_44_02	0.897816666713201	1	0.803536814457619	-0.823418491823414	-0.849610522912329	-0.838546514092328
bleached_44_03	0.815034972159778	0.803536814457619	1	-0.786870969695626	-0.824847261898835	-0.810902589932969
non-bleached_44_01	-0.823125827325341	-0.823418491823414	-0.786870969695626	1	0.651071532943808	0.62794981285854
non-bleached_44_02	-0.855956083977677	-0.849610522912329	-0.824847261898835	0.651071532943808	1	0.685534677519806
non-bleached_44_03	-0.846131090732445	-0.838546514092328	-0.810902589932969	0.62794981285854	0.685534677519806	1
