bleached_44_01	bleached_44_02	bleached_44_03	non-bleached_44_01	non-bleached_44_02	non-bleached_44_03
TRINITY_GG_7660_c3_g1	-1.08034156208514	-1.08034156208514	-1.08034156208514	0.830774744293079	1.46166879345147	0.948581148510873
TRINITY_GG_81142_c14_g1	-1.09476211930646	-1.09476211930646	-1.09476211930646	2.85084558387492	0.0335312817033611	0.399909492341093
TRINITY_GG_15300_c49_g1	-1.18093587659028	-1.18093587659028	-1.18093587659028	1.0310108057809	1.46037893284119	1.05141789114875
TRINITY_GG_12183_c0_g1	-1.29858371879669	-1.29858371879669	-1.29858371879669	1.66987572607983	1.77814638268146	0.447729047628771
TRINITY_GG_76161_c0_g1	-1.1273257003269	-1.1273257003269	-1.1273257003269	0.581082283156694	2.86471757584475	-0.063822758020744
TRINITY_GG_25797_c0_g1	-1.15713089625825	-1.27083139542297	-1.27083139542297	1.69873356294894	0.959679064943201	1.04038105921206
TRINITY_GG_101056_c0_g1	1.43688339955613	0.787472191108134	1.34781472505629	-1.19072343857352	-1.19072343857352	-1.19072343857352
TRINITY_GG_81048_c0_g5	-1.01453062090093	-1.01453062090093	-1.01453062090093	0.23703699970732	0.907286518945694	1.89926834404977
TRINITY_GG_13498_c0_g1	-0.942695665612808	-0.942695665612808	-0.942695665612808	0.923618895764239	0.486518564226777	1.41794953684741
TRINITY_GG_30990_c2_g2	-1.34918312613666	-1.34918312613666	-1.34918312613666	1.38243459670396	1.63467694578697	1.03043783591905
TRINITY_GG_76326_c0_g1	1.28077250774202	0.389017915865829	1.13585951560626	-0.935216646404702	-0.935216646404702	-0.935216646404702
TRINITY_GG_18216_c18_g1	-1.71202991840779	-1.71202991840779	-1.71202991840779	2.10722951170985	1.60946530303305	1.41939494048046
TRINITY_GG_66864_c5_g1	0.873273724895995	0.60166521402723	1.21328568482237	-0.896074874581864	-0.896074874581864	-0.896074874581864
TRINITY_GG_19873_c1_g1	-1.13643470569628	-1.13643470569628	-1.13643470569628	0.818133865056715	0.739738408741181	1.85143184329094
TRINITY_GG_68139_c0_g1	2.58028074127823	3.19502467951869	1.67545574688865	-3.93219075692009	-2.37247080464007	-1.14609960612541
TRINITY_GG_18130_c57_g1	-1.96055890269553	-1.96055890269553	-1.62713516897034	1.35370257394276	2.4690570615062	1.72549333891245
TRINITY_GG_44273_c0_g1	-1.51655597334009	-1.51655597334009	-1.51655597334009	0.692585424498501	2.17028067663599	1.68680181888579
TRINITY_GG_1008_c0_g1	-1.51485980562523	-1.51485980562523	-1.51485980562523	1.74576810250146	2.43514194345826	0.363669370915975
TRINITY_GG_80771_c1_g1	-1.58568947703184	-1.58568947703184	-1.58568947703184	1.83020436822497	1.56096574508763	1.36589831778292
TRINITY_GG_36118_c0_g1	-0.946985338357726	-0.946985338357726	-0.946985338357726	0.848781609424666	0.468232486531113	1.5239419191174
TRINITY_GG_28509_c0_g1	-1.05548281475686	-1.05548281475686	-1.05548281475686	1.29981541859109	0.450408114973094	1.4162249107064
TRINITY_GG_22341_c0_g1	-1.06669748529862	-1.06669748529862	-1.06669748529862	0.845185804107178	1.77728635874971	0.577620293038961
TRINITY_GG_105058_c0_g1	-1.24161186431191	-1.24161186431191	-1.24161186431191	1.32593358333184	3.02981381178103	-0.630911802177143
TRINITY_GG_97891_c0_g2	2.15483924972946	1.71666061905866	0.747285893644091	-1.53959525414407	-1.53959525414407	-1.53959525414407
TRINITY_GG_36424_c0_g1	-1.08045554346915	-1.08045554346915	-1.08045554346915	1.24981600994755	1.07561741748142	0.915933202978473
TRINITY_GG_76511_c23_g3	-1.06746484912386	-1.06746484912386	-1.06746484912386	1.66957287799108	1.13040054222988	0.402421127150606
TRINITY_GG_73128_c5_g1	1.28423751040906	0.367741946745311	1.25364486620299	-0.968541441119121	-0.968541441119121	-0.968541441119121
TRINITY_GG_106637_c1_g2	-0.867757899849459	-0.867757899849459	-0.867757899849459	0.657809889051889	1.00092886547268	0.944534945023812
TRINITY_GG_70995_c1_g1	-1.10163951149244	-1.10163951149244	-1.10163951149244	1.1426386870857	1.92250283440536	0.239777012986278
TRINITY_GG_74949_c38_g1	-1.09770390917243	-1.09770390917243	-1.09770390917243	-0.232972986857678	1.51677037366527	2.00931434070969
TRINITY_GG_84346_c3_g3	-1.14369519963334	-1.14369519963334	-1.14369519963334	0.625230135930406	1.17071130792147	1.63514415504815
TRINITY_GG_97819_c0_g2	-1.22706066693399	-1.22706066693399	-1.22706066693399	1.20108172404434	0.752964633304744	1.72713564345289
TRINITY_GG_76634_c7_g1	-1.08877493278878	-1.08877493278878	-1.08877493278878	0.963293114455097	0.558309279840176	1.74472240407106
TRINITY_GG_93849_c1_g2	-1.02572386761644	-1.02572386761644	-1.02572386761644	0.881551395382939	1.07827724270477	1.11734296476162
TRINITY_GG_85624_c67_g2	-0.895751683710211	-0.895751683710211	-0.895751683710211	0.5647287863298	0.948232160338115	1.17429410446272
TRINITY_GG_88713_c48_g1	1.37957686222819	0.956383611884602	2.0777072085791	-1.4712225608973	-1.4712225608973	-1.4712225608973
TRINITY_GG_79205_c58_g2	0.946439167772323	1.53075717661728	1.17204973686497	-1.21641536041819	-1.21641536041819	-1.21641536041819
TRINITY_GG_12713_c15_g2	-1.08100818584295	-1.08100818584295	-1.08100818584295	0.607396002554504	0.839285114368052	1.79634344060631
TRINITY_GG_72704_c21_g1	-1.09327510337093	-1.09327510337093	-1.09327510337093	0.915713679856324	1.34368623446267	1.0204253957938
TRINITY_GG_6980_c155_g1	-0.934844132205135	-0.934844132205135	-0.934844132205135	1.81490464665936	0.584194477394924	0.405433272561119
TRINITY_GG_83543_c0_g1	-1.21961103614401	-1.21961103614401	-1.21961103614401	0.774244443558091	1.19884880143698	1.68573986343695
TRINITY_GG_104529_c1_g2	-0.888527763863323	-0.888527763863323	-0.888527763863323	1.19008207083304	0.342904644584642	1.13259657617228
TRINITY_GG_12833_c13_g2	-1.04379204433245	-1.04379204433245	-1.04379204433245	0.941708385972432	1.41747456415634	0.772193182868591
TRINITY_GG_2927_c0_g3	-0.869710988796892	-0.869710988796892	-0.869710988796892	1.16344767798411	0.546047677725606	0.899637610680967
TRINITY_GG_16589_c5_g1	1.75912642535027	0.654759255660391	0.787922885716701	-1.06726952224245	-1.06726952224245	-1.06726952224245
TRINITY_GG_33473_c4_g1	-1.04106254931501	-1.04106254931501	-1.04106254931501	1.37523675616487	0.856952269751752	0.890998622028413
TRINITY_GG_81694_c167_g1	-0.852734083854107	-0.852734083854107	-0.852734083854107	0.841477523913784	1.0344012166078	0.682323511040735
TRINITY_GG_16432_c49_g1	1.68625914500291	3.71569503805183	1.39936893218444	-2.18836106418853	-2.37500346057578	-2.23795859047488
TRINITY_GG_78639_c6_g1	-1.20830076983367	-1.20830076983367	-1.20830076983367	0.727158977971618	2.49723485868754	0.400508472841853
TRINITY_GG_83606_c4_g1	1.18982712562187	1.61110147699943	0.662371205469331	-1.15443326936355	-1.15443326936355	-1.15443326936355
TRINITY_GG_101598_c0_g1	4.80805151976246	5.18044292528764	-2.59290346017942	-2.42439773582245	-2.45656105926149	-2.51463218978675
TRINITY_GG_25417_c13_g6	-0.922440840783991	-0.922440840783991	-0.922440840783991	1.14071691787633	0.237833990624602	1.38877161385104
TRINITY_GG_78641_c8_g1	3.7386191550557	3.1870193754443	-1.12651191568033	-1.93304220493989	-1.93304220493989	-1.93304220493989
TRINITY_GG_18112_c79_g1	-1.34888645303548	-1.34888645303548	-1.34888645303548	2.34755256762027	-0.288147295177804	1.98725408666398
TRINITY_GG_53609_c1_g1	-1.2567032436803	-1.2567032436803	-1.2567032436803	0.262335365919762	1.07786503198584	2.42990933313529
TRINITY_GG_3383_c0_g1	-0.915629796943484	-0.915629796943484	-0.915629796943484	0.794101962477207	0.483814767645974	1.46897266070727
TRINITY_GG_92430_c6_g1	-1.76095419431282	-2.00340426799052	-2.00340426799052	1.66335232389428	1.76000730647948	2.3444030999201
TRINITY_GG_91266_c2_g2	-1.21263537894114	-1.21263537894114	-1.21263537894114	1.39214762526878	1.43904780169097	0.806710709863672
TRINITY_GG_22538_c0_g1	-1.32197367897064	-1.32197367897064	-1.32197367897064	1.28754491144066	1.03078484606999	1.64759127940127
TRINITY_GG_101067_c0_g1	-0.858079506689864	-0.858079506689864	-0.858079506689864	0.646286643922408	0.950511481450112	0.977440394697072
TRINITY_GG_11124_c47_g2	-1.0015455056483	-1.0015455056483	-1.0015455056483	1.06987395084159	0.794221442134091	1.14054112396923
TRINITY_GG_29537_c0_g2	-1.10315906970741	-1.10315906970741	-1.10315906970741	-0.238428147392661	2.98294530153588	0.56496005497902
TRINITY_GG_17934_c32_g1	-1.05300275912782	-1.05300275912782	-1.05300275912782	1.89988988302522	0.952037857572713	0.307080536785515
TRINITY_GG_15268_c34_g1	-1.35250370445727	-1.35250370445727	-1.35250370445727	1.33298798422728	3.26802405866271	-0.543500929518183
TRINITY_GG_24641_c0_g1	-1.33196266478145	-1.33196266478145	-1.33196266478145	-0.456182601712966	3.0113030130716	1.44076758298573
TRINITY_GG_88601_c14_g1	-0.886511128562278	-0.886511128562278	-0.886511128562278	0.73219738375151	1.07659302617327	0.850742975762052
TRINITY_GG_35395_c0_g1	-1.09117191376022	-1.09117191376022	-1.09117191376022	1.01651595555416	1.37584665792956	0.881153127796934
TRINITY_GG_21220_c19_g1	-1.292438340835	-1.292438340835	-1.292438340835	0.831227855618822	1.59781377432207	1.4482733925641
TRINITY_GG_94106_c0_g2	-1.16349817323607	-1.16349817323607	-1.16349817323607	0.969736533121071	1.82309479406982	0.697663192517325
TRINITY_GG_87256_c9_g3	-1.14788182726624	-1.14788182726624	-1.14788182726624	1.7687858899538	-0.443895223402814	2.11875481524774
TRINITY_GG_98559_c1_g1	-1.34143126188338	-1.34143126188338	-1.34143126188338	2.12336767810063	1.11274463130242	0.78818147624709
TRINITY_GG_5285_c0_g1	-1.34656982752294	-1.34656982752294	-1.34656982752294	-0.415264983872273	2.74496076559767	1.71001370084343
TRINITY_GG_27315_c39_g1	-1.28644185328464	-1.28644185328464	-1.28644185328464	1.39253145456953	1.40330458520892	1.06348952007547
TRINITY_GG_76787_c9_g1	-0.996077010628841	-0.996077010628841	-0.996077010628841	1.02326907817597	0.9857756426609	0.979186311049653
TRINITY_GG_18574_c38_g1	-1.1024254979741	-1.1024254979741	-1.1024254979741	0.783148866397325	0.381970464528565	2.14215716299641
TRINITY_GG_30429_c0_g1	-1.71551412447228	-1.71551412447228	-1.71551412447228	1.07066400432649	2.36889035846207	1.70698801062828
TRINITY_GG_22363_c12_g1	-1.14793517189063	-1.14793517189063	-1.14793517189063	2.04173127475942	-0.413279738411625	1.8153539793241
TRINITY_GG_29537_c0_g1	-1.66972427035346	-1.4844920161233	-1.66972427035346	1.05077310012888	2.99742985987645	0.775737596824893
TRINITY_GG_70560_c12_g3	-1.32683202338804	-1.32683202338804	-1.32683202338804	0.175498578327975	2.66194353894971	1.14305395288643
TRINITY_GG_70616_c1_g1	0.188455347519287	1.20831367020368	3.27680323899555	-1.55785741890617	-1.55785741890617	-1.55785741890617
TRINITY_GG_11021_c50_g1	0.596564525598552	1.43904058859249	1.20891702435121	-1.08150737951409	-1.08150737951409	-1.08150737951409
TRINITY_GG_54177_c0_g2	2.34917707873735	-0.767862342452865	2.01794333593265	-1.19975269073905	-1.19975269073905	-1.19975269073905
