group	lib.size	norm.factors	eff.lib.size
bleached_k4_01	991853	0.930348950947867	922769.398044495
bleached_44_01	995040	1.10836225209305	1102864.77532267
bleached_k4_02	989645	1.1359509650247	1124188.19278187
bleached_44_02	995292	0.95153613991803	947056.307771296
bleached_44_03	994306	1.01929415153601	1013490.29063717
bleached_k4_03	992618	1.02669773283621	1019118.65017241
non-bleached_k4_01	989167	1.11149568229894	1099454.84957259
non-bleached_k4_02	986566	0.752611016138608	742500.439747802
non-bleached_44_01	979714	0.753342460322643	738060.155172538
non-bleached_k4_03	990921	1.05461561671102	1045040.7615269
non-bleached_44_02	992601	1.16868082259903	1160033.75319262
non-bleached_44_03	987182	1.10378498209885	1089636.6661983
