male_bleached_K5_01	male_bleached_K5_02	male_bleached_K5_03	female_bleached_K5_04	female_bleached_K5_05	female_bleached_K5_06
TRINITY_DN184666_c2_g1	1.95903188061246	0.578968972219062	1.74066501147608	-1.30925259210212	-0.894401837376109	-2.07501143482937
TRINITY_DN161900_c1_g1	-1.82180996099109	-1.82180996099109	-1.82180996099109	-1.49067803877389	3.19482006764715	3.76128785410002
TRINITY_DN188315_c2_g4	0.393470470307339	2.06313237308784	0.862332106124744	-1.10631164983997	-1.10631164983997	-1.10631164983997
TRINITY_DN170296_c1_g2	-1.50873323417629	-1.50873323417629	-1.50873323417629	1.70663473802719	0.635313135440416	2.18425182906127
TRINITY_DN163607_c2_g2	0.700346640944333	0.828124227143652	2.82021821168379	-1.44956302659059	-1.44956302659059	-1.44956302659059
TRINITY_DN172497_c3_g3	1.3464606446876	1.00544116639706	0.998798912302526	-1.11690024112906	-1.11690024112906	-1.11690024112906
TRINITY_DN156544_c1_g1	2.23442175934746	0.762781376744599	1.69492754798077	-1.56404356135761	-1.56404356135761	-1.56404356135761
TRINITY_DN155115_c5_g1	6.51587472408297	-2.6623313660419	4.90749420981379	-2.93931788935632	-2.96959347259815	-2.85212620590038
TRINITY_DN162385_c3_g4	-1.71565504659827	-1.71565504659827	-1.71565504659827	1.49192549958868	0.862075884891815	2.7929637553143
TRINITY_DN98698_c0_g1	0.815867043686145	2.52549666496703	0.0478582698325061	-1.12974065949523	-1.12974065949523	-1.12974065949523
TRINITY_DN182519_c3_g1	1.54497495293748	-0.419087612520631	2.42033519178678	-1.18207417740121	-1.18207417740121	-1.18207417740121
TRINITY_DN170648_c3_g1	-1.01211222808693	-1.01211222808693	-1.01211222808693	1.27978596795975	1.24761220748699	0.508938508814037
TRINITY_DN33996_c0_g1	-0.0636204965207012	1.62609974541358	1.94340481495214	-1.16862802128168	-1.16862802128168	-1.16862802128168
TRINITY_DN166641_c7_g1	1.71107811214444	0.121771174226842	1.01300517462239	-0.948618153664556	-0.948618153664556	-0.948618153664556
TRINITY_DN161495_c0_g2	-3.95452113307753	-3.25941814743705	-3.86637953620851	3.24824918677958	3.950679317455	3.88139031248851
TRINITY_DN160531_c2_g1	4.30649292682603	0.100208245512482	1.21461726238719	-1.72455423101614	-1.72802141615257	-2.16874278755699
TRINITY_DN168774_c0_g1	-2.89567318392934	-2.8119959946807	-2.90527746598644	3.13982564567349	2.84440008559838	2.62872091332462
TRINITY_DN155812_c2_g3	-1.61841535556526	-1.61841535556526	-1.61841535556526	1.67245134405974	1.29519215625783	1.88760256637822
TRINITY_DN196585_c1_g1	1.69933217585207	1.28025556845012	2.09606915095027	-1.69188563175082	-1.69188563175082	-1.69188563175082
TRINITY_DN184098_c1_g1	-1.32468363816168	-1.32468363816168	-1.32468363816168	1.32814699742703	1.56459519554386	1.08130872151416
TRINITY_DN189425_c1_g1	1.72398375094155	1.38048948711441	1.36781507716656	-1.49076277174084	-1.49076277174084	-1.49076277174084
TRINITY_DN188090_c4_g8	-1.3681489588607	-1.3681489588607	-1.3681489588607	0.404581288906483	1.21801528707021	2.4818503006054
TRINITY_DN198298_c3_g1	1.02350834921492	0.998406973783716	1.32250381058074	-0.895280829640166	-1.15071855826677	-1.29841974567244
TRINITY_DN191755_c1_g1	-1.14934553203403	-1.14934553203403	-1.14934553203403	0.244070668437511	2.88134367203711	0.322622255627482
TRINITY_DN179441_c0_g4	0.69219238171832	2.1304084092984	0.211453223029765	-1.0113513380155	-1.0113513380155	-1.0113513380155
TRINITY_DN155016_c1_g1	-2.07550778143577	-2.07550778143577	-2.07550778143577	-1.516750351062	5.06154482965512	2.68172886571418
TRINITY_DN173051_c0_g6	2.36893878191648	0.0142938701426116	0.751951570362335	-1.04506140747381	-1.04506140747381	-1.04506140747381
TRINITY_DN156621_c0_g1	-1.12716503010774	-1.12716503010774	-1.12716503010774	0.773943212906774	1.60510416939371	1.00244770802273
TRINITY_DN182434_c2_g4	1.21505284173712	1.57976492399846	2.8351232114635	-1.87664699239969	-1.87664699239969	-1.87664699239969
TRINITY_DN144079_c2_g1	-1.36143700792467	-1.36143700792467	-1.36143700792467	1.66359178656685	2.42432276650234	-0.00360352929518037
TRINITY_DN196102_c4_g1	3.67828535305171	-0.202883904128749	0.783080469690608	-1.41949397287119	-1.41949397287119	-1.41949397287119
TRINITY_DN157595_c4_g1	1.39540359430324	0.827052618969915	0.711024754581123	-0.977826989284758	-0.977826989284758	-0.977826989284758
TRINITY_DN161820_c6_g2	1.2907291227448	0.519300119010372	1.76787647215048	-1.19263523796855	-1.19263523796855	-1.19263523796855
TRINITY_DN175996_c4_g1	-3.2077443203764	-2.41519759152034	-0.465144884406183	2.64751399514299	1.72410186811744	1.71647093304249
TRINITY_DN154191_c0_g2	0.685137401929527	0.821912300566665	2.19384163969067	-1.23363044739562	-1.23363044739562	-1.23363044739562
TRINITY_DN194214_c1_g1	-1.34395963473917	-1.34395963473917	-1.34395963473917	1.21455291826137	1.90487876690108	0.912447219055073
TRINITY_DN171890_c0_g2	1.24675642796631	1.21740408690434	0.509179003832962	-0.991113172901203	-0.991113172901203	-0.991113172901203
TRINITY_DN161602_c1_g1	-1.05177476195357	-1.05177476195357	-1.05177476195357	1.35503398652509	1.15518097043371	0.645109328901889
TRINITY_DN190863_c4_g1	-0.570258455777036	4.58542466378224	0.594900561244801	-1.53668892308333	-1.53668892308333	-1.53668892308333
TRINITY_DN182517_c9_g1	1.21867926407741	1.01786943012499	1.95224961437599	-1.39626610285946	-1.39626610285946	-1.39626610285946
TRINITY_DN197601_c4_g7	5.24500005559547	2.81215337717141	-1.72459400234171	-2.11085314347506	-2.11085314347506	-2.11085314347506
TRINITY_DN199512_c6_g4	1.26568739296422	2.05453893034976	-0.230119428586735	-1.03003563157575	-1.03003563157575	-1.03003563157575
TRINITY_DN157905_c8_g1	-1.84028153776508	-1.84028153776508	-1.84028153776508	2.75778585465557	2.92121650678502	-0.158157748145357
TRINITY_DN182665_c7_g1	2.25424754389941	-0.766001139944399	3.76844365656039	-1.7522300201718	-1.7522300201718	-1.7522300201718
TRINITY_DN173178_c1_g2	-1.36433711123032	-1.36433711123032	-1.36433711123032	1.58948684271085	0.878722594842206	1.62480189613791
TRINITY_DN164618_c5_g1	3.12054256401882	-0.825858468419953	2.10681674636364	-1.51391446210521	-1.16516445399072	-1.72242192586658
TRINITY_DN203922_c0_g1	-0.896310176390454	-0.896310176390454	-0.896310176390454	0.587054184322896	1.57487728399653	0.526999060851933
TRINITY_DN171476_c8_g3	1.68837806094413	0.881913563158764	0.172514918580826	-0.914268847561241	-0.914268847561241	-0.914268847561241
TRINITY_DN174515_c7_g2	1.46468018500001	0.53087692770147	1.36961575698367	-1.12172428989505	-1.12172428989505	-1.12172428989505
TRINITY_DN158370_c7_g1	2.15737168977452	0.964905973433754	1.18370691907703	-1.1875488881739	-1.62796960893067	-1.49046608518073
TRINITY_DN184873_c8_g1	-0.570671399110018	-1.46830469810625	-3.55428249435227	1.87626372285415	1.70935585918577	2.00763900952861
TRINITY_DN165411_c0_g1	-1.34333309389307	-1.34333309389307	-1.34333309389307	0.477152249093309	1.52100164688936	2.03184538569654
TRINITY_DN199606_c1_g1	1.280502197268	0.444780121566387	1.30448430095752	-1.0099222065973	-1.0099222065973	-1.0099222065973
TRINITY_DN186626_c1_g2	2.23783037341377	1.7658579099505	0.571780291036151	-1.52515619146681	-1.52515619146681	-1.52515619146681
TRINITY_DN171561_c2_g3	-2.60162700676563	-1.06653351066669	-0.889232001421838	0.582903148684942	2.30639628548219	1.66809308468702
TRINITY_DN199800_c8_g3	1.99969821877049	1.76222792795474	0.688432928845824	-0.582026992458627	-2.31042714612546	-1.55790493698696
TRINITY_DN191460_c6_g6	3.39107768268466	0.429268890624946	1.16742003876952	-2.14347138111216	-1.07015470346924	-1.77414052749772
TRINITY_DN159980_c2_g2	-0.687156384537665	2.2434072954494	3.59728585491468	-1.71784558860881	-1.71784558860881	-1.71784558860881
TRINITY_DN145487_c2_g3	1.14684065283733	1.44567415849686	1.00825924202061	-1.20025801778493	-1.20025801778493	-1.20025801778493
TRINITY_DN156089_c5_g1	0.921392871478441	1.91611379330044	0.213736715201093	-1.01708112665999	-1.01708112665999	-1.01708112665999
TRINITY_DN178168_c3_g1	2.17060214819842	0.430981402688263	0.339750978227923	-0.980444843038202	-0.980444843038202	-0.980444843038202
TRINITY_DN169315_c3_g1	2.45852150003649	1.34211200792118	3.42066779146193	-2.40710043313987	-2.40710043313987	-2.40710043313987
TRINITY_DN188348_c7_g1	2.14797976376198	-0.29251924888927	2.1966853439667	-0.825393238461972	-1.55792390997838	-1.66882871039906
TRINITY_DN159261_c8_g1	0.820416978572799	0.931693508658165	1.45389087284509	-1.06866712002535	-1.06866712002535	-1.06866712002535
TRINITY_DN193325_c2_g3	1.05277745151541	2.04749223573499	1.81639397104942	-1.49839302580587	-1.55181751508647	-1.86645311740748
TRINITY_DN187612_c0_g3	-1.39685344009792	-1.39685344009792	-1.0554369156192	1.08625290486925	1.73374800969264	1.02914288125316
TRINITY_DN251496_c0_g1	0.0347710533827668	2.93076858410683	0.817316275982013	-1.2609519711572	-1.2609519711572	-1.2609519711572
TRINITY_DN155292_c7_g2	1.363293993938	0.81710758325606	0.720531101242031	-0.966977559478697	-0.966977559478697	-0.966977559478697
TRINITY_DN161756_c4_g1	2.7498427137448	2.28301705335273	0.130784186059953	-1.72121465105249	-1.72121465105249	-1.72121465105249
TRINITY_DN172258_c4_g2	-1.15244802968799	-1.20028508192461	-1.86757130834731	1.02445892109124	2.02378743164887	1.17205806721979
TRINITY_DN186185_c5_g2	-1.12789070674822	-1.12789070674822	-1.12789070674822	1.20753537988812	1.09738422312135	1.07875251723518
TRINITY_DN156626_c6_g3	-1.1796550813192	-1.1796550813192	-1.1796550813192	1.17845981641601	0.658691655202032	1.70181377233955
TRINITY_DN164406_c3_g3	2.27577856285301	3.14056373724645	3.63811459878427	-3.04871877432139	-2.93710147693641	-3.06863664762593
TRINITY_DN183357_c1_g1	1.52586600107388	0.554927731733144	2.25211211903328	-1.34073090482212	-1.24466125747903	-1.74751368953916
TRINITY_DN173392_c0_g3	-0.82291877121332	-0.82291877121332	-0.82291877121332	0.43227979520637	1.02387538825997	1.01260113017362
TRINITY_DN167741_c2_g3	1.29555247233693	0.936849719267645	0.749578396357057	-1.04244399117808	-0.897092605605464	-1.04244399117808
TRINITY_DN199763_c2_g2	2.92637917146654	-0.279384227853886	1.54224789897956	-1.39641428086407	-1.39641428086407	-1.39641428086407
TRINITY_DN183385_c6_g1	1.58912307934675	1.36829782933747	1.50386091812669	-1.4870939422703	-1.4870939422703	-1.4870939422703
TRINITY_DN158489_c6_g3	1.31076824059166	1.5335860246622	0.464935512264994	-1.10309659250629	-1.10309659250629	-1.10309659250629
TRINITY_DN171731_c0_g1	0.545134025002784	2.01882118508007	0.31526648310419	-0.95974056439568	-0.95974056439568	-0.95974056439568
TRINITY_DN184460_c1_g3	-0.484880897794255	-2.04493382003915	-1.4409969623445	1.67701784802523	1.06825354971282	1.22554028243986
TRINITY_DN162630_c0_g1	2.09697169574698	0.721739428428679	1.78438522096584	-1.5343654483805	-1.5343654483805	-1.5343654483805
TRINITY_DN192426_c0_g1	1.88630752291765	1.63513013916413	0.0925798011266883	-1.10745539153502	-1.11577751208679	-1.39078455958666
TRINITY_DN187009_c5_g4	1.85782309932796	1.94895969361124	-0.478192840139189	-1.10952998426667	-1.10952998426667	-1.10952998426667
TRINITY_DN168706_c0_g1	5.57839784233434	-1.04859370337808	1.69106335465253	-2.0736224978696	-2.0736224978696	-2.0736224978696
TRINITY_DN152168_c0_g1	2.05012534921687	1.11196224032167	-0.0297554276518304	-1.0441107206289	-1.0441107206289	-1.0441107206289
TRINITY_DN155147_c2_g1	-2.29218413851683	-1.90578307391828	-3.28260445497269	3.29635822766713	-0.756263817599059	4.94047725733974
TRINITY_DN129777_c0_g1	0.893757677114438	1.67840853278211	0.383325198009691	-0.985163802635413	-0.985163802635413	-0.985163802635413
TRINITY_DN176468_c8_g5	-2.8914393388872	-3.4003750007516	-3.4003750007516	2.95441212296531	4.17204480601438	2.56573241141072
TRINITY_DN166594_c4_g1	1.19230711199492	1.64563201762137	0.35436009578167	-1.06409974179932	-1.06409974179932	-1.06409974179932
TRINITY_DN174083_c5_g3	-1.41528234784413	-1.41528234784413	-1.41528234784413	-1.03123254104897	3.10463691277837	2.17244267180299
TRINITY_DN172187_c1_g1	-1.72189747740784	-1.72189747740784	-1.72189747740784	1.47218957470846	2.14352650090529	1.54997635660976
TRINITY_DN168832_c0_g1	-1.1693604317018	-1.1693604317018	-1.1693604317018	1.60273636049389	0.515458305851418	1.38988662876011
TRINITY_DN162038_c4_g1	0.995272255607462	1.1718047282985	0.86653894148526	-1.01120530846374	-1.01120530846374	-1.01120530846374
TRINITY_DN185412_c4_g1	-1.05779531256487	-2.10558214334236	-0.569014952602667	1.13521693793288	1.72487572060472	0.872299749972306
TRINITY_DN196962_c1_g4	1.1412106206698	3.94367596720611	-0.186529474551806	-1.63278570444137	-1.63278570444137	-1.63278570444137
TRINITY_DN199621_c8_g1	1.03232104417109	1.07047104750604	1.02889584066074	-1.04389597744596	-1.04389597744596	-1.04389597744596
TRINITY_DN144774_c0_g1	-1.14774848752261	-1.14774848752261	-1.14774848752261	0.7552897825903	1.00443493153243	1.68352074844511
TRINITY_DN191620_c1_g7	-0.0700231769918169	2.36754768976588	1.47774779201102	-1.25842410159503	-1.25842410159503	-1.25842410159503
TRINITY_DN188833_c4_g1	5.48410927345592	-0.822980842620322	0.850397105696918	-1.87817649686245	-1.75517254280763	-1.87817649686245
TRINITY_DN191812_c2_g1	2.25266421058716	0.413749877843637	1.09669365209759	-1.2543692468428	-1.2543692468428	-1.2543692468428
TRINITY_DN168912_c6_g1	-0.0436371415078525	4.31771091702633	-0.14632750182413	-1.37591542456478	-1.37591542456478	-1.37591542456478
TRINITY_DN159165_c0_g1	-1.17253013906488	-1.17253013906488	-1.17253013906488	-0.237447615746214	2.79795543387525	0.957082599065594
TRINITY_DN181320_c3_g5	0.888436232286897	1.31475066195176	0.398730946936825	-0.867305947058493	-0.867305947058493	-0.867305947058493
TRINITY_DN179582_c7_g1	1.3445887696872	0.184596701046963	1.10546190334001	-0.878215791358058	-0.878215791358058	-0.878215791358058
TRINITY_DN147243_c2_g1	1.48531996258915	0.781139506238573	1.54736969490997	-1.27127638791257	-1.27127638791257	-1.27127638791257
TRINITY_DN195651_c2_g1	1.42107951088981	1.28758074878026	0.720878615061448	-1.09914806670288	-0.692932071963536	-1.6374587360651
TRINITY_DN163691_c1_g1	0.381777410747834	0.38065162447074	2.16742751840789	-0.97661885120882	-0.97661885120882	-0.97661885120882
TRINITY_DN171056_c2_g5	1.79071209214375	1.77506970743409	-0.374135621024293	-1.06388205951785	-1.06388205951785	-1.06388205951785
TRINITY_DN188922_c0_g5	-1.27007277683703	-1.27007277683703	-1.27007277683703	1.5213245713176	0.291131143932893	1.99776261526059
TRINITY_DN179071_c0_g3	1.68013310712618	1.15241515881454	2.06044039470245	-1.33596591614419	-1.77851137224949	-1.77851137224949
TRINITY_DN190817_c2_g1	0.61554089426546	1.33733686660693	0.958271487207033	-0.970383082693142	-0.970383082693142	-0.970383082693142
TRINITY_DN196055_c8_g1	-1.80955251832039	-1.8479886999765	-1.79696469695203	1.56058730766606	2.10406524723525	1.78985336034761
TRINITY_DN178942_c8_g1	2.02024154208408	0.70497773210883	0.71184985568381	-0.98301170739268	-1.2058867161365	-1.24817070634754
TRINITY_DN195432_c2_g3	0.942248143813001	1.35992293551659	1.64164414917884	-1.19810822107272	-1.87285350371786	-0.872853503717856
TRINITY_DN143628_c2_g1	-1.12739689938364	-1.12739689938364	-1.12739689938364	0.3518336618227	1.58123179779134	1.44912523853687
TRINITY_DN181359_c1_g2	1.45197502482374	0.6730108921901	0.875293699186382	-1.00009320540007	-1.00009320540007	-1.00009320540007
TRINITY_DN167598_c1_g1	1.9437086849399	0.944285109682558	0.00558959954851057	-0.964527798056989	-0.964527798056989	-0.964527798056989
TRINITY_DN159665_c10_g2	1.56677932266296	0.654989279465251	1.67744043893559	-1.22725546641241	-1.14838754753089	-1.5235660271205
TRINITY_DN179494_c4_g2	0.845957191542274	1.25532725067427	0.464825755395458	-0.855370065870667	-0.855370065870667	-0.855370065870667
TRINITY_DN175396_c4_g3	0.0503748489930289	1.06511171597555	3.0878699738855	-1.56029909260245	-1.4417570020551	-1.20130044419652
TRINITY_DN192739_c0_g1	3.37166526653456	-0.306166808963882	1.88407817685803	-1.6498588781429	-1.6498588781429	-1.6498588781429
TRINITY_DN182474_c7_g1	1.72915377168888	0.239522505074563	2.41000030397501	-1.55563518678543	-1.37365703389489	-1.44938436005814
TRINITY_DN199361_c3_g2	1.75929268827814	0.299199341287296	1.31278643709961	-1.28184810943048	-0.978809908514035	-1.11062044872053
TRINITY_DN193662_c4_g2	-1.07007303813549	-1.41102186590545	-1.14436574618132	0.69510411096793	1.08512428356474	1.84523225568959
TRINITY_DN155790_c0_g3	-0.836041220793499	-0.836041220793499	-0.836041220793499	0.520102589431777	0.99259036089452	0.9954307120542
TRINITY_DN187182_c1_g2	1.61593389515465	-0.535781780211776	2.29935853572198	-1.12650355022162	-1.12650355022162	-1.12650355022162
TRINITY_DN178486_c5_g3	-0.236299771126741	3.15001953767014	1.47150658644848	-1.79280459210228	-1.2445347157827	-1.3478870451069
TRINITY_DN173305_c3_g1	2.06234828474415	0.939378038123608	2.27145928619235	-1.75772853635337	-1.75772853635337	-1.75772853635337
TRINITY_DN189733_c0_g1	-1.08847232496492	-1.08847232496492	-1.08847232496492	1.29003929828881	1.37410356307729	0.601274113528641
TRINITY_DN189350_c1_g2	-1.4426973861245	-1.53044402693136	-0.993725753663839	0.824398690428741	1.50808963939682	1.63437883689414
TRINITY_DN162434_c2_g3	0.337428429716855	2.24150242056623	0.921882312403168	-1.16693772089542	-1.16693772089542	-1.16693772089542
TRINITY_DN192828_c1_g4	2.18221768665007	0.570095045039292	0.913647491717906	-1.17461628787757	-1.42114928344043	-1.07019465208927
TRINITY_DN169646_c6_g1	1.19524090623004	1.06467066508711	0.547158319472061	-0.935689963596405	-0.935689963596405	-0.935689963596405
TRINITY_DN199950_c4_g1	1.79739483997331	1.16683147461291	1.28183410177703	-0.698893136648818	-1.32013834205296	-2.22702893766148
TRINITY_DN143075_c1_g1	-3.57795704054853	-3.57795704054853	-3.57795704054853	3.31171118453343	3.99255142937497	3.42960850773718
TRINITY_DN161271_c1_g1	-0.661847727865971	1.3813619219131	4.17196025744493	-1.63049148383069	-1.63049148383069	-1.63049148383069
TRINITY_DN197125_c2_g2	2.11265722567948	0.89103512609989	1.01149731642357	-1.08733756009299	-0.71392623992622	-2.21392586818373
TRINITY_DN157198_c1_g2	0.19225015471885	2.13207261307312	0.716980780114167	-1.01376784930205	-1.01376784930205	-1.01376784930205
TRINITY_DN163259_c3_g3	-0.735789625910226	-0.735789625910226	-0.735789625910226	0.868281697758635	0.915893554721883	0.42319362525016
TRINITY_DN198870_c1_g4	0.337861288060965	1.63737919691037	3.27967010336308	-1.75163686277814	-1.75163686277814	-1.75163686277814
TRINITY_DN192397_c2_g1	-1.60429076706512	-1.21346857647841	-1.02281955513388	1.88466409714014	1.09826889552703	0.857645906010251
TRINITY_DN172630_c2_g1	1.522644402152	2.01999647888617	-0.277056947362166	-1.088527977892	-1.088527977892	-1.088527977892
TRINITY_DN254407_c0_g1	1.29090499348288	1.77271897120003	-0.0979250581981447	-0.988566302161588	-0.988566302161588	-0.988566302161588
TRINITY_DN174848_c6_g1	-1.72356446371813	-1.72356446371813	-1.72356446371813	0.00108580801483482	4.61459249639927	0.555015086740291
TRINITY_DN185984_c4_g2	-1.72495021752329	-1.80735197726139	-1.19546269562824	2.62640246690633	0.727838414708318	1.37352400879827
TRINITY_DN169011_c6_g4	0.902911916865402	0.713331365603876	1.3317440600488	-0.982662447506024	-0.982662447506024	-0.982662447506024
TRINITY_DN194613_c0_g1	0.989581496225377	2.80468190966574	-0.166582598416408	-1.2092269358249	-1.2092269358249	-1.2092269358249
TRINITY_DN157191_c4_g1	-2.30217629989682	-0.487391172363727	-1.59635783667335	1.96264566249571	2.13095623288141	0.292323413556764
TRINITY_DN200008_c11_g3	1.40861048645264	1.65026490645147	0.22152101587536	-1.09346546959316	-1.09346546959316	-1.09346546959316
TRINITY_DN129773_c0_g1	1.04705494850429	1.86891634184926	0.712084425516338	-1.20935190528996	-1.20935190528996	-1.20935190528996
TRINITY_DN182872_c0_g4	1.53578821802467	1.86834078239953	1.72531877275234	-1.44160232887299	-1.51854044259332	-2.16930500171023
TRINITY_DN162594_c2_g2	1.99738249234482	0.328937287091543	1.33611966270498	-0.549072188529846	-1.36763266375042	-1.74573458986107
TRINITY_DN170142_c4_g2	1.91255875812018	0.85648651073707	2.23443860959799	-1.66782795948508	-1.66782795948508	-1.66782795948508
TRINITY_DN190964_c0_g1	0.00714046962999748	2.7636734326437	0.504640129100814	-1.09181801045817	-1.09181801045817	-1.09181801045817
TRINITY_DN158746_c7_g1	-2.55130658598333	-1.58080439291721	-1.70522422755232	3.21805178641497	3.18715557993626	-0.567872159898366
TRINITY_DN199965_c7_g3	-1.86032225109964	-1.86032225109964	-1.86032225109964	2.57230316033265	2.52075342482665	0.487910168139628
TRINITY_DN211355_c0_g1	0.186596802964585	3.14070014481527	0.0838875164051196	-1.13706148806166	-1.13706148806166	-1.13706148806166
TRINITY_DN170256_c0_g1	2.6501566897113	0.765066529874677	0.645653049165412	-1.35362542291713	-1.35362542291713	-1.35362542291713
TRINITY_DN175161_c5_g4	-0.911779843981735	-0.911779843981735	-0.911779843981735	0.287971012734102	1.27440374232437	1.17296477688673
TRINITY_DN182150_c5_g1	1.59101900472625	2.96363065823723	-0.135829845353385	-1.80828835005986	-0.825729369393935	-1.78480209815631
TRINITY_DN173051_c0_g3	-1.56633659499566	-1.56633659499566	-1.56633659499566	2.07728874510405	1.79711486207605	0.824606177806881
TRINITY_DN198387_c1_g2	3.48934197977475	0.873499911608224	-0.526791369042512	-1.27868350744682	-1.27868350744682	-1.27868350744682
TRINITY_DN181003_c0_g2	-0.959269376496211	-0.959269376496211	-0.959269376496211	1.89072988296989	0.314544868090826	0.672533378427918
TRINITY_DN184498_c1_g2	1.75117071804629	0.842601341960145	0.361880987965094	-0.985217682657175	-0.985217682657175	-0.985217682657175
TRINITY_DN192706_c2_g1	1.49812129068602	-0.0690383875153842	2.03022505374094	-1.15310265230386	-1.15310265230386	-1.15310265230386
TRINITY_DN157498_c5_g6	2.91086519413482	0.970525352153708	0.593975778761603	-1.49178877501671	-1.49178877501671	-1.49178877501671
TRINITY_DN173779_c1_g9	-0.993777171359586	-0.993777171359586	-0.993777171359586	-0.115640404732639	2.03902897372366	1.05794294508774
TRINITY_DN190744_c3_g1	5.29143022636876	-2.14410752807287	4.93863001022933	-2.74575287354818	-2.42532501875534	-2.9148748162217
TRINITY_DN193856_c0_g1	0.541238537970016	2.29382388420097	0.645203736157788	-1.16008871944292	-1.16008871944292	-1.16008871944292
TRINITY_DN12296_c0_g1	0.591925370435855	0.976054678278126	0.861135239732676	-0.809705096148886	-0.809705096148886	-0.809705096148886
TRINITY_DN164057_c1_g2	2.36613188405759	1.67004904187474	-0.267190975956907	-1.25632998332514	-1.25632998332514	-1.25632998332514
TRINITY_DN173292_c2_g1	-1.11340738403089	-1.11340738403089	-1.11340738403089	0.98487741169253	1.45511121376165	0.900233526638494
TRINITY_DN173691_c2_g4	-1.26776863280355	-1.00493399089155	-0.98474847857382	1.29871904560124	0.544090748409716	1.41464130825796
TRINITY_DN183318_c1_g1	1.54368488784586	0.968360618222552	0.641978382591578	-1.05134129622	-1.05134129622	-1.05134129622
TRINITY_DN167841_c2_g1	-0.989298984058273	-1.86511317580022	-1.69658055397463	1.21872817172027	1.72963707770021	1.60262746441265
TRINITY_DN160018_c2_g1	-1.53812638463242	-1.53812638463242	-1.53812638463242	2.17853534027475	2.95462410945012	-0.518780295827608
TRINITY_DN160667_c4_g4	-1.21869561749082	-1.21869561749082	-1.21869561749082	1.86723885502521	0.321827678947403	1.46702031849983
