bleached_k4_01	bleached_k4_02	bleached_k4_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_k4_03
bleached_k4_01	1	0.843408913366484	0.823446965664395	-0.886531307829437	-0.885908904156558	-0.871666359549096
bleached_k4_02	0.843408913366484	1	0.831669557259009	-0.894578988220654	-0.887782850290129	-0.87337721450547
bleached_k4_03	0.823446965664395	0.831669557259009	1	-0.883970513970046	-0.885784853898915	-0.874310107579149
non-bleached_k4_01	-0.886531307829437	-0.894578988220654	-0.883970513970046	1	0.83865915601366	0.802156966999295
non-bleached_k4_02	-0.885908904156558	-0.887782850290129	-0.885784853898915	0.83865915601366	1	0.805142734218104
non-bleached_k4_03	-0.871666359549096	-0.87337721450547	-0.874310107579149	0.802156966999295	0.805142734218104	1
