bleached_k4_01	bleached_k4_02	bleached_k4_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_k4_03
TRINITY_GG_9228_c0_g1	1.35229683073291	1.14766835994763	0.504807825975457	-1.001591005552	-1.001591005552	-1.001591005552
TRINITY_GG_41834_c10_g2	-0.894437947369341	-0.925045933299737	-0.962076664244704	0.863708963220088	0.887522346906748	1.03032923478695
TRINITY_GG_2192_c0_g1	-0.783909735397651	-0.783909735397651	-0.783909735397651	0.388577780112483	1.27717518520366	0.685976240876813
TRINITY_GG_105605_c0_g2	-0.733837749555844	-0.733837749555844	-0.733837749555844	0.855925737429133	1.01247501686961	0.333112494368783
TRINITY_GG_97479_c0_g1	1.75107981421586	1.9594661967337	0.344692762754424	-1.35174625790133	-1.35174625790133	-1.35174625790133
TRINITY_GG_2367_c19_g3	-0.902984996764607	-0.902984996764607	-0.902984996764607	0.638529842696071	0.276526053506903	1.79389909409085
TRINITY_GG_6657_c22_g2	-0.951673676550045	-0.951673676550045	-0.951673676550045	1.40306056342056	0.609530244219875	0.842430222009703
TRINITY_GG_59438_c5_g1	-0.913347448935554	-0.913347448935554	-0.913347448935554	0.93745197418993	0.298287804391596	1.50430256822513
TRINITY_GG_40963_c0_g1	-1.21959774982094	-1.21959774982094	-1.21959774982094	1.0368091039733	0.920526474088129	1.70145767140139
TRINITY_GG_5455_c6_g1	1.86391960927163	2.23390051341609	-0.286423211099162	-1.27046563719619	-1.27046563719619	-1.27046563719619
TRINITY_GG_49784_c0_g1	-0.741119736130122	-0.741119736130122	-0.741119736130122	0.968612023290569	0.351087701966966	0.903659483132831
TRINITY_GG_71700_c0_g1	0.759170750516972	0.426794978151576	1.21132492194775	-0.799096883538765	-0.799096883538765	-0.799096883538765
TRINITY_GG_47602_c0_g3	-0.824560506942534	-0.824560506942534	-0.824560506942534	0.537769103229035	1.39422066084154	0.541691756757031
TRINITY_GG_54765_c6_g1	-0.889332702781949	-0.889332702781949	-0.889332702781949	0.46793777289761	1.3898414057071	0.81021892974114
TRINITY_GG_70323_c0_g1	-1.1762694288795	-1.1762694288795	-1.1762694288795	1.15084304186759	1.03318393674945	1.34478130802146
TRINITY_GG_16745_c0_g1	1.52634329061008	0.526078697296017	0.709698606635218	-0.920706864847105	-0.920706864847105	-0.920706864847105
TRINITY_GG_11269_c0_g3	-2.14581849042591	-1.89931945231842	-2.22871591839638	-0.191542629155892	2.88870224970883	3.57669424058778
TRINITY_GG_63599_c97_g1	-0.855871671498988	-0.855871671498988	-0.855871671498988	0.694043882122968	-0.00867648490959272	1.88224761728359
TRINITY_GG_79666_c1_g2	0.632563700439238	0.603109187649545	1.27785614305149	-0.837843010380092	-0.837843010380092	-0.837843010380092
TRINITY_GG_100509_c0_g1	-1.51516691832316	-1.68893398605987	-1.68893398605987	2.17836946770005	1.61951426606797	1.09515115667489
TRINITY_GG_1062_c0_g1	1.85818352399237	2.18080813913306	2.17095232025291	-2.11799678433168	-2.11799678433168	-1.97395041471497
TRINITY_GG_59518_c1_g1	0.527026500306444	0.536852944146606	2.41487878507439	-1.15958607650915	-1.15958607650915	-1.15958607650915
TRINITY_GG_61377_c1_g1	-1.15321019063177	-1.15321019063177	-1.15321019063177	1.65187585606367	1.37985473123787	0.427899984593777
TRINITY_GG_59205_c37_g1	-1.22615125620322	-1.22615125620322	-1.22615125620322	1.25695508876395	0.689178419809785	1.73232026003594
TRINITY_GG_87636_c0_g1	0.94127009013469	0.406470057435997	1.79695666461239	-1.04823227072769	-1.04823227072769	-1.04823227072769
TRINITY_GG_5516_c82_g1	0.979071207504478	2.48426896159943	-0.478067288227541	-0.995090960292122	-0.995090960292122	-0.995090960292122
TRINITY_GG_29463_c0_g3	1.54340881365355	0.920501508795958	0.844351208063529	-1.10275384350435	-1.10275384350435	-1.10275384350435
TRINITY_GG_61610_c0_g1	1.72367280944728	2.79846764997855	0.803125509247884	-1.77508865622457	-1.77508865622457	-1.77508865622457
TRINITY_GG_79200_c0_g2	1.51375156300504	0.59247592710169	0.448755598350973	-0.851661029485901	-0.851661029485901	-0.851661029485901
TRINITY_GG_60866_c3_g1	-0.887007247733238	-0.887007247733238	-0.887007247733238	1.31148690590584	0.356052458339289	0.993482378954581
TRINITY_GG_8201_c17_g1	0.751491371618546	1.32592869247699	1.12833628434136	-1.06858544947897	-1.06858544947897	-1.06858544947897
TRINITY_GG_681_c61_g1	1.72294516875368	2.3638329589609	2.35252013811835	-2.14643275527764	-2.14643275527764	-2.14643275527764
TRINITY_GG_72867_c0_g1	-0.995978443161912	-0.995978443161912	-0.995978443161912	1.17330521795382	0.368593989133944	1.44603612239798
TRINITY_GG_81932_c0_g1	0.44072807084434	1.31119758033452	1.4191104021154	-1.05701201776475	-1.05701201776475	-1.05701201776475
TRINITY_GG_6549_c87_g1	1.28078784977582	0.117289117492942	1.61310188313651	-1.00372628346842	-1.00372628346842	-1.00372628346842
TRINITY_GG_38377_c0_g1	0.751193398556969	1.1767459617018	0.729224185137962	-0.885721181798909	-0.885721181798909	-0.885721181798909
TRINITY_GG_64771_c16_g1	0.466636414584152	1.89399790001214	0.16523804740408	-0.841957454000124	-0.841957454000124	-0.841957454000124
TRINITY_GG_74617_c0_g1	-1.59712402564608	-1.59712402564608	-1.59712402564608	2.04025436922622	1.98843947280961	0.762678234902404
TRINITY_GG_68707_c0_g2	1.30740531484707	0.37376642041295	1.55373369417256	-1.07830180981086	-1.07830180981086	-1.07830180981086
TRINITY_GG_14748_c0_g1	1.0672851786473	1.31885439798764	0.178598432612257	-0.854912669749066	-0.854912669749066	-0.854912669749066
TRINITY_GG_45618_c0_g1	-1.40694477819562	-1.40694477819562	-1.40694477819562	0.880822999779753	1.30587107624175	2.03414025856537
TRINITY_GG_71747_c0_g1	1.9085777902352	0.921821125831005	1.25590302336364	-1.36210064647661	-1.36210064647661	-1.36210064647661
TRINITY_GG_59764_c40_g2	0.594454254631526	0.672061395227891	0.910709050044379	-0.725741566634599	-0.725741566634599	-0.725741566634599
TRINITY_GG_65330_c0_g1	0.722261883555437	0.46926842015098	1.15173025112978	-0.781086851612067	-0.781086851612067	-0.781086851612067
TRINITY_GG_72722_c0_g1	-1.07767419423945	-1.07767419423945	-1.07767419423945	0.780306800888121	1.43176829884073	1.0209474829895
TRINITY_GG_1997_c131_g1	-0.949628400674373	-0.949628400674373	-0.949628400674373	1.08458731466354	0.632927602339688	1.13137028501989
TRINITY_GG_1303_c0_g1	-1.69064991335788	-1.69064991335788	-1.69064991335788	2.15232891843045	1.40628656914508	1.51333425249811
TRINITY_GG_5562_c38_g1	-0.849943865294894	-0.849943865294894	-0.849943865294894	0.631871708322969	0.610536604745117	1.30742328281659
TRINITY_GG_5343_c7_g2	0.281375252836291	2.26213514696812	0.562538906422968	-1.03534976874246	-1.03534976874246	-1.03534976874246
TRINITY_GG_31414_c1_g2	-1.27726727675807	-1.27726727675807	-1.27726727675807	2.5441368177448	0.906378028636585	0.381286983892827
TRINITY_GG_57531_c140_g1	1.80589835471577	-0.0345609265700293	2.38044118434698	-1.38392620416424	-1.38392620416424	-1.38392620416424
