bleached_44_01	bleached_44_02	bleached_44_03	bleached_K5_01	bleached_K5_02	bleached_K5_03	bleached_K5_04	bleached_K5_05	bleached_K5_06	non-bleached_44_01	non-bleached_44_02	non-bleached_44_03	non-bleached_K5_01	non-bleached_K5_02	non-bleached_K5_03
TRINITY_DN164448_c0_g3	-0.555650888926356	-0.329872652750527	-0.459282494454125	-0.837794117707855	-0.837794117707855	-0.411260979591182	-0.68593530098085	-0.744233941545517	-0.837794117707855	0.477772112611094	-0.619943020896723	-0.759184283011488	7.36992307043416	-0.722760874761615	-0.0461883930033034
TRINITY_DN188659_c0_g1	-0.475917172188284	-0.475917172188284	-0.475917172188284	-0.475917172188284	-0.475917172188284	-0.475917172188284	-0.475917172188284	-0.475917172188284	-0.475917172188284	0.181265487940139	1.29596840632708	-0.475917172188284	2.6240512449666	0.336375672684987	0.321510909964029
TRINITY_DN164949_c5_g2	-0.968877423002163	-1.08310717381529	-0.996598180560613	-1.09940898614439	-0.96513825449637	-0.264219855890059	-0.616326099442446	-0.773115698695624	-0.941679281672381	1.52108856378325	3.08614225044732	-1.03136359872129	6.43483493619577	-1.12421237714496	-1.17801882084075
TRINITY_DN158309_c3_g1	-1.5403547467729	-0.0215907357285501	-1.58510958498332	-1.52677879749403	-1.9997863654102	-1.18093580451477	-0.921176530713835	-0.567361388605437	-0.512814621039795	7.14611012642946	-1.57540169387211	5.91449710175101	-1.42932343438416	0.967935599557154	-1.16790912421853
TRINITY_DN169059_c7_g1	-0.812787351330602	-0.767215178213343	-1.04757946258505	-1.31629119844304	-1.09633877450491	-1.19547196652416	-0.996202103219459	-1.29932579666876	-0.0184549100665872	-1.30322321923056	-1.0046389403681	-1.08734999127765	6.52144433189143	-1.35622073167178	6.77965529221258
TRINITY_DN166638_c3_g2	-1.44111629046331	-0.899083200222955	-1.17143086638203	-1.36587491813909	-1.13527686689999	-0.59833931419487	-0.580759236560749	-1.20382634230741	-0.410412234050436	7.83452974735714	6.02742404116073	-1.13304704413633	-1.20265674756083	-1.3144364913474	-1.40569423625247
TRINITY_DN172176_c1_g1	-0.751601391476389	-0.751601391476389	-0.751601391476389	-0.751601391476389	-0.751601391476389	-0.751601391476389	-0.751601391476389	-0.751601391476389	-0.751601391476389	2.31379858600237	3.8753633278278	-0.751601391476389	1.92804759902578	-0.295320909965664	-0.305874688126405
TRINITY_DN137177_c2_g1	-0.56293247231157	-0.56293247231157	-0.56293247231157	-0.56293247231157	-0.56293247231157	-0.56293247231157	-0.56293247231157	-0.56293247231157	-0.56293247231157	0.919915810756895	1.43995003622155	0.521131792476905	-0.56293247231157	0.558082928649796	2.19024415501055
TRINITY_DN182736_c3_g1	-0.373384166022883	-0.373384166022883	-0.373384166022883	-0.373384166022883	-0.373384166022883	-0.373384166022883	-0.373384166022883	-0.373384166022883	-0.373384166022883	0.381075807602596	0.278299014609227	0.751605603955781	0.117185964423319	0.874543347420703	0.95774775619432
TRINITY_DN189885_c0_g5	-0.691999662268224	-0.691999662268224	-0.691999662268224	-0.691999662268224	-0.691999662268224	-0.691999662268224	-0.691999662268224	-0.691999662268224	-0.691999662268224	1.88016241344589	2.57313714120758	-0.187125072869759	3.34582180316674	-0.691999662268224	-0.691999662268224
TRINITY_DN195664_c5_g3	-0.764672596792966	-1.23664038445448	-1.23664038445448	-0.826299279840394	-0.956871962860887	-0.66423573706415	-1.13768190436631	-1.23664038445448	-0.563083960464337	-0.999076666136806	-0.86035000111743	-0.466022737798279	5.72930547300428	-1.02749898661589	6.24640951341662
TRINITY_DN167547_c1_g2	-0.555914081944739	-0.860425123754692	-0.718992332825396	-0.693067196016178	-0.427465716478585	-0.694352447807986	-0.574726997796567	-0.860425123754692	-0.620416159019621	-0.115402974717427	1.47070679846251	-0.860425123754692	7.0176319215646	-0.860425123754692	-0.646300318401844
TRINITY_DN190104_c1_g1	-0.829956342085171	-1.1462262738027	-1.05378929778083	-0.67838525793842	-1.02013527405801	-1.16517376056689	-1.02260142002757	-0.893988513612229	-1.11694548007069	-0.831036607984307	-0.890605874217576	-1.08953932273004	5.34077832828171	-0.881624086197572	7.27922918279029
TRINITY_DN192982_c2_g1	0.723612052757868	1.48521385199571	-0.544826060547537	4.04231899287346	1.2530247380234	4.80651650818167	5.16092007668978	-2.16976503697963	-2.23188674888743	-2.17253147127101	-2.18225598116283	-1.99554720971906	-2.16012407958734	-1.96165684164943	-2.05301279071763
TRINITY_DN179499_c2_g2	-1.15209769061096	-0.861013125557692	-1.36994878742209	-0.94556411588399	-1.15458081521861	-0.532409153042684	-0.967226610576482	-1.19490330131117	-1.36994878742209	1.08449034726447	3.71759891574651	-0.225249762267948	5.85327101408695	-0.544570183529156	-0.337847944255063
TRINITY_DN191356_c2_g1	-0.947774293972951	-0.947774293972951	-0.737385429527549	-0.947774293972951	-0.947774293972951	-0.81289623962984	-0.947774293972951	-0.947774293972951	-0.642095550730664	0.687747947486802	3.35366702725449	2.47014571383901	0.818608847028347	-0.947774293972951	1.49662774209006
TRINITY_DN155202_c3_g1	-0.813300742335281	-0.813300742335281	-0.813300742335281	-0.813300742335281	-0.813300742335281	-0.813300742335281	-0.813300742335281	-0.813300742335281	-0.813300742335281	-0.813300742335281	-0.813300742335281	2.86330518105653	3.07841006497621	3.17819842859105	-0.173605508935699
TRINITY_DN180938_c2_g2	-1.2769215888708	-0.472265816414149	-1.08057340646853	-1.37453238549722	-0.861547050683543	-1.02177386045658	-0.962021814247415	-1.37453238549722	-0.724687033191209	1.1878932264634	5.49535135557168	-1.27422747970153	5.72826219921779	-1.02856835515435	-0.959855605070334
TRINITY_DN181470_c1_g1	-0.436718196446374	-0.436718196446374	-0.436718196446374	-0.436718196446374	-0.436718196446374	-0.436718196446374	-0.436718196446374	-0.436718196446374	-0.436718196446374	1.42086475893777	0.470941631406916	-0.436718196446374	1.3677484462864	0.320305050061086	0.787322077771557
TRINITY_DN191833_c2_g1	-0.432888273234163	-0.432888273234163	-0.432888273234163	-0.432888273234163	-0.432888273234163	-0.432888273234163	-0.432888273234163	-0.432888273234163	-0.432888273234163	1.46937829584891	0.240668150755982	-0.259121205497456	1.29829496833804	0.799772483556112	0.347001766105884
TRINITY_DN186854_c0_g2	-0.392153888642913	-0.392153888642913	-0.392153888642913	-0.392153888642913	-0.392153888642913	-0.392153888642913	-0.392153888642913	-0.392153888642913	-0.392153888642913	1.82383526550381	1.31890043316915	-0.392153888642913	0.890582431633429	-0.0484618194638936	-0.0633174244133726
TRINITY_DN172555_c8_g1	-0.65952030103585	-0.65952030103585	-0.65952030103585	-0.65952030103585	-0.65952030103585	-0.65952030103585	-0.65952030103585	-0.65952030103585	-0.65952030103585	0.887435877105561	3.12330759103904	-0.65952030103585	3.41395720864312	-0.65952030103585	-0.169977365393376
TRINITY_DN166622_c3_g4	-0.662397830119547	-0.662397830119547	-0.662397830119547	-0.662397830119547	-0.662397830119547	-0.662397830119547	-0.662397830119547	-0.662397830119547	-0.662397830119547	-0.0413423268198077	2.65794242675173	-0.362567068297177	5.03234309968027	-0.662397830119547	-0.662397830119547
TRINITY_DN178908_c5_g1	-0.379447842755851	-0.379447842755851	-0.379447842755851	-0.379447842755851	-0.379447842755851	-0.379447842755851	-0.379447842755851	-0.379447842755851	-0.379447842755851	0.791118214036218	-0.379447842755851	0.44999583861074	0.609691164612382	1.98512458954	-0.0414513792408351
TRINITY_DN133471_c0_g1	-0.738461923336506	-0.738461923336506	-0.738461923336506	-0.738461923336506	-0.738461923336506	-0.738461923336506	-0.738461923336506	-0.738461923336506	-0.738461923336506	-0.738461923336506	0.801069148137645	0.0380632280854064	4.43861870347411	2.53266490344601	-0.425796749778111
TRINITY_DN68937_c0_g1	-0.341117751167122	-0.341117751167122	-0.341117751167122	-0.341117751167122	-0.341117751167122	-0.341117751167122	-0.341117751167122	-0.341117751167122	-0.341117751167122	0.23128689622321	1.60036421270186	0.899501878144638	-0.341117751167122	0.632677178485484	0.0473473461160318
TRINITY_DN165271_c0_g4	-0.576262038883008	-0.576262038883008	-0.576262038883008	-0.576262038883008	-0.576262038883008	-0.481350391857541	-0.576262038883008	-0.576262038883008	-0.576262038883008	-0.276431277060638	1.81302942312396	-0.217865776926354	4.72989081322843	-0.576262038883008	-0.380914440560789
TRINITY_DN167554_c1_g1	-0.678857541319571	-0.678857541319571	-0.678857541319571	-0.678857541319571	-0.678857541319571	-0.678857541319571	-0.678857541319571	-0.678857541319571	-0.678857541319571	0.463882630796511	2.2433403070768	-0.678857541319571	4.96814030048642	-0.678857541319571	-0.207930283844444
TRINITY_DN171782_c4_g4	-0.336633521541303	-0.336633521541303	-0.336633521541303	-0.336633521541303	-0.336633521541303	-0.336633521541303	-0.336633521541303	-0.336633521541303	-0.336633521541303	0.365580729469138	0.700397209403664	0.783054652977893	0.471545562230168	-0.336633521541303	1.04575706133217
TRINITY_DN183075_c7_g2	-0.762960661120877	-0.762960661120877	-0.734391508924106	-0.762960661120877	-0.762960661120877	-0.762960661120877	-0.762960661120877	-0.762960661120877	-0.762960661120877	2.94831396992898	3.42044645131638	-0.649260161956149	0.565301367488536	1.29049827082064	-0.737223099707269
TRINITY_DN167899_c2_g1	-0.811596968448822	-0.811596968448822	-0.811596968448822	-0.811596968448822	-0.811596968448822	-0.811596968448822	-0.811596968448822	-0.811596968448822	-0.811596968448822	1.03680063107937	2.70176744104386	0.485300889251256	4.29118712031274	-0.811596968448822	-0.399086397199017
TRINITY_DN159319_c0_g4	-0.540746681985661	-0.540746681985661	-0.540746681985661	-0.540746681985661	-0.540746681985661	-0.540746681985661	-0.540746681985661	-0.540746681985661	-0.540746681985661	-0.13584355984053	2.13393993794234	-0.161125719929952	3.89960759034326	-0.540746681985661	-0.329111428658511
TRINITY_DN173208_c5_g1	-0.268876224318533	-1.09400200690449	0.0494116242402334	-0.28675165448712	-0.34261589699211	-0.346534491635434	-0.790193463009544	-1.16680883028879	-1.62826271644398	-1.00254045539449	-0.314626606153985	0.175908618354363	5.60273091999888	0.104669146041847	1.30849203699315
TRINITY_DN191911_c5_g2	-1.00279998091748	-2.8014059674855	-2.0522803190459	-0.847941403882087	-1.55173501571386	1.40209443007068	-2.95108494437333	-3.16671999953447	-3.52736520199468	6.11655951416699	6.42918520080142	-1.92139684315323	8.89558310201559	-1.47773443427008	-1.54295813668407
TRINITY_DN151215_c0_g1	-0.482984584199541	-0.482984584199541	-0.482984584199541	-0.482984584199541	-0.482984584199541	-0.482984584199541	-0.482984584199541	-0.482984584199541	-0.482984584199541	1.81743204363733	1.97697155545458	-0.482984584199541	0.630715914965187	0.495943192181857	-0.0912168642435446
TRINITY_DN192345_c1_g1	-0.427475783930416	-0.427475783930416	-0.427475783930416	-0.427475783930416	-0.427475783930416	-0.427475783930416	-0.427475783930416	-0.427475783930416	-0.427475783930416	1.32997423230087	0.510621777143677	1.23381777192489	-0.145332555148918	-0.427475783930416	1.34567661308364
TRINITY_DN182682_c1_g4	-0.370799093663433	-0.370799093663433	-0.370799093663433	-0.370799093663433	-0.370799093663433	-0.370799093663433	-0.370799093663433	-0.370799093663433	-0.370799093663433	1.12847278950566	0.72748570205999	0.141174888118368	1.71428558496522	-0.370799093663433	-0.00342802801490327
TRINITY_DN171155_c7_g1	-0.696436909614127	-0.696436909614127	-0.65940617866916	-0.696436909614127	-0.628798192738763	-0.604229471517038	-0.652392576908105	-0.641241255372002	-0.696436909614127	-0.696436909614127	1.23902283819116	-0.65099393885296	6.88545660218832	-0.663630764530885	-0.141602513719934
TRINITY_DN155435_c1_g2	-0.42795940123194	-0.701773645818977	-0.638270703512819	-0.62316381112261	-0.540853457637874	-0.701773645818977	-0.643803577181647	-0.636890794234122	-0.701773645818977	0.668948629329191	1.26871192712115	-0.701773645818977	1.92979632249055	1.72958187575454	0.720997573501497
TRINITY_DN190093_c8_g1	-0.736726812345656	-0.780160234902865	-0.846421677171586	-0.730056920479802	-0.769178678239126	-0.846421677171586	-0.846421677171586	-0.714173878873146	-0.846421677171586	-0.295521012524063	-0.744771601077151	-0.846421677171586	4.77460451229327	-0.846421677171586	5.07451468917806
TRINITY_DN179804_c3_g1	-0.982079913817289	-0.982079913817289	-0.885818060758885	-0.982079913817289	-0.982079913817289	-0.807034427706375	-0.982079913817289	-0.910317244517198	-0.41064579794078	1.16229282047469	3.21664995504834	2.73315454142273	0.814102496902716	-0.939435576408795	0.93745086257
TRINITY_DN159879_c0_g1	-0.965438661547166	-0.965438661547166	-0.965438661547166	-0.965438661547166	-0.965438661547166	-0.965438661547166	-0.965438661547166	-0.965438661547166	-0.965438661547166	3.37981576520022	2.13772323343953	-0.965438661547166	-0.965438661547166	2.76204619668395	2.34024008169512
TRINITY_DN168185_c10_g4	-0.64049956968245	-0.783239741798532	-0.603091880640103	-0.559199467580602	-0.475228427246354	-0.562909786918976	-0.710105037168316	-0.783239741798532	-0.783239741798532	1.11941272939755	2.50349358130167	-0.567871769595052	4.30384115903487	-0.783239741798532	-0.674882563708113
TRINITY_DN191782_c3_g2	1.1489132092145	2.00394450598777	0.934755001313119	0.829627031674451	1.23534414415917	1.00070924424874	0.964475985687558	0.456350169271451	-1.22487418450811	-1.22487418450811	-1.22487418450811	-1.22487418450811	-1.22487418450811	-1.22487418450811	-1.22487418450811
TRINITY_DN164448_c0_g2	-0.77804982394882	-1.16832390903511	-0.690028363922039	-1.12741299079836	-0.899078417134372	-1.10738451030454	-1.18082688123995	-1.05785623947465	-0.521538275993185	-0.59307656314717	-0.812223324979964	-1.22906306689279	5.45009326959456	-0.792901227578343	6.50767032485473
TRINITY_DN161042_c4_g3	-1.60247964103252	-1.98252233634411	-2.09404052982016	-0.0240496814343767	-1.61614648133902	0.691984066270801	-2.3654662059131	-2.02746974239808	-2.3654662059131	5.23646054109602	5.57492374559107	-1.80475125143862	7.6821526102462	-1.34256580380302	-1.96056308376797
TRINITY_DN45203_c0_g1	-0.413170152777046	-0.413170152777046	-0.413170152777046	-0.413170152777046	-0.413170152777046	-0.413170152777046	-0.413170152777046	-0.413170152777046	-0.413170152777046	0.806540486771733	0.0399522938187664	0.0855913128948063	1.63715740078138	1.56246003350378	-0.413170152777046
TRINITY_DN183836_c8_g1	-0.594179080301969	-0.594179080301969	-0.594179080301969	-0.594179080301969	-0.594179080301969	-0.594179080301969	-0.594179080301969	-0.594179080301969	-0.594179080301969	3.01781948418693	0.823740927509996	-0.134747461664672	0.0501386980356081	1.17262807100095	0.418032003648905
TRINITY_DN155619_c4_g6	-0.671011185948115	-0.404405750962124	-1.04620146457888	-0.795274964242683	-0.918469497571585	-1.09861735873001	-0.57656160956905	-0.882007289987572	-1.09861735873001	-0.764049083063881	2.66765976022157	-0.917196718449872	8.1576621062317	-0.92612984321988	-0.726779741399594
TRINITY_DN58161_c0_g1	-0.337013423734625	-0.337013423734625	-0.337013423734625	-0.337013423734625	-0.337013423734625	-0.337013423734625	-0.337013423734625	-0.337013423734625	-0.337013423734625	-0.337013423734625	0.183031600305192	1.2608752514308	0.357198184033265	0.689432556569176	0.879596645007817
TRINITY_DN190106_c5_g1	-0.79724702648399	-0.79724702648399	-0.609479279437965	-0.564586269693715	-0.79724702648399	-0.717271649763394	-0.721372159508862	-0.79724702648399	-0.445618697381207	0.821461485829798	2.62834655116907	2.03705967647892	-0.0994732069288039	-0.584366460139605	1.44428811531173
TRINITY_DN191336_c0_g4	-0.935074238699193	-1.00683690799928	-0.673413174274093	-0.856277231423903	-0.179017883381965	-0.791468935795805	-0.935074238699193	-0.757088192915716	-0.88781280485701	1.57451433916949	2.08672326816305	-0.796448043553882	6.01285388822039	-0.954421013848146	-0.901158830104747
TRINITY_DN166027_c11_g5	-0.704493768279991	-0.704493768279991	-0.704493768279991	-0.704493768279991	-0.704493768279991	-0.577520912022226	-0.704493768279991	-0.704493768279991	-0.704493768279991	1.77990219422268	1.25304943247711	2.16912259604633	1.84023888765263	-0.704493768279991	-0.124348283856611
TRINITY_DN185505_c3_g1	-0.404437647011358	-0.404437647011358	-0.404437647011358	-0.404437647011358	-0.404437647011358	-0.404437647011358	-0.404437647011358	-0.404437647011358	-0.404437647011358	0.271829761254532	0.597724774139263	1.52118206499158	-0.404437647011358	0.955083523416238	0.698556346311968
TRINITY_DN152879_c0_g1	-0.396442984762546	-0.396442984762546	-0.396442984762546	-0.396442984762546	-0.396442984762546	-0.396442984762546	-0.396442984762546	-0.396442984762546	-0.396442984762546	1.74171616046692	0.565550692657709	-0.396442984762546	1.2019222205611	0.405957055352293	0.049283718587438
TRINITY_DN175413_c0_g1	-0.36697825043356	-0.36697825043356	-0.36697825043356	-0.36697825043356	-0.36697825043356	-0.36697825043356	-0.36697825043356	-0.36697825043356	-0.36697825043356	0.452689933062895	1.51976697430855	0.409546900988352	-0.36697825043356	0.226614555431036	1.06116414054477
TRINITY_DN174325_c0_g1	-0.984797764956266	-0.984797764956266	-0.984797764956266	-0.984797764956266	-0.984797764956266	-0.984797764956266	-0.984797764956266	-0.984797764956266	-0.984797764956266	4.62572513808932	3.34123616276103	-0.984797764956266	-0.984797764956266	3.52407453048489	-0.658260416816314
TRINITY_DN197493_c3_g2	0.788480096938742	0.868636778625686	0.401651451680629	0.46123260424927	1.34191726809732	1.23762367830605	-0.3410557804119	0.309511452380432	-0.723999649980891	-0.723999649980891	-0.723999649980891	-0.723999649980891	-0.723999649980891	-0.723999649980891	-0.723999649980891
TRINITY_DN144332_c0_g1	0.0734015030339012	-1.20818506948648	-0.554031356940658	-0.376217917945594	-1.9870997332142	-0.315847931922483	-1.06156495905957	-1.65403409844177	-0.798444496675248	-1.18718972687156	1.78687651776284	1.68492171068894	3.73367869802276	-1.32604588299581	3.18978274404494
TRINITY_DN175581_c5_g2	-0.282391416563502	-0.230445201530848	-2.17747518799258	-1.26246687458137	0.269776490315896	-1.71681067222209	-1.71352808823279	-1.01409760066163	-1.38114563570826	1.91490088148773	4.15316075873491	0.0029640351936675	6.60389223441203	-2.2374999590648	-0.928833763586358
TRINITY_DN193167_c4_g1	-0.468293776224925	-0.468293776224925	-0.468293776224925	-0.468293776224925	-0.468293776224925	-0.468293776224925	-0.468293776224925	-0.468293776224925	-0.468293776224925	0.932244153358804	0.464523326516926	1.13340274025603	-0.468293776224925	1.08899376605338	1.06377377606411
TRINITY_DN158971_c4_g3	-0.562047448010735	-0.769940299652068	-0.593617527011605	-0.72170411399922	-0.637692501353628	-0.255944320285055	-0.685876034863593	-0.318927056708095	-0.69406543267694	-0.491360749193645	1.99134497370955	-0.637692501353628	5.42647002850128	-0.515346256618927	-0.533600760483694
