bleached_44_01	bleached_44_02	bleached_44_03	bleached_k4_01	bleached_k4_02	bleached_k4_03
TRINITY_GG_18009_c13_g1	-1.00008642305187	-1.00008642305187	-1.00008642305187	1.05476205394375	1.42805596792646	0.517441247285397
TRINITY_GG_12790_c33_g1	-0.824601928224021	-0.824601928224021	-0.824601928224021	0.7713790507416	0.959483214510736	0.742943519419726
TRINITY_GG_32582_c12_g1	1.56158470961052	0.819452789275583	0.386622765887361	-0.922553421591153	-0.922553421591153	-0.922553421591153
TRINITY_GG_87046_c0_g1	1.29007496275369	1.0430997461367	2.12414604812075	-0.797493361792809	-1.5568991558677	-2.10292823935062
TRINITY_GG_85762_c0_g1	0.412279118233115	0.94797118935424	1.33742168411811	-0.899223997235155	-0.899223997235155	-0.899223997235155
TRINITY_GG_81563_c1_g1	-0.901712720500705	-0.901712720500705	-0.901712720500705	0.434570667363728	1.00363817908025	1.26692931505813
TRINITY_GG_12183_c0_g1	-1.27212207138088	-1.27212207138088	-1.27212207138088	0.878762499924143	1.79396711907689	1.14363659514162
TRINITY_GG_49830_c0_g1	-0.922581498569363	-0.922581498569363	-0.922581498569363	1.52869556352884	1.11339424509577	0.125654687083484
TRINITY_GG_72066_c21_g1	2.03715011499437	0.637677060395833	1.83938195704352	-1.50473637747791	-1.50473637747791	-1.50473637747791
TRINITY_GG_89268_c16_g2	1.01893048319941	2.76581461691509	-0.0281560693651763	-1.25219634358311	-1.25219634358311	-1.25219634358311
TRINITY_GG_72540_c42_g1	-1.05004562100067	-1.05004562100067	-1.05004562100067	0.900796016548475	0.484015981420445	1.7653248650331
TRINITY_GG_29577_c1_g2	-1.78029599500281	-1.78029599500281	-1.78029599500281	2.49224981498078	1.8532514632914	0.995386706736251
TRINITY_GG_18140_c0_g1	0.683171718654674	0.696530101509693	1.42415783109656	-0.899109191999097	-0.964884459649336	-0.939865999612497
TRINITY_GG_25401_c0_g1	1.15550930396287	1.23124854673198	2.15041833698828	-1.44344929924716	-1.47373976467484	-1.61998712376113
TRINITY_GG_106094_c14_g1	-0.899451425430757	-0.899451425430757	-0.899451425430757	1.58184751611681	1.1354685589184	-0.0189617987429379
TRINITY_GG_2979_c1_g1	-1.29271277787193	-1.29271277787193	-1.29271277787193	1.45381497924626	1.75430204164566	0.670021312723873
TRINITY_GG_72582_c0_g1	-1.24409935687159	-1.24409935687159	-1.24409935687159	1.27443578211059	1.43712499690797	1.02073729159619
TRINITY_GG_30378_c0_g1	-1.29789338643624	-1.23738954091935	-1.58356924798169	0.221387685423401	2.08736647584932	1.81009801406456
TRINITY_GG_18216_c18_g1	-1.74845303459981	-1.74845303459981	-1.74845303459981	2.54888513900202	2.21103893922296	0.485435025574465
TRINITY_GG_42799_c1_g1	-0.812651368263266	-0.812651368263266	-0.812651368263266	1.064700258186	0.942236133900203	0.431017712703597
TRINITY_GG_70583_c198_g2	0.75987571882762	0.809519795608451	1.1060268709774	-0.891807461804489	-0.891807461804489	-0.891807461804489
TRINITY_GG_72654_c0_g2	-1.05389400575317	-1.05389400575317	-1.05389400575317	1.59319020687578	0.780412697209734	0.788079113174006
TRINITY_GG_80771_c1_g1	-1.3383429251586	-1.3383429251586	-1.3383429251586	1.78068117798368	1.17160622114571	1.06274137634641
TRINITY_GG_1008_c0_g1	-1.37334483921614	-1.37334483921614	-1.37334483921614	1.54771058200619	1.87837425338982	0.693949682252395
TRINITY_GG_99087_c0_g1	0.765159495812613	1.15798631962941	1.0409055790865	-0.98801713150951	-0.98801713150951	-0.98801713150951
TRINITY_GG_92539_c0_g1	-1.81876223738006	-1.92175623070338	-1.79346282969357	1.67147800798131	2.48062487542007	1.38187841437562
TRINITY_GG_12721_c0_g1	-1.28130800789857	-1.28130800789857	-1.28130800789857	2.12903309671552	1.09470447983117	0.620186447149008
TRINITY_GG_36424_c0_g1	-1.18110009635372	-1.18110009635372	-1.18110009635372	1.8911772391178	1.46529300486519	0.186830045078166
TRINITY_GG_81041_c1_g1	-1.88609441419383	-1.88609441419383	-1.88609441419383	2.1552361926268	1.48880595550753	2.01424109444716
TRINITY_GG_28760_c0_g2	-0.83837273797951	-0.83837273797951	-0.83837273797951	0.753306678956227	1.16989899998403	0.591912534998271
TRINITY_GG_102371_c6_g4	-1.27849362768246	-1.27849362768246	-1.27849362768246	1.40834302229362	1.37823154233879	1.04890631841496
TRINITY_GG_26096_c36_g1	-0.827633939570107	-0.827633939570107	-0.827633939570107	1.28873081712168	0.299338916687659	0.894832084900984
TRINITY_GG_81099_c0_g2	0.577463235578195	1.50945429095706	1.14537403915013	-1.07743052189513	-1.07743052189513	-1.07743052189513
TRINITY_GG_21867_c69_g1	0.703309531980061	0.641814146171179	1.72151686249566	-1.02221351354897	-1.02221351354897	-1.02221351354897
TRINITY_GG_97819_c0_g2	-0.921903323364857	-0.921903323364857	-0.921903323364857	0.731615347388743	1.0762921797884	0.957802442917432
TRINITY_GG_100431_c0_g2	-1.19959676773999	-1.19959676773999	-1.19959676773999	0.95550479038571	0.462152832070712	2.18113268076356
TRINITY_GG_24514_c0_g2	-0.877630916109009	-0.877630916109009	-0.877630916109009	0.99460685753345	0.87853841203029	0.759747478763286
TRINITY_GG_81272_c0_g2	2.46718761597507	0.253130180980002	1.42984095094174	-1.47935611204994	-1.28905732042335	-1.38174531542352
TRINITY_GG_70504_c5_g1	-1.69635075182015	-1.17082116461815	-1.9671695022999	1.7007850564588	1.00076746136377	2.13278890091564
TRINITY_GG_48571_c0_g1	-1.1003818835514	-1.1003818835514	-1.1003818835514	1.10907148207755	0.436665635853253	1.75540853272342
TRINITY_GG_79205_c58_g2	0.92656604375183	1.51622805900755	1.18312726427715	-1.20864045567884	-1.20864045567884	-1.20864045567884
TRINITY_GG_16286_c0_g1	1.52280668996988	2.20892244774388	2.59238408437948	-2.70424209379779	-2.09869871565418	-1.52117241264127
TRINITY_GG_65469_c1_g1	-1.13675064011218	-1.13675064011218	-1.13675064011218	-0.116692987770928	0.38831595196603	3.13862895614144
TRINITY_GG_970_c0_g1	1.99408918921348	1.93691531471531	2.36648020409843	-2.21372559240208	-2.21372559240208	-1.87003352322306
TRINITY_GG_71183_c14_g1	3.86071964443359	0.710499436713647	3.61921951475439	-2.10017424760951	-2.08154966855996	-4.00871467973217
TRINITY_GG_85135_c7_g5	0.97705738952365	1.19460949213425	0.522141866570056	-0.897936249409318	-0.897936249409318	-0.897936249409318
TRINITY_GG_15804_c14_g1	-1.05441426767649	-1.05441426767649	-1.05441426767649	0.465630756363332	1.11743304589686	1.58017900076927
TRINITY_GG_17006_c46_g1	-1.22364395020284	-1.22364395020284	-1.22364395020284	1.98908101078726	1.51317736724532	0.168673472575924
TRINITY_GG_26919_c24_g1	2.40394413337898	-0.640764469913333	1.5843683951207	-1.11584935286212	-1.11584935286212	-1.11584935286212
TRINITY_GG_24711_c0_g1	-1.16130808594293	-1.16130808594293	-1.16130808594293	1.16062000894443	0.748656980815036	1.57464726806933
TRINITY_GG_68573_c0_g1	-3.73923433490744	-2.67228409098282	-3.30948448410723	3.33648011914124	2.45001698467523	3.93450580618101
TRINITY_GG_83560_c41_g1	-0.956570586491907	-0.956570586491907	-0.956570586491907	0.574998022323056	0.760200869926316	1.53451286722635
TRINITY_GG_10990_c23_g2	-1.0640088763443	-1.0640088763443	-1.0640088763443	0.140757874310312	0.787590266890845	2.26367848783175
TRINITY_GG_91771_c0_g1	-1.11907524535649	-1.11907524535649	-1.11907524535649	2.06202730539731	1.06774221400062	0.227456216671531
TRINITY_GG_73672_c19_g1	-0.807965190847522	-0.807965190847522	-0.807965190847522	0.859699899203884	0.491279466948551	1.07291620639013
TRINITY_GG_88085_c7_g2	-1.78788877501825	-1.78788877501825	-1.78788877501825	1.867234036205	1.5054817091865	1.99095057966325
TRINITY_GG_40214_c0_g1	1.16372548402455	0.967854486753869	2.40875339360267	-1.5134444547937	-1.5134444547937	-1.5134444547937
TRINITY_GG_91381_c0_g1	1.13477308612042	2.0661543023624	1.47594961349278	-1.69896983675429	-1.45664613610454	-1.52126102911676
TRINITY_GG_31925_c0_g1	-1.08695201877831	-1.08695201877831	-1.08695201877831	0.410277110009293	1.35160698814536	1.49897195818029
TRINITY_GG_15831_c98_g1	-0.905783384335992	-0.905783384335992	-0.905783384335992	0.705861159037669	0.495847082248748	1.51564191172156
TRINITY_GG_62452_c0_g1	0.606334183492562	1.58472429946041	1.36725575676325	-1.18610474657208	-1.18610474657208	-1.18610474657208
TRINITY_GG_92430_c6_g1	-1.79817095121749	-2.03573466953517	-2.03573466953517	2.19300707517329	1.41422281409283	2.26241040102171
TRINITY_GG_3383_c0_g1	-1.10609755638955	-1.10609755638955	-1.10609755638955	0.944926446634919	1.18844967750597	1.18491654502776
TRINITY_GG_77849_c0_g1	-1.71414053034227	-1.78177924721764	-1.78177924721764	2.49099048521887	0.933894518330551	1.85281402122812
TRINITY_GG_63054_c0_g1	-1.31380313178361	-1.31380313178361	-1.31380313178361	1.1638741957817	0.59308746382491	2.18444773574422
TRINITY_GG_77532_c0_g2	-1.61673164760089	-1.61673164760089	-1.61673164760089	0.68807140818453	1.08592589579002	3.07619763882814
