b_44_01	b_44_02	b_44_03	b_K5_01	b_K5_02	b_K5_03	b_K5_04	b_K5_05	b_K5_06	bleached_44_01	bleached_44_02	bleached_44_03	bleached_K5_01	bleached_K5_02	bleached_K5_03	bleached_K5_04	bleached_K5_05	bleached_K5_06	nb_44_04	nb_44_05	nb_44_06	nb_K5_07	nb_K5_08	nbK5_09	non-bleached_44_01	non-bleached_44_02	non-bleached_44_03	non-bleached_K5_01	non-bleached_K5_02	non-bleached_K5_03
b_44_01	1	-0.100043393960637	0.904029530040846	-0.567165174107645	-0.334376918795322	-0.700291174659984	-0.518293998858241	0.836683761269365	-0.666490266927987	0.999999758937059	-0.100098173366006	0.904026374401005	-0.56719369828852	-0.335132170860537	-0.700270703986662	-0.518188082337983	0.836756599461885	-0.666724815180388	0.0480481738010956	0.179454410955577	0.0573092203789784	-0.212682913483417	-0.81831157982827	-0.629495346363064	0.0480740143780154	0.179353255419902	0.0574553215490092	-0.212672190516802	-0.818444072790133	-0.629457830931237
b_44_02	-0.100043393960637	1	-0.125174724673556	0.875312433092998	0.913482480991114	0.621181887762834	0.901103752823597	0.382253980540232	0.750408672198478	-0.0999413086521838	0.999999984234301	-0.125168173690774	0.875293033105599	0.913621274467755	0.621343812843143	0.901145482869601	0.382434754100848	0.749866942858399	0.461271572193236	0.360251056385436	-0.560984667855463	0.263135085917005	-0.287014045756717	-0.627127931340451	0.461279718093144	0.360203480015719	-0.561367965685061	0.263186104278391	-0.287252678745631	-0.627155473784997
b_44_03	0.904029530040846	-0.125174724673556	1	-0.557900555404115	-0.194512267093232	-0.844272367321362	-0.475599360886374	0.861028401387312	-0.749681271230965	0.904318307543826	-0.125295977966247	0.999999999949395	-0.557950061286892	-0.195602419020533	-0.844186788134801	-0.475425783577082	0.860863194759864	-0.750217600625104	-0.334027133604764	-0.0373710149698021	0.284032391212226	-0.414994836744837	-0.844454530981301	-0.407531553183693	-0.334004685715278	-0.0374781565402463	0.284421119138904	-0.414979985135398	-0.844471756294405	-0.407487925655839
b_K5_01	-0.567165174107645	0.875312433092998	-0.557900555404115	1	0.904733249289294	0.870259896369006	0.994098194715783	-0.100225137552722	0.954511797355048	-0.567107160952894	0.875345475218734	-0.557893888349202	0.999999997689589	0.905250602965669	0.87037726741325	0.994074169659743	-0.100090611825556	0.95420867906866	0.39087994623924	0.227928600561856	-0.510978381685984	0.340126804998776	0.169722185918733	-0.226046829311064	0.390874207873693	0.227939875717711	-0.511388070652327	0.340163161341082	0.169580622081872	-0.226088581634353
b_K5_02	-0.334376918795322	0.913482480991114	-0.194512267093232	0.904733249289294	1	0.577519064074888	0.945605551686744	0.226854987783442	0.736563184971358	-0.334062624537197	0.913440972174245	-0.194503322947005	0.904704290612826	0.999999260578359	0.577713608397177	0.94567750051379	0.226826349920778	0.735876334619147	0.12212869801591	0.132957320250992	-0.349487806390208	0.121554655743172	-0.143740023108897	-0.297901538451351	0.122129221137112	0.132926291015063	-0.34967908859764	0.121602714309441	-0.143848515867338	-0.297928445679917
b_K5_03	-0.700291174659984	0.621181887762834	-0.844272367321362	0.870259896369006	0.577519064074888	1	0.811685347230019	-0.454409381073321	0.977551299761018	-0.700543437314784	0.621293212103862	-0.84426993290513	0.87029337915782	0.57851141440004	0.99999997160129	0.811556103675226	-0.454118449675735	0.977764640801727	0.607884449613038	0.283070309640576	-0.575136685010537	0.511281145064512	0.491486289332193	-0.0887258479084145	0.607872847253611	0.283127799761361	-0.575700648779714	0.511295247142049	0.491340444598994	-0.0887747502184295
b_K5_04	-0.518293998858241	0.901103752823597	-0.475599360886374	0.994098194715783	0.945605551686744	0.811685347230019	1	-0.0187677230828468	0.916531436955538	-0.518169653461313	0.901118415700078	-0.47559199151869	0.994090818042452	0.946000461047911	0.811824526907726	0.999999975526989	-0.018672280378918	0.916125028400173	0.329613512891862	0.207926976162295	-0.479233015844108	0.290707670691499	0.0930087985103863	-0.248496246611835	0.329609263784572	0.207927684664127	-0.479594604942597	0.290747674735005	0.0928730578062974	-0.248534984897207
b_K5_05	0.836683761269365	0.382253980540232	0.861028401387312	-0.100225137552722	0.226854987783442	-0.454409381073321	-0.0187677230828468	1	-0.3179296435035	0.836926619266937	0.382157618302447	0.861030743285784	-0.100275808306002	0.225982773807856	-0.454266532918064	-0.0186013760922538	0.999999840702634	-0.318621286130517	0.018624210733843	0.203166260471999	-0.0709308215579685	-0.207709108037409	-0.936351104820515	-0.75981904766776	0.0186505542133233	0.203042631755186	-0.0708204086853546	-0.207670959764505	-0.93651845872791	-0.759792936087132
b_K5_06	-0.666490266927987	0.750408672198478	-0.749681271230965	0.954511797355048	0.736563184971358	0.977551299761018	0.916531436955538	-0.3179296435035	1	-0.666618150883206	0.750490191499424	-0.749676945935355	0.954532063954435	0.737385156662023	0.97760148588033	0.916442927796723	-0.317695997860114	0.999999484952322	0.535152449089792	0.268838584270978	-0.566699682577247	0.454968430076992	0.370098887115007	-0.150394344302494	0.535142971543258	0.268878206564202	-0.567216294453948	0.454992517014371	0.369950053981354	-0.150441804325876
bleached_44_01	0.999999758937059	-0.0999413086521838	0.904318307543826	-0.567107160952894	-0.334062624537197	-0.700543437314784	-0.518169653461313	0.836926619266937	-0.666618150883206	1	-0.0999962045452595	0.904315157498621	-0.56713572691256	-0.334818522984627	-0.700522832353753	-0.518063603165667	0.836999115027504	-0.666853312034292	0.0475135560466645	0.1791911080012	0.0575964593435676	-0.213005171855618	-0.818538181779129	-0.629344637111663	0.0475393969312035	0.179089917916042	0.0577429134918187	-0.21299443225534	-0.818670550611074	-0.629307109825846
