b_44_01	b_44_02	b_44_03	b_K5_01	b_K5_02	b_K5_03	b_K5_04	b_K5_05	b_K5_06	bleached_44_01	bleached_44_02	bleached_44_03	bleached_K5_01	bleached_K5_02	bleached_K5_03	bleached_K5_04	bleached_K5_05	bleached_K5_06	nb_44_04	nb_44_05	nb_44_06	nb_K5_07	nb_K5_08	nbK5_09	non-bleached_44_01	non-bleached_44_02	non-bleached_44_03	non-bleached_K5_01	non-bleached_K5_02	non-bleached_K5_03
bleached_44_02	-0.100098173366006	0.999999984234301	-0.125295977966247	0.875345475218734	0.913440972174245	0.621293212103862	0.901118415700078	0.382157618302447	0.750490191499424	-0.0999962045452595	1	-0.125289428062335	0.875326086625597	0.913579967219422	0.621455106294974	0.901160108087415	0.382338475770713	0.749948614504246	0.461409586726785	0.360313428346234	-0.561069411859206	0.263230756630531	-0.286920765908834	-0.627144117809853	0.461417731346394	0.360265864875135	-0.561452811770172	0.263281771345804	-0.287159427132127	-0.627171665696589
bleached_44_03	0.904026374401005	-0.125168173690774	0.999999999949395	-0.557893888349202	-0.194503322947005	-0.84426993290513	-0.47559199151869	0.861030743285784	-0.749676945935355	0.904315157498621	-0.125289428062335	1	-0.557943394696722	-0.195593478949019	-0.844184351518031	-0.475418412866009	0.860865533814626	-0.75021328397242	-0.334030477562289	-0.0373724082104813	0.284032359618778	-0.414996323949554	-0.844456238299007	-0.40753157957285	-0.334008029693717	-0.0374795501268726	0.284421088833003	-0.41498147192747	-0.844473463223828	-0.407487952162825
bleached_K5_01	-0.56719369828852	0.875293033105599	-0.557950061286892	0.999999997689589	0.904704290612826	0.87029337915782	0.994090818042452	-0.100275808306002	0.954532063954435	-0.56713572691256	0.875326086625597	-0.557943394696722	1	0.905221719099006	0.870410736102343	0.994066778036428	-0.100141258587017	0.954229011511914	0.390916889679346	0.227940290251179	-0.510996382662394	0.34015651266894	0.169769626873012	-0.226031925926473	0.390911150401857	0.22795157198643	-0.511406100252339	0.340192866591045	0.169628059911191	-0.226073679983872
bleached_K5_02	-0.335132170860537	0.913621274467755	-0.195602419020533	0.905250602965669	0.999999260578359	0.57851141440004	0.946000461047911	0.225982773807856	0.737385156662023	-0.334818522984627	0.913579967219422	-0.195593478949019	0.905221719099006	1	0.578705791174886	0.946072155404694	0.22595459397463	0.736699215489873	0.122929049298477	0.133264504289739	-0.350043617460821	0.122211600846582	-0.14288414235519	-0.297777207595568	0.122929554686372	0.133233587407753	-0.350235575053168	0.122259639040291	-0.14299275895053	-0.297804164501627
bleached_K5_03	-0.700270703986662	0.621343812843143	-0.844186788134801	0.87037726741325	0.577713608397177	0.99999997160129	0.811824526907726	-0.454266532918064	0.97760148588033	-0.700522832353753	0.621455106294974	-0.844184351518031	0.870410736102343	0.578705791174886	1	0.811695326149939	-0.453975658937912	0.977814590437374	0.607817599830444	0.283061391662155	-0.575141729340946	0.511230417096571	0.491361452669739	-0.0887978521611992	0.607805999580137	0.283118863030616	-0.575705653854049	0.511244530825761	0.491215600857191	-0.0888467540801656
bleached_K5_04	-0.518188082337983	0.901145482869601	-0.475425783577082	0.994074169659743	0.94567750051379	0.811556103675226	0.999999975526989	-0.0186013760922538	0.916442927796723	-0.518063603165667	0.901160108087415	-0.475418412866009	0.994066778036428	0.946072155404694	0.811695326149939	1	-0.0185060142435853	0.916036313497187	0.329484593584287	0.207883678062075	-0.479162496030714	0.290603381459355	0.0928512309049697	-0.24853903200715	0.32948034756537	0.207884365006196	-0.47952398267557	0.290643392459357	0.0927155037134009	-0.24857776367863
bleached_K5_05	0.836756599461885	0.382434754100848	0.860863194759864	-0.100090611825556	0.226826349920778	-0.454118449675735	-0.018672280378918	0.999999840702634	-0.317695997860114	0.836999115027504	0.382338475770713	0.860865533814626	-0.100141258587017	0.22595459397463	-0.453975658937912	-0.0185060142435853	1	-0.318387339394872	0.0191632455410711	0.203483054108942	-0.0712964114693189	-0.2074122597811	-0.936335962912401	-0.76016607680124	0.019189593549175	0.203359429024989	-0.071186357972	-0.20737410947482	-0.936503489446017	-0.760139977989615
bleached_K5_06	-0.666724815180388	0.749866942858399	-0.750217600625104	0.95420867906866	0.735876334619147	0.977764640801727	0.916125028400173	-0.318621286130517	0.999999484952322	-0.666853312034292	0.749948614504246	-0.75021328397242	0.954229011511914	0.736699215489873	0.977814590437374	0.916036313497187	-0.318387339394872	1	0.535560394806176	0.268936071561617	-0.566801312625637	0.455288654151649	0.370723444043373	-0.150113471008534	0.535550906004376	0.268975784188857	-0.567318208196007	0.455312695583938	0.370574609287363	-0.150160943087145
nb_44_04	0.0480481738010956	0.461271572193236	-0.334027133604764	0.39087994623924	0.12212869801591	0.607884449613038	0.329613512891862	0.018624210733843	0.535152449089792	0.0475135560466645	0.461409586726785	-0.334030477562289	0.390916889679346	0.122929049298477	0.607817599830444	0.329484593584287	0.0191632455410711	0.535560394806176	1	0.751866140748191	-0.843419948182454	0.726000169332464	-0.0625561872781422	-0.661879368847711	0.999999999154421	0.75187613617357	-0.843885613411041	0.726010639610416	-0.0627661106578656	-0.66190698939603
nb_44_05	0.179454410955577	0.360251056385436	-0.0373710149698021	0.227928600561856	0.132957320250992	0.283070309640576	0.207926976162295	0.203166260471999	0.268838584270978	0.1791911080012	0.360313428346234	-0.0373724082104813	0.227940290251179	0.133264504289739	0.283061391662155	0.207883678062075	0.203483054108942	0.268936071561617	0.751866140748191	1	-0.945141938724898	0.911557349016016	-0.438614543765118	-0.626481106781024	0.751851505014809	0.999999991954938	-0.944903118631923	0.911569818981926	-0.438500990272101	-0.626494399903219
nb_44_06	0.0573092203789784	-0.560984667855463	0.284032391212226	-0.510978381685984	-0.349487806390208	-0.575136685010537	-0.479233015844108	-0.0709308215579685	-0.566699682577247	0.0575964593435676	-0.561069411859206	0.284032359618778	-0.510996382662394	-0.350043617460821	-0.575141729340946	-0.479162496030714	-0.0712964114693189	-0.566801312625637	-0.843419948182454	-0.945141938724898	1	-0.928308731351412	0.247696341577793	0.602383018719693	-0.84340524598658	-0.945154412097032	0.999999468801433	-0.928327332119834	0.247665988991356	0.602410431132132
nb_K5_07	-0.212682913483417	0.263135085917005	-0.414994836744837	0.340126804998776	0.121554655743172	0.511281145064512	0.290707670691499	-0.207709108037409	0.454968430076992	-0.213005171855618	0.263230756630531	-0.414996323949554	0.34015651266894	0.122211600846582	0.511230417096571	0.290603381459355	-0.2074122597811	0.455288654151649	0.726000169332464	0.911557349016016	-0.928308731351412	1	-0.0511466515535264	-0.306626129886495	0.725973801730226	0.911607864811855	-0.92810876194876	0.999999998433867	-0.0509580554604264	-0.306652238108522
nb_K5_08	-0.81831157982827	-0.287014045756717	-0.844454530981301	0.169722185918733	-0.143740023108897	0.491486289332193	0.0930087985103863	-0.936351104820515	0.370098887115007	-0.818538181779129	-0.286920765908834	-0.844456238299007	0.169769626873012	-0.14288414235519	0.491361452669739	0.0928512309049697	-0.936335962912401	0.370723444043373	-0.0625561872781422	-0.438614543765118	0.247696341577793	-0.0511466515535264	1	0.730058214467538	-0.0625707040769874	-0.438508239981935	0.247296849469013	-0.051178424006611	0.999999848957944	0.730031410088505
nbK5_09	-0.629495346363064	-0.627127931340451	-0.407531553183693	-0.226046829311064	-0.297901538451351	-0.0887258479084145	-0.248496246611835	-0.75981904766776	-0.150394344302494	-0.629344637111663	-0.627144117809853	-0.40753157957285	-0.226031925926473	-0.297777207595568	-0.0887978521611992	-0.24853903200715	-0.76016607680124	-0.150113471008534	-0.661879368847711	-0.626481106781024	0.602383018719693	-0.306626129886495	0.730058214467538	1	-0.661899400021426	-0.626394406902906	0.602628456464103	-0.306663530143795	0.730331300504608	0.99999999879073
non-bleached_44_01	0.0480740143780154	0.461279718093144	-0.334004685715278	0.390874207873693	0.122129221137112	0.607872847253611	0.329609263784572	0.0186505542133233	0.535142971543258	0.0475393969312035	0.461417731346394	-0.334008029693717	0.390911150401857	0.122929554686372	0.607805999580137	0.32948034756537	0.019189593549175	0.535550906004376	0.999999999154421	0.751851505014809	-0.84340524598658	0.725973801730226	-0.0625707040769874	-0.661899400021426	1	0.751861496420582	-0.843870935004625	0.72598427291193	-0.0627806463695918	-0.661927019815397
non-bleached_44_02	0.179353255419902	0.360203480015719	-0.0374781565402463	0.227939875717711	0.132926291015063	0.283127799761361	0.207927684664127	0.203042631755186	0.268878206564202	0.179089917916042	0.360265864875135	-0.0374795501268726	0.22795157198643	0.133233587407753	0.283118863030616	0.207884365006196	0.203359429024989	0.268975784188857	0.75187613617357	0.999999991954938	-0.945154412097032	0.911607864811855	-0.438508239981935	-0.626394406902906	0.751861496420582	1	-0.944915588076973	0.91162032989936	-0.438394656077238	-0.626407703363639
non-bleached_44_03	0.0574553215490092	-0.561367965685061	0.284421119138904	-0.511388070652327	-0.34967908859764	-0.575700648779714	-0.479594604942597	-0.0708204086853546	-0.567216294453948	0.0577429134918187	-0.561452811770172	0.284421088833003	-0.511406100252339	-0.350235575053168	-0.575705653854049	-0.47952398267557	-0.071186357972	-0.567318208196007	-0.843885613411041	-0.944903118631923	0.999999468801433	-0.92810876194876	0.247296849469013	0.602628456464103	-0.843870935004625	-0.944915588076973	1	-0.928127373256333	0.247267012110396	0.602655893395441
non-bleached_K5_01	-0.212672190516802	0.263186104278391	-0.414979985135398	0.340163161341082	0.121602714309441	0.511295247142049	0.290747674735005	-0.207670959764505	0.454992517014371	-0.21299443225534	0.263281771345804	-0.41498147192747	0.340192866591045	0.122259639040291	0.511244530825761	0.290643392459357	-0.20737410947482	0.455312695583938	0.726010639610416	0.911569818981926	-0.928327332119834	0.999999998433867	-0.051178424006611	-0.306663530143795	0.72598427291193	0.91162032989936	-0.928127373256333	1	-0.050989840120864	-0.30668963886733
non-bleached_K5_02	-0.818444072790133	-0.287252678745631	-0.844471756294405	0.169580622081872	-0.143848515867338	0.491340444598994	0.0928730578062974	-0.93651845872791	0.369950053981354	-0.818670550611074	-0.287159427132127	-0.844473463223828	0.169628059911191	-0.14299275895053	0.491215600857191	0.0927155037134009	-0.936503489446017	0.370574609287363	-0.0627661106578656	-0.438500990272101	0.247665988991356	-0.0509580554604264	0.999999848957944	0.730331300504608	-0.0627806463695918	-0.438394656077238	0.247267012110396	-0.050989840120864	1	0.730304500840066
non-bleached_K5_03	-0.629457830931237	-0.627155473784997	-0.407487925655839	-0.226088581634353	-0.297928445679917	-0.0887747502184295	-0.248534984897207	-0.759792936087132	-0.150441804325876	-0.629307109825846	-0.627171665696589	-0.407487952162825	-0.226073679983872	-0.297804164501627	-0.0888467540801656	-0.24857776367863	-0.760139977989615	-0.150160943087145	-0.66190698939603	-0.626494399903219	0.602410431132132	-0.306652238108522	0.730031410088505	0.99999999879073	-0.661927019815397	-0.626407703363639	0.602655893395441	-0.30668963886733	0.730304500840066	1
