b_44_01	b_44_02	b_44_03	b_K5_01	b_K5_02	b_K5_03	b_K5_04	b_K5_05	b_K5_06	bleached_44_01	bleached_44_02	bleached_44_03	bleached_K5_01	bleached_K5_02	bleached_K5_03	bleached_K5_04	bleached_K5_05	bleached_K5_06	nb_44_04	nb_44_05	nb_44_06	nb_K5_07	nb_K5_08	nbK5_09	non-bleached_44_01	non-bleached_44_02	non-bleached_44_03	non-bleached_K5_01	non-bleached_K5_02	non-bleached_K5_03
nb_44_06	0.023654347204419	-0.153308004641991	0.364704588819717	-0.265669993595573	-0.417183000589128	-0.39829016984911	-0.29151220424639	-0.158930976796658	-0.39432191133782	0.0236327682026018	-0.153309628970492	0.364685511669006	-0.265666904661971	-0.417143055758645	-0.398299977464814	-0.291574079062906	-0.15890662731263	-0.394370010062608	0.113020543631141	0.0199497705225457	1	-0.212071736488145	0.474995936079786	-0.105209088859295	0.113030696330208	0.0203029831432023	0.999999891053602	-0.212021878348795	0.475128163001605	-0.105218289315149
nb_K5_07	-0.287308131391982	-0.311901942152998	-0.239384931733284	-0.0809337309946738	-0.302063974986453	-0.208476559550216	0.0101210490999387	-0.129026296872055	0.00959695390003932	-0.287392263485745	-0.311894995994062	-0.239368804675862	-0.080925390684619	-0.302056550621767	-0.208481410616264	0.0100735640098623	-0.128944827483836	0.0095377677764107	-0.136007233328688	0.125810820219013	-0.212071736488145	1	0.137457111263408	0.300560771206085	-0.13601358980629	0.125161311696122	-0.211998047893226	0.999999974874653	0.138049694931309	0.300556677769302
nb_K5_08	-0.215308474188311	-0.262571877233131	-0.0844732832704021	-0.257671031608646	-0.477775106493466	-0.31838295016255	-0.289353871771883	-0.209558754647809	-0.342448213684069	-0.215392611152685	-0.262566108152546	-0.0844969041858995	-0.257669478106477	-0.477719559565226	-0.318388052577336	-0.289406052700999	-0.209497947250755	-0.342484086521688	0.30390673258554	0.199259758531309	0.474995936079786	0.137457111263408	1	-0.0242588185102207	0.303916393378583	0.198399791659787	0.474947488541564	0.137465826400071	0.999995434257011	-0.0242626185850797
nbK5_09	-0.399803477092423	-0.3320331328284	-0.298259782539887	0.112523970858411	0.0461908394802645	-0.270971875986248	-0.042236170676787	-0.0856709926018743	0.408011164942701	-0.399837376162254	-0.332028540729369	-0.29823095641819	0.112516145165436	0.0461865979856952	-0.270981832122516	-0.0422427967552203	-0.0856320484697172	0.407935403285275	-0.342302666646849	-0.210234491252644	-0.105209088859295	0.300560771206085	-0.0242588185102207	1	-0.342308690760133	-0.210843448703849	-0.105185871931021	0.30055622246343	-0.0245181172671577	0.999999996900494
non-bleached_44_01	0.0990794508816953	-0.00160806440871479	0.0240033957279909	-0.155451979081889	-0.282303613175827	-0.257502170327904	-0.20838472305547	-0.135591870357911	-0.279430129678484	0.0991181388381135	-0.00160679199872603	0.0239766887413629	-0.155442376465285	-0.282190144745879	-0.257513707124937	-0.208439300628349	-0.135456619691145	-0.279453699689308	0.999999998050673	0.245761246824397	0.113030696330208	-0.13601358980629	0.303916393378583	-0.342308690760133	1	0.245524461671294	0.112890540769861	-0.13610381237287	0.303280357946959	-0.342325542476071
non-bleached_44_02	0.245137876698263	0.0767082111514272	0.148796850935878	-0.0754280667700921	-0.288410144394064	-0.395974775948536	-0.225088311592093	-0.407521476556702	-0.439848744484877	0.245168411894965	0.0767146181018288	0.148786085490806	-0.0754208052695957	-0.288381272186183	-0.395969573617812	-0.22510678271866	-0.407476200146403	-0.439895245409728	0.245531530051833	0.999967946160227	0.0203029831432023	0.125161311696122	0.198399791659787	-0.210843448703849	0.245524461671294	1	0.0203319484349064	0.125123031587875	0.197929095033026	-0.210846686366649
non-bleached_44_03	0.0236713809714562	-0.153307584303362	0.364735568602589	-0.265664842753223	-0.417197954663303	-0.398298025699221	-0.291509527456253	-0.158920704172903	-0.39431334845066	0.0236498107453262	-0.153309209236531	0.364716491054642	-0.265661755276807	-0.417158025018564	-0.398307833129668	-0.291571402687663	-0.158896359665145	-0.394361451580188	0.112880394554802	0.0199786885917417	0.999999891053602	-0.211998047893226	0.474947488541564	-0.105185871931021	0.112890540769861	0.0203319484349064	1	-0.211948160919314	0.47508039802242	-0.105195071940504
non-bleached_K5_01	-0.287324820999084	-0.311908727957591	-0.239382866578485	-0.0809427537858146	-0.302061467823584	-0.208446863177337	0.0101291765169269	-0.129017436490596	0.00962403207443778	-0.2874089498622	-0.311901782392791	-0.239366740792685	-0.0809344133152584	-0.302054055150235	-0.208451713831251	0.0100816973171819	-0.12893598250522	0.009564835970426	-0.13609745575706	0.125772631815449	-0.212021878348795	0.999999974874653	0.137465826400071	0.30055622246343	-0.13610381237287	0.125123031587875	-0.211948160919314	1	0.138058874573592	0.300552131059108
non-bleached_K5_02	-0.215331469277693	-0.262514999547533	-0.0846202550052459	-0.257589565154132	-0.47753386148818	-0.318328546165229	-0.289268671289079	-0.2095552684987	-0.34235463846708	-0.215415656877602	-0.26250922811446	-0.0846438672999118	-0.25758800099442	-0.477478228220221	-0.318333654541872	-0.289320861287097	-0.209494419593922	-0.342390449406437	0.303270722584803	0.198789023251095	0.475128163001605	0.138049694931309	0.999995434257011	-0.0245181172671577	0.303280357946959	0.197929095033026	0.47508039802242	0.138058874573592	1	-0.0245219339243857
non-bleached_K5_03	-0.399811963161144	-0.332040713118106	-0.298243886413374	0.112513886330644	0.0461845832735859	-0.270950898144131	-0.0422424180214979	-0.0856828220130592	0.408044226953211	-0.399845862392972	-0.332036120447874	-0.298215062283351	0.112506061265426	0.0461803409345858	-0.270960853243267	-0.0422490396980243	-0.0856438896946335	0.40796846194415	-0.34231951793877	-0.21023766622375	-0.105218289315149	0.300556677769302	-0.0242626185850797	0.999999996900494	-0.342325542476071	-0.210846686366649	-0.105195071940504	0.300552131059108	-0.0245219339243857	1
