bleached_44_01	bleached_44_02	bleached_k4_01	bleached_k4_02	bleached_k4_03	bleached_44_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_44_01	non-bleached_k4_03	non-bleached_44_02	non-bleached_44_03
TRINITY_GG_55255_c27_g1	-0.568599623494877	-0.568599623494877	-0.568599623494877	-0.568599623494877	-0.568599623494877	-0.568599623494877	0.63177917448915	1.26124993634981	-0.568599623494877	0.775660771490542	1.17081646990615	0.140691012228481
TRINITY_GG_99785_c3_g2	-0.58556770616708	-0.58556770616708	-0.58556770616708	-0.58556770616708	-0.58556770616708	-0.58556770616708	0.0834590593425506	1.30779450459679	0.375685177891128	-0.58556770616708	1.73173636219483	0.600298839144254
TRINITY_GG_54597_c5_g1	0.779669058505709	1.21734680874053	1.47993410988619	0.561433282557502	-0.166404632770317	1.25310972888443	-0.685108198075554	-0.887996031545697	-0.887996031545697	-0.887996031545697	-0.887996031545697	-0.887996031545697
TRINITY_GG_1939_c9_g2	-0.564459726069507	-0.564459726069507	-0.564459726069507	-0.564459726069507	-0.564459726069507	-0.564459726069507	-0.00276700467119761	0.792247526865875	-0.121914269964202	1.11901216678572	1.14173926136027	0.458440676040572
TRINITY_GG_62535_c0_g2	0.928177342721392	0.578929534166995	1.43227585801224	-0.643256773155118	1.31836655513183	0.245048122053369	-0.643256773155118	-0.643256773155118	-0.643256773155118	-0.643256773155118	-0.643256773155118	-0.643256773155118
TRINITY_GG_54339_c68_g1	-0.958971459066003	-0.958971459066003	-0.958971459066003	-0.958971459066003	-0.958971459066003	-0.958971459066003	2.20259379733103	2.15072340575993	-0.958971459066003	-0.550803088357897	1.2862199339983	1.62406616473066
TRINITY_GG_684_c21_g1	-0.629155055274505	-0.629155055274505	-0.629155055274505	-0.629155055274505	-0.629155055274505	-0.629155055274505	0.509004089954966	0.324668898666662	-0.629155055274505	0.855240907228162	1.22364283754427	1.49152865352748
TRINITY_GG_57206_c48_g1	0.450746228063485	1.28446715992598	0.718855418677273	1.05568829592987	-0.701761720301418	1.40257493951332	-0.701761720301418	-0.701761720301418	-0.701761720301418	-0.701761720301418	-0.701761720301418	-0.701761720301418
TRINITY_GG_53997_c48_g1	-0.88398998783707	-0.88398998783707	-0.88398998783707	-0.88398998783707	-0.88398998783707	-0.88398998783707	0.606580142609131	0.958385500369217	1.83409759612345	-0.88398998783707	1.78299378222959	1.00587289352811
TRINITY_GG_55266_c14_g5	-0.553327598644793	-0.553327598644793	-0.553327598644793	-0.553327598644793	-0.553327598644793	-0.553327598644793	0.91186328928119	-0.553327598644793	0.550337884120904	1.22193369370296	0.65706126580061	0.532097057607885
TRINITY_GG_66356_c1_g1	-0.298794734475919	3.02159258255909	3.43559521541684	-1.13067197566759	2.88698274184073	-1.13067197566759	-1.13067197566759	-1.13067197566759	-1.13067197566759	-1.13067197566759	-1.13067197566759	-1.13067197566759
TRINITY_GG_54734_c43_g3	-0.798843713586546	-0.798843713586546	-0.798843713586546	-0.798843713586546	-0.798843713586546	-0.798843713586546	1.22583056682508	2.63184299566175	0.0459436364925139	1.24834565012591	-0.798843713586546	0.439943146000571
TRINITY_GG_33444_c0_g1	-0.807964796686068	-0.807964796686068	-0.807964796686068	-0.807964796686068	-0.807964796686068	-0.807964796686068	0.381069027703949	0.896021807177363	0.16141596825554	1.658009667818	0.172426159375404	1.57884614978615
TRINITY_GG_1214_c12_g1	-0.639812015626564	-0.639812015626564	-0.639812015626564	-0.639812015626564	-0.639812015626564	-0.639812015626564	-0.639812015626564	1.87266773129307	1.20577839322129	-0.248044295670568	1.6354930785722	0.0127892019699551
TRINITY_GG_95492_c0_g3	-0.639405858951416	-0.639405858951416	-0.639405858951416	-0.639405858951416	-0.639405858951416	-0.639405858951416	0.873579475862261	-0.639405858951416	0.912971212143453	1.07472973490492	0.824216597900478	0.7903439918488
TRINITY_GG_8429_c2_g1	-0.987617927667416	-0.929647859030086	-0.950587196722449	-0.956222731391882	-0.946374945435535	-0.909008092971049	1.96527471448562	-0.899476330798398	-0.904915338337167	1.28440526139363	2.16277927410168	2.07139117237305
TRINITY_GG_14287_c0_g1	0.169523079874356	-0.526406696195859	2.55393386840512	-0.868481364194998	3.60872878985736	2.89099075700784	-1.1761564647858	-1.2623846503845	-1.48765958025407	-1.48765958025407	-1.12589122083491	-1.28853693824047
TRINITY_GG_67672_c0_g1	-0.808869974728772	-0.808869974728772	-0.808869974728772	-0.808869974728772	-0.808869974728772	-0.808869974728772	0.322060895097677	1.14904462390421	1.08953188526342	-0.808869974728772	2.96396582193123	0.137486596904862
TRINITY_GG_54881_c7_g1	-1.127909155051	-0.955058846247554	-1.07860287505831	-1.43146410129428	-1.64966568441613	-0.74554433435896	2.61537615290869	2.70788632020195	-1.25305365960747	-0.860912853715865	1.98144056817306	1.79750846846588
TRINITY_GG_19558_c26_g1	-0.554449604434415	-0.554449604434415	-0.554449604434415	-0.554449604434415	-0.554449604434415	-0.554449604434415	1.37836749830744	0.731840153699682	-0.554449604434415	0.0759558670479084	0.759376691955983	0.935607020029896
TRINITY_GG_198_c0_g2	-0.671857263894813	-0.671857263894813	-0.671857263894813	-0.671857263894813	-0.671857263894813	-0.671857263894813	0.631485130592518	0.150261010834531	0.636736604689463	1.64283926176147	1.64167883938571	-0.671857263894813
TRINITY_GG_5601_c10_g1	-0.504684726364289	-0.504684726364289	-0.504684726364289	-0.504684726364289	-0.504684726364289	-0.504684726364289	1.30349435740718	0.508956184305097	-0.0856852609330233	0.272682383086124	0.933075667175638	0.0955850271447157
TRINITY_GG_42479_c0_g1	-0.582612132917502	-0.582612132917502	-0.582612132917502	-0.582612132917502	-0.582612132917502	-0.582612132917502	0.734691935444412	1.20272916578768	1.34680015498375	0.489150536382589	0.304913137824085	-0.582612132917502
TRINITY_GG_35607_c0_g3	-0.400300451623632	-0.400300451623632	-0.400300451623632	-0.400300451623632	-0.400300451623632	-0.400300451623632	0.213231201294295	0.120750285277331	0.888353411981537	0.65558930657265	-0.0206794895679242	0.544557994183907
TRINITY_GG_43517_c5_g3	-1.30509575360573	-1.30509575360573	-1.30509575360573	-1.30509575360573	-1.30509575360573	-1.30509575360573	-1.30509575360573	3.54979755721523	2.19034358934555	-1.30509575360573	2.52455088127331	2.17607400101174
TRINITY_GG_21537_c2_g1	-0.728237785235643	-0.728237785235643	-0.728237785235643	-0.728237785235643	-0.728237785235643	-0.728237785235643	-0.0903957249115378	-0.728237785235643	0.59484400426809	0.404010013062797	1.86607188774477	2.32313431648538
TRINITY_GG_11159_c30_g1	-0.718398050328263	-0.718398050328263	-0.718398050328263	-0.718398050328263	-0.718398050328263	-0.718398050328263	0.727328653021721	0.921760104635017	-0.718398050328263	1.43346076639874	0.965971878684743	0.980264949557621
TRINITY_GG_20301_c8_g1	-0.658059126521624	-0.658059126521624	-0.658059126521624	-0.658059126521624	-0.658059126521624	-0.658059126521624	1.90509900388118	0.947435207330885	0.337606283214485	0.557308845681856	-0.658059126521624	0.858964545542957
TRINITY_GG_88717_c0_g1	-0.810030733259423	1.97447324967014	-0.443778469559859	1.27539392299325	1.40782036355171	1.45630606616071	-0.810030733259423	-0.810030733259423	-0.810030733259423	-0.810030733259423	-0.810030733259423	-0.810030733259423
TRINITY_GG_86307_c0_g1	-0.657920528612295	-0.657920528612295	-0.657920528612295	-0.657920528612295	-0.657920528612295	-0.657920528612295	0.629551766506772	-0.657920528612295	1.39623334315041	0.383322453619587	0.219431097836968	1.97690503917232
TRINITY_GG_89631_c1_g2	-1.14151876621344	-1.14151876621344	1.95878613958225	2.87078172343517	2.03974283807019	2.26283942861988	-1.14151876621344	-1.14151876621344	-1.14151876621344	-1.14151876621344	-1.14151876621344	-1.14151876621344
TRINITY_GG_1597_c4_g3	-1.82485457933739	-1.51784538129266	-1.77905088972426	-1.61020939944132	-1.46396254031736	-2.02271997069112	3.34265762489172	3.9791272991753	-2.02271997069112	3.82018345694685	2.99382092016267	-1.89442656968131
TRINITY_GG_3388_c36_g1	-0.434813763533958	-0.434813763533958	-0.434813763533958	-0.434813763533958	-0.434813763533958	-0.434813763533958	0.754220060856059	0.0731077014233701	0.589505915661455	0.127856062568744	0.504788956822086	0.559403883872036
TRINITY_GG_48039_c1_g3	-1.06573423945647	-1.06573423945647	-1.06573423945647	-1.06573423945647	-1.06573423945647	-1.06573423945647	2.22498504331448	1.53857435006949	0.861024292529991	1.77200721279287	1.06354877748849	-1.06573423945647
TRINITY_GG_68897_c0_g2	-0.789166470261344	-0.789166470261344	-0.789166470261344	-0.789166470261344	-0.789166470261344	-0.789166470261344	2.0921065911679	0.907272550394409	0.325200554690656	-0.789166470261344	0.9328623076415	1.26672328793494
TRINITY_GG_55204_c0_g1	-0.63573827346046	-0.63573827346046	-0.63573827346046	-0.63573827346046	-0.63573827346046	-0.63573827346046	-0.63573827346046	0.272690376708327	0.705678251018262	1.00395695993912	1.87522364581692	0.592618680740588
TRINITY_GG_11198_c1_g1	-0.926662575553448	-0.926662575553448	-0.926662575553448	-0.926662575553448	-0.926662575553448	-0.926662575553448	1.95539349541518	0.732348595644702	1.12087581320991	0.976375694559464	-0.926662575553448	1.70164443004488
TRINITY_GG_2400_c0_g1	-1.02647702041003	-1.02647702041003	-1.02647702041003	-1.02647702041003	-1.02647702041003	-1.02647702041003	2.08605631714395	1.85518759891031	-0.850154247769568	1.76387799330081	1.9551930016951	-0.651298540820418
TRINITY_GG_64163_c0_g1	-0.508823983690246	2.47238229547991	1.61954034291989	1.84211809344162	0.662570905847521	0.325027705612925	-1.11857894586269	-1.11857894586269	-1.11857894586269	-1.11857894586269	-1.11857894586269	-0.819920630298174
TRINITY_GG_57849_c9_g2	-0.664006751675372	-0.664006751675372	-0.664006751675372	-0.664006751675372	-0.664006751675372	-0.664006751675372	0.951880322240685	0.437643324419063	0.844421900856485	-0.664006751675372	0.691573395701988	1.72252831850938
TRINITY_GG_21294_c0_g2	1.7077637378764	-0.161029630171807	1.14148396907645	2.58810217389267	0.0749755105179575	1.60740503355864	-1.85005876548094	-1.06152427839899	-0.259120343708174	-0.877261029835462	-1.95379061007845	-0.956945767248297
TRINITY_GG_22529_c0_g1	-0.518712917664081	-0.518712917664081	-0.518712917664081	-0.518712917664081	-0.518712917664081	-0.518712917664081	0.375813852593313	-0.025065583688871	1.19410293677329	1.01932853566958	0.511976286407059	0.0361214782301115
TRINITY_GG_7971_c6_g2	-0.98600082444164	-0.98600082444164	-0.98600082444164	-0.98600082444164	-0.98600082444164	-0.98600082444164	2.048038769912	0.26131911053818	1.54980331382867	0.39251079881209	2.65033377800054	-0.98600082444164
TRINITY_GG_37381_c0_g1	-1.22522440804928	-1.22522440804928	-1.22522440804928	-1.22522440804928	-1.22522440804928	-1.22522440804928	1.64444962552523	-1.22522440804928	-0.637379398795	3.35576521609695	2.38133626308891	1.83239915042885
TRINITY_GG_55681_c1_g1	-0.64786155918095	-0.64786155918095	-0.64786155918095	-0.64786155918095	-0.64786155918095	-0.64786155918095	1.51595916730947	0.796275397406642	-0.64786155918095	0.524625956329184	0.502048108353975	1.19612228486738
TRINITY_GG_88673_c0_g1	-0.606828977815732	-0.606828977815732	-0.606828977815732	-0.606828977815732	-0.606828977815732	-0.606828977815732	1.87266029316282	-0.047092453382749	-0.606828977815732	0.726022144256423	0.437914843408666	1.25829801726496
TRINITY_GG_1607_c57_g1	2.68373166560709	3.19318824981136	2.41155814081391	2.19178800745944	-1.31003325796147	-1.31003325796147	-1.31003325796147	-1.31003325796147	-1.31003325796147	-1.31003325796147	-1.31003325796147	-1.31003325796147
TRINITY_GG_41321_c3_g1	-0.68332113709545	-0.68332113709545	-0.68332113709545	-0.68332113709545	-0.68332113709545	-0.68332113709545	1.58750677845821	0.629344036462944	1.11286127362455	0.937734366204289	0.515801504918151	-0.68332113709545
TRINITY_GG_1861_c0_g1	-0.644146565501767	-0.644146565501767	-0.644146565501767	-0.644146565501767	-0.644146565501767	-0.644146565501767	0.415900818168172	-0.644146565501767	1.20104236983831	0.438556023828483	0.765108581183071	1.68841816549433
TRINITY_GG_3071_c26_g2	-0.503507077049638	-0.503507077049638	-0.503507077049638	-0.503507077049638	-0.503507077049638	-0.503507077049638	0.557232080808041	-0.1294413588271	0.74684819471341	1.16461204763679	-0.232081400956703	0.913872898923385
TRINITY_GG_77415_c4_g2	-0.837888333501565	-0.837888333501565	-0.837888333501565	-0.837888333501565	-0.837888333501565	-0.837888333501565	1.28677065691795	0.405780747465298	0.00770207534628975	1.5092103371207	1.42002745782265	0.397838726336493
TRINITY_GG_1785_c39_g1	-0.665513293880829	-0.665513293880829	-0.665513293880829	-0.665513293880829	-0.665513293880829	-0.665513293880829	1.06523533553538	1.32979031145441	0.905435311292498	1.24291535628796	0.115216742595547	-0.665513293880829
TRINITY_GG_22227_c11_g1	-1.04308303896579	-1.04308303896579	-1.04308303896579	-1.04308303896579	-1.04308303896579	-1.04308303896579	1.13164294874034	-0.0825713288467657	0.956195433116751	0.216942616995665	1.38237626579957	2.65391229798918
TRINITY_GG_92300_c0_g1	-0.614710987921147	-0.614710987921147	-0.614710987921147	-0.614710987921147	-0.614710987921147	-0.614710987921147	0.743685274035507	1.38564964076237	0.731820474106873	0.0963433338909196	0.0615564203447428	0.669210784386471
TRINITY_GG_50051_c1_g2	-0.711373517959367	2.59255331852133	-0.236288635010584	-0.0670557396217893	1.18547955493734	1.50492612688927	-0.711373517959367	-0.711373517959367	-0.711373517959367	-0.711373517959367	-0.711373517959367	-0.711373517959367
TRINITY_GG_100561_c0_g1	4.76594811751716	5.14010922448028	4.93519320177839	4.43652974667321	-2.6179345252668	-2.59736098530428	-1.48325935407944	-2.59736098530428	-2.43568729442973	-2.47385299612237	-2.54717522813606	-2.52514892180606
TRINITY_GG_78466_c2_g1	0.0142696537056157	1.08364335674628	-0.685281978817474	0.513840663196127	0.905918694114902	2.27930148395939	-0.685281978817474	-0.685281978817474	-0.685281978817474	-0.685281978817474	-0.685281978817474	-0.685281978817474
TRINITY_GG_66702_c0_g2	2.77296185067148	-0.316714246899804	-0.740023484142191	-0.179308529667712	0.429901517300121	2.47332379759125	-0.740023484142191	-0.740023484142191	-0.740023484142191	-0.740023484142191	-0.740023484142191	-0.740023484142191
TRINITY_GG_10183_c3_g1	-0.578072444950991	-0.578072444950991	-0.578072444950991	-0.578072444950991	-0.578072444950991	-0.578072444950991	-0.578072444950991	1.26188714253854	0.363785074052449	0.962450851487229	1.13033553853261	0.328048508046109
TRINITY_GG_39164_c1_g1	-0.796059646718952	-0.796059646718952	-0.796059646718952	-0.796059646718952	-0.796059646718952	-0.796059646718952	0.961390369512338	1.0595314609915	1.82006275792773	-0.796059646718952	0.681099564467689	1.05033337413341
TRINITY_GG_105078_c0_g1	-0.439513707654249	-0.439513707654249	-0.439513707654249	-0.439513707654249	-0.439513707654249	-0.439513707654249	1.68778939812788	-0.0980971831755265	-0.182503089448225	-0.208081299206284	1.12559598887759	0.31237843075006
TRINITY_GG_26467_c0_g1	-0.642788948987334	-0.642788948987334	-0.642788948987334	-0.642788948987334	-0.642788948987334	-0.642788948987334	-0.642788948987334	1.27254072702568	0.736832013068375	1.04606279487855	0.615428440548684	0.828658667390058
TRINITY_GG_76796_c81_g1	-0.436777828375398	-0.436777828375398	-0.436777828375398	-0.436777828375398	-0.436777828375398	-0.436777828375398	1.21168761465192	0.563943338868256	0.542149948006001	0.281309755585118	-0.121791342906883	0.143367656047982
TRINITY_GG_29299_c0_g1	-1.20304613819325	-1.20304613819325	-1.12717127121813	-0.815683597357259	-1.17872645899784	-1.20304613819325	1.91098766235701	2.1316651413924	-0.0740929178072485	1.49828111921969	-0.501718880780314	1.76559761777146
