male_bleached_K5_03	female_bleached_K5_06	female_bleached_K5_04	male_bleached_K5_02	male_bleached_K5_01	female_bleached_K5_05
male_bleached_K5_03	1	-0.952714977484135	-0.953009327883132	0.177622263915489	0.997052928896666	-0.952727707940552
female_bleached_K5_06	-0.952714977484135	1	0.999994055404619	-0.466405606348574	-0.951253045691027	0.999999989279309
female_bleached_K5_04	-0.953009327883132	0.999994055404619	1	-0.465174960916472	-0.951795379963342	0.999994549579951
male_bleached_K5_02	0.177622263915489	-0.466405606348574	-0.465174960916472	1	0.173056393109897	-0.466353457355521
male_bleached_K5_01	0.997052928896666	-0.951253045691027	-0.951795379963342	0.173056393109897	1	-0.951276306908438
female_bleached_K5_05	-0.952727707940552	0.999999989279309	0.999994549579951	-0.466353457355521	-0.951276306908438	1
