male_bleached_K5_03	female_bleached_K5_06	female_bleached_K5_04	male_bleached_K5_02	male_bleached_K5_01	female_bleached_K5_05
TRINITY_DN163266_c0_g2_i4	-4.82879055732379	4.57895306906457	5.3001639514767	-4.82879055732379	-4.82879055732379	4.60725465143011
TRINITY_DN182178_c4_g2_i8	3.89302090801202	-3.9278345580423	-3.9278345580423	3.81477130331043	4.07571146280447	-3.9278345580423
TRINITY_DN193445_c2_g1_i5	6.63542816582868	-3.54982143600718	-3.54982143600718	-3.54982143600718	7.56385757820002	-3.54982143600718
TRINITY_DN182388_c0_g4_i6	7.96331749529625	-3.94723304963597	-3.94723304963597	-3.94723304963597	7.82561470324763	-3.94723304963597
