male_bleached_K5_03	female_bleached_K5_06	female_bleached_K5_04	male_bleached_K5_02	male_bleached_K5_01	female_bleached_K5_05
TRINITY_DN159764_c9_g6	-1.06962626440189	0.530167587720353	1.61608967158876	-1.06962626440189	-1.06962626440189	1.06262153389655
TRINITY_DN188833_c4_g1	0.519001476086497	-1.59802857692369	-1.59802857692369	-0.846993400255828	5.04757221857677	-1.52352314056006
TRINITY_DN181317_c6_g1	1.19434653501907	-0.957512281707938	-0.957512281707938	2.01370936014656	-0.335519050041815	-0.957512281707938
TRINITY_DN174778_c10_g1	0.620454561280842	-0.972181867325736	-0.972181867325736	0.509117074221829	1.78697396647454	-0.972181867325736
TRINITY_DN162630_c0_g1	1.4126602935709	-1.15804549496617	-1.15804549496617	0.599404521265115	1.46207167006251	-1.15804549496617
TRINITY_DN159156_c7_g1	-0.086502698214352	-1.66033018878119	-1.02820048751931	1.90780690232345	2.23600221512875	-1.36877574293735
TRINITY_DN176111_c1_g1	2.08361328181569	-1.17957139692495	-1.17957139692495	-0.737025940819645	2.1921268497788	-1.17957139692495
TRINITY_DN172275_c5_g1	-1.95486093483288	-1.38926375897865	3.54858321351815	-1.95486093483288	-1.95486093483288	3.70526334995914
TRINITY_DN184383_c3_g2	-1.11356849188355	0.463195485789574	2.15920124055296	-1.11356849188355	-1.11356849188355	0.718308749308121
TRINITY_DN158340_c1_g2	2.33434518097337	-2.17083496608383	-1.92575924214177	-0.83345680098504	5.06049977334979	-2.46479394511252
TRINITY_DN188371_c3_g1	2.06790399408034	-1.78209526538576	-1.47291907790724	1.08955128017348	1.87965433442495	-1.78209526538576
TRINITY_DN180761_c9_g6	-1.88027265313961	1.42394631557675	1.76830783275216	-1.88027265313961	-1.88027265313961	2.44856381108993
TRINITY_DN180996_c1_g1	1.06114935375192	-1.76680915827621	-2.09950677519854	1.61501589068491	2.4338285679231	-1.24367787888518
TRINITY_DN190969_c2_g3	-1.21054465339607	1.05309075017226	1.09688387179618	-1.21054465339607	-1.21054465339607	1.48165933821978
TRINITY_DN157668_c5_g4	2.04074054183826	-1.00540123980646	-1.00540123980646	0.174746621351966	0.800716556229166	-1.00540123980646
TRINITY_DN70166_c0_g1	-0.28878966229013	-1.15510422366718	-1.15510422366718	2.65431022056872	1.09979211272294	-1.15510422366718
TRINITY_DN113186_c0_g1	0.246370225803204	-0.862655950695163	-0.862655950695163	1.21766060967155	1.12393701661073	-0.862655950695163
TRINITY_DN175287_c2_g4	-0.101219686144169	-0.961983888772996	-0.961983888772996	1.44428065183769	1.54289070062547	-0.961983888772996
TRINITY_DN169944_c1_g2	-1.22826942691608	1.63070618737594	1.3643670016905	-1.22826942691608	-1.22826942691608	0.689735091681796
TRINITY_DN159769_c6_g1	2.52916000363679	-1.4223345426215	-1.4223345426215	0.318808812333816	1.4190348118939	-1.4223345426215
TRINITY_DN170667_c3_g1	-1.09960094334248	1.30972428981718	1.81871493632764	-1.15489792221376	-1.58279564777624	0.708855287187657
TRINITY_DN180840_c1_g1	-0.761919902743515	1.13377048772017	0.764649757754268	-0.761919902743515	-0.761919902743515	0.387339462756108
TRINITY_DN197540_c3_g2	1.55259553152913	-1.01811025700794	-1.01811025700794	0.831889002458156	0.669846237036539	-1.01811025700794
TRINITY_DN130890_c0_g1	0.682228953253301	-0.760847198109373	-0.760847198109373	0.569137451649048	1.03117518942577	-0.760847198109373
TRINITY_DN193885_c2_g3	0.409835330432122	-0.924732945234011	-0.924732945234011	1.94711070327531	0.417252801994605	-0.924732945234011
TRINITY_DN160180_c8_g1	-1.4773290009633	1.55847083645996	1.39609050247155	-1.4773290009633	-1.4773290009633	1.4774256639584
TRINITY_DN162970_c2_g1	-0.831217522410648	0.712278361015123	1.13077615500961	-0.831217522410648	-0.831217522410648	0.650598051207215
TRINITY_DN181231_c0_g2	1.3271716974658	-1.4902469079365	-1.4902469079365	1.55641875982699	1.2097488357309	-1.1128454771507
TRINITY_DN174951_c7_g2	-0.553290656650924	-1.14017546950311	-1.14017546950311	2.35654251843207	1.61727454672818	-1.14017546950311
TRINITY_DN179258_c5_g1	-0.880007633628641	0.620794419428517	1.23202520260518	-0.880007633628641	-0.880007633628641	0.78720327885223
TRINITY_DN111202_c0_g1	0.874841495843826	-0.967533992362461	-0.967533992362461	1.52020959065724	0.507550890586321	-0.967533992362461
TRINITY_DN161602_c1_g1	-0.765838967638474	0.54682620591992	1.02493307022353	-0.765838967638474	-0.765838967638474	0.725757626771975
TRINITY_DN192341_c3_g1	-0.957561628221426	-0.198832059763564	1.35597447505909	-0.957561628221426	-0.957561628221426	1.71554246936875
TRINITY_DN157585_c2_g11	1.22017691755888	-1.19043554886188	-1.19043554886188	1.4385712845653	0.912558444461449	-1.19043554886188
TRINITY_DN163948_c4_g1	1.11651430268086	-0.948713320094758	-0.948713320094758	-0.0808168561021029	1.81044251370551	-0.948713320094758
TRINITY_DN151907_c1_g1	0.824671619878334	-0.91992006666405	-0.91992006666405	-0.0457132807862509	1.98080186090007	-0.91992006666405
TRINITY_DN180776_c1_g1	-0.923246723580479	0.55235702110412	0.0201120390973308	-0.923246723580479	-0.923246723580479	2.19727111053999
TRINITY_DN164165_c6_g1	0.357071225465889	-1.07642241438099	-1.07642241438099	0.924298752862663	1.94789726481442	-1.07642241438099
TRINITY_DN165434_c3_g4	0.616484494954721	-0.806824742287665	-0.806824742287665	0.589334746785489	1.21465498512279	-0.806824742287665
TRINITY_DN189823_c3_g1	1.37145931349496	-1.47192160721484	-1.47192160721484	1.2666300793054	1.77767542884416	-1.47192160721484
TRINITY_DN184653_c6_g4	-2.03994404809491	2.29004060166351	0.785231000941827	-1.32097971233537	-1.72263997973299	2.00829213755794
TRINITY_DN179071_c0_g4	1.04823283727255	-1.13255155380615	-1.13255155380615	0.608160179592953	1.74126164455294	-1.13255155380615
TRINITY_DN172497_c3_g3	0.748965827675783	-0.838399163260678	-0.838399163260678	0.69466575860896	1.07156590349729	-0.838399163260678
TRINITY_DN161520_c6_g2	0.739472909537479	-1.00253330132926	-1.00253330132926	0.83903733606626	1.42908965838403	-1.00253330132926
TRINITY_DN156492_c13_g3	2.1788028477947	-1.34237355393287	-1.34237355393287	2.19069136793677	-0.342373553932867	-1.34237355393287
TRINITY_DN174415_c8_g1	1.06766397832307	-0.836916456598247	-0.836916456598247	1.245786132732	0.197299258739666	-0.836916456598247
TRINITY_DN188922_c0_g5	-0.973906431192604	1.61968637467199	1.16490803770968	-0.973906431192604	-0.973906431192604	0.13712488119614
TRINITY_DN153298_c8_g1	-0.0521108634986921	-1.04849960994631	-1.04849960994631	2.36915040721437	0.828459286123257	-1.04849960994631
TRINITY_DN173305_c3_g1	1.93163648397186	-1.21762288152776	-1.21762288152776	-0.157575497857825	1.87880765846926	-1.21762288152776
TRINITY_DN199898_c3_g2	0.261835666749704	-0.962204607468227	-0.962204607468227	1.93851732009589	0.686260835559088	-0.962204607468227
TRINITY_DN174211_c6_g2	0.227795554928181	-0.907739314833008	-0.907739314833008	0.754466184820609	1.74095620475023	-0.907739314833008
TRINITY_DN194554_c1_g3	0.738544894748557	-1.2963750896006	-1.2963750896006	0.904945108117244	2.24563526593601	-1.2963750896006
TRINITY_DN148678_c0_g1	1.99915789882369	-1.25498258537703	-1.25498258537703	1.12546982135113	0.640320035956274	-1.25498258537703
TRINITY_DN183857_c0_g1	1.26136950562234	-1.42187779082224	-1.42187779082224	1.19870861962964	1.80555524721474	-1.42187779082224
TRINITY_DN186185_c5_g2	-0.831928254853245	0.810080102403878	0.897515751980418	-0.831928254853245	-0.831928254853245	0.788188910175439
TRINITY_DN164358_c3_g5	-0.932795838234519	-0.0205292101680696	1.76475560058175	-0.932795838234519	-0.932795838234519	1.05416112428988
TRINITY_DN160680_c4_g2	0.383128589074582	-0.819132394487421	-0.819132394487421	0.90027011744584	1.17399847694184	-0.819132394487421
TRINITY_DN183772_c7_g1	-1.04984301868524	1.11751490905327	0.613273848680862	-1.04984301868524	-1.04984301868524	1.41874029832159
TRINITY_DN159665_c10_g2	0.854901919058469	-0.905531955611643	-0.905531955611643	0.643890790135021	1.21780315764144	-0.905531955611643
TRINITY_DN156855_c7_g2	-0.941405370448874	1.36602315474337	0.0765165375483886	-0.941405370448874	-0.941405370448874	1.38167641905486
TRINITY_DN170724_c9_g1	1.67811164642053	-0.892594142116545	-0.892594142116545	0.545166251423382	0.454504528505723	-0.892594142116545
TRINITY_DN53786_c0_g1	0.131667900067378	-0.844329057549065	-0.844329057549065	1.55948400406752	0.841835268512294	-0.844329057549065
TRINITY_DN178170_c2_g3	-1.40461486636836	1.96674073095689	2.42166454897032	-1.91454229776492	-1.64395828199319	0.574710166199256
TRINITY_DN122901_c0_g2	0.956879242233093	-0.923610384454727	-0.923610384454727	0.346619522783271	1.46733238834782	-0.923610384454727
TRINITY_DN197617_c4_g2	0.5387002782859	-1.17607644320376	-1.46739038295379	1.60641803734065	2.7351670671807	-2.2368185566497
TRINITY_DN193856_c0_g1	0.419480408988136	-0.906481587183716	-0.906481587183716	1.95487831913848	0.345086033424531	-0.906481587183716
TRINITY_DN181775_c0_g1	-2.05158165663756	1.34922948477179	2.49691662037536	-2.05158165663756	-1.53859632182388	1.79561352995184
TRINITY_DN183871_c3_g8	-1.33866813483107	1.7184355023101	1.53593213121851	-1.33866813483107	-1.33866813483107	0.761636770964613
TRINITY_DN173117_c1_g1	-0.0454511250785605	-1.14036277210403	-1.14036277210403	0.214653492115522	3.25188594927512	-1.14036277210403
TRINITY_DN192704_c5_g2	-1.17673676797023	0.650269241668751	1.53211260913495	-1.17673676797023	-1.17673676797023	1.34782845310697
TRINITY_DN174467_c4_g2	-0.0838467881370077	-1.00223302258336	-1.00223302258336	2.26455351811155	0.825992337775529	-1.00223302258336
TRINITY_DN169248_c8_g1	0.471416078382792	-1.03802641469739	-1.03802641469739	0.803141628851263	1.8395215368581	-1.03802641469739
TRINITY_DN160531_c2_g1	0.882091723231117	-1.64830183495062	-1.84364943327284	-0.221187565890105	4.44572397439511	-1.61467686351267
TRINITY_DN136116_c1_g1	1.83829374782116	-1.59065259694832	-1.59065259694832	0.172758977521688	2.76090506550211	-1.59065259694832
TRINITY_DN163654_c2_g3	0.859313778659172	-1.07214006998916	-1.1067055719795	0.426497630907625	1.9816624251796	-1.08862819277773
TRINITY_DN182665_c7_g1	3.33038629551936	-1.47531888931915	-1.47531888931915	-0.779325076209247	1.87489544864733	-1.47531888931915
TRINITY_DN157201_c5_g1	1.05213879012901	-1.59033174718681	-1.59033174718681	2.58519285390306	1.13366359752837	-1.59033174718681
TRINITY_DN194789_c3_g1	-1.2910557123386	1.15042776724404	0.86339788034127	-1.2910557123386	-1.2910557123386	1.85934148943049
TRINITY_DN166564_c6_g1	-0.837931136999956	0.146840475385469	1.34730111723021	-0.837931136999956	-0.837931136999956	1.01965181838419
TRINITY_DN176651_c2_g6	-0.0491096228043584	-1.04983079004801	-1.04983079004801	0.394836276793895	2.8037657161545	-1.04983079004801
TRINITY_DN155853_c3_g3	-1.65519784791078	3.6556961967016	2.87694096793335	-1.60656307265991	-1.64424754835024	-1.62662869571401
TRINITY_DN159262_c10_g1	1.40978822942104	-0.999195300009702	-0.999195300009702	-0.111670029268114	1.69946769987618	-0.999195300009702
TRINITY_DN164373_c3_g1	0.482369129524885	-1.2122882360222	-1.2122882360222	0.994667496365079	2.15982808217664	-1.2122882360222
TRINITY_DN191812_c2_g1	0.810661317598632	-0.983026518942114	-0.983026518942114	0.262469143877806	1.87594909534991	-0.983026518942114
TRINITY_DN172423_c1_g1	0.985152453658219	-1.11548886231525	-1.11548886231525	1.09801395766867	1.26330017561886	-1.11548886231525
TRINITY_DN162182_c7_g1	-1.8209095626201	0.957509303850641	2.29711785997069	-1.8209095626201	-1.8209095626201	2.20810152403897
TRINITY_DN160257_c8_g1	1.64224444950562	-1.24586557907991	-1.24586557907991	1.00236562766885	1.09298666006527	-1.24586557907991
TRINITY_DN197755_c3_g1	-0.787789171318205	0.541621499900363	0.572856031142011	-0.787789171318205	-0.787789171318205	1.24888998291224
TRINITY_DN171848_c1_g1	0.828943537124683	-1.09058723926261	-1.09058723926261	1.46645517600111	0.976363004662021	-1.09058723926261
TRINITY_DN159160_c1_g1	0.61933889908234	-1.03784376104608	-1.03784376104608	0.853964239989355	1.64022814406655	-1.03784376104608
TRINITY_DN183357_c1_g1	2.23698166491529	-1.73551042871625	-1.27029234745762	0.492694562029484	1.45082624197878	-1.17469969274969
TRINITY_DN153825_c5_g4	-0.944478292982998	1.2138587341841	1.10619752733412	-0.944478292982998	-0.944478292982998	0.513378617430771
TRINITY_DN198026_c2_g3	2.0720839797609	-1.09012605655341	-1.09012605655341	-0.32628959766246	1.5245837875618	-1.09012605655341
TRINITY_DN193546_c0_g1	1.80325537209094	-1.664613083695	-1.77621729196773	2.15547083430352	1.4205314975503	-1.93842732828203
TRINITY_DN159565_c1_g2	0.594427224624821	-1.34709075561842	-1.23130952491301	1.14748266913913	2.33668259526039	-1.50019220849292
TRINITY_DN196962_c1_g4	-0.332952406563147	-1.35727208575856	-1.35727208575856	3.57332334039471	0.831445323444118	-1.35727208575856
TRINITY_DN177799_c5_g3	2.31001339618712	-1.47155614862885	-1.47155614862885	0.583986599333433	1.520668450366	-1.47155614862885
TRINITY_DN166459_c2_g1	1.18676376901207	-0.799100932230458	-0.799100932230458	0.918109366789138	0.292429660890159	-0.799100932230458
TRINITY_DN162197_c4_g5	2.12527449940056	-1.68978851779231	-1.68978851779231	4.106809236256	-1.16271818227965	-1.68978851779231
TRINITY_DN196324_c2_g3	2.78180390443546	-1.44354576103292	-1.39725210875898	-0.624080670329686	2.29137419218755	-1.60829955650142
TRINITY_DN189332_c3_g1	0.343710806274007	-0.830056261462699	-0.830056261462699	0.852517035884879	1.29394094222921	-0.830056261462699
TRINITY_DN185146_c1_g1	0.602923907074416	-0.921641314002784	-0.921641314002784	0.557071688438938	1.604928346495	-0.921641314002784
TRINITY_DN176782_c4_g4	1.2090240875341	-1.30774751935279	-1.30774751935279	0.0330995576976276	2.68111891282664	-1.30774751935279
TRINITY_DN185337_c0_g4	1.17344161948411	-1.40573852864304	-1.40573852864304	3.01015531661377	0.0336186498312205	-1.40573852864304
TRINITY_DN185142_c7_g1	-0.769166721482854	0.680790762145149	1.28150909883427	-0.769166721482854	-0.769166721482854	0.345200303469146
TRINITY_DN166908_c5_g2	-0.845276487053056	1.54566628574949	0.970708740147988	-0.845276487053056	-0.845276487053056	0.0194544352616948
TRINITY_DN155292_c7_g2	0.293409045991624	-0.792695325251667	-0.792695325251667	1.29000726407858	0.794669665684794	-0.792695325251667
TRINITY_DN156626_c6_g3	-0.888928696997246	1.36506056923354	0.854370830891011	-0.888928696997246	-0.888928696997246	0.447354690867186
TRINITY_DN160192_c5_g1	-1.03084340504936	1.28935241621677	0.469448771684808	-1.03084340504936	-1.03084340504936	1.3337290272465
TRINITY_DN164406_c3_g3	3.28909047598377	-2.76190347384516	-2.73007293957605	2.87794511035617	2.00788467957763	-2.68294385249636
TRINITY_DN186607_c2_g6	-1.67143564003952	1.16872542710133	2.27931270071127	-1.47987298933876	-1.67143564003952	1.3747061416052
TRINITY_DN164528_c5_g1	-0.431456408494749	-1.10682072124389	-1.10682072124389	2.10963414390086	1.64228442832557	-1.10682072124389
TRINITY_DN175486_c1_g3	-0.883841286706417	0.566116196921587	1.00134257961393	-0.883841286706417	-0.883841286706417	1.08406508358373
TRINITY_DN164057_c1_g2	-0.352886038284902	-1.02553766761329	-1.02553766761329	1.35019687096987	2.07930217015489	-1.02553766761329
TRINITY_DN158993_c4_g1	-1.26761582111411	2.12511374137347	1.39002418409372	-1.26761582111411	-1.26761582111411	0.287709537875138
TRINITY_DN174040_c8_g1	2.05755020888556	-0.970488443198268	-0.970488443198268	0.485266178987923	0.368648941721318	-0.970488443198268
TRINITY_DN118566_c0_g1	0.838406900627122	-0.906184785915262	-0.906184785915262	0.9007578786625	0.979389578456164	-0.906184785915262
TRINITY_DN196235_c2_g5	-2.05566892350245	2.28901756896307	1.55396785763033	-2.05566892350245	-2.05566892350245	2.32402134391396
TRINITY_DN176892_c7_g1	-0.860084596723821	0.598297407432192	1.72102557850173	-0.860084596723821	-0.860084596723821	0.260930804237544
TRINITY_DN167688_c4_g2	1.36912856885212	-1.33153308530062	-1.33153308530062	0.861923280448962	1.76354740660079	-1.33153308530062
TRINITY_DN173178_c1_g2	-1.05131141121166	1.30031691789112	1.22190606189184	-1.05131141121166	-1.05131141121166	0.631711253852023
TRINITY_DN162210_c6_g3	-0.476828751106477	-0.992843898110142	-0.992843898110142	1.82621111188092	1.62914933355598	-0.992843898110142
TRINITY_DN188325_c7_g1	-1.26439624978539	1.40619522802406	1.84873212067165	-0.992831352520473	-2.20138231304873	1.20368256665888
TRINITY_DN165110_c8_g3	0.384482615232606	-0.935713206033519	-0.935713206033519	1.10377616586833	1.31888083699962	-0.935713206033519
TRINITY_DN171447_c0_g7	-1.19756278241339	0.499743168159305	1.88905039234473	-1.33375416870053	-1.33375416870053	1.47627755931041
TRINITY_DN160222_c11_g2	0.286989033734303	-0.88293596770801	-0.88293596770801	0.586429085996834	1.77538978339289	-0.88293596770801
TRINITY_DN179568_c9_g1	0.917575281213414	-0.778863739442339	-0.778863739442339	0.939662287019923	0.479353650093679	-0.778863739442339
TRINITY_DN180369_c0_g1	-0.812472176497277	-1.39935698934946	-1.39935698934946	3.65245011766384	1.35809302688183	-1.39935698934946
TRINITY_DN154191_c0_g2	1.82161987604153	-0.967692049603558	-0.967692049603558	0.612453434819822	0.469002837949318	-0.967692049603558
TRINITY_DN161059_c7_g1	-1.05776078056913	0.173671627878835	1.1112021034378	-1.05776078056913	-1.05776078056913	1.88840861039076
TRINITY_DN177830_c1_g1	-1.98170732394411	1.90484282338023	3.60406646458424	-1.98170732394411	-1.98170732394411	0.436212683867856
TRINITY_DN178079_c7_g5	1.13423145778007	-0.862518821069113	-0.862518821069113	0.189201295378214	1.26412371004905	-0.862518821069113
TRINITY_DN182274_c0_g1	-0.0243265400810274	-0.879518948040181	-0.879518948040181	1.30698160960431	1.35590177459726	-0.879518948040181
TRINITY_DN124134_c0_g1	2.71572276795993	-1.4596421458155	-1.4596421458155	-0.616462255558324	2.27966592504489	-1.4596421458155
TRINITY_DN157871_c6_g3	2.65598722808246	-1.65384378732509	-1.65384378732509	1.15988610715632	1.1456580267365	-1.65384378732509
TRINITY_DN165094_c2_g3	-0.755099135067861	0.706429424405016	0.656327110658604	-0.755099135067861	-0.755099135067861	0.902540870139963
TRINITY_DN188072_c3_g4	-0.515795739988809	-1.21978234385224	-1.21978234385224	1.58942628041885	2.58571649112668	-1.21978234385224
TRINITY_DN155876_c4_g1	2.01015254603664	-1.02353474183396	-1.02353474183396	1.23919907122015	-0.178747391754901	-1.02353474183396
TRINITY_DN186520_c0_g6	0.566800029242376	-0.995381327229491	-0.995381327229491	1.9930306984953	0.426313253950801	-0.995381327229491
TRINITY_DN161704_c9_g3	-0.803994821995378	0.621464482769978	0.654912084855489	-0.803994821995378	-0.803994821995378	1.13560789836067
TRINITY_DN192986_c3_g1	2.47725445110006	-1.15175238232712	-1.15175238232712	1.12831310403452	-0.150310408153214	-1.15175238232712
TRINITY_DN178551_c2_g3	1.58357233208024	-1.3885688681207	-1.3885688681207	0.832380136346078	1.74975413593578	-1.3885688681207
TRINITY_DN190527_c0_g1	1.6387183178311	-0.899502617533748	-2.63551035283492	2.13294725030638	1.71454873708654	-1.95120133485536
TRINITY_DN156660_c14_g1	0.781920578201579	-1.1467339916986	-1.1467339916986	1.7284562934612	0.929825103433009	-1.1467339916986
TRINITY_DN141422_c0_g1	-0.843117059346013	0.838557082446821	0.863523997963396	-0.843117059346013	-0.843117059346013	0.827270097627821
TRINITY_DN165094_c2_g6	2.85876772482943	-1.59494738012048	-1.59494738012048	-0.921390956130333	2.84746537166234	-1.59494738012048
TRINITY_DN184215_c11_g1	2.96382313662797	-2.72371351774853	-2.72371351774853	2.35762610970341	2.84969130691422	-2.72371351774853
TRINITY_DN180761_c9_g7	-2.14081009163181	2.1710767391416	2.25253233654772	-2.32857783867783	-2.32857783867783	2.37435669329815
TRINITY_DN148087_c1_g1	-0.112896236820944	-0.905335166885582	-0.905335166885582	1.615212801221	1.21368893625669	-0.905335166885582
TRINITY_DN197601_c4_g7	-1.61285278816769	-1.86017272314751	-1.86017272314751	2.40105718583954	4.79231377177066	-1.86017272314751
TRINITY_DN188604_c4_g3	-1.84679870128875	-1.17053129302286	3.14220402492244	-1.84679870128875	-1.84679870128875	3.56872337196666
TRINITY_DN160264_c7_g3	1.20917630868567	-0.8271511831321	-0.8271511831321	0.411024235445276	0.861253005265358	-0.8271511831321
TRINITY_DN180792_c0_g4	-1.20185909820045	1.42924518416543	1.33344738741197	-1.20185909820045	-1.20185909820045	0.842884723023948
TRINITY_DN155016_c1_g1	-1.69556698758154	2.34760250728257	-1.34960295723867	-1.69556698758154	-1.69556698758154	4.08870141270073
TRINITY_DN195380_c3_g1	1.93736702915962	-1.14448385990333	-1.14448385990333	0.655432343085686	0.840652207464682	-1.14448385990333
TRINITY_DN162442_c0_g1	-1.42463762404536	1.22129455223643	1.24098254002102	-1.42463762404536	-1.12363536801255	1.51063352384582
TRINITY_DN195129_c6_g1	2.65689985959709	-1.27468865340547	-1.27468865340547	0.204541907800863	0.793982157259625	-1.10604661784663
TRINITY_DN159634_c0_g1	0.952543460122768	-1.50031550459104	-1.3852822616448	1.57675654878273	1.47035412078805	-1.1140563634577
TRINITY_DN194663_c5_g5	1.63033354639114	-1.47030776958233	-1.47030776958233	1.16938746381725	1.61120229853859	-1.47030776958233
TRINITY_DN149220_c0_g1	0.937226233712514	-0.977720916767063	-0.977720916767063	0.815966919773684	1.17996959681499	-0.977720916767063
TRINITY_DN188105_c0_g1	-1.85037724976068	1.38672752309714	2.32402916876907	-1.85037724976068	-1.85037724976068	1.84037505741583
TRINITY_DN155268_c4_g3	3.60911922052997	-2.25266693926923	-2.37327846300459	-1.58466327805098	4.20264840167347	-1.60115894187864
TRINITY_DN150418_c4_g1	0.635293494230562	-0.873642167633834	-0.873642167633834	1.21957994290519	0.766053065765749	-0.873642167633834
TRINITY_DN110789_c0_g1	-0.985934993101378	1.95178603266042	0.806087394433763	-0.985934993101378	-0.985934993101378	0.199931552209956
TRINITY_DN171557_c0_g1	-0.919587511797988	0.0731809189709357	1.52348863956468	-0.919587511797988	-0.919587511797988	1.16209297685835
TRINITY_DN155812_c1_g2	-1.04068368699101	1.35355604791878	1.32220695567485	-1.04068368699101	-1.04068368699101	0.446288057379397
TRINITY_DN158884_c3_g1	0.101108060755209	-1.16432883529389	-1.03471609716342	1.23045966152472	2.03180604547127	-1.16432883529389
TRINITY_DN167514_c1_g1	-0.89436409705641	0.426986804368207	1.446482979994	-0.89436409705641	-0.89436409705641	0.80962250680702
TRINITY_DN174789_c9_g1	2.26316993191265	-0.979280141765049	-0.979280141765049	0.186149478659136	0.488521014723358	-0.979280141765049
TRINITY_DN195432_c2_g3	1.99389422559456	-1.21139846886494	-1.76344634711336	1.5500201690258	1.30194110402571	-1.87101068266777
TRINITY_DN187475_c6_g4	-1.0304241605835	-0.160158090187518	1.28456232488501	-1.0304241605835	-1.0304241605835	1.96686824705301
TRINITY_DN169523_c3_g4	0.999646779648741	-1.10737147023338	-1.10737147023338	0.809487294466375	1.51298033658502	-1.10737147023338
TRINITY_DN171561_c2_g3	-1.1678453883064	2.06135183769965	0.514532702988344	-1.20887265656646	-2.16546797215584	1.96630147634071
TRINITY_DN181531_c7_g1	-1.20707551869072	0.342504905513853	1.82303479809292	-1.36314122405501	-1.20426962793742	1.60894666707637
TRINITY_DN180010_c3_g1	-0.377474035056636	-1.03557124040801	-1.03557124040801	2.32661807754379	1.15756967873687	-1.03557124040801
TRINITY_DN173446_c6_g1	-0.0525007731641025	-1.01449445058436	-1.01449445058436	1.32492802376228	1.7710561011549	-1.01449445058436
TRINITY_DN171374_c6_g2	1.6476960660656	-1.6528950290731	-1.87596973703417	1.95137822545772	2.07838066628111	-2.14859019169716
TRINITY_DN170364_c2_g3	-1.47743828448159	1.52938050135579	1.28578537601931	-1.51868126671347	-1.51868126671347	1.69963494053344
TRINITY_DN175445_c9_g2	2.42375750169597	-1.3866856021492	-1.3866856021492	1.23390080830268	0.502398496448949	-1.3866856021492
TRINITY_DN156916_c2_g1	1.41063646194275	-0.817198164715071	-1.53786075032681	1.0076172471195	1.66633387863635	-1.72952867265671
TRINITY_DN158167_c6_g1	0.40300033806338	-1.25005967904118	-1.25005967904118	1.45237623518562	1.89480246387455	-1.25005967904118
TRINITY_DN191134_c1_g1	0.733611337640204	-1.1441329123088	-1.1441329123088	2.02161827170546	0.677169127580731	-1.1441329123088
TRINITY_DN158303_c0_g1	-1.2860051919794	0.790132241993689	1.14878259005276	-0.939587426981255	-1.03861304394532	1.32529083085952
TRINITY_DN170794_c4_g1	-1.81137222805099	2.60648028683491	1.84386509641127	-1.81137222805099	-1.81137222805099	0.983771300906773
TRINITY_DN181883_c3_g3	2.81029637993645	-1.38053606300676	-1.39611487275311	0.570210810427431	1.02419233693311	-1.62804859153712
TRINITY_DN196007_c3_g1	1.24401205395652	-0.98926248503441	-0.98926248503441	0.984899682762189	0.738875718384517	-0.98926248503441
TRINITY_DN179516_c4_g3	0.921955611916919	-0.915584022462485	-0.915584022462485	1.7570676068659	0.0677288486046359	-0.915584022462485
TRINITY_DN163690_c11_g6	-1.11220183938528	0.0808840926601295	1.3123157501935	-1.22373715004671	-1.25010854766684	2.1928476942452
TRINITY_DN168616_c1_g1	0.283036692591153	-1.03484619023826	-1.03484619023826	0.434518863466583	2.38698301465704	-1.03484619023826
TRINITY_DN159359_c5_g1	1.70644730466783	-1.43203953960697	-1.43203953960697	0.435066189895681	2.15460512425741	-1.43203953960697
TRINITY_DN174641_c4_g1	1.12070818798432	-0.853453979812279	-0.853453979812279	0.597559263131694	0.842094488320821	-0.853453979812279
TRINITY_DN169346_c0_g2	-0.979314497273908	1.84443486303436	0.639863718785161	-0.979314497273908	-0.979314497273908	0.453644910002198
TRINITY_DN176530_c6_g1	-1.25369861628892	0.453752008654771	2.42724214661228	-1.69518209587157	-1.69518209587157	1.76306865276501
TRINITY_DN141035_c1_g1	2.88539620835269	-2.01281214415603	-2.01281214415603	-0.0951894424297439	3.24822966654513	-2.01281214415603
TRINITY_DN161900_c1_g1	-1.62966512578067	3.42074950234946	-1.2814327065414	-1.62966512578067	-1.62966512578067	2.74967858153394
TRINITY_DN166994_c6_g5	0.365024498554842	-0.837236485007161	-0.837236485007161	1.18317681753703	0.963508138929616	-0.837236485007161
TRINITY_DN166386_c6_g1	0.399200113696785	-1.05918189045923	-1.05918189045923	1.15742817828321	1.62091737939769	-1.05918189045923
TRINITY_DN195740_c1_g1	0.159399942464152	-0.830465680402135	-0.830465680402135	1.02791324467994	1.30408385406232	-0.830465680402135
TRINITY_DN183385_c6_g1	0.47671355122988	-0.875479986515152	-0.875479986515152	1.30975226771501	0.839974140600566	-0.875479986515152
TRINITY_DN169109_c8_g1	-1.05053048894604	1.49864578972205	1.40364540423976	-1.05053048894604	-1.05053048894604	0.249300272876326
TRINITY_DN199610_c1_g3	-1.51475813383516	1.21316232072804	1.73483890222384	-1.51475813383516	-1.51475813383516	1.59627317855359
TRINITY_DN157713_c8_g1	0.881660401943019	-0.833606953147089	-1.29923733758592	0.974544268111572	1.65703758329417	-1.38039796261576
TRINITY_DN174881_c5_g1	0.22291322753003	-1.10304876864182	-1.10304876864182	2.04490911274528	1.04132396565016	-1.10304876864182
TRINITY_DN160018_c2_g1	-1.23433812311301	-0.550866230257784	1.75334655445375	-1.23433812311301	-1.23433812311301	2.50053404514307
