male_bleached_K5_03	female_bleached_K5_06	female_bleached_K5_04	male_bleached_K5_02	male_bleached_K5_01	female_bleached_K5_05
TRINITY_DN186904_c5_g2	1.76430675972518	-1.00186432938467	-1.00186432938467	0.296793986179849	0.944492242248968	-1.00186432938467
TRINITY_DN159261_c8_g1	1.17068348719397	-0.77305034244056	-0.77305034244056	0.758019150285394	0.390448389842319	-0.77305034244056
TRINITY_DN174911_c3_g3	2.35916786231961	-1.44405917411532	-1.44405917411532	-0.47910612121452	2.45211578124087	-1.44405917411532
TRINITY_DN156628_c9_g2	-0.964275631226823	1.02316277724344	1.27518778821995	-1.06223923429881	-1.8275108644033	1.55567516446554
TRINITY_DN182434_c2_g4	2.45210252139828	-1.56019796825032	-1.56019796825032	1.30532499088964	0.92316639246303	-1.56019796825032
TRINITY_DN145487_c2_g3	0.74200686614253	-0.932001742474694	-0.932001742474694	1.1753513559736	0.878647005307952	-0.932001742474694
TRINITY_DN199902_c1_g2	-1.73793179932979	1.49365420986795	2.62067544978802	-1.41831386512962	-1.73793179932979	0.77984780413322
TRINITY_DN165525_c2_g2	-0.207086883551123	-0.963256211690422	-0.963256211690422	1.11637790067828	1.98047761794411	-0.963256211690422
TRINITY_DN163607_c2_g2	2.37031671442776	-1.15562685785949	-1.15562685785949	0.621319333997602	0.47524452515309	-1.15562685785949
TRINITY_DN176700_c1_g1	1.83306216995605	-1.1436680507211	-1.1436680507211	1.38265120709604	0.215290775111225	-1.1436680507211
TRINITY_DN198337_c3_g1	0.203159784881805	-1.05082948134898	-1.05082948134898	0.257181833203196	2.69214682596194	-1.05082948134898
TRINITY_DN160052_c4_g1	1.58013577876617	-1.1293754356658	-1.1293754356658	2.11688062091066	-0.308890092679424	-1.1293754356658
TRINITY_DN181027_c1_g2	0.375486798160376	-0.921411059539701	-0.921411059539701	1.24079897677461	1.14794740368412	-0.921411059539701
TRINITY_DN173296_c3_g1	0.707761038011889	-1.02689439546712	-1.02689439546712	1.32020427515515	0.979583168604089	-0.9537596908369
TRINITY_DN184419_c0_g4	1.58892911402056	-0.853040014556958	-1.62468172080557	1.5929666440066	1.64310768380262	-2.34728170646724
TRINITY_DN157589_c8_g2	-0.0495896291587018	-0.893573473207028	-0.893573473207028	1.27282062304643	1.45748942573336	-0.893573473207028
TRINITY_DN152996_c0_g3	-2.93923203556257	2.17430178402934	3.73095681086718	-2.93923203556257	-2.28754885493047	2.2607543311591
TRINITY_DN163248_c6_g5	1.53239315190663	-0.865683540160811	-0.865683540160811	0.0350383874033038	1.0296190811725	-0.865683540160811
TRINITY_DN171183_c7_g1	-1.09576232355744	0.607781396176374	1.09737859558743	-1.09576232355744	-0.919439550916979	1.40580420626805
TRINITY_DN161600_c11_g2	-1.62893668175124	1.95241456541754	-1.09387908685639	-1.62893668175124	-1.62893668175124	4.02827456669256
TRINITY_DN179692_c4_g1	2.4090252251944	-1.58792789924673	-2.09584936420406	1.83185749821876	1.53874390424169	-2.09584936420406
TRINITY_DN186863_c4_g1	0.301612662147124	-0.929205179713959	-0.929205179713959	1.38345999384443	1.10254288315032	-0.929205179713959
TRINITY_DN172252_c1_g2	0.118532008159768	-0.877856738287853	-0.877856738287853	0.859830023122007	1.65520818358178	-0.877856738287853
TRINITY_DN169246_c3_g2	0.044556857745232	-0.918177232850571	-0.918177232850571	1.20780442100414	1.50217041980234	-0.918177232850571
TRINITY_DN174848_c6_g1	-1.488215271965	0.227678098582607	0.0146244862909335	-1.488215271965	-1.488215271965	4.22234323102145
TRINITY_DN196837_c6_g2	0.88656598123045	-1.89919379319656	-1.50852610763689	0.638599240844041	3.37249332527069	-1.48993864651172
TRINITY_DN158489_c6_g3	0.282122233791781	-0.849467250536354	-0.849467250536354	1.24982795380142	1.01645156401586	-0.849467250536354
TRINITY_DN176935_c1_g1	1.6209715313356	-2.2916214236371	-1.95171263960712	-1.3837788682178	5.6736580675268	-1.66751666740039
TRINITY_DN161756_c4_g1	0.199968736388078	-1.16516385706445	-1.16516385706445	1.29557870672519	1.99994412808008	-1.16516385706445
TRINITY_DN160458_c5_g1	-1.65362894619714	0.712343481396245	3.42139017898833	-1.65362894619714	-1.65362894619714	0.827153178206842
TRINITY_DN194936_c1_g3	1.11679169970152	-0.886090808831602	-0.886090808831602	0.443893840926819	1.09758688586647	-0.886090808831602
TRINITY_DN175424_c6_g1	0.790036504672873	-0.755437706167307	-0.755437706167307	0.940110761965792	0.536165851863257	-0.755437706167307
TRINITY_DN190312_c1_g4	-1.12515448410536	1.03156571554646	0.850108837573136	-1.12515448410536	-1.12515448410536	1.49378889919648
TRINITY_DN156621_c0_g1	-0.84221232259728	0.741306761254208	0.508850576343106	-0.84221232259728	-0.84221232259728	1.27647963019453
TRINITY_DN164824_c2_g1	0.570340117073784	-1.08455364039954	-1.08455364039954	-0.271439449053249	2.95476025317808	-1.08455364039954
TRINITY_DN157391_c2_g2	-1.91173722137821	1.93826203808789	2.66937295384734	-1.91173722137821	-1.91173722137821	1.12757667219941
TRINITY_DN183938_c8_g1	1.42373356313915	-1.34920777469219	-1.34920777469219	1.04804757090224	1.57584219003517	-1.34920777469219
TRINITY_DN165443_c6_g2	-0.15525150675624	-1.04977827701363	-1.04977827701363	2.04985357300083	1.25473276479632	-1.04977827701363
TRINITY_DN251496_c0_g1	0.548171166649229	-1.00715419234002	-1.00715419234002	2.56282290098455	-0.0895314906137333	-1.00715419234002
TRINITY_DN172931_c7_g1	0.744584588285692	-1.92652958857772	-2.18115653736126	-0.578716463611557	6.28647327090898	-2.34465526964414
TRINITY_DN179749_c3_g2	0.768037702962061	-0.756527518115139	-0.756527518115139	0.813935412910902	0.687609438472453	-0.756527518115139
TRINITY_DN159275_c10_g1	-2.05346787519196	4.00841630450928	3.37195785939874	-2.05346787519196	-2.05346787519196	-1.21997053833213
TRINITY_DN178806_c0_g2	0.710015629849251	-1.29968984243442	-1.29968984243442	1.49960473252018	1.68944916493382	-1.29968984243442
TRINITY_DN182517_c9_g1	1.59996047323642	-1.10402613062701	-1.10402613062701	0.768605660508243	0.943512258136354	-1.10402613062701
TRINITY_DN193672_c2_g4	-0.214967483831179	-1.40968494672478	-1.40968494672478	4.28324433970425	0.160777984301262	-1.40968494672478
TRINITY_DN182507_c5_g1	-1.23826685543075	1.37314162559421	1.49552131319443	-1.23826685543075	-1.23826685543075	0.8461376275036
TRINITY_DN191682_c7_g2	1.4225284214878	-1.38255762520765	-1.21648494926094	1.46343414545692	1.09563763273152	-1.38255762520765
TRINITY_DN168466_c0_g2	2.52769021536738	-1.75851692914764	-1.44603998200072	2.3533661869414	-0.128614157327532	-1.54788533383289
TRINITY_DN175124_c4_g3	-2.20013221795483	2.42412004129172	2.53329797612735	-2.35437900553934	-2.1938404720871	1.7909336781622
TRINITY_DN174969_c7_g1	0.54797625389963	-0.847634994604172	-0.847634994604172	1.10357976981655	0.891348960096339	-0.847634994604172
TRINITY_DN182455_c10_g1	-1.12802190624879	0.364600422325656	0.805928351446634	-1.12802190624879	-1.12802190624879	2.21353694497408
TRINITY_DN157823_c8_g1	0.54797625389963	-0.847634994604172	-0.847634994604172	1.10357976981655	0.891348960096339	-0.847634994604172
TRINITY_DN157373_c7_g2	1.25040007046392	-0.969310569084854	-0.969310569084854	1.59262649053758	0.0649051462530589	-0.969310569084854
TRINITY_DN168613_c2_g2	-0.764282419846528	1.05497701027111	0.907916599269238	-0.764282419846528	-0.764282419846528	0.329953649999237
TRINITY_DN196680_c4_g2	-1.04100688425542	1.12474429975884	0.139140976903011	-1.04100688425542	-1.04100688425542	1.8591353761044
TRINITY_DN191620_c1_g7	1.14260737290825	-1.00045945946982	-1.00045945946982	2.02492376200811	-0.166152756506908	-1.00045945946982
TRINITY_DN158868_c2_g1	-1.83916339979486	-0.626905355592125	0.776017451520382	-1.83916339979486	-1.83916339979486	5.36837810345632
TRINITY_DN167827_c7_g4	0.7423879985015	-0.831955755418513	-0.831955755418513	0.811438698061379	0.94204056969266	-0.831955755418513
TRINITY_DN173493_c9_g1	0.161143147706812	-0.933092922138953	-0.933092922138953	1.7220298890843	0.91610572962575	-0.933092922138953
TRINITY_DN192249_c1_g3	1.85769050843926	-1.49619732784565	-1.49619732784565	1.62680662620917	1.00409484888852	-1.49619732784565
TRINITY_DN180249_c3_g1	-0.843428706137165	0.15440562664472	1.36571269170143	-0.843428706137165	-0.843428706137165	1.01016780006535
TRINITY_DN182124_c0_g4	-0.162878602064388	-1.14837903236927	-1.14837903236927	3.23484140099638	0.373174298175822	-1.14837903236927
TRINITY_DN169031_c3_g4	1.10203257733788	-1.38879423757495	-1.38879423757495	0.150240465395806	2.91410966999115	-1.38879423757495
TRINITY_DN177508_c1_g3	-0.961507780799508	2.28894912054868	0.0230983828718712	-2.1474344530184	-1.82048119048588	2.61737592088324
TRINITY_DN171514_c4_g2	-0.850654691824203	1.35942240707901	0.893936994718181	-0.850654691824203	-0.850654691824203	0.29860467367542
TRINITY_DN176170_c4_g3	0.138440112474074	-1.01406783589083	-1.01406783589083	0.869943901692692	2.03381949350572	-1.01406783589083
TRINITY_DN197708_c1_g1	1.1030796322624	-1.10855562106475	-1.01094482443833	0.608654677954848	1.44455908705048	-1.03679295176466
TRINITY_DN153993_c1_g1	1.81844944156669	-1.2995779810241	-1.2995779810241	0.504475577943253	1.57580892356236	-1.2995779810241
TRINITY_DN174527_c7_g1	5.23330517729278	-4.32492801170149	-3.85192044378531	5.70643272032003	-0.233312795591087	-2.52957664653493
TRINITY_DN180661_c6_g1	1.08057732142821	-0.971490725815668	-0.971490725815668	1.42576461977876	0.40813023624004	-0.971490725815668
TRINITY_DN173846_c3_g4	2.33818940928509	-1.12791560994879	-1.12791560994879	-0.546805434723245	1.59236285528453	-1.12791560994879
TRINITY_DN190108_c3_g2	1.3725052023673	-0.941321094023099	-0.941321094023099	0.796798194759477	0.654659884942521	-0.941321094023099
TRINITY_DN166968_c6_g5	-0.901991000032942	0.65676643034082	1.61377190550826	-0.901991000032942	-0.901991000032942	0.435434664249746
TRINITY_DN124601_c0_g1	2.38055215342235	-1.31432803937685	-1.31432803937685	0.636140374773277	0.926291589934914	-1.31432803937685
TRINITY_DN166920_c4_g1	-1.05427652011229	0.886454040072568	1.18725862168342	-1.05427652011229	-1.05427652011229	1.08911689858089
TRINITY_DN186973_c4_g4	-0.980950199836864	2.56019289084592	0.554605133562446	-0.980950199836864	-0.980950199836864	-0.171947424897777
TRINITY_DN198512_c2_g2	1.42140217702365	-1.13857901713618	-1.13857901713618	2.53836534197073	-0.544030467585828	-1.13857901713618
TRINITY_DN163570_c0_g1	-0.897449685950064	1.44140255319512	0.443966838528658	-0.897449685950064	-0.897449685950064	0.806979666126413
TRINITY_DN164294_c5_g1	-1.19118069593884	0.605307173453344	1.64927274103988	-1.16475951820191	-1.23102096047063	1.33238126011817
TRINITY_DN165577_c2_g1	2.17607149271224	-0.92456982326123	-0.92456982326123	0.490106957165656	0.107531019905794	-0.92456982326123
TRINITY_DN168919_c10_g2	2.93021500080646	-3.07466836290949	-3.07466836290949	2.94934096870905	3.34444911921298	-3.07466836290949
TRINITY_DN161602_c1_g5	-1.14984290214639	0.775776809856549	1.07728203230354	-1.14984290214639	-1.14984290214639	1.59646986427907
TRINITY_DN173525_c2_g1	-0.862479623594635	1.23852590748923	1.23402161076287	-1.51287293448371	-1.64071821268353	1.54352325250978
TRINITY_DN177189_c8_g2	-1.88185789867039	1.77461582717267	2.09604780588389	-1.82454238280698	-1.83898915391325	1.67472580233406
TRINITY_DN190955_c7_g2	0.567834037771764	-0.896311418919422	-0.896311418919422	0.712024731428239	1.40907548755826	-0.896311418919422
TRINITY_DN174711_c11_g2	1.26998170763953	-0.946628361102913	-0.946628361102913	0.795377849763823	0.774525525905387	-0.946628361102913
TRINITY_DN199771_c4_g1	-1.58867245445361	1.31378707858894	1.19541268828114	-1.58867245445361	-1.58867245445361	2.25681759649076
TRINITY_DN180128_c5_g1	-2.45305356370744	2.28279226365097	2.49065583924708	-2.50367963677741	-2.60567096205463	2.78895605964143
TRINITY_DN137484_c0_g1	-0.850694410012381	0.624909334672219	0.402689825787693	-0.850694410012381	-0.850694410012381	1.52448406957723
TRINITY_DN167665_c4_g1	0.027092436488137	-0.923749201061012	-0.923749201061012	2.02035959804694	0.723795568647955	-0.923749201061012
TRINITY_DN159301_c1_g3	1.34363601643992	-1.00261175764286	-1.00261175764286	1.93736700729785	-0.273167750809194	-1.00261175764286
TRINITY_DN198447_c6_g1	2.10680213908232	-1.46887324031086	-1.46887324031086	1.09355237164976	1.2062652102005	-1.46887324031086
TRINITY_DN177744_c0_g1	1.2310088724668	-1.14280596408553	-1.29008482799947	0.562187240342392	2.2028365357177	-1.56314185644189
TRINITY_DN192010_c5_g1	2.32716812575224	-1.67210786338651	-1.65320586361182	1.14490510709659	1.66782383924845	-1.81458334509897
TRINITY_DN166360_c9_g1	0.3626653271273	-1.02579977015585	-1.02579977015585	1.36981147834795	1.34492250499231	-1.02579977015585
TRINITY_DN166565_c1_g1	1.40193771452215	-1.03928014873997	-0.974397297155113	1.68885805467896	-0.0378381745660608	-1.03928014873997
TRINITY_DN213783_c0_g1	0.0682002495620302	-1.22693499943879	-1.22693499943879	3.42486296776623	0.187741780988098	-1.22693499943879
TRINITY_DN161368_c3_g2	1.62982922899419	-0.862793099580253	-0.862793099580253	-0.0382288874904262	0.996778957236994	-0.862793099580253
TRINITY_DN148825_c1_g1	0.897928819931635	-0.941224567458186	-0.941224567458186	1.87783044253288	0.047914439910047	-0.941224567458186
TRINITY_DN168592_c1_g4	1.226384409733	-1.19134638977318	-2.23513737574455	1.37428339433295	2.71387422177927	-1.88805826032748
TRINITY_DN121995_c0_g1	0.670080519162281	-1.08095465750558	-1.08095465750558	1.07576554214624	1.49701791120823	-1.08095465750558
TRINITY_DN189788_c9_g1	2.21173789962106	-1.8231820847281	-1.8231820847281	1.96445932975523	1.29334902480802	-1.8231820847281
TRINITY_DN160542_c4_g1	1.55050817886353	-1.12434505633079	-1.42768745081812	1.27386160612495	1.15535017297854	-1.42768745081812
TRINITY_DN160038_c8_g2	-1.43495591663988	0.847187312141622	1.49237168840934	-1.43495591663988	-1.43495591663988	1.96530874936866
TRINITY_DN163251_c4_g1	0.393448817810385	-0.924434065019029	-0.924434065019029	2.20600264654231	0.173850730704394	-0.924434065019029
TRINITY_DN188162_c5_g7	-0.846620326921377	0.596986324554237	1.43730144538624	-0.846620326921377	-0.846620326921377	0.505573210823654
TRINITY_DN170296_c1_g2	-0.8907468777973	0.842607462816527	0.935038749667491	-0.8907468777973	-0.8907468777973	0.894594420907882
TRINITY_DN180127_c2_g1	-0.494970146394821	-1.21305773035534	-1.21305773035534	2.11132086376685	2.02282247369399	-1.21305773035534
TRINITY_DN193862_c5_g2	-1.03549386162108	-0.0639043260910174	1.44140622158267	-1.03549386162108	-1.03549386162108	1.72897968937159
TRINITY_DN158868_c6_g1	-1.17301153603973	1.9625479485583	1.83451373216664	-2.52668725766839	-0.950369923055558	0.853007036038723
TRINITY_DN198266_c0_g2	-2.53805281398425	2.53005903753303	3.21113280495193	-2.53805281398425	-2.53805281398425	1.8729665994678
TRINITY_DN185216_c5_g1	0.190458844631697	-1.08318923522695	-1.28403196164446	2.26216641371211	1.06890516514139	-1.15430922661378
TRINITY_DN148728_c2_g1	-0.795433893503635	0.426133895034775	1.11683273456281	-0.795433893503635	-0.795433893503635	0.843335050913315
TRINITY_DN122076_c1_g1	-1.18015397628239	-0.201958346600739	2.14710223930025	-1.18015397628239	-1.18015397628239	1.59531803614766
TRINITY_DN167220_c6_g6	-1.15133323955797	0.868012849246842	1.20650023907152	-1.15133323955797	-1.15133323955797	1.37948663035555
TRINITY_DN169176_c5_g3	2.25556128856939	-1.62424248355791	-1.62424248355791	0.185171960677988	2.43199420142636	-1.62424248355791
TRINITY_DN175252_c3_g1	0.0368023437851641	-1.62722531593498	-1.62722531593498	1.47122793037429	3.12632573866567	-1.37990538095516
TRINITY_DN194695_c1_g4	-0.12743191899543	-1.04429068369518	-1.04429068369518	2.58914052666045	0.671163443420534	-1.04429068369518
TRINITY_DN185531_c8_g1	-1.11166022038824	0.207379595174295	0.888339779611759	-1.11166022038824	-1.11166022038824	2.23926128637867
TRINITY_DN185371_c3_g2	2.03731811186569	-1.53484396384843	-1.53484396384843	0.0140858056279709	2.55312797405163	-1.53484396384843
TRINITY_DN180688_c0_g1	-1.4554810140908	1.55297001860247	1.59902020209176	-1.4554810140908	-1.4554810140908	1.21445282157816
TRINITY_DN170142_c4_g2	1.87649813854192	-1.30667074160512	-1.30667074160512	0.52033526803386	1.52317881823957	-1.30667074160512
TRINITY_DN195791_c4_g1	1.71223773778256	-0.967886877592678	-2.401397036943	1.28257428393084	1.47302982710224	-1.09855793427997
TRINITY_DN174882_c3_g2	-0.789462628100032	1.06493204965307	1.04119834629973	-0.789462628100032	-0.789462628100032	0.262257488347296
TRINITY_DN183745_c6_g2	2.14125611322991	-0.965762136652211	-0.965762136652211	0.193221114508176	0.562809182218547	-0.965762136652211
TRINITY_DN162134_c5_g1	-0.239360412845222	-1.11120406135454	-1.11120406135454	0.693675546900132	2.87929705000871	-1.11120406135454
TRINITY_DN199008_c3_g1	1.04773790998186	-2.10030631000068	-0.925296651964109	1.82429850197293	1.46574196830891	-1.31217541829892
TRINITY_DN198261_c4_g5	0.200936556621126	-0.876990022063943	-0.876990022063943	0.861561664456289	1.56847184511441	-0.876990022063943
TRINITY_DN165868_c8_g2	2.07682756106942	-1.21271184427663	-1.21271184427663	-0.0472822238524422	1.6085901956129	-1.21271184427663
TRINITY_DN166333_c6_g1	2.53769242251476	-1.81252191545171	-1.81252191545171	1.07675691825382	1.82311640558656	-1.81252191545171
TRINITY_DN167978_c2_g1	1.22495436307854	-0.902348742703591	-0.902348742703591	-0.0439698176215199	1.52606168265375	-0.902348742703591
