bleached_44_01	bleached_44_02	bleached_k4_01	bleached_k4_02	bleached_k4_03	bleached_44_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_44_01	non-bleached_k4_03	non-bleached_44_02	non-bleached_44_03
TRINITY_GG_76531_c27_g1	-0.565811157395456	-0.565811157395456	-0.565811157395456	-0.565811157395456	-0.565811157395456	-0.565811157395456	0.627014246156935	1.26119485224352	-0.565811157395456	0.771043481730009	1.15971188813357	0.141713633504152
TRINITY_GG_14445_c6_g2	-0.742783901255019	-0.742783901255019	-0.742783901255019	-0.742783901255019	-0.742783901255019	-0.742783901255019	0.828164703918309	0.782282690823192	0.330350803375197	-0.742783901255019	1.51090288147725	1.74778622919118
TRINITY_GG_50277_c1_g1	-0.588116417179649	-0.588116417179649	-0.588116417179649	-0.588116417179649	-0.588116417179649	-0.588116417179649	0.427666580061279	-0.0293589868058871	0.28293865790698	1.94917964991119	-0.588116417179649	1.48638901918398
TRINITY_GG_97630_c12_g1	-0.590779168503092	-0.590779168503092	-0.590779168503092	-0.590779168503092	-0.590779168503092	-0.590779168503092	0.803186107157151	-0.590779168503092	0.0899952569893689	0.592548537541709	1.56107964822391	1.0886446296095
TRINITY_GG_74680_c7_g1	-1.12576287920364	-0.954516814775929	-1.0764851467483	-1.43121733393858	-1.64227940311477	-0.744247952521971	2.60251021455802	2.70989699592202	-1.25640065172059	-0.862445286590864	1.98460744778321	1.79634081035139
TRINITY_GG_101598_c0_g1	4.75740681928125	5.12709155849038	4.92690871861015	4.42383140349858	-2.62381048810967	-2.60710202916586	-1.45964245775789	-2.60582474263631	-2.44529287615131	-2.4823167534544	-2.47763647346682	-2.53361267913809
TRINITY_GG_16370_c77_g1	-0.651443492396378	-0.651443492396378	-0.651443492396378	-0.651443492396378	-0.651443492396378	-0.651443492396378	0.628324929197217	-0.651443492396378	1.07407955313265	1.86834999384472	0.935921498540083	0.0534284720599748
TRINITY_GG_25417_c13_g6	-0.864452139736535	-0.864452139736535	-0.864452139736535	-0.864452139736535	-0.864452139736535	-0.864452139736535	-0.864452139736535	0.293884887430566	1.17011575308168	2.90161291173842	0.268453672274972	1.41709775363011
TRINITY_GG_19826_c42_g1	-0.751508718786959	-0.751508718786959	-0.751508718786959	-0.751508718786959	-0.751508718786959	-0.751508718786959	1.80037638468477	1.0940816900609	1.45137911468318	-0.751508718786959	0.249933255386947	0.66479058669292
TRINITY_GG_67907_c0_g1	-0.542392859648402	-0.542392859648402	-0.542392859648402	-0.542392859648402	-0.542392859648402	-0.542392859648402	0.881991811889695	-0.109433452372296	1.99117048856611	0.232446900178924	-0.359700562132212	0.617881971760191
TRINITY_GG_83397_c64_g1	0.149196567783551	0.56828848202371	0.450954405346705	0.989554299302572	0.729640759014847	0.280205712736777	-0.527973371034694	-0.527973371034694	-0.527973371034694	-0.527973371034694	-0.527973371034694	-0.527973371034694
TRINITY_GG_77817_c2_g1	0.0786378150682726	0.480736258639618	2.09237351109025	0.604757741726065	-0.0452211523066377	0.210442292091528	-0.570287744384849	-0.570287744384849	-0.570287744384849	-0.570287744384849	-0.570287744384849	-0.570287744384849
TRINITY_GG_20986_c17_g1	-0.555894331764783	-0.555894331764783	-0.555894331764783	-0.555894331764783	-0.555894331764783	-0.555894331764783	0.923336229441553	0.825942752141264	0.418634980719098	-0.555894331764783	0.397184620847724	1.32616173920384
TRINITY_GG_100415_c34_g1	-1.45696973060813	-1.45696973060813	-1.45696973060813	-1.45696973060813	-1.45696973060813	-1.45696973060813	2.62129851653108	2.22267925989404	1.20386763708815	-1.45696973060813	3.06590207581517	1.08504062492848
TRINITY_GG_26510_c0_g1	-1.14433322750852	-1.14433322750852	-1.14433322750852	-1.14433322750852	-1.14433322750852	-1.14433322750852	-1.14433322750852	1.01916550477436	2.50263582287405	-1.14433322750852	3.1557904970605	2.47707399535923
TRINITY_GG_64489_c0_g1	-1.2057108121741	-1.2057108121741	-1.2057108121741	-1.2057108121741	-1.2057108121741	-1.2057108121741	3.05694784289812	2.82312351694482	-1.2057108121741	-1.2057108121741	1.44275463085321	2.32286050669666
TRINITY_GG_63494_c0_g1	-0.508847634556134	-0.508847634556134	-0.508847634556134	-0.508847634556134	-0.508847634556134	-0.508847634556134	0.561541693335264	0.115955130696813	1.06694874077295	-0.04627174651393	1.21667541097289	0.138236578072819
TRINITY_GG_45586_c0_g1	0.484841343083645	0.448074118574064	0.733122640349325	-0.61680873301079	1.0702519553291	1.5813710737394	-0.61680873301079	-0.61680873301079	-0.61680873301079	-0.61680873301079	-0.61680873301079	-0.61680873301079
TRINITY_GG_16701_c0_g1	-0.520401995433055	-0.520401995433055	-0.520401995433055	-0.520401995433055	-0.520401995433055	-0.520401995433055	0.343536454990916	0.270370042428945	0.333194510769457	1.02358872423179	1.34788967333974	-0.196167433162524
TRINITY_GG_29873_c0_g1	-1.39498604792604	-1.39498604792604	-1.39498604792604	-1.39498604792604	-1.39498604792604	-1.39498604792604	-1.39498604792604	1.68652402019488	2.64940807143242	3.380749321333	1.55062165525534	0.497599267266617
TRINITY_GG_42164_c0_g1	-0.755982786990464	-0.755982786990464	-0.755982786990464	-0.755982786990464	-0.755982786990464	-0.755982786990464	2.38135678482556	0.0521962967810067	-0.386376716958626	-0.755982786990464	1.6799124543299	1.56479068995541
TRINITY_GG_12916_c4_g3	-1.82511078355912	-1.51810158551439	-1.77930709394599	-1.61046560366305	-1.45445757712031	-2.02297617491286	3.33794989877202	3.97857839281943	-2.02297617491286	3.81794019041858	2.99360928552159	-1.89468277390304
TRINITY_GG_87378_c5_g1	-1.10621160531386	-1.10621160531386	-0.876008591947439	-1.10621160531386	-1.10621160531386	-1.10621160531386	1.72870182438718	1.83320305598686	0.806055022752589	-0.50879961775921	1.06435445147821	1.48355188167112
TRINITY_GG_51830_c0_g1	-0.631451199360071	-0.631451199360071	-0.631451199360071	-0.631451199360071	-0.631451199360071	-0.631451199360071	-0.631451199360071	1.67888892125208	0.737037801285033	1.9494178636328	-0.40864663831481	0.463460447665396
TRINITY_GG_98559_c1_g1	-1.01055995539928	-1.01055995539928	-1.01055995539928	-1.01055995539928	-1.01055995539928	-1.01055995539928	0.482062373175166	0.352891501672433	2.42186502140548	0.309635865866846	1.40816972133725	1.0887352489385
TRINITY_GG_28378_c3_g1	-0.557046830744118	-0.557046830744118	-0.557046830744118	-0.557046830744118	-0.557046830744118	-0.557046830744118	-0.557046830744118	1.24700672822324	0.305305368787902	0.901335173411895	1.13404061020778	0.311639934578017
TRINITY_GG_62060_c1_g1	-0.607588152033076	-0.607588152033076	-0.607588152033076	-0.607588152033076	-0.607588152033076	-0.607588152033076	0.841312799112052	-0.607588152033076	0.705077021525318	1.14943509447438	0.943312512614447	0.613979636505333
TRINITY_GG_11652_c21_g1	-0.629062615406315	-0.629062615406315	-0.629062615406315	-0.629062615406315	-0.629062615406315	-0.629062615406315	0.501868254420133	0.333671475189487	-0.629062615406315	0.853269405341061	1.22533206234679	1.48929711054674
TRINITY_GG_19685_c10_g1	-0.472561550329793	-0.472561550329793	-0.472561550329793	-0.472561550329793	-0.472561550329793	-0.472561550329793	1.08079895300553	0.515850475394995	-0.0557218084169637	0.303963601092119	0.863721837534639	0.126756243368433
TRINITY_GG_20900_c0_g1	-0.531704890457609	-0.531704890457609	-0.531704890457609	-0.531704890457609	-0.531704890457609	-0.531704890457609	0.724097946145108	-0.531704890457609	0.321093002361162	0.783281595010906	0.851792053697756	1.04166963598834
TRINITY_GG_84837_c140_g1	0.800715543432262	-1.13775845470617	1.87355826740285	0.218948798229213	2.67217041101526	2.39891616286359	-1.13775845470617	-1.13775845470617	-1.13775845470617	-1.13775845470617	-1.13775845470617	-1.13775845470617
TRINITY_GG_25361_c2_g1	-0.983884910091476	-0.925914841454146	-0.946854179146509	-0.952489713815942	-0.941240572682982	-0.90527507539511	1.94723078966631	-0.895743313222459	-0.902545282639537	1.28933256301202	2.16195555228369	2.05542898348614
TRINITY_GG_73603_c70_g1	-0.990321015688132	-0.990321015688132	-0.990321015688132	-0.990321015688132	-0.990321015688132	-0.990321015688132	0.718528361417047	2.08195631978338	0.208173137950951	1.70967472797926	1.21319339544263	0.0104001515555221
TRINITY_GG_91538_c3_g1	-0.56187492660491	-0.56187492660491	-0.56187492660491	-0.56187492660491	-0.56187492660491	-0.56187492660491	-0.00409725520998427	0.555820116064844	1.25370050225766	-0.56187492660491	0.833187872912668	1.29451325020918
TRINITY_GG_54177_c0_g2	2.77297868577545	-0.318784292908519	-0.741017293591566	-0.182259863217804	0.446750453454458	2.46843607203738	-0.741017293591566	-0.741017293591566	-0.741017293591566	-0.741017293591566	-0.741017293591566	-0.741017293591566
TRINITY_GG_73754_c51_g1	-0.565662243417768	-0.565662243417768	-0.565662243417768	-0.565662243417768	-0.565662243417768	-0.565662243417768	0.293512212448667	0.104271592251192	0.606185070155573	0.550702513274016	1.0818825262912	0.757419546085964
TRINITY_GG_25164_c0_g8	-0.802076359480217	-0.802076359480217	-0.802076359480217	-0.802076359480217	-0.802076359480217	-0.802076359480217	-0.802076359480217	1.39011780580313	0.378708031598482	0.535920104034799	1.9155726486931	1.39421592623201
TRINITY_GG_84075_c55_g1	-0.733700552275487	-0.733700552275487	-0.733700552275487	-0.733700552275487	-0.733700552275487	-0.733700552275487	0.805830519198663	1.25325641024891	0.674467818432619	0.778779194644145	1.62356992340407	-0.733700552275487
TRINITY_GG_11514_c214_g1	-0.590906947196722	-0.590906947196722	-0.590906947196722	-0.590906947196722	-0.590906947196722	-0.590906947196722	-0.590906947196722	0.794800177461212	-0.224654683497158	1.91422179441607	0.633133327021209	1.01884801497572
TRINITY_GG_64890_c4_g2	-0.845186703160721	-0.845186703160721	-0.845186703160721	-0.845186703160721	-0.845186703160721	-0.845186703160721	1.30537297341466	0.435175786813058	0.0274450879745294	1.49537556586569	1.41904944788283	0.388701357013557
TRINITY_GG_55147_c0_g1	-0.807966208264257	-0.807966208264257	-0.807966208264257	-0.807966208264257	-0.807966208264257	-0.807966208264257	0.315699988189563	1.14994839036873	1.08423050220123	-0.807966208264257	2.96824308217317	0.137641494917115
TRINITY_GG_16650_c4_g1	0.75319549763718	2.68120415878213	-0.929377799710399	1.05794306621885	0.40290048334653	1.61040139198809	-0.929377799710399	-0.929377799710399	-0.929377799710399	-0.929377799710399	-0.929377799710399	-0.929377799710399
TRINITY_GG_82184_c0_g1	-0.605348968961547	-0.605348968961547	-0.605348968961547	-0.605348968961547	-0.605348968961547	-0.605348968961547	1.86297367498632	-0.0456124445285646	-0.605348968961547	0.725782953255655	0.437295368446946	1.25700323057047
TRINITY_GG_80827_c3_g1	-0.647778260559114	-0.647778260559114	-0.647778260559114	-0.647778260559114	-0.647778260559114	-0.647778260559114	1.34933346011606	-0.647778260559114	0.71061800139754	0.215367282430286	1.57749666931046	0.681632410659455
TRINITY_GG_30449_c30_g1	-0.717425629359728	-0.717425629359728	-0.717425629359728	-0.717425629359728	-0.717425629359728	-0.717425629359728	0.719802109553182	0.922269604039854	-0.717425629359728	1.43215892379841	0.968290306630924	0.979458461495727
TRINITY_GG_1608_c1_g1	-0.497307260102075	-0.497307260102075	-0.497307260102075	-0.497307260102075	-0.497307260102075	-0.497307260102075	0.517762061615573	0.929762495108711	-0.0263800026269486	1.26099591702983	-0.125469642771655	0.427172732256947
TRINITY_GG_54605_c1_g1	2.58495306129493	2.40916711584876	2.04431606768398	2.21885151744558	-1.15716097028416	-1.15716097028416	-1.15716097028416	-1.15716097028416	-1.15716097028416	-1.15716097028416	-1.15716097028416	-1.15716097028416
TRINITY_GG_91140_c5_g1	-0.67317388210109	-0.67317388210109	-0.67317388210109	-0.67317388210109	-0.67317388210109	-0.67317388210109	0.971605337161864	1.44585022104118	0.637747853129254	0.948350561570368	-0.67317388210109	0.708663201804958
TRINITY_GG_78359_c107_g1	-1.09115199746932	-1.09115199746932	-1.09115199746932	-1.09115199746932	-1.09115199746932	-1.09115199746932	2.19720656472434	0.908126474613219	0.919269808017189	-1.09115199746932	1.72093543770176	1.89252569722875
TRINITY_GG_88746_c29_g1	-0.848874004998308	-0.848874004998308	-0.848874004998308	-0.848874004998308	-0.848874004998308	-0.848874004998308	1.07864324120017	1.48311777323375	-0.848874004998308	-0.12291477048912	2.8513437429845	0.65192804805885
TRINITY_GG_15863_c27_g1	-0.645711011204103	-0.645711011204103	-0.645711011204103	-0.645711011204103	-0.645711011204103	-0.645711011204103	1.3073679414084	0.500944210915362	-0.645711011204103	0.306622555165582	1.30401066636574	1.10103170457363
TRINITY_GG_47216_c2_g1	-0.597273795901573	-0.597273795901573	-0.597273795901573	-0.597273795901573	-0.597273795901573	-0.597273795901573	-0.597273795901573	0.885058224845803	-0.0642088740319349	0.422783856439681	1.68575897871484	1.25152438534262
TRINITY_GG_13898_c27_g1	-0.413439033106198	-0.413439033106198	-0.413439033106198	-0.413439033106198	-0.413439033106198	-0.413439033106198	0.209491317813978	0.119625888763439	0.738419783620807	0.029106422999106	-0.0238722213434726	1.40786300678333
TRINITY_GG_24256_c6_g2	-0.944994695624659	-0.944994695624659	-0.944994695624659	-0.944994695624659	-0.944994695624659	-0.944994695624659	2.0770179487558	-0.115551014258068	1.49303195149928	0.428514319893348	2.73194966348225	-0.944994695624659
TRINITY_GG_12926_c57_g1	2.69054844512061	3.20130686475809	2.47511328833698	2.23062603041092	-1.32469932857833	-1.32469932857833	-1.32469932857833	-1.32469932857833	-1.32469932857833	-1.32469932857833	-1.32469932857833	-1.32469932857833
TRINITY_GG_84255_c0_g1	-0.608455508563364	-0.608455508563364	-0.608455508563364	-0.608455508563364	-0.608455508563364	-0.608455508563364	0.289172165716187	0.514548445491456	0.532323147219432	-0.608455508563364	1.42927811888315	1.49386668263332
TRINITY_GG_99145_c48_g1	-0.541903326892414	-0.541903326892414	-0.541903326892414	-0.541903326892414	-0.541903326892414	-0.541903326892414	1.04305917382874	-0.541903326892414	0.920148991904019	0.648395464734181	0.746159873432902	0.435559784347053
TRINITY_GG_104025_c0_g1	-0.817434944348895	-0.817434944348895	-0.817434944348895	-0.817434944348895	-0.817434944348895	-0.817434944348895	-0.817434944348895	0.901091082113367	1.72135151031343	0.983723711744803	0.525688575052957	1.59018973121771
TRINITY_GG_34935_c5_g1	1.94927850029787	0.929758098394111	1.91037651331968	0.0195547687447567	-0.917036061079182	1.61028454679787	-0.917036061079182	-0.917036061079182	-0.917036061079182	-0.917036061079182	-0.917036061079182	-0.917036061079182
TRINITY_GG_18182_c68_g1	-0.552309948071293	-0.552309948071293	-0.552309948071293	-0.552309948071293	-0.552309948071293	-0.552309948071293	0.460616226372977	1.06169309679361	0.192712200965971	1.31321301106867	0.250090092043546	0.0355350611829843
TRINITY_GG_88648_c35_g1	-0.969080766911214	-0.969080766911214	-0.969080766911214	-0.969080766911214	-0.969080766911214	-0.969080766911214	2.4101242930494	1.9718376808875	0.557989568601446	-0.969080766911214	0.555985825166997	1.28762800067316
TRINITY_GG_64222_c10_g1	-0.596774572617816	-0.596774572617816	-0.596774572617816	-0.596774572617816	-0.596774572617816	-0.596774572617816	1.4462198910006	0.682399535871231	0.992988914367162	0.00919378622364275	1.04661988086208	-0.596774572617816
TRINITY_GG_97193_c0_g1	-1.28666193014004	-1.28666193014004	-1.28666193014004	-1.28666193014004	-1.28666193014004	-1.28666193014004	-1.28666193014004	-1.18366793681671	3.8849452344455	-1.15836852913022	4.28030539886608	3.18341934361561
TRINITY_GG_21734_c22_g2	-0.849498165528824	-0.849498165528824	-0.849498165528824	-0.849498165528824	-0.849498165528824	-0.849498165528824	1.52428922819379	0.717560460770371	-0.849498165528824	0.969352395366609	2.24507573245123	0.490209341919773
TRINITY_GG_76116_c3_g1	-0.717280735255178	-0.717280735255178	-0.717280735255178	-0.717280735255178	-0.717280735255178	-0.717280735255178	0.910792918940958	-0.717280735255178	0.342766648414761	1.74031355660123	1.07807062991138	0.949021392917917
TRINITY_GG_46949_c0_g1	-0.64450105280505	-0.64450105280505	-0.64450105280505	-0.64450105280505	-0.64450105280505	-0.64450105280505	-0.64450105280505	1.27006347068889	0.736228395698498	1.06655326900702	0.614319344071361	0.824342890169587
TRINITY_GG_71942_c68_g1	-0.965186924103361	-0.965186924103361	-0.965186924103361	-0.965186924103361	-0.965186924103361	-0.965186924103361	2.18537275247202	2.19218022400813	-0.965186924103361	-0.55810614865286	1.32021529475889	1.61664634613735
TRINITY_GG_76542_c14_g5	-0.552362746423952	-0.552362746423952	-0.552362746423952	-0.552362746423952	-0.552362746423952	-0.552362746423952	0.904443402806522	-0.552362746423952	0.549287329670483	1.22121167634736	0.659895297778783	0.531701518364523
TRINITY_GG_20698_c11_g1	-1.05197320984853	-1.05197320984853	-1.05197320984853	-1.05197320984853	-1.05197320984853	-1.05197320984853	1.17822980351789	-0.0319155575072785	0.942244437557462	0.202620833184609	1.37697313492095	2.64368660741756
TRINITY_GG_88868_c0_g1	-0.596090843541527	-0.596090843541527	-0.596090843541527	-0.596090843541527	-0.596090843541527	-0.596090843541527	0.682488706916897	1.33142640265695	0.749305531849741	0.126375180929564	0.0509933690874267	0.635955869808583
TRINITY_GG_18344_c26_g1	-0.553609594860458	-0.553609594860458	-0.553609594860458	-0.553609594860458	-0.553609594860458	-0.553609594860458	1.37163031062695	0.723184809928801	-0.553609594860458	0.0925530622974354	0.755566592618056	0.932332388551961
TRINITY_GG_85722_c9_g2	-0.681468032150133	-0.681468032150133	-0.681468032150133	-0.681468032150133	-0.681468032150133	-0.681468032150133	0.925447909675073	0.419509615574688	0.893360091437311	-0.681468032150133	0.844099756751215	1.68785885161264
TRINITY_GG_23942_c0_g1	1.53152632695854	0.776708856835128	1.23149189264463	0.772448228515193	1.51914743240772	-0.833046105337316	-0.833046105337316	-0.833046105337316	-0.833046105337316	-0.833046105337316	-0.833046105337316	-0.833046105337316
TRINITY_GG_66058_c1_g3	0.397086243843882	0.960168822999093	1.7426810790583	0.159733314881279	-0.581841532537516	0.813221266980061	-0.581841532537516	-0.581841532537516	-0.581841532537516	-0.581841532537516	-0.581841532537516	-0.581841532537516
TRINITY_GG_30805_c0_g1	-0.808170589392179	-0.808170589392179	-0.808170589392179	-0.808170589392179	-0.808170589392179	-0.808170589392179	0.394090394169823	0.870802718461991	0.165624340260427	1.67157734497405	0.166358723091703	1.58057001539509
TRINITY_GG_15944_c36_g1	-0.439502246829754	-0.439502246829754	-0.439502246829754	-0.439502246829754	-0.439502246829754	-0.439502246829754	0.755845351492465	0.0724717349520465	0.600338017702037	0.123167579272948	0.523971877145131	0.5612189204139
TRINITY_GG_73686_c35_g1	-0.768978106876902	-0.768978106876902	-0.768978106876902	-0.768978106876902	-0.768978106876902	-0.768978106876902	0.868863953447202	0.950862448187366	0.523803642350944	-0.768978106876902	1.51257178648974	1.52674491766307
TRINITY_GG_22020_c2_g1	-0.532091525041718	-0.532091525041718	-0.532091525041718	-0.532091525041718	-0.532091525041718	-0.532091525041718	0.789259376382899	-0.0160763780380535	0.830238085129851	0.834720248085409	0.602129414718916	0.152278403971289
TRINITY_GG_15353_c26_g2	-0.492852236201654	-0.492852236201654	-0.492852236201654	-0.492852236201654	-0.492852236201654	-0.492852236201654	0.56095420749414	-0.119900138289824	0.753859864330208	1.05952483489322	-0.220231781538662	0.922906430320845
TRINITY_GG_14375_c0_g1	-1.02245112744585	-1.02245112744585	-1.02245112744585	-1.02245112744585	-1.02245112744585	-1.02245112744585	2.07751728970903	1.8529357771406	-0.84612835480539	1.73989768819828	1.95775701228883	-0.64727264785624
TRINITY_GG_75554_c168_g1	-0.735036234978309	-0.735036234978309	-0.735036234978309	-0.735036234978309	-0.735036234978309	-0.735036234978309	1.12890221544566	0.813400389717733	1.01084645392395	0.300587674752412	0.971604822331099	0.184875853698999
TRINITY_GG_21401_c11_g1	-0.845790643858356	-0.845790643858356	-0.845790643858356	-0.845790643858356	-0.845790643858356	-0.845790643858356	0.142621381866432	-0.845790643858356	0.931155547998732	1.51850162627701	2.24387698657459	1.08437896429173
TRINITY_GG_56372_c0_g2	-0.847042482807464	-0.847042482807464	-0.847042482807464	-0.847042482807464	-0.847042482807464	-0.847042482807464	2.35098012480981	0.844044958144429	0.259305836697682	-0.847042482807464	1.27098493978333	1.203981520217
TRINITY_GG_39200_c3_g1	-0.481773215106858	-0.481773215106858	-0.481773215106858	-0.481773215106858	-0.481773215106858	-0.481773215106858	0.148632256375466	0.347670466259733	1.19494552901158	0.424347737890242	0.268404490486199	0.50663881061793
TRINITY_GG_77266_c0_g1	-0.67065995801683	-0.67065995801683	-0.67065995801683	-0.67065995801683	-0.67065995801683	-0.67065995801683	0.9518019093659	-0.67065995801683	1.26743760305726	0.359322908198884	0.208261521733021	1.90779576376274
TRINITY_GG_90359_c0_g1	-0.48908906605461	-0.48908906605461	-0.48908906605461	-0.48908906605461	-0.48908906605461	-0.48908906605461	0.680835935387702	0.266225837990488	1.04944909757519	0.152456963032914	0.294996076680147	0.490570485661214
TRINITY_GG_71026_c3_g1	-0.591311835339777	-0.591311835339777	-0.591311835339777	-0.591311835339777	-0.591311835339777	-0.591311835339777	-0.591311835339777	0.535661020917988	1.18437086639928	0.366231365417328	1.47046436224691	0.582455232396929
TRINITY_GG_93929_c0_g3	-0.638240278159063	-0.638240278159063	-0.638240278159063	-0.638240278159063	-0.638240278159063	-0.638240278159063	0.865617254418366	-0.638240278159063	0.910196346536979	1.07501562357191	0.826950609766919	0.789902112819267
TRINITY_GG_12916_c17_g1	-0.555161494851383	-0.555161494851383	-0.555161494851383	-0.555161494851383	-0.555161494851383	-0.555161494851383	-0.555161494851383	0.589537530302756	1.1043064422334	0.519343941512246	1.65085650916951	0.0220860407417673
TRINITY_GG_19209_c0_g2	-0.89251168046674	-0.89251168046674	-0.89251168046674	-0.89251168046674	-0.89251168046674	-0.89251168046674	1.34810794884502	1.90719734293681	0.509118786118001	-0.89251168046674	1.29398887717775	1.18916880818959
TRINITY_GG_81047_c0_g2	0.927126783860519	0.574917960163741	1.43108218759009	-0.644792679385038	1.33924974671199	0.241172077368932	-0.644792679385038	-0.644792679385038	-0.644792679385038	-0.644792679385038	-0.644792679385038	-0.644792679385038
TRINITY_GG_106501_c2_g2	-0.600023563715648	-0.600023563715648	-0.600023563715648	-0.600023563715648	-0.600023563715648	-0.600023563715648	1.53518293571503	1.01256484298307	-0.0285894478391387	0.113672251127711	1.56733436402287	-0.600023563715648
