bleached_44_01	bleached_44_02	bleached_k4_01	bleached_k4_02	bleached_k4_03	bleached_44_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_44_01	non-bleached_k4_03	non-bleached_44_02	non-bleached_44_03
TRINITY_GG_1560_c1_g1	-0.590830315410561	-0.590830315410561	-0.590830315410561	-0.590830315410561	-0.590830315410561	-0.590830315410561	0.566860198171492	1.18443097693719	0.979146777914008	1.34085274164924	0.064521513201993	-0.590830315410561
TRINITY_GG_46212_c0_g1	-1.26056699765276	-1.26056699765276	-1.26056699765276	-1.26056699765276	-1.26056699765276	-1.26056699765276	2.5796947987631	-1.26056699765276	1.77417695167197	0.750212841100478	2.7716220271127	0.948262364921091
TRINITY_GG_79577_c4_g1	-0.637669615027748	-0.637669615027748	-0.637669615027748	-0.637669615027748	-0.637669615027748	-0.637669615027748	0.0395003237904974	1.04759779148909	1.53609745270896	-0.637669615027748	1.46095206220121	0.379539675004475
TRINITY_GG_96127_c0_g1	-0.67083433392248	-0.67083433392248	-0.67083433392248	-0.67083433392248	-0.67083433392248	-0.67083433392248	1.15820335474666	-0.67083433392248	0.586176284283544	1.1927077172571	0.766926059617447	0.991826921552614
TRINITY_GG_76480_c0_g1	-0.661008791076151	-0.661008791076151	-0.661008791076151	-0.661008791076151	-0.661008791076151	-0.661008791076151	-0.661008791076151	0.160293248813379	0.914303539611286	1.41623420785631	1.57073080251955	0.565499738732529
TRINITY_GG_20414_c0_g1	-0.587531972736855	-0.587531972736855	-0.587531972736855	-0.587531972736855	-0.587531972736855	-0.587531972736855	0.621609425101737	-0.587531972736855	-0.0238857032527914	0.575322555453655	0.843288523782916	2.09638900807247
TRINITY_GG_55963_c2_g1	0.137030222789766	0.711650779289463	0.189644848953188	0.0444703118503244	0.353817646629965	0.653765816770145	-0.348396604380475	-0.348396604380475	-0.348396604380475	-0.348396604380475	-0.348396604380475	-0.348396604380475
TRINITY_GG_21516_c3_g1	-2.0392505649389	-2.0392505649389	-2.0392505649389	-2.0392505649389	-2.0392505649389	-2.0392505649389	3.5067178041664	1.8602151225156	3.04272811122234	-2.0392505649389	3.52402961571912	2.34106330094882
TRINITY_GG_57798_c0_g1	-1.00808857585315	-1.00808857585315	-1.00808857585315	-1.00808857585315	-1.00808857585315	-1.00808857585315	1.36067977323719	1.236189622725	0.463879211808369	1.55017905820259	2.44569236499888	-1.00808857585315
TRINITY_GG_13422_c39_g1	-0.67754147782323	-0.67754147782323	-0.67754147782323	-0.67754147782323	-0.67754147782323	-0.67754147782323	1.14212670567323	1.34642351297682	0.894377985422327	1.24579789380892	0.114064246881321	-0.67754147782323
TRINITY_GG_12835_c43_g1	-0.804196002598431	-0.804196002598431	-0.804196002598431	-0.804196002598431	-0.804196002598431	-0.804196002598431	0.474383547859993	1.28020848033592	1.44585602270194	-0.804196002598431	0.93651573080067	1.4924082364905
TRINITY_GG_34748_c0_g1	-0.415197405412373	-0.415197405412373	-0.415197405412373	-0.415197405412373	-0.415197405412373	-0.415197405412373	0.577571025356551	0.626045576819508	-0.177633687094697	1.31902446080841	0.214275791374576	-0.0680987347901048
TRINITY_GG_24169_c25_g1	-0.654395351591792	-0.654395351591792	-0.654395351591792	-0.654395351591792	-0.654395351591792	-0.654395351591792	1.23935515012877	0.492259870527674	1.18475803579803	1.91825182669613	-0.654395351591792	-0.253857422008063
TRINITY_GG_789_c0_g3	-0.399364264937335	-0.399364264937335	-0.399364264937335	-0.399364264937335	-0.399364264937335	-0.399364264937335	0.209444977738188	0.121686471963628	0.884557507370282	0.655136951245225	-0.0186348164337868	0.543994497740475
TRINITY_GG_48843_c0_g1	-1.20147347959832	-1.20147347959832	-1.1255986126232	-0.814110938762328	-1.17715380040291	-1.20147347959832	1.89933601205184	2.13380967395811	-0.0758223779368037	1.49807815292477	-0.499259228587883	1.76514155817338
TRINITY_GG_106464_c0_g1	1.8855541381813	-0.887004633786626	3.70147107374233	-0.873210834270254	-0.93049341538184	2.97136734149564	-0.992854081269743	-0.988792055946508	-1.01196290421745	-0.990144794011757	-1.02438216347152	-0.859547671063584
TRINITY_GG_99246_c0_g1	-0.444647737320253	-0.444647737320253	-0.444647737320253	-0.444647737320253	-0.444647737320253	-0.444647737320253	1.74943931479605	-0.0964153180809819	-0.187637119114229	-0.213215328872288	1.11361989673548	0.302094978457483
TRINITY_GG_40488_c0_g5	2.26228601943798	-1.02074675517844	2.16194554233775	1.55553350244292	2.18620897720884	-1.02074675517844	-1.02074675517844	-1.02074675517844	-1.02074675517844	-1.02074675517844	-1.02074675517844	-1.02074675517844
TRINITY_GG_19112_c0_g1	-0.555367826947369	-0.555367826947369	-0.555367826947369	-0.555367826947369	-0.555367826947369	-0.555367826947369	-0.555367826947369	1.36797154468478	0.582135696802566	0.716057849145565	0.238736071612379	0.982673626386294
TRINITY_GG_22437_c11_g2	-0.87841825218247	-0.725261464121049	-0.87841825218247	-0.87841825218247	-0.87841825218247	-0.87841825218247	1.74521453892405	1.12410425758624	2.08967249986279	-0.5669151367142	1.18577480974502	-0.460498244370505
TRINITY_GG_10988_c48_g1	-0.687867735575467	-0.687867735575467	-0.687867735575467	-0.687867735575467	-0.687867735575467	-0.687867735575467	0.80116132827497	0.778889880150705	0.480774299983372	0.587139311924403	1.29763269472942	0.181608898389935
