B_female_44_01	B_female_44_02	B_female_44_03	B_female_K5_01	B_female_K5_02	B_female_K5_03	NB_female_44_01	NB_female_44_02	NB_female_44_03	NB_female_k5_01	NB_female_k5_02	NB_female_k5_03
TRINITY_DN132275_c1_g2	-0.511359847857668	-0.511359847857668	-0.511359847857668	-0.511359847857668	-0.511359847857668	-0.511359847857668	0.563145588505962	0.963205986680807	-0.312237205844067	2.25671858715879	-0.171082443091413	-0.231591426264073
TRINITY_DN166027_c11_g5	-0.867626636473269	-0.867626636473269	-0.867626636473269	-0.867626636473269	-0.867626636473269	-0.867626636473269	1.61418893714459	1.08694193427972	2.00283672555254	1.65593531958374	-0.867626636473269	-0.28651646124772
TRINITY_DN159754_c2_g6	-1.01626598620801	-1.14199590189098	-1.05622009459732	-1.41461635655397	-1.17338632103853	-0.77492112315439	1.95749996164487	2.93049610758165	-0.839304025866536	4.07460543066857	-0.975259178079716	-0.570632512505646
TRINITY_DN164703_c4_g2	-0.943939523565592	-0.943939523565592	-0.943939523565592	-0.943939523565592	-0.943939523565592	-0.943939523565592	1.33612596279604	1.04083208881983	-0.943939523565592	1.13159310760177	2.038643423357	1.0603820823845
TRINITY_DN176099_c2_g2	-0.891603292240085	-0.891603292240085	-0.891603292240085	-0.891603292240085	-0.891603292240085	-0.891603292240085	1.49355160464426	2.05737126203969	-0.165644057730897	3.44303648715768	-0.587092250430132	-0.891603292240085
TRINITY_DN172470_c8_g1	-0.496755245967841	-0.496755245967841	-0.496755245967841	-0.496755245967841	-0.496755245967841	-0.496755245967841	0.371931519354294	0.945790210137463	-0.247006530884272	2.09659852501246	0.133650225514482	-0.320432473327378
TRINITY_DN198983_c0_g1	-1.09918983007297	-1.16933022430127	-1.26383421076451	-1.04663350036826	-0.938004678194819	-1.31207039641736	1.95995279264369	3.12881537765956	-0.323658370692568	4.44884245183991	-1.11546335232254	-1.26942605900886
TRINITY_DN171866_c4_g1	-0.719345255417532	0.696954050062347	0.374890814428233	1.65833380358828	1.04236552894581	1.26287259089805	-0.719345255417532	-0.719345255417532	-0.719345255417532	-0.719345255417532	-0.719345255417532	-0.719345255417532
TRINITY_DN184396_c1_g3	-1.1526360204136	-1.1526360204136	-1.1526360204136	-1.1526360204136	-1.1526360204136	-1.1526360204136	2.02432497167584	3.48815840926079	-0.55522403285895	4.03116805844084	-1.1526360204136	-0.919975263623324
TRINITY_DN239307_c0_g1	-0.859646836661812	-0.859646836661812	-0.859646836661812	-0.859646836661812	-0.859646836661812	-0.859646836661812	1.4711983529616	2.13999244448623	-0.436337599419426	3.12894696882015	-0.286272310215868	-0.859646836661812
TRINITY_DN201734_c0_g1	-0.894860000868525	-0.894860000868525	-0.894860000868525	-0.894860000868525	-0.894860000868525	-0.894860000868525	1.2034247948549	1.86982585165361	-0.894860000868525	3.28703764223986	-0.0340957982396974	-0.0621724844289933
TRINITY_DN181783_c0_g1	-0.512470534300793	-0.512470534300793	-0.512470534300793	-0.512470534300793	-0.512470534300793	-0.512470534300793	-0.0827206835005768	0.827236973147804	0.46425968637636	2.30310489456178	-0.211468278267979	-0.225589386512631
TRINITY_DN185903_c2_g4	-1.52138183348905	-1.60479784167668	-2.64249855086191	-1.27487695603579	-0.948401355284278	-1.26607914254804	2.24332826871782	4.71250708818883	-1.16001299900379	6.48040981615783	-2.06342460950321	-0.954771884661752
TRINITY_DN163060_c7_g1	-0.655241483643399	-0.655241483643399	-0.655241483643399	-0.655241483643399	-0.655241483643399	-0.655241483643399	0.642830251290597	1.49531819293198	1.39891238811931	-0.655241483643399	-0.332159694139666	1.38178924730157
TRINITY_DN168409_c4_g1	-0.7242212834976	-0.7242212834976	-0.7242212834976	-0.7242212834976	-0.7242212834976	-0.7242212834976	-0.294471432697384	1.38947921566713	-0.329158483980022	4.45190198765034	-0.298761978732245	-0.573661606922218
TRINITY_DN166217_c7_g1	1.00504401790679	1.45897929688188	0.828893648431859	-0.187238892331714	-0.31055923107268	0.225188967934294	-0.503384634625071	-0.503384634625071	-0.503384634625071	-0.503384634625071	-0.503384634625071	-0.503384634625071
TRINITY_DN8181_c0_g1	-1.16557393003938	-1.16557393003938	-1.16557393003938	-1.16557393003938	-1.16557393003938	-1.16557393003938	2.33165519874823	3.36836312496155	-1.16557393003938	3.92104001737012	-0.726216751565118	-0.735824079239159
TRINITY_DN186621_c0_g3	-1.48978236842297	-1.01035026152843	-1.42635698828134	-1.01325989957193	-1.03084204726731	-1.2558575512189	1.88049687247754	3.54619568098681	-1.22629775349178	5.60664161715963	-1.26970752997992	-1.3108797708614
TRINITY_DN174307_c3_g1	-0.822874668637948	-0.822874668637948	-0.822874668637948	-0.822874668637948	-0.822874668637948	-0.822874668637948	-0.00811918582807458	2.41024644928187	0.291492356314052	3.32378055348152	-0.822874668637948	-0.257277492783723
TRINITY_DN139819_c0_g1	2.59787671235761	-0.14141393475484	0.0243895309689148	1.5620180949017	-0.744535804594836	1.16888022869047	-0.744535804594836	-0.744535804594836	-0.744535804594836	-0.744535804594836	-0.744535804594836	-0.744535804594836
TRINITY_DN187711_c0_g3	-0.736350186081894	-0.736350186081894	-0.736350186081894	-0.736350186081894	-0.736350186081894	-0.736350186081894	1.06232249287591	-0.132278862413033	-0.736350186081894	1.69206023927545	1.2017473749922	1.33060005784273
TRINITY_DN252227_c0_g1	-1.34928908368542	-1.34928908368542	-1.34928908368542	-1.34928908368542	-1.34928908368542	-1.34928908368542	2.53169023956895	3.62835719203609	-0.708668155649727	4.23792586876711	-1.34928908368542	-0.244281558924451
TRINITY_DN161685_c4_g1	0.606976810939388	3.1614761681819	1.39325726452271	-1.25353963496651	1.89697000319493	1.19817126537206	-0.718971802223658	-1.25353963496651	-1.10459457242841	-1.30873528920864	-1.30873528920864	-1.30873528920864
TRINITY_DN209458_c0_g1	-0.81029209243033	-0.81029209243033	-0.81029209243033	-0.81029209243033	-0.81029209243033	-0.81029209243033	0.240035461128094	2.59787627827778	-0.552074702894312	3.70490310852064	-0.81029209243033	-0.318695498019882
TRINITY_DN158462_c1_g1	-0.861582739968208	-0.861582739968208	-0.861582739968208	-0.861582739968208	-0.861582739968208	-0.861582739968208	1.56763148987138	2.25361700941724	-0.861582739968208	3.21060883055718	-0.494211674319678	-0.506566475748658
TRINITY_DN143420_c0_g1	-1.09036942824199	-1.27995988924632	-1.43712565997329	-1.33215610037174	-1.52118992476176	-1.52118992476176	2.81337835090437	3.20760132810214	-1.42088501896608	6.0930708474407	-1.13272482747861	-1.37844975264568
TRINITY_DN190717_c1_g3	-0.838826963339174	-0.838826963339174	-0.838826963339174	-0.838826963339174	-0.838826963339174	-0.838826963339174	0.383977597706087	2.23001579119609	-0.570991571241559	4.02421943557288	-0.838826963339174	-0.195432509859282
TRINITY_DN156620_c5_g1	-0.0726052593485309	2.53025642687471	1.1239783824402	-0.94366033443516	1.6974232182769	1.32656957280284	-0.94366033443516	-0.94366033443516	-0.94366033443516	-0.94366033443516	-0.94366033443516	-0.94366033443516
TRINITY_DN178243_c0_g2	-1.28214438525459	-1.07119351960697	-1.21866085127135	-0.91417600194405	-0.836669858446173	-1.0514699991464	1.64435309092433	2.45627398907157	-1.04801719724088	5.47750517163327	-0.921528668231125	-1.23427177048763
TRINITY_DN167839_c2_g3	2.48199629467706	1.1675938437329	1.38032642215899	-0.19319018697149	-0.144280586490543	-0.670349398158131	-0.670349398158131	-0.670349398158131	-0.670349398158131	-0.670349398158131	-0.670349398158131	-0.670349398158131
TRINITY_DN161430_c1_g2	-0.909784857607891	-0.830728989505317	-1.13492788996037	-1.12259123011514	-0.931140930742803	-1.20256660683574	1.73797604126278	3.25358242781226	-0.679506545040488	3.80162014469613	-0.980998818297328	-1.00093274566609
TRINITY_DN156620_c9_g1	-0.698057926789385	-0.698057926789385	-0.698057926789385	-0.698057926789385	-0.698057926789385	-0.698057926789385	0.672664348358783	1.64733844860188	-0.537137738608282	3.45882403717733	-0.470316850950257	-0.583024683843145
TRINITY_DN158227_c1_g1	-0.796686423340079	-0.796686423340079	-0.796686423340079	-0.796686423340079	-0.796686423340079	-0.796686423340079	0.403064433375758	1.83837140638514	-0.53605851521338	3.68319082533098	-0.562798363165802	-0.0456512466722168
TRINITY_DN168523_c0_g1	-1.56208772395873	-1.67748727900732	-1.75526545652814	-1.35737758018283	-0.70243657097674	-0.644549884150701	0.701257306279514	3.32940556669695	-0.84652916509818	7.27469456465759	-1.70397818648324	-1.05564559124817
TRINITY_DN174325_c0_g1	-1.23032638926094	-1.23032638926094	-1.23032638926094	-1.23032638926094	-1.23032638926094	-1.23032638926094	4.37750693044545	3.09217866825794	-1.23032638926094	-1.23032638926094	3.27556454046902	-0.902639025084893
TRINITY_DN163436_c4_g2	-1.3275387639879	-1.3275387639879	-1.3275387639879	-1.3275387639879	-1.3275387639879	-1.3275387639879	2.37866022344188	3.18120679025658	2.49151624600317	-1.3275387639879	2.56892685220153	-1.3275387639879
TRINITY_DN177192_c1_g2	-0.938697684260933	-0.894107533236862	-0.877890297595382	-0.92453456698837	-0.844779820873294	-0.623773606744997	0.869950554818192	2.45022697469878	-0.708378853570517	3.26707913112775	-0.523336747016181	-0.251757550358186
TRINITY_DN177471_c12_g7	-0.657997932295941	-0.657997932295941	-0.657997932295941	-0.657997932295941	-0.657997932295941	-0.657997932295941	1.09303724437192	0.572205081070481	0.753970578064193	0.887970436809352	1.29880218575564	-0.657997932295941
TRINITY_DN189757_c4_g1	2.14824300343768	-0.224111469725105	1.54699183728969	-0.336181497019794	-0.75518096245106	2.15132486317494	-0.75518096245106	-0.75518096245106	-0.75518096245106	-0.75518096245106	-0.75518096245106	-0.75518096245106
TRINITY_DN192982_c2_g1	1.56281615263458	2.32513433317755	0.295487730568282	6.00560321963622	-1.32859184912726	-1.38933100698494	-1.32997572936852	-1.33970023926034	-1.15421668660858	-1.31894167909354	-1.11910109974694	-1.20918314582651
TRINITY_DN190151_c2_g3	-1.62825058617155	-1.44051727971011	-0.704891679707272	-1.36503458363025	-1.39995502194268	-1.35869305675643	3.08420887783797	4.41171209966307	-1.76891755727314	5.30120003488864	-1.66914165475807	-1.46171959244018
TRINITY_DN137177_c2_g1	-0.70310549397762	-0.70310549397762	-0.70310549397762	-0.70310549397762	-0.70310549397762	-0.70310549397762	0.77767663042636	1.29725513470589	0.378915775367882	-0.70310549397762	0.415254231975437	2.05263668536777
TRINITY_DN191933_c0_g2	-0.78434339331083	-0.78434339331083	-0.78434339331083	-0.78434339331083	-0.78434339331083	-0.78434339331083	0.79676678191472	0.836243017141048	0.163509750076187	3.67062208032388	-0.375088246625992	-0.385993022964865
TRINITY_DN175718_c7_g1	-1.03858955143416	-1.25891950631372	-1.15861460051803	-0.846408935063912	-0.884853788091179	-1.05728564514407	1.73602220386325	2.68706267968375	-0.836686505630669	4.36028806115252	-0.685544979867773	-1.01646943263602
TRINITY_DN179970_c4_g2	0.406100455518116	-0.534392334244973	-0.827174083472819	2.77487890339027	3.30087180745017	-0.157240247803858	-0.827174083472819	-0.827174083472819	-0.827174083472819	-0.827174083472819	-0.827174083472819	-0.827174083472819
TRINITY_DN160762_c3_g7	-0.498643615039183	-0.498643615039183	-0.498643615039183	-0.498643615039183	-0.498643615039183	-0.498643615039183	0.586781041213494	0.762586293947863	0.855244221245724	0.223822409431908	-0.498643615039183	1.0620713394353
TRINITY_DN201455_c0_g1	-1.02641244155997	-1.02641244155997	-1.02641244155997	-1.02641244155997	-1.02641244155997	-1.02641244155997	1.1908182746607	2.85750157562924	-1.02641244155997	4.23093768312223	-0.544080420812591	-0.550290021679815
TRINITY_DN198001_c7_g1	-0.952019910511315	-1.5004113670027	-0.823330664293108	-1.62738422326046	-1.11844856139607	-0.595283380093437	2.18418955966719	0.842762143781047	0.889891469949121	1.27681082497741	0.746681494962077	0.676542613220234
TRINITY_DN190795_c2_g3	-0.456182207008139	-0.456182207008139	-0.456182207008139	-0.456182207008139	-0.456182207008139	-0.456182207008139	0.530046673219261	0.0446198460490189	0.491670936378878	-0.0955370045479226	0.850080032719712	0.916212758229885
TRINITY_DN185804_c3_g4	-1.25160709152	-1.29236996043159	-1.51295017823759	-1.69945073588209	-1.17639067408684	-0.963928558585549	2.34301850655187	3.27429828242898	-1.13190528823834	5.6665129459583	-0.680104647077275	-1.57512260087988
TRINITY_DN178311_c2_g2	-0.10476218225806	1.11717419512299	0.821573176465215	1.38869774200953	0.586152593786542	-0.544119360732317	-0.544119360732317	-0.544119360732317	-0.544119360732317	-0.544119360732317	-0.544119360732317	-0.544119360732317
TRINITY_DN156724_c3_g4	-0.786199163439425	-0.786199163439425	-0.786199163439425	-0.786199163439425	-0.786199163439425	-0.786199163439425	0.835794068226698	2.03571509586981	-0.786199163439425	2.77194599555016	0.328834079506815	-0.46889509507751
TRINITY_DN175172_c4_g1	-1.47165033919899	-1.47165033919899	2.2149622376166	1.92560500639544	3.94251902770019	3.69011644187966	-1.47165033919899	-1.47165033919899	-1.47165033919899	-1.47165033919899	-1.47165033919899	-1.47165033919899
TRINITY_DN195256_c1_g1	-1.37114025497698	-1.37114025497698	-1.21798346691556	-1.03657197931085	-1.16075139053158	-1.20893021866268	2.1295343458922	3.62579075610431	-0.817288286795857	4.55677989591334	-1.17831485142459	-0.949984294314759
TRINITY_DN189160_c0_g1	-1.22604448715263	-1.22604448715263	-1.22604448715263	-1.22604448715263	-1.22604448715263	-1.22604448715263	2.01929904881094	3.62984557307988	-0.919198986838349	4.86180019342614	-1.22604448715263	-1.00943441841019
TRINITY_DN182124_c0_g4	-1.06392774099154	-1.06392774099154	-1.06392774099154	-1.06392774099154	-1.06392774099154	-1.06392774099154	0.87341665115869	3.73686864346335	-0.254101744894091	3.82525372844597	-1.06392774099154	-0.733943091233121
TRINITY_DN175255_c3_g3	-1.45676459734529	-1.89741380760279	-1.56128898062346	-0.592767212096627	-1.45194579332243	-1.31828627961172	2.84781701087818	4.46382623295072	-2.22718810999877	6.58080582990025	-1.80166818079694	-1.58512611233112
TRINITY_DN164603_c1_g3	-0.35893648376291	-0.425197926031631	-0.425197926031631	-0.357559209156268	-0.425197926031631	-0.425197926031631	0.639684925553223	0.270795887078269	-0.0578268603831018	0.202408912098019	1.00669242225455	0.355532110444745
TRINITY_DN192743_c1_g3	-1.51230897479326	-1.46318584733185	-1.53035901414998	-0.978643837755051	-1.48565041085767	-1.6835158022114	2.88810033806331	4.87230035285024	-1.35009206848621	5.23366529775335	-1.43376708712783	-1.55654294595364
TRINITY_DN197671_c3_g1	-0.832112292110342	-0.832112292110342	-0.832112292110342	-0.832112292110342	-0.832112292110342	-0.832112292110342	1.31291295012622	2.45003093667116	-0.373730287954328	2.83793488723946	-0.402362441310125	-0.832112292110342
TRINITY_DN189603_c3_g4	-0.910806751786169	-0.910806751786169	-0.910806751786169	-0.910806751786169	-0.910806751786169	-0.910806751786169	1.6175145116128	1.58923041919552	-0.578528468729239	3.46929927789275	0.0430172021549982	-0.675692431409811
TRINITY_DN192436_c5_g3	-0.503638068820375	-0.503638068820375	-0.503638068820375	-0.503638068820375	-0.503638068820375	-0.503638068820375	0.445710095468189	1.62168240489404	-0.314604244430358	1.75849437071903	-0.120694199251384	-0.368760014477263
TRINITY_DN175820_c8_g4	-0.824634150813642	-0.824634150813642	-0.824634150813642	-0.824634150813642	-0.824634150813642	-0.824634150813642	0.368191252738749	2.53615149409408	-0.824634150813642	3.52911256990008	-0.463988948353426	-0.197027312683992
TRINITY_DN178801_c3_g1	-0.181894571920736	-1.18370687662804	-0.59418439894056	-2.0432755080561	-1.95121761404788	-2.51068112930389	1.52291936489053	3.820719188885	-0.927404611059165	6.44337045426241	-0.988746479768409	-1.40589781831317
TRINITY_DN165489_c3_g1	-0.729703100628689	-1.54199594550196	-1.11117544898219	-1.2062840351815	-0.855831619440601	-1.2503923874714	1.55713090653492	2.33358755171829	-0.425631188810176	4.50427682550843	-1.06483673431532	-0.209144823429806
TRINITY_DN139989_c0_g1	2.18905864884734	2.02902774446381	1.64781964242003	-1.15747281318068	2.44303483216511	-0.206631175631531	-1.15747281318068	-1.15747281318068	-1.15747281318068	-1.15747281318068	-1.15747281318068	-1.15747281318068
TRINITY_DN192743_c1_g1	-1.39214772368613	-1.19189427961894	-1.63337775920158	-1.50772665754006	-1.35004859114994	-1.22195151347512	2.43606663755063	4.3079398685493	-0.608348964710058	4.81791578999204	-1.36674111668759	-1.28968569002256
TRINITY_DN162597_c14_g1	-1.6870788045431	-1.6010180750999	-2.08196293271164	-1.16939858228818	-1.37577834549322	-1.23126145512193	2.86127297320723	3.67651346502181	-0.644691494578884	6.19457964138049	-1.6850948092166	-1.25608158055606
TRINITY_DN155882_c4_g1	-0.863660104836448	-0.845772383520409	-0.871991379428403	-0.92301538245287	-0.92301538245287	-0.92301538245287	1.36179484007736	2.25091154954694	-0.492194885933098	3.50224248954634	-0.640872153671371	-0.631411824422305
TRINITY_DN184988_c1_g2	-0.538159188037086	-0.538159188037086	-0.538159188037086	-0.538159188037086	-0.538159188037086	-0.538159188037086	0.0477647889215157	0.757563836502883	0.409693955349931	1.80183329621064	0.189543484800153	0.0225557664373933
TRINITY_DN185780_c8_g2	-0.755533650498909	-0.755533650498909	-0.755533650498909	-0.755533650498909	-0.755533650498909	-0.755533650498909	1.16932634845809	2.52393764514556	-0.349541290823072	2.14866139773897	-0.203648547027184	-0.755533650498909
TRINITY_DN179582_c11_g1	-1.25543933808886	-1.60047264363422	-1.88975694862584	-2.35691172693798	-1.17278464936608	-1.63571642029045	-0.444712633811634	-0.690038028430208	3.36575658679994	-0.146983375916901	2.28751223480758	5.53954694349465
TRINITY_DN186246_c0_g2	-0.438956099815733	-0.631781503368124	-0.631781503368124	-0.631781503368124	-0.631781503368124	-0.631781503368124	0.763281296149454	1.31457506826551	0.281251496584017	1.3119523262664	0.417152141829798	-0.490348712438829
TRINITY_DN192330_c0_g5	-1.07756666824195	-1.07756666824195	-1.07756666824195	-1.07756666824195	-1.07756666824195	-1.07756666824195	1.68222832751557	2.86532312357685	-0.460268185401099	2.87811810762738	-0.822972625208805	0.322971261341783
TRINITY_DN170291_c12_g1	-0.987333188612763	-0.987333188612763	-0.987333188612763	-0.987333188612763	-0.987333188612763	-0.987333188612763	0.433822772049461	2.69670004234569	-0.511210768732611	4.06408241954034	-0.112339549679795	-0.647055783846509
TRINITY_DN164152_c3_g4	-1.08664906640816	-1.08664906640816	-1.08664906640816	-1.08664906640816	-1.08664906640816	-1.08664906640816	1.60309737208539	3.37206102431167	-0.790338505700072	4.28804268568876	-0.866319111528608	-1.08664906640816
TRINITY_DN167931_c3_g1	-0.621862163732852	-0.621862163732852	-0.621862163732852	-0.621862163732852	-0.621862163732852	-0.621862163732852	1.3978397507097	0.322996282074687	1.32037081266786	0.293467512280157	0.71384974658761	-0.317351121922899
TRINITY_DN182590_c0_g3	-1.37616046520247	-1.46203830036288	-1.21080734114297	-0.733561441812997	-1.08896242440276	-1.20543016368852	1.82995809498554	2.75546817350012	-1.15376804386602	5.63132468047992	-1.5316583960095	-0.454364372477457
TRINITY_DN137283_c0_g1	-0.958129641285581	-0.958129641285581	-0.780530711957848	-0.958129641285581	-0.958129641285581	-0.958129641285581	0.988226930348053	2.41663165336473	-0.753988924505356	4.14666827168882	-0.545619070035776	-0.680739942474717
TRINITY_DN155781_c4_g1	-0.335130165586829	-0.476562956516124	-0.476562956516124	-0.476562956516124	-0.476562956516124	-0.476562956516124	0.711837968087086	0.369830064336236	-0.199173257705261	1.14355420851256	0.874499942424261	-0.18260397748743
TRINITY_DN163686_c0_g7	-1.83627016232412	-1.17724994485331	-1.9368264903505	-1.84889525916231	-1.23257478524785	-0.741465516340084	2.3117135024234	4.51671066091624	-1.97280269347272	7.29617637471849	-1.85120264876394	-1.52731303754329
TRINITY_DN192992_c1_g1	-0.848795583136468	-0.848795583136468	-0.848795583136468	-0.848795583136468	-0.848795583136468	-0.848795583136468	1.08779524668747	3.02491920156312	-0.541950082822185	2.77401766116074	-0.619823013376307	-0.632185514394026
TRINITY_DN191782_c3_g2	1.40359576277493	2.25864062466648	1.18931477088508	1.22320943144276	0.697077411597942	-0.967405428766741	-0.967405428766741	-0.967405428766741	-0.967405428766741	-0.967405428766741	-0.967405428766741	-0.967405428766741
TRINITY_DN213223_c0_g1	-0.7385257300572	-0.7385257300572	-0.7385257300572	-0.7385257300572	-0.7385257300572	-0.7385257300572	0.795037618157312	2.03293732830845	-0.7385257300572	2.46263761035787	-0.240785641448106	0.119853195024871
TRINITY_DN187875_c1_g4	-0.851215316313739	-0.851215316313739	-0.851215316313739	-0.851215316313739	-0.851215316313739	-0.851215316313739	0.467824499248797	2.4553385831828	-0.553730400603164	3.63163296675473	-0.437621233904564	-0.456152516796161
TRINITY_DN161495_c0_g6	-0.877541728731504	-1.08539805691007	-1.44120443407548	-1.31837522888769	-1.53746628713388	-1.53746628713388	1.96359063652563	3.6546489539425	-0.221320544840526	4.8301494008289	-1.37654609895278	-1.05307032463122
TRINITY_DN182383_c4_g1	3.28130224660433	-1.95234564774944	7.87181421569075	0.1509465729046	-1.10785829298725	1.64870506029247	-1.36940684639348	-1.18559804293682	-2.10178945703733	-1.24455116207591	-1.93186445559501	-2.05935419071693
TRINITY_DN183473_c4_g2	-1.13267095412367	-1.31966946892493	-1.37213688881906	-0.937199832102515	-1.33390883570818	-1.48316820120781	1.59834186691311	3.20702537661705	-1.35223733138136	6.73041238161353	-1.38825655418234	-1.21653155869382
TRINITY_DN162669_c5_g1	-1.73335747035492	-1.29278487896894	-1.96378721075679	-0.977089363901809	-1.00703039663506	-1.38922463922689	1.96587383390261	3.51982914952252	-1.11412813930565	6.60754324409193	-1.45891830124888	-1.15692582711812
TRINITY_DN158831_c13_g2	-1.13454752484252	-1.46999320318394	-1.39343354317554	-1.24845197960709	-0.817158589570323	-1.45105681921536	2.03632133992485	3.66838324378125	-1.04309136861202	5.55094431061214	-1.438180753664	-1.25973511244745
TRINITY_DN157912_c1_g3	-1.1946995660665	-1.00819900842201	-1.06904846440498	-0.914931144472909	-1.01837679342604	-1.05982151172339	1.33287127076632	2.48314690033314	-1.04544020056688	5.57151128514719	-0.938896729463786	-1.13811603770014
TRINITY_DN175783_c1_g2	-1.67578863034661	-1.31229758378037	-1.19476801722788	-1.13655340328259	-1.06112713311035	-1.2795283380984	2.77668086415065	4.22940321274124	-1.6686992055603	5.07197443738347	-1.51669611211525	-1.23260009075362
TRINITY_DN150204_c2_g1	-0.619854298721162	-0.619854298721162	-0.619854298721162	-0.619854298721162	-0.619854298721162	-0.619854298721162	1.58303353474898	0.274672471536233	0.3517352368089	1.1486476487131	0.980891199240922	-0.619854298721162
TRINITY_DN199429_c5_g2	0.413524244929186	1.5560492514579	1.32625117509804	-0.682737608129218	1.15601251020392	0.32732607521548	-0.682737608129218	-0.682737608129218	-0.682737608129218	-0.682737608129218	-0.682737608129218	-0.682737608129218
TRINITY_DN190534_c0_g1	-0.912327807015164	-0.912327807015164	-0.912327807015164	-0.912327807015164	-0.912327807015164	-0.912327807015164	1.03253063879238	1.97070642863999	-0.912327807015164	4.65834762656865	-0.715720762920346	-0.559569281974527
TRINITY_DN92710_c0_g1	-0.580527198959268	-0.580527198959268	-0.580527198959268	-0.580527198959268	-0.580527198959268	-0.580527198959268	0.519777706836418	1.54015650984271	-0.464162442267483	2.43114733442165	-0.341740339372151	-0.202015575705538
TRINITY_DN250001_c0_g1	-0.867919040014238	-1.18406478230759	-1.18406478230759	-1.18406478230759	-1.18406478230759	-1.18406478230759	2.00797153024395	2.9589203919388	-0.598140805348993	4.11415362014453	-0.73833807895761	-0.956323706468467
TRINITY_DN166725_c1_g5	-0.422473929822805	-0.422473929822805	-0.422473929822805	-0.422473929822805	-0.422473929822805	-0.422473929822805	0.599005797587647	0.0783281232343527	0.525379213564212	0.238363437873479	0.305228743014433	0.788538263662707
TRINITY_DN154548_c0_g1	-1.1111563511078	-1.1111563511078	-0.837342106520767	-0.804310850793521	-0.924655793463309	-1.1111563511078	1.27730874617535	0.699903596632276	0.26123861413022	4.09478348136308	-0.673928612194894	0.240471977994978
TRINITY_DN171464_c3_g1	0.225688124738409	2.74280302067698	0.895367364874449	0.672507249741676	1.5451594274151	1.79982429539778	-1.57321174357655	-2.00753062665982	-0.635895734692048	-1.41246102911456	-1.46336000861692	-0.788890340184483
TRINITY_DN173513_c3_g4	-1.18222258498991	-1.50994231768704	-1.33937265157477	-1.26501118370367	-0.971769776964987	-1.39401876327722	2.03937692891197	3.71960353376433	-0.999204401987606	5.26546468503198	-1.39830930931208	-0.964594158210998
TRINITY_DN123657_c0_g2	-0.374322393628011	-0.374322393628011	-0.374322393628011	-0.374322393628011	-0.374322393628011	-0.374322393628011	1.04305758234501	1.03927168878116	0.0152444181347144	0.0976453940335046	-0.0838979897627115	0.134613268236384
TRINITY_DN182264_c3_g1	-0.93610438748404	-0.93610438748404	-0.93610438748404	-0.93610438748404	-0.93610438748404	-0.93610438748404	2.50736965725028	0.394454012546762	-0.93610438748404	0.709136125161225	1.08501995255157	1.85675096487845
TRINITY_DN161352_c3_g1	1.3310160141479	2.4774152853394	1.54944216705401	-0.00355544838953081	-0.847539292437857	0.578457028913222	-0.847539292437857	-0.847539292437857	-0.847539292437857	-0.847539292437857	-0.847539292437857	-0.847539292437857
TRINITY_DN180784_c9_g1	-1.28768041942267	-1.52220176431146	-1.2715607540594	-1.24539717357774	-1.09598918947594	-1.61605926052209	2.08787589490363	4.00635108382578	-1.34506513771982	5.96640679548393	-1.66972443477384	-1.00695564035038
TRINITY_DN196070_c4_g1	-0.562718540798318	-0.562718540798318	-0.562718540798318	-0.562718540798318	-0.562718540798318	-0.562718540798318	0.362521364689093	1.72859031903065	-0.344867443987186	2.16998481309729	-0.400508504484011	-0.139409303555931
TRINITY_DN182031_c8_g1	-0.686805733972014	-0.686805733972014	-0.686805733972014	-0.686805733972014	-0.686805733972014	-0.686805733972014	0.732193731459251	2.0543376209833	-0.334047208931378	2.68293990893672	-0.506657872813586	-0.507931775802219
TRINITY_DN175823_c5_g2	-1.12955424580835	-1.20047020084226	-1.48323298920579	-1.21157401078024	-0.937567481836258	-1.10346501693969	1.97532458660767	3.93086557576951	-1.50942044173141	5.76260629356405	-1.47747754922866	-1.61603451956858
TRINITY_DN194247_c2_g2	-0.847688975245509	-0.663726140402913	-0.722037873583988	-0.847688975245509	-0.847688975245509	-0.847688975245509	1.19950038846694	1.36985196461702	1.40114942639474	-0.489292713288855	1.42403548826506	-0.12872463948597
TRINITY_DN133471_c0_g1	-0.920472276498477	-0.920472276498477	-0.920472276498477	-0.920472276498477	-0.920472276498477	-0.920472276498477	-0.920472276498477	0.617072295466098	-0.145632516671151	4.23171114255657	2.34796211707791	-0.607807102940083
TRINITY_DN185075_c1_g3	-0.773998189540719	-0.773998189540719	-0.773998189540719	-0.773998189540719	-0.773998189540719	-0.773998189540719	0.846588220911159	1.62462580717703	-0.321929959316908	2.45389688053892	-0.773998189540719	0.814806377474831
TRINITY_DN187939_c3_g2	-1.16513197756099	-1.61459853188298	-1.55194292403321	-1.2749500606095	-1.47469992510075	-0.956598404784932	2.04618403588639	3.47352889058797	-0.950246407552252	6.13811326635039	-1.58846880005832	-1.08118916124182
TRINITY_DN194103_c2_g2	-1.14919426671139	-1.26022557910013	-0.626097021575093	-1.14919426671139	-1.00805216589811	-1.06487798077791	2.37483225062508	3.49305803736075	-0.53339436206764	2.83553009476792	-0.887273481188305	-1.02511125872378
TRINITY_DN164290_c0_g1	-1.08478588299502	-1.3803975398886	-1.4648404040689	-1.18041048660504	-1.01619267841295	-1.44051853232617	1.8252995463412	3.90492379001392	-1.27988077480658	5.83617865019274	-1.56167097389945	-1.15770471354515
