B_female_44_01	B_female_44_02	B_female_44_03	B_female_K5_01	B_female_K5_02	B_female_K5_03	NB_female_44_01	NB_female_44_02	NB_female_44_03	NB_female_k5_01	NB_female_k5_02	NB_female_k5_03
TRINITY_DN177821_c3_g3	-1.07509513480737	-0.68949865709585	-2.07902180937043	-1.48597962497325	-0.843109582174456	-1.44302242436158	1.73470218764885	3.59533670810314	-0.807730000636344	6.22651574098523	-1.87099897934793	-1.26209842397001
TRINITY_DN192748_c0_g6	-0.875085979579576	-0.875085979579576	-0.875085979579576	-0.875085979579576	-0.875085979579576	-0.875085979579576	0.665933173553983	2.00089062255888	-0.875085979579576	4.53107649919803	-0.426185028434448	-0.646113409819415
TRINITY_DN171896_c1_g1	0.595671643539984	1.53432521854352	-0.617208922804401	1.09604697892657	1.06086298230824	0.0335556363125009	-0.617208922804401	-0.617208922804401	-0.617208922804401	-0.617208922804401	-0.617208922804401	-0.617208922804401
TRINITY_DN198548_c1_g2	-0.550880066389148	-0.550880066389148	-0.550880066389148	-0.550880066389148	-0.550880066389148	-0.550880066389148	0.953994523009316	1.30431234157001	1.10080311424296	-0.550880066389148	0.383447711926221	0.113602773975534
TRINITY_DN193386_c0_g3	-0.865460661167028	-1.28256802456117	-1.07459895643898	-1.06922911758113	-1.20789441148903	-1.47506515654221	2.49602095366047	3.72649794975618	-1.31715663102472	5.00389603403907	-1.55662256572011	-1.37781941293134
TRINITY_DN154968_c6_g1	-1.8376089712235	-0.892165134845589	-2.02511074588994	-1.11446001417592	-0.899793802420081	-1.393008157512	2.55298993432896	4.15208709345748	-1.53748524665449	5.65269665626213	-1.31718672269705	-1.34095488863
TRINITY_DN28461_c0_g1	-1.59049913316723	-1.32650762496348	-1.81851022668994	-0.904142026914379	-1.30547572356038	-1.57580262196053	2.70847439598087	4.32287365599766	-1.57093686678871	5.75332198468925	-1.44022042570161	-1.25257538692154
TRINITY_DN77329_c0_g1	-1.94966953395633	-0.914301811446501	-1.95445142444924	-1.07841557873291	-0.827962895439481	-1.92787471161823	2.79699038883027	4.53591073422856	-1.61613971581322	5.90938520572095	-1.82445695193795	-1.14901370538592
TRINITY_DN168170_c5_g2	-0.667835811319183	-0.667835811319183	-0.667835811319183	-0.667835811319183	-0.667835811319183	-0.667835811319183	0.206370974558616	1.37270598254366	0.159983213298137	1.3143820349964	1.62140847383746	-0.667835811319183
TRINITY_DN194524_c2_g1	1.72586229325761	0.949847972669727	1.07276042941927	-0.0735438756845015	1.33070251374206	-0.715089904772025	-0.715089904772025	-0.715089904772025	-0.715089904772025	-0.715089904772025	-0.715089904772025	-0.715089904772025
TRINITY_DN161042_c4_g3	-1.67893612301397	-2.05923520900903	-2.17084238567708	-2.44107229291508	-2.10764855918989	-2.44107229291508	5.15801485349872	5.49571285235678	-1.8813357684821	7.58108742409058	-1.41959256550463	-2.03507993323924
TRINITY_DN169173_c3_g3	-0.660935826931854	-0.660935826931854	-0.660935826931854	-0.660935826931854	-0.660935826931854	-0.660935826931854	1.70055182521121	0.924507492004347	0.407391034502651	1.79455579369661	-0.660935826931854	-0.200455356891844
TRINITY_DN182371_c2_g1	-1.15210442312458	-1.27378297971283	-1.00834608366373	-1.17617218308641	-0.925550560473561	-0.944946515483292	1.36544918353645	2.91651581191376	-0.498100277973773	5.00952766553296	-1.17752112665443	-1.13496851081055
TRINITY_DN186404_c5_g3	-1.46598397279474	-1.17163776105224	-1.96757150403001	-1.05661881848158	-1.2268876216177	-1.26514432856829	2.08135964191491	3.60418793439835	-1.44279600938395	6.78407333107459	-1.77790279041552	-1.09507810104384
TRINITY_DN185505_c3_g1	-0.505066564099574	-0.505066564099574	-0.505066564099574	-0.505066564099574	-0.505066564099574	-0.505066564099574	0.170297748649571	0.494933435900426	1.41865311464981	-0.505066564099574	0.851640688835807	0.5999409606614
TRINITY_DN185826_c4_g1	-0.641840785137018	-0.648187891902901	-0.705280397180841	-0.731997735556621	-0.664822254039703	-0.829608532183043	1.63949598968527	2.07862795081385	-0.432353186588616	1.51635549815983	-0.142547843843151	-0.437840812227046
TRINITY_DN163304_c0_g5	-0.997328643522211	-1.05717849854973	-1.09622722497141	-0.996054740533578	-1.06517128930326	-1.01141632354867	1.64244348113053	2.34069504328877	-0.90716945523677	4.49409956838652	-0.749669463575334	-0.597022453564857
TRINITY_DN175817_c3_g3	-1.14501787241681	-0.986522053222099	-0.88359967308736	-1.14501787241681	-0.934143242795233	-1.09601597194281	1.87696647741871	2.54204711574334	-0.923416836202174	4.8455625029035	-1.07740029377546	-1.07344228020678
TRINITY_DN199732_c0_g1	-1.466128363117	-1.466128363117	-1.466128363117	-1.466128363117	-1.466128363117	-1.466128363117	3.27004353048905	2.19196884223437	2.41289117576906	-1.466128363117	-1.15114187764849	3.53913687097502
TRINITY_DN156988_c8_g1	0.755449890568254	0.994176471677577	0.437812671741317	0.51756369327778	-0.527879277483387	0.990152215118782	-0.527879277483387	-0.527879277483387	-0.527879277483387	-0.527879277483387	-0.527879277483387	-0.527879277483387
TRINITY_DN173876_c2_g3	-1.55107506913785	-1.44415986522133	-1.65840473340967	-1.26824442593664	-0.946493468386461	-1.27090377238713	2.16871118757702	4.78540565849474	-1.60262495976823	6.13174386242991	-1.65030293491271	-1.69365147934165
TRINITY_DN184946_c5_g2	-1.16119395854446	-1.05668600522861	-1.72267202794103	-1.08835136508286	-1.01092819580909	-1.36910259468178	1.38168268937505	3.54467911310973	-1.30782866107732	7.35183673822012	-1.8611076256165	-1.70032810672324
TRINITY_DN193144_c3_g6	-0.879289869838273	-0.879289869838273	-0.879289869838273	-0.879289869838273	-0.879289869838273	-0.879289869838273	0.0505011278803246	2.33530124862779	-0.371368404880945	4.36361745228472	-0.879289869838273	-0.223022335043984
TRINITY_DN122003_c0_g1	-0.889071722280905	-0.889071722280905	-0.889071722280905	-0.889071722280905	-0.889071722280905	-0.889071722280905	0.887453429141007	2.49013333767971	-0.889071722280905	2.67127639868542	-0.546516976803585	0.721155867263788
TRINITY_DN171362_c0_g3	-0.77428566239528	-0.77428566239528	-0.77428566239528	-0.77428566239528	-0.77428566239528	-0.77428566239528	0.812118812499783	1.80827034061878	-0.227329484253868	3.40506614122439	-0.77428566239528	-0.378126173322125
TRINITY_DN165929_c8_g1	-0.786077330438032	-0.786077330438032	-0.786077330438032	-0.786077330438032	-0.786077330438032	-0.786077330438032	0.546773791634122	2.08793267510244	-0.786077330438032	3.29892234126481	-0.0488232261137026	-0.382264268821443
TRINITY_DN191313_c1_g4	-1.16568645014789	-1.45911953371921	-0.938380988083735	-1.94557648948794	-1.62249469998421	-1.69461491595472	3.15076970950524	4.09973541654083	-1.73269592314355	6.28045510916943	-1.65161751045924	-1.32077372423499
TRINITY_DN168849_c8_g1	-0.743464131691824	-0.743464131691824	-0.743464131691824	-0.743464131691824	-0.743464131691824	-0.743464131691824	1.29742829895508	1.78360620382084	-0.173973039733108	2.3068634218666	-0.743464131691824	-0.00967596306664165
TRINITY_DN176479_c9_g1	-1.32065731879834	-1.21748856591399	-1.72337949564394	-1.31847637349881	-1.35712723194438	-0.814182432652255	1.84914642229165	3.53355566582727	-1.40260601869807	6.03339696701485	-1.41536818109176	-0.846813436892222
TRINITY_DN104900_c1_g1	-0.687953506400653	-1.67949192765246	-2.13669888117524	-1.67294484005582	-1.02231105082953	-1.98765886292818	2.59037143612348	4.03590482251253	-1.41552040256461	6.21260553168745	-1.35812639664077	-0.878175922076194
TRINITY_DN173230_c5_g2	-1.07253381150372	-1.12333818217521	-0.988893460114462	-0.909837592011887	-0.958593419838575	-0.958593419838575	1.55040464332935	3.17664116854668	-0.87133410472822	4.19425272919119	-1.12722161666244	-0.910952934194141
TRINITY_DN86932_c0_g1	-0.638967639652523	-0.638967639652523	-0.638967639652523	-0.638967639652523	-0.638967639652523	-0.638967639652523	-0.638967639652523	1.82909428412821	0.37181219910072	1.85749470992974	0.506383745920097	-0.0920114615111115
TRINITY_DN199568_c0_g2	-0.589713485320722	-0.589713485320722	-0.589713485320722	-0.589713485320722	-0.589713485320722	-0.589713485320722	0.501817107799894	0.942354066968308	-0.589713485320722	1.24742242860246	1.18132692911606	0.255073864758337
TRINITY_DN160701_c3_g2	-0.655282800610585	-0.655282800610585	-0.655282800610585	-0.655282800610585	-0.655282800610585	-0.655282800610585	2.03043313538007	-0.655282800610585	0.499818757515118	0.150422384227926	-0.166767791652773	2.07307311880376
TRINITY_DN190534_c3_g1	-1.54270979144098	-0.91943239248673	-2.55181519008664	-1.1540709671148	-0.373513353111428	-2.42975609231513	2.93971084250919	4.9550813653428	-1.822277530514	6.54479290824391	-2.01973991720023	-1.62626988182597
TRINITY_DN150212_c0_g2	-0.693763293797758	-0.693763293797758	-0.693763293797758	-0.693763293797758	-0.693763293797758	-0.693763293797758	1.21543376919393	1.45744609908714	-0.179767314430745	2.39251095616706	-0.693763293797758	-0.0292804534330752
TRINITY_DN166463_c3_g1	-0.865051203551007	-0.865051203551007	-0.865051203551007	-0.865051203551007	-0.865051203551007	-0.865051203551007	0.491092606674268	2.79749612646575	-0.0776187390341394	3.3909781691346	-0.865051203551007	-0.546589738383424
TRINITY_DN172470_c9_g1	-0.814354716875562	-0.814354716875562	-0.814354716875562	-0.814354716875562	-0.814354716875562	-0.814354716875562	0.563046713910232	1.94671775391308	0.181310692860547	3.39080316704453	-0.381395309599456	-0.814354716875562
TRINITY_DN162838_c7_g1	-0.509393144238072	-0.509393144238072	-0.509393144238072	-0.509393144238072	-0.509393144238072	-0.509393144238072	0.191934113174869	1.54302274991307	0.155089696126611	1.17452783657125	0.0126626049228923	-0.0208781352802598
TRINITY_DN194412_c1_g1	-1.04756641366814	-1.59499481680724	-1.42037567755769	-0.961034951662014	-2.31253239703092	-2.43949783108249	2.75442891818966	4.87144677184176	-0.614306771072588	6.68335923976695	-1.57260096337048	-2.34632510754681
TRINITY_DN184948_c8_g1	-0.717376914068675	-0.717376914068675	-0.717376914068675	-0.717376914068675	-0.717376914068675	-0.717376914068675	2.26866988815749	0.200245787657608	0.278288495667434	2.13661873310772	-0.284417506792569	-0.295143913385627
TRINITY_DN192547_c2_g1	0.286311101320919	-0.137187976706121	0.720832036015289	1.63994805593562	-0.268594165544058	0.684802291719879	-0.487685223790255	-0.487685223790255	-0.487685223790255	-0.487685223790255	-0.487685223790255	-0.487685223790255
TRINITY_DN182573_c1_g1	1.22970530588627	-0.834832692095681	-0.30776235658302	0.433601701480703	2.4817475314661	2.00653666241972	-0.834832692095681	-0.834832692095681	-0.834832692095681	-0.834832692095681	-0.834832692095681	-0.834832692095681
TRINITY_DN181455_c3_g2	-0.604327791606673	-0.604327791606673	-0.604327791606673	-0.604327791606673	-0.604327791606673	-0.604327791606673	0.928737130262964	0.814671673824592	0.989742965244865	-0.252699462503891	-0.604327791606673	1.74984223441818
TRINITY_DN219357_c0_g1	-2.11742744966085	-1.6042046232838	-1.44329759317335	-2.27996670395284	-0.70595610139145	-0.572250226142933	3.40198812450237	2.64015141556649	-0.431363789487734	5.10396371981541	-0.987030812405179	-1.00460596038614
TRINITY_DN186064_c1_g3	-1.52947017211712	-1.54545587628982	-1.47232626501351	-1.20886747469632	-1.36441092584662	-1.03329591011287	2.20640205705482	4.16461185762348	-0.694188225248682	5.49475115411228	-1.62107892989641	-1.39667128956922
TRINITY_DN161924_c2_g1	-0.855956761833079	-0.886692799513516	-0.981708831351773	-0.985696015025211	-1.02892606708678	-1.04686511747487	0.552374769128404	3.0844397859275	-0.875552241908315	4.79549430134769	-0.88173081683744	-0.88918020537261
TRINITY_DN166564_c6_g1	1.480309433436	1.40224069415594	-0.794995660762765	1.4918854870254	1.00367701819504	0.186856992526976	-0.794995660762765	-0.794995660762765	-0.794995660762765	-0.794995660762765	-0.794995660762765	-0.794995660762765
TRINITY_DN172176_c1_g1	-0.937198902486561	-0.937198902486561	-0.937198902486561	-0.937198902486561	-0.937198902486561	-0.937198902486561	2.12526824101414	3.68660944523983	-0.937198902486561	1.72089830286481	-0.481970331369422	-0.490413340343439
