UniqueCount	AmbigCount
3	0
3	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
8	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
7	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
1	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
2	0
0	0
1	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
12	0
7	0
0	0
0	0
0	0
0	1
0	2
15	0
0	6
0	0
0	0
0	0
0	5
0	4
5	13
1	13
0	5
0	11
0	2
0	0
0	0
0	0
0	0
6	0
0	0
5	0
0	0
0	0
0	30
0	30
0	0
0	23
0	4
0	4
0	2
0	4
0	4
1	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	0
139	0
0	0
0	27
0	27
0	0
0	0
0	0
0	0
4	16
0	15
0	16
0	0
0	0
0	0
0	0
0	0
0	1
0	0
2	0
0	0
0	0
0	0
0	0
0	15
0	0
0	0
1	0
1	3
0	3
0	1
0	0
0	0
23	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
77	3
21	0
0	0
0	3
0	0
0	0
5	0
1	0
3	0
0	0
0	0
0	12
9	1
0	6
0	5
0	0
0	0
0	0
0	0
5	0
0	20
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	5
0	1
55	1
0	0
0	0
0	0
8	0
0	0
0	0
0	2
0	0
19	3
0	0
0	0
12	0
0	0
0	1
0	1
0	1
0	8
0	0
0	0
0	0
0	0
1	0
6	0
5	0
0	4
0	4
0	4
0	4
0	0
0	4
7	0
0	0
0	0
0	0
0	0
0	0
93	37
0	37
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	10
0	23
0	23
56	0
0	1
4	2
28	43
0	0
6	42
0	0
0	0
0	22
0	16
0	0
0	0
1	0
0	0
0	0
21	0
0	0
0	2
1	2
57	0
1	0
1	0
0	0
2	0
0	0
0	0
0	1
0	1
0	121
0	5
0	114
0	0
0	0
5	0
14	1
1	0
0	0
0	0
8	9
0	0
0	0
0	0
0	1
0	2
3	2
0	2
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	3
0	1
0	3
0	0
1	0
0	0
0	0
0	0
0	0
2	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
2	0
3	0
0	0
0	0
0	0
1	0
0	62
0	38
3	38
0	22
0	7
0	7
0	0
0	9
0	1
0	10
0	0
0	0
0	1
0	0
0	0
0	2
0	2
0	255
4	17
0	17
0	0
0	0
0	0
0	0
3	23
4	5
8	23
0	8
0	117
0	116
0	0
0	0
0	0
1	0
0	0
3	0
0	0
0	0
3	17
0	22
0	17
0	20
0	17
0	5
0	17
0	18
0	0
0	0
0	6
0	6
0	6
1	0
20	0
0	0
0	0
23	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	2
0	2
0	0
1	0
5	0
0	0
6	13
0	20
0	15
0	2
0	0
2	0
0	0
0	3
249	0
4	3
0	0
2	3
0	0
0	0
0	33
0	33
0	33
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
