B_female_44_01	B_female_44_02	B_female_44_03	B_female_K5_01	B_female_K5_02	B_female_K5_03	B_male_K5_01	B_male_K5_02	B_male_K5_03
B_female_44_01	1	0.642449166598997	0.67847005097009	0.484681355225393	0.486112026330719	0.611759696190743	-0.368149552100297	-0.458917218636196	-0.506176186268099
B_female_44_02	0.642449166598997	1	0.536047884104171	0.542072708601269	0.537553281236622	0.629196981980115	-0.434551484268247	-0.387438872127986	-0.519557395342253
B_female_44_03	0.67847005097009	0.536047884104171	1	0.397957033482524	0.354554324774406	0.542233255600737	-0.265491281694768	-0.511773644365121	-0.400829488669887
B_female_K5_01	0.484681355225393	0.542072708601269	0.397957033482524	1	0.560428646939997	0.653360611717624	-0.549708646544805	-0.297968531350159	-0.37969962620558
B_female_K5_02	0.486112026330719	0.537553281236622	0.354554324774406	0.560428646939997	1	0.66666417112505	-0.521505039368186	-0.199892905840747	-0.539066332487649
B_female_K5_03	0.611759696190743	0.629196981980115	0.542233255600737	0.653360611717624	0.66666417112505	1	-0.486057884499366	-0.392464976314103	-0.513932277241741
B_male_K5_01	-0.368149552100297	-0.434551484268247	-0.265491281694768	-0.549708646544805	-0.521505039368186	-0.486057884499366	1	-0.291976601410766	0.228740730579915
B_male_K5_02	-0.458917218636196	-0.387438872127986	-0.511773644365121	-0.297968531350159	-0.199892905840747	-0.392464976314103	-0.291976601410766	1	-0.0931995052047815
B_male_K5_03	-0.506176186268099	-0.519557395342253	-0.400829488669887	-0.37969962620558	-0.539066332487649	-0.513932277241741	0.228740730579915	-0.0931995052047815	1
