B_female_44_01	B_female_44_02	B_female_44_03	B_female_K5_01	B_female_K5_02	B_female_K5_03	B_male_K5_01	B_male_K5_02	B_male_K5_03
TRINITY_DN178303_c2_g1	-1.21835463097486	-1.79269838489488	-1.27365977529482	-1.79269838489488	-1.79269838489488	-1.79269838489488	5.84758993999955	-1.79269838489488	5.60791639074451
TRINITY_DN192669_c0_g1	-0.649584307214621	-0.649584307214621	-0.649584307214621	-0.649584307214621	-0.649584307214621	-0.649584307214621	2.71176297080614	-0.649584307214621	1.83532717969621
TRINITY_DN190793_c2_g4	-0.470891325297097	-0.470891325297097	-0.470891325297097	-0.470891325297097	-0.470891325297097	-0.470891325297097	-0.129474800818375	2.4249929106544	0.529829841946557
TRINITY_DN175255_c3_g3	-0.828472530120526	-1.21149103323866	-0.93138311404592	0.0972091491896405	-0.720656070360473	-0.649127450500536	-0.826279150692509	5.48995983541053	-0.419759635641557
TRINITY_DN172192_c0_g3	-0.630075877852411	-0.630075877852411	-0.630075877852411	-0.630075877852411	-0.630075877852411	-0.630075877852411	1.41990332485538	-0.630075877852411	2.99062782011149
TRINITY_DN192202_c0_g1	-0.617650232771984	-0.617650232771984	-0.617650232771984	-0.617650232771984	-0.617650232771984	-0.617650232771984	2.90101079033757	-0.617650232771984	1.42254083906631
TRINITY_DN184357_c1_g2	-0.653591083362976	-0.872682141609173	-0.872682141609173	-0.638794081434896	-0.585800993821012	-0.480914421653176	0.0944864659234546	3.83163653615166	0.178341861415294
TRINITY_DN173691_c2_g4	0.748718928003511	2.14001833599276	-0.0271539621095434	1.72884471644957	0.224805752223928	0.991716811990019	-2.46860783981779	-1.34395192200973	-1.99439082072273
TRINITY_DN190865_c0_g6	-0.663119278084568	-0.115026579192127	-0.88781264893729	-0.544021080117493	-0.568573641577568	-0.775438670057136	-0.7313834899792	4.13802288497653	0.147352502968855
TRINITY_DN192775_c6_g1	-0.461082386745548	-0.461082386745548	-0.461082386745548	-0.461082386745548	-0.461082386745548	-0.461082386745548	1.76789018301461	0.881472358731772	0.117131778726906
TRINITY_DN157129_c9_g1	-0.592964976894674	-0.592964976894674	-0.592964976894674	-0.592964976894674	-0.592964976894674	-0.592964976894674	3.11201761944248	-0.157869825274577	0.603642067200143
TRINITY_DN179214_c0_g1	-1.56463319056203	-0.915361657302224	-0.930377517741884	-0.297494386395502	0.346689651361747	-1.221650628412	-0.874282955670957	6.11009325986409	-0.652982575141241
TRINITY_DN144358_c0_g1	-0.841147578152315	-0.841147578152315	-0.841147578152315	-0.841147578152315	-0.841147578152315	-0.841147578152315	2.22494161230546	-0.841147578152315	3.66309143476074
TRINITY_DN160383_c3_g2	-0.759683200135423	-0.759683200135423	-1.04781941110921	-0.792969637976096	-0.943687167283282	-1.09633939236623	0.282371994809294	4.89092334034082	0.226886673855548
TRINITY_DN191993_c1_g3	-1.38679888281661	-1.31143362048196	-1.46151823619631	-0.0517326358403423	-1.27097162413792	-1.07034245709578	-1.16473157585695	-0.985192532723519	8.70272156514939
TRINITY_DN181948_c2_g5	-0.491335131548073	-0.491335131548073	-0.491335131548073	-0.491335131548073	-0.491335131548073	-0.491335131548073	0.521591042896197	1.95280182503952	0.473617921352726
TRINITY_DN128343_c0_g1	-0.72939045649153	-0.72939045649153	-0.72939045649153	-0.72939045649153	-0.72939045649153	-0.72939045649153	2.08741401834135	3.01831917709937	-0.72939045649153
TRINITY_DN172792_c10_g1	2.25781007239124	0.0614128595877383	1.40818667745557	-0.203654943398584	0.120577451851358	0.233092812204178	-1.29247497669717	-1.29247497669717	-1.29247497669717
TRINITY_DN162597_c14_g1	-1.12715388005513	-0.984628873526418	-1.51412509739018	-0.556659141228732	-0.71803288405123	-0.635090865201619	-0.696345397600874	5.92538112994263	0.306655009111549
TRINITY_DN159422_c7_g1	-1.49820019824858	-1.18121669316781	-1.04551541205187	0.1993024713127	-0.556579799104485	-0.493719775265909	-0.468773418135678	5.00044276599511	0.0442600586665203
TRINITY_DN139355_c3_g1	-0.78015176688016	-0.78015176688016	-0.78015176688016	-0.78015176688016	-0.78015176688016	-0.78015176688016	-0.78015176688016	2.56878879306978	2.89227357509134
TRINITY_DN184169_c0_g9	-0.637968366371294	-0.637968366371294	-0.637968366371294	-0.637968366371294	-0.637968366371294	-0.637968366371294	2.23210038541112	-0.637968366371294	2.23367817918794
TRINITY_DN187033_c4_g1	-0.647377462957452	-1.34580845570467	-0.51573345714698	-0.97141294092317	-0.653516600054858	-0.878603130560569	-0.941998211849079	3.09325911293725	2.86119114625953
TRINITY_DN159122_c4_g2	0.200844883553235	0.0753140014693763	0.381658201138284	0.072330143030555	1.03718219933645	0.865965424901498	-0.877764951143131	-0.877764951143131	-0.877764951143131
TRINITY_DN174499_c3_g1	-0.493926468542182	-0.676974381957336	-0.339266761847974	-1.3243450559083	-1.60641791103836	-0.237917517925128	0.105189264025235	0.890566328557295	3.68309250463675
TRINITY_DN180761_c9_g7	-0.285806482760565	1.20172719022076	1.40562335379717	1.9881034729722	1.97807662484359	1.75317110509107	-2.75125861016954	-2.75125861016954	-2.53837804382516
TRINITY_DN198457_c2_g8	-0.785354755084618	-0.785354755084618	-0.785354755084618	-0.785354755084618	-0.785354755084618	-0.785354755084618	2.17422995182775	3.32325333376458	-0.785354755084618
TRINITY_DN157585_c2_g11	-0.821976183916958	-0.821976183916958	-0.821976183916958	-0.821976183916958	-0.821976183916958	-0.821976183916958	1.35626040068785	1.82395599236483	1.75164071044907
TRINITY_DN161600_c11_g2	0.827728842602323	0.650154448006227	0.682581021841216	-1.41433034713388	3.68084219282617	1.58242858430626	-2.00313491414944	-2.00313491414944	-2.00313491414944
TRINITY_DN159261_c8_g1	-0.539506510398472	-0.539506510398472	-0.539506510398472	-0.539506510398472	-0.539506510398472	-0.539506510398472	0.67834458641266	1.00497887583762	1.55371560014055
TRINITY_DN185722_c4_g1	0.974118015797739	3.10115908195604	0.053122378932801	-0.956986902991193	1.71097159513095	-0.709340435861957	-1.39101457765479	-1.39101457765479	-1.39101457765479
TRINITY_DN173367_c1_g1	-1.42533229973274	-0.711949380024086	-1.50522241509225	-0.463174397476601	-0.0705803578738906	-0.798233466579533	-0.0994858830945242	5.05394061619686	0.0200375836767623
TRINITY_DN149220_c0_g1	-0.704720210327263	-0.704720210327263	-0.467156492009587	-0.704720210327263	-0.704720210327263	-0.704720210327263	1.52886112186863	1.10345887344421	1.35843754833306
TRINITY_DN188406_c8_g1	-0.80649738884672	-0.6533406007853	-0.758261203193872	-0.745758230989041	-0.80649738884672	-0.343921500804516	3.17599429158583	0.932486565853792	0.00579545602655107
TRINITY_DN159812_c10_g1	-0.6676352369143	-0.6676352369143	-0.6676352369143	-0.6676352369143	-0.6676352369143	-0.6676352369143	1.65458136813119	-0.6676352369143	3.01886529026892
TRINITY_DN171536_c3_g2	-0.726212015325938	-0.641712602110145	-0.991344887043729	-0.957719915605788	-0.42540721200433	-0.924860826613812	-0.19828045964116	2.40043243650583	2.46510548183907
TRINITY_DN130926_c0_g1	-0.422837748429591	-0.422837748429591	-0.422837748429591	-0.422837748429591	-0.422837748429591	-0.422837748429591	1.37624955764441	0.587225934915106	0.57355099801803
TRINITY_DN160679_c3_g1	-0.494895993338635	-1.2798186949015	-0.515132842379363	-0.949834045143076	-1.2798186949015	-1.2798186949015	1.07265736414883	5.48342023452298	-0.756758633106247
TRINITY_DN181905_c11_g1	-0.956706900922951	-1.01778533840814	-1.58300712007969	-0.397014898994868	-0.207515004423485	-0.360848125657579	-0.699948743332257	5.4168652292561	-0.194039097437123
TRINITY_DN190151_c2_g3	-1.28857532561428	-1.07263299916955	-0.384544384145	-0.999768100052244	-1.00879061251669	-1.00337033673244	1.05017548099554	4.71493991046252	-0.00743363322785306
TRINITY_DN169120_c2_g3	-0.774498447271805	-2.44147476426685	-0.263503306987857	-0.142736225370131	-2.45728782760422	-1.94145255654879	7.47130580771577	-2.59130379608303	3.14095111641691
TRINITY_DN167751_c1_g6	-0.514618276558309	-1.26906306932671	-1.03840163826741	0.495467014710921	-0.750483236497325	-1.62554838625045	-0.785466686522414	5.07990597658595	0.408208302125751
TRINITY_DN192028_c6_g2	-0.0919372030521712	-1.69926751680178	-0.38068286498879	-0.643583384224103	-0.840825964594197	-1.01121152311652	5.31998857210038	-1.53678293948841	0.884302824165598
TRINITY_DN172504_c5_g1	-0.646633442326205	-0.646633442326205	-0.646633442326205	-0.646633442326205	-0.646633442326205	-0.646633442326205	0.95173176299744	3.57470233328599	-0.646633442326205
TRINITY_DN158374_c2_g1	-0.530826764850591	-0.530826764850591	-0.530826764850591	-0.530826764850591	-0.530826764850591	-0.530826764850591	0.917016879511494	1.56610971765237	0.701833991939684
TRINITY_DN188315_c2_g4	-0.594366732267692	-0.594366732267692	-0.594366732267692	-0.594366732267692	-0.594366732267692	-0.594366732267692	0.54444773663459	2.01727781110597	1.00447484586559
TRINITY_DN177458_c4_g3	-0.711245302084372	-0.711245302084372	-0.711245302084372	-0.711245302084372	-0.711245302084372	-0.711245302084372	-0.711245302084372	4.36227505249892	0.616442062091676
TRINITY_DN167565_c7_g1	-1.23788141870721	-0.355104643124994	-1.89725983500258	-0.346899098078491	0.286973003123612	-1.16682750072144	-0.431480574025276	5.06649846170576	0.0819816048306188
TRINITY_DN152448_c1_g2	-0.613071073660053	-0.613071073660053	-0.613071073660053	-0.613071073660053	-0.613071073660053	-0.613071073660053	0.295357576508734	2.5945094725269	0.788559392924687
TRINITY_DN178477_c2_g6	-0.662482761371203	-1.02575023287124	-1.07037979817732	-0.389396950396131	-0.454665972489616	-1.1584903139799	0.144035249684943	4.36973263329898	0.247398146301492
TRINITY_DN170810_c3_g6	-1.13843995304906	-1.47650233019669	-2.2714407336849	-1.27096530278889	0.383594053932889	-0.587851596739614	-0.336608919029633	4.5473994489953	2.15081533256059
TRINITY_DN195207_c2_g4	-0.460869088930758	-0.460869088930758	-0.460869088930758	-0.460869088930758	-0.460869088930758	-0.460869088930758	1.10326515452748	1.45560755550696	0.206341823550112
TRINITY_DN179886_c1_g5	-0.973382322433347	-0.543097049455566	-1.57503195208738	-0.466475767852654	-0.23353421973402	-0.623450949073233	-0.548997650895251	4.82565316176738	0.138316749764073
TRINITY_DN184676_c8_g2	-0.634043258022657	-0.759694359684178	-0.759694359684178	-0.759694359684178	-0.759694359684178	-0.759694359684178	-0.759694359684178	4.96421909824514	0.227990317882583
TRINITY_DN135595_c0_g1	-0.50494710302696	-0.50494710302696	-0.50494710302696	-0.50494710302696	-0.50494710302696	-0.50494710302696	2.11329155256849	0.372404523422302	0.543986542170963
TRINITY_DN104900_c1_g1	-0.126358452565271	-1.06487738463814	-1.5449434322165	-1.0630265889502	-0.359744121040284	-1.38842687574437	0.456347570143378	4.56847696859918	0.522552316412201
TRINITY_DN169505_c5_g1	-0.573716489634231	-0.573716489634231	-0.573716489634231	-0.573716489634231	-0.573716489634231	-0.573716489634231	1.22909710789806	2.12516871973086	0.0880331101764733
TRINITY_DN158993_c4_g1	2.58079418343867	1.10466752254909	2.67892807440014	0.442215871962263	-0.782045191121794	1.04169869147484	-2.35541971756774	-2.35541971756774	-2.35541971756774
TRINITY_DN195474_c2_g9	0.834242038244045	-1.19823400844149	1.33739544153419	1.26710140078928	1.52813345371193	0.524045969857329	-1.43089476523176	-1.43089476523176	-1.43089476523176
TRINITY_DN181738_c0_g1	-0.492563508941058	-0.492563508941058	-0.492563508941058	-0.492563508941058	-0.492563508941058	-0.492563508941058	0.874807556707472	1.99492284040748	0.0856506565313965
TRINITY_DN67440_c0_g1	-0.457571570011586	-0.457571570011586	-0.457571570011586	-0.457571570011586	-0.457571570011586	-0.457571570011586	0.461577793276088	1.18119737440536	1.10265425238806
TRINITY_DN157751_c2_g10	-0.7454548007557	-1.09028329775314	-0.928073261438834	-0.374829170637423	-1.09028329775314	-1.09028329775314	0.0167349521289795	1.06417029492673	4.23830187903567
TRINITY_DN167665_c4_g1	-0.636223835701523	-0.636223835701523	-0.636223835701523	-0.636223835701523	-0.636223835701523	-0.636223835701523	1.0783514031501	2.32558467903595	0.413406932023078
TRINITY_DN176856_c2_g2	-0.52401111986513	-0.52401111986513	-0.52401111986513	-0.52401111986513	-0.52401111986513	-0.52401111986513	1.66628767176147	0.193199179154466	1.28457986827485
TRINITY_DN178834_c1_g3	-1.65438093331405	-1.50041280814638	-1.43051079491622	-0.280014988317871	0.384168108942623	-1.02860396975941	-0.577304710295407	5.24320847908763	0.843851616719083
TRINITY_DN180761_c9_g6	0.269105547529764	2.14981415672937	1.85600976461521	1.17839055086995	1.73151927281793	0.685017142588688	-2.62328547838364	-2.62328547838364	-2.62328547838364
TRINITY_DN177230_c4_g1	-0.462601269222483	-0.462601269222483	-0.462601269222483	-0.462601269222483	-0.462601269222483	-0.462601269222483	1.84686598958576	0.739659714339519	0.189081911409626
TRINITY_DN169628_c5_g3	-0.628802255808772	-0.628802255808772	-0.628802255808772	-0.628802255808772	-0.628802255808772	-0.628802255808772	-0.628802255808772	3.98148440127225	0.420131389389151
TRINITY_DN199441_c4_g2	-0.423588258569504	0.150340191876675	-0.712128314054931	-1.37053210369846	-1.06244376728586	-1.12586113456955	6.30910303724585	-0.275713050747131	-1.48917660019708
TRINITY_DN160151_c14_g1	-0.74710090390304	-0.74710090390304	-0.74710090390304	-0.74710090390304	-0.74710090390304	-0.74710090390304	2.90813642055922	2.32156990676206	-0.74710090390304
TRINITY_DN178337_c3_g1	-0.0363610820225815	-0.847327257632564	-1.22430299348225	-1.38166368528375	-0.733519826325986	-1.38035511826353	1.93646283944375	1.72811246897009	1.93895465459682
TRINITY_DN139681_c2_g1	-0.707059458045256	-0.707059458045256	-0.707059458045256	-0.707059458045256	-0.707059458045256	-0.707059458045256	3.26333407986942	-0.707059458045256	1.68608212644737
TRINITY_DN217638_c0_g1	-0.776729767395143	-0.710602466357904	-0.796008829890026	-0.320784324536093	-0.953052540035606	-0.641549424567336	-0.577874060445994	4.55844712584557	0.218154287382537
TRINITY_DN157715_c11_g1	1.68848826481166	2.68150967487903	-1.46064635172353	0.828298708872216	0.637010619270893	1.6451832463762	-2.00661472082882	-2.00661472082882	-2.00661472082882
TRINITY_DN197037_c5_g5	-1.80772936781953	-0.0299414635459876	-1.54349321677599	-0.396845590623954	-0.715521929722446	-1.80772936781953	8.39149267794014	-1.12246196130269	-0.967769780330003
TRINITY_DN164463_c0_g2	0.123604553492679	-0.990171802208362	-0.881510096222946	-0.32140316963359	-0.949705210701432	-1.37604191010168	3.35679284361632	-0.184170464338455	1.22260525609746
TRINITY_DN173876_c2_g2	-0.971278386806785	-0.411736905604047	-1.19793598505878	-0.203553234365036	-0.665410142815522	-1.0046681162408	-0.144734589918153	4.48281978752747	0.116497573281656
TRINITY_DN186064_c1_g3	-1.00631192120235	-1.01297565148336	-0.950239896135394	-0.670884517276289	-0.814830776393587	-0.500140102019403	-0.451355334543716	4.91532886566332	0.491409333390769
TRINITY_DN218072_c0_g1	-0.654830017424299	-0.654830017424299	-0.654830017424299	-0.654830017424299	-0.654830017424299	-0.654830017424299	1.17054858646863	2.85156881410315	-0.0931372960259904
TRINITY_DN158912_c0_g1	-0.651272482494714	-0.651272482494714	-0.651272482494714	-0.651272482494714	-0.651272482494714	-0.651272482494714	2.28512989523035	-0.651272482494714	2.27377748223265
TRINITY_DN166646_c0_g1	-1.08717320046998	-0.908108210797632	-1.03318218233424	0.468726834648714	-0.257098201912292	-1.08527741170718	-1.10819297024662	-0.538388017453354	5.54869336027258
TRINITY_DN245021_c0_g1	-0.550337113311715	-0.550337113311715	-0.550337113311715	-0.550337113311715	-0.550337113311715	-0.550337113311715	0.933543140502389	1.74185566059018	0.626623878777727
TRINITY_DN185878_c3_g1	-0.657947409649605	-0.657947409649605	-0.657947409649605	-0.657947409649605	-0.657947409649605	-0.657947409649605	3.28428556675111	-0.657947409649605	1.32134630079612
TRINITY_DN158606_c2_g1	-0.808687811933581	-0.808687811933581	-0.808687811933581	-0.808687811933581	-0.808687811933581	-0.808687811933581	2.33454232284331	-0.808687811933581	3.32627236069176
TRINITY_DN162032_c4_g1	-0.894816651238995	-0.894816651238995	-0.894816651238995	-0.894816651238995	-0.894816651238995	-0.894816651238995	2.85300037767267	-0.894816651238995	3.4107161810003
TRINITY_DN183560_c0_g1	-0.949822156006915	-0.949822156006915	-0.934039158765987	-0.949822156006915	-0.949822156006915	-0.911385974350807	3.96071864539423	-0.949822156006915	2.63381726775713
TRINITY_DN162520_c2_g3	0.811161176397219	2.64379023459835	1.53892571955127	1.27456850726935	1.64558697453159	1.06464453536262	-2.99289238257013	-2.99289238257013	-2.99289238257013
TRINITY_DN165719_c3_g2	0.547123883365169	2.50560314513839	0.736344092612362	1.88709709958811	0.871946696728535	1.30197561194318	-2.61669684312525	-2.61669684312525	-2.61669684312525
TRINITY_DN157201_c5_g1	-1.09027404832397	-1.09027404832397	-1.09027404832397	-1.09027404832397	-1.09027404832397	-1.09027404832397	1.7166686162538	3.10460097423133	1.72037469945868
TRINITY_DN187939_c3_g2	-0.618565475903916	-1.04232772340284	-0.994376904353098	-0.697085843914514	-0.884958893827624	-0.385032496962267	-0.155410771223901	4.68474330974579	0.0930147998423769
TRINITY_DN156113_c0_g1	-0.748022856337635	-0.748022856337635	-0.748022856337635	-0.748022856337635	-0.748022856337635	-0.748022856337635	2.41724595540992	2.81891403895352	-0.748022856337635
TRINITY_DN198897_c9_g2	-0.431271833772076	-0.431271833772076	-0.431271833772076	-0.431271833772076	-0.431271833772076	-0.431271833772076	0.813006364806068	1.76973463228402	0.00489000554237373
TRINITY_DN167848_c10_g7	-1.11553490116164	-1.11553490116164	-1.0111982413469	-1.11553490116164	-1.03147063637316	-1.11553490116164	3.18370975663443	-1.0138848250672	4.33498355079939
TRINITY_DN178174_c2_g6	-0.524230461349339	-0.524230461349339	-0.524230461349339	-0.524230461349339	-0.524230461349339	-0.524230461349339	0.727337159258908	2.34010427943309	0.0779413294040399
TRINITY_DN157719_c1_g1	-0.995332453353384	-1.61544961838207	-1.5205379713566	-1.58405442210653	-0.883397545081779	-1.61544961838207	7.50340322928527	-0.97853503802619	1.68935343740336
TRINITY_DN189634_c5_g1	-0.519300225344618	-0.519300225344618	-0.519300225344618	-0.519300225344618	-0.519300225344618	-0.519300225344618	0.0828715654087613	2.5747669007641	0.458162885894849
TRINITY_DN177241_c8_g4	-0.463876758594384	-0.787250842284572	-1.36940302758076	-0.847987588954782	-0.714375921633144	0.00707089047419407	0.316618457054118	3.93021365545258	-0.0710088639332487
TRINITY_DN180491_c6_g7	-0.434142503377633	-0.434142503377633	-0.434142503377633	-0.434142503377633	-0.434142503377633	-0.434142503377633	1.00574654424215	0.984317334203359	0.61479114182029
TRINITY_DN157876_c7_g1	-0.984052837909637	-0.984052837909637	-0.984052837909637	-0.984052837909637	-0.984052837909637	-0.984052837909637	3.0404441527886	-0.984052837909637	3.84792571257886
TRINITY_DN173282_c4_g1	1.28237714601032	-1.06841576559803	0.406470201005594	0.554987811427201	1.36216791433392	1.26502791565588	-1.26753840761163	-1.26753840761163	-1.26753840761163
TRINITY_DN168780_c0_g3	-1.5128997605774	-1.36624453845793	-1.5128997605774	-1.40722168268286	-1.5128997605774	-1.5128997605774	3.58706865657749	1.11120113405072	4.12679547282218
TRINITY_DN189901_c0_g1	-0.478636158612176	-0.478636158612176	-0.478636158612176	-0.478636158612176	-0.478636158612176	-0.478636158612176	1.244703961639	0.0771799964494639	1.5499329935846
TRINITY_DN171561_c2_g3	1.08481262917046	2.95157180689607	1.1519559630889	-0.26762551350414	1.05131775205602	1.12396914940731	-3.03097648110252	-2.13286342132895	-1.93216188468314
TRINITY_DN192743_c1_g3	-0.900638656788002	-0.838970256895579	-0.918753451347606	-0.347746996975169	-0.855076079407558	-1.06671133273471	-0.303724767854131	4.86537346746135	0.366248074541399
TRINITY_DN196695_c0_g1	-0.435311386220952	-0.435311386220952	-0.435311386220952	-0.435311386220952	-0.435311386220952	-0.435311386220952	0.816256234387296	0.786256402317458	1.00935568062096
TRINITY_DN175973_c1_g2	-0.785094880331938	-0.760269601297367	-0.636949262556402	-0.154629684144685	-1.15152243538616	-1.06830174230623	-0.179098679738585	3.90142434732817	0.834441938433197
TRINITY_DN179823_c7_g4	-0.714540532798033	-0.861798624073701	-0.768016477753084	-0.101975015746499	-0.601458327409171	-0.759967948979538	-0.0470798661686687	3.42034239122318	0.434494401705513
