bleached_k4_01	bleached_44_01	bleached_k4_02	bleached_44_02	bleached_44_03	bleached_k4_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_44_01	non-bleached_k4_03	non-bleached_44_02	non-bleached_44_03
TRINITY_DN172537_c0_g4	-0.758751815757344	-0.857529970235518	-0.152727699508358	-0.943337123905789	-0.419018229660428	-1.00771103637942	-0.795761330754768	3.17907873531212	4.1882404383195	-0.981340695872729	-0.716931640062717	-0.734209631494553
TRINITY_DN184173_c5_g1	-0.464162133854162	-0.464162133854162	-0.464162133854162	-0.464162133854162	-0.464162133854162	-0.464162133854162	-0.253773269408759	2.02615126644795	2.03255585408102	-0.211988720652135	-0.34381019348894	-0.464162133854162
TRINITY_DN185325_c5_g4	-0.379967356845584	-0.379967356845584	-0.379967356845584	-0.379967356845584	-0.379967356845584	-0.379967356845584	-0.247719558547144	1.25276616910495	1.33680409957264	-0.077794557104832	-0.379967356845584	0.395715344893476
TRINITY_DN193863_c2_g8	-0.626442298238892	-0.567087020622471	-0.443750000722702	-0.626442298238892	-0.535588867787779	-0.589411567293925	-0.578206112586044	2.11426943516021	2.82681187125506	-0.595047101963358	-0.545102670786953	0.165996631825746
TRINITY_DN192127_c2_g1	-0.633832484362422	-0.655312211772873	-0.532308257718053	-0.515187987863802	-0.573972584320934	-0.632411809662794	-0.612667874364379	2.46885046706298	3.07684842871269	-0.498268501627293	-0.576702377076506	-0.315034807006619
TRINITY_DN173024_c5_g3	-0.67898328746431	-0.839903475645413	-0.625778670292566	-0.839903475645413	-0.542418559934839	-0.671261440086574	-0.671261440086574	4.3169784883213	2.59532505507531	-0.766768771015198	-0.487144950604776	-0.788879472620946
TRINITY_DN177513_c2_g1	-0.398715497766156	-0.29592421483901	-1.47349307938538	-0.524414105832985	-1.11265116676075	-0.953780060621214	-0.668777530821809	2.00201110024321	3.08066162723014	0.234623540047002	-0.18557708532935	0.296036473836303
TRINITY_DN171318_c1_g7	-0.539223142011571	-0.539223142011571	-0.539223142011571	-0.539223142011571	-0.539223142011571	-0.539223142011571	-0.128882037397483	0.54688122923172	2.16896409400914	-0.539223142011571	-0.0924375798684481	1.28003628810607
TRINITY_DN176281_c3_g1	-0.752325738338084	-0.369407013561573	-0.725257495139913	-0.626794856254225	-0.408702572351403	-0.830935573034451	-0.598274816244175	2.56440147703825	2.89371469869852	-0.652061614864655	-0.664862897087745	0.170506401139456
TRINITY_DN176354_c0_g1	-0.422388699292972	-0.422388699292972	-0.422388699292972	-0.422388699292972	-0.422388699292972	-0.422388699292972	0.541085424681914	0.976508871909501	1.18215711707574	-0.22830164717667	-0.422388699292972	0.485271128560318
TRINITY_DN189322_c0_g3	-0.70605198537425	-0.501911268594025	-0.58040088371273	-0.662007652668229	-0.546422799553022	-0.671836270036337	-0.641169133789396	2.55983493252645	2.66620366307154	-0.597694807283832	-0.70605198537425	0.387508190788088
TRINITY_DN181906_c3_g1	-0.585935680409013	-0.585935680409013	-0.585935680409013	-0.585935680409013	-0.585935680409013	-0.585935680409013	-0.585935680409013	2.31960777106291	2.80101318442676	-0.154045332122833	-0.585935680409013	-0.27909018009473
TRINITY_DN182289_c3_g2	-0.71867621245867	-0.71867621245867	-0.596997655870418	-0.71867621245867	-0.71867621245867	-0.71867621245867	-0.71867621245867	2.19760933388739	3.13282299000259	-0.562926979780725	-0.575936040342588	0.71748562685578
TRINITY_DN190463_c2_g6	-0.766916368298486	-0.735116340127193	-0.526661213101528	-0.812359339059653	-0.812359339059653	-0.764123153406806	-0.812359339059653	3.15665296845666	3.53140378308995	-0.772519074527862	-0.741970011168255	0.0563274262624817
TRINITY_DN153658_c2_g1	-0.470916214569661	-0.470916214569661	-0.470916214569661	-0.470916214569661	-0.470916214569661	-0.470916214569661	-0.470916214569661	1.07109414096695	2.8520214135509	-0.0497602539074374	-0.261774816731069	-0.315166981891716
TRINITY_DN88359_c0_g1	-0.569959513924097	-0.776602737907493	-0.632556368290786	-0.776602737907493	-0.514771079155356	-0.559992669165051	-0.699359738975032	2.83232475361371	2.66700391356812	-0.593910440391302	-0.691178081654815	0.315604700189596
TRINITY_DN170629_c3_g1	-0.756523132494052	-0.570022574849557	-0.589165204755538	-0.497099980212637	-0.682017696130422	-0.581477646383138	-0.679280133561591	2.85618321371349	2.72050652051901	-0.611171746921432	-0.566224340867457	-0.04370727805668
TRINITY_DN52766_c0_g1	-0.449834477236044	-0.449834477236044	-0.449834477236044	-0.449834477236044	-0.449834477236044	-0.449834477236044	0.302057661168265	1.57128986279956	1.47388520151334	0.0802362649890397	-0.278627649817902	-0.449834477236044
TRINITY_DN168709_c2_g1	-0.630380733729929	-0.763944259471035	-0.503316351344336	-0.588898773360121	-0.595302223912196	-0.763944259471035	-0.666333462844613	2.21021790832556	2.73187879598064	-0.64624921680128	-0.763944259471035	0.980216836099375
TRINITY_DN173331_c0_g1	-0.816823889866449	-0.692495754864247	-0.765799886841982	-0.816823889866449	-0.720562036808045	-0.816823889866449	-0.663667101805028	2.99423605787363	3.24926530059132	-0.687211151735979	-0.700459133174664	0.437165376364338
TRINITY_DN194397_c1_g5	-0.460278931171234	-0.460278931171234	-0.460278931171234	-0.34258388850148	-0.460278931171234	-0.460278931171234	-0.398157219263437	1.33880837490277	2.47234922585089	-0.308420114444229	-0.389889603279836	-0.0707121194085086
TRINITY_DN165772_c10_g1	-1.04793715200844	-1.04793715200844	-1.04793715200844	-1.04793715200844	-1.04793715200844	-1.04793715200844	-1.04793715200844	3.09104110131144	3.6397954427509	0.461505341071736	-1.04793715200844	1.19115533093346
TRINITY_DN163420_c1_g1	-1.15047610236933	-0.53042293717981	-0.824182814920564	-1.06945675124447	-0.269315781854227	-1.1864415996572	-0.884257440068253	3.2035394743666	2.90636684711948	0.0899538784968414	-1.13687849896861	0.851571726279531
TRINITY_DN182021_c6_g1	-0.427214078858767	-0.427214078858767	-0.427214078858767	-0.427214078858767	-0.427214078858767	-0.427214078858767	1.53477959856149	-0.427214078858767	0.0948416703021973	0.592843573482487	-0.427214078858767	1.19524778852396
TRINITY_DN190509_c1_g3	-0.717114720060138	-0.610096470178018	-0.590141863802373	-0.630330953918071	-0.634412130729889	-0.717114720060138	-0.717114720060138	2.80041295027713	2.95723293404239	-0.660531191693771	-0.667483952335538	0.186694838518559
TRINITY_DN174065_c4_g1	-1.22977896025042	-1.52256070947826	-0.816803927428467	-1.1518384343301	-1.52256070947826	-1.52256070947826	-0.641287648049016	4.44875291459061	4.11586072318441	-0.13795825182751	-0.577702263670725	0.558437976215999
TRINITY_DN183315_c1_g3	-1.07591510967215	-0.796542488248139	-1.09408003296931	-1.13111076391427	-0.495124260168649	-0.913259667103141	-1.09267458225816	3.67046180554933	4.25783643697935	-0.864474121400283	-1.08846642650578	0.623349209711207
TRINITY_DN67440_c0_g1	-0.722405912220113	-0.722405912220113	-0.722405912220113	-0.722405912220113	-0.722405912220113	-0.722405912220113	-0.722405912220113	3.42993978061508	2.54002724541123	-0.268230019034311	-0.722405912220113	0.0775102907689009
TRINITY_DN171614_c4_g2	-0.959182929343768	-0.971484524832151	-0.727101451838886	-0.72131909924488	-0.564016632925906	-0.869480126395535	-0.901814403202947	3.34404640894047	3.21406521155337	-0.408189364407028	-0.94563639750582	0.510113309203085
TRINITY_DN187073_c5_g4	-0.43430099362239	-0.362538324322299	-0.43430099362239	-0.37633092498506	-0.32460612879646	-0.344802842783287	-0.404318127406676	1.40243108683675	2.02224234569008	-0.222665740295241	-0.401494848539149	-0.119314508153875
TRINITY_DN168952_c3_g1	-1.4922659682575	-1.02452908393415	-1.28026468203331	-1.37038632517635	-1.3779463164892	-1.20437637373743	-1.56950896718996	5.01042540510557	5.32361050864596	-1.15266922527713	-1.39574189945325	1.53365292779674
TRINITY_DN181175_c2_g2	-0.878750312931075	-0.643635992554717	-0.67460959615085	-0.683402714608855	-0.556822218043712	-0.749137574800605	-0.841719581986108	2.3021931667557	3.62186055762154	-0.763717069984835	-0.535058243752056	0.402799580435567
TRINITY_DN187894_c1_g3	-0.438635469689755	-0.438635469689755	-0.438635469689755	-0.438635469689755	-0.438635469689755	-0.438635469689755	-0.115553680186022	1.31966770744215	2.47936904890812	-0.438635469689755	-0.438635469689755	-0.174399318646208
TRINITY_DN195474_c5_g3	-0.0496482559796085	-0.647918092170534	1.46976110840054	0.873400130975049	1.28373943334786	2.44203662545558	-0.980196375227464	-0.980196375227464	-0.659422898281593	-0.791162550837446	-0.980196375227464	-0.980196375227464
TRINITY_DN116544_c0_g2	1.20916599422506	-0.475652743328162	0.2345200049515	1.87964549001979	-0.475652743328162	0.481890457428943	-0.475652743328162	-0.475652743328162	-0.475652743328162	-0.475652743328162	-0.475652743328162	-0.475652743328162
TRINITY_DN160717_c0_g2	-1.25950534838117	-0.408882972419397	-0.849403519468477	-0.664939395890618	-0.512327331755655	-0.640778866444286	-0.7064269086798	2.89367979760104	3.04151183859608	-0.23281814632725	-0.884434256419971	0.224325109589506
TRINITY_DN193100_c3_g1	-0.619351539074662	-0.674547193316786	-0.674547193316786	-0.598672326341658	-0.674547193316786	-0.674547193316786	-0.674547193316786	3.45275591246534	2.4257577124789	-0.363044077848516	-0.674547193316786	-0.25016252177869
TRINITY_DN71568_c0_g2	-0.98497477851906	-0.98497477851906	-0.98497477851906	-0.98497477851906	-0.98497477851906	-0.98497477851906	-0.0498922552003982	4.10286990205972	3.98560282357562	-0.98497477851906	-0.98497477851906	-0.158782242282458
TRINITY_DN195676_c3_g4	-0.582308960744514	-0.713239830570963	-0.569193460954256	-0.713239830570963	-0.713239830570963	-0.630537241240714	0.0170740557228131	1.95941179875742	2.47484453999019	-0.494148772324766	-0.299645748161788	0.264223280668503
TRINITY_DN169743_c3_g1	-1.070042031035	-0.611660026878988	-1.070042031035	-0.964363953140464	-0.625374964193094	-0.910412845213774	-0.911705003867901	3.81093729221938	3.57381415873972	-0.405559190670319	-0.949690090669779	0.134098685745224
TRINITY_DN185985_c0_g3	-0.439542554588003	-0.439542554588003	-0.399702290056212	-0.439542554588003	-0.439542554588003	-0.377420842680206	-0.359567177867407	1.93563592500161	1.97215484893287	-0.339237648792318	-0.439542554588003	-0.234150041598318
TRINITY_DN180817_c0_g2	-0.615321318958695	-0.480116097379572	-0.553511507396051	-0.329775168830713	-0.447268731849153	-0.573821956038547	-0.443526330163337	2.12262632078306	2.59033407932943	-0.536137480348212	-0.557550786864064	-0.17593102228415
TRINITY_DN170918_c1_g3	-0.464899404379649	-0.464899404379649	-0.464899404379649	-0.464899404379649	-0.464899404379649	-0.464899404379649	-0.464899404379649	1.08944386128312	3.23875504913331	-0.341895450324829	-0.352532881307086	-0.379474748126971
TRINITY_DN232900_c0_g1	-0.665441027257943	-0.665441027257943	-0.665441027257943	-0.665441027257943	-0.665441027257943	-0.665441027257943	-0.665441027257943	3.16977567015417	2.95232761854645	-0.275874215495218	-0.665441027257943	-0.522700855141861
TRINITY_DN46313_c0_g1	-0.596148449409549	-0.596148449409549	-0.596148449409549	-0.596148449409549	-0.596148449409549	-0.596148449409549	-0.596148449409549	2.57265401929273	2.47011299285917	0.0801189588563403	-0.353698375731848	-0.596148449409549
TRINITY_DN167629_c0_g1	-0.663631886822598	-0.571741489720278	-0.709854903583244	-0.81419156339798	-0.453546360937764	-0.655854536230879	-0.600066758045132	2.84903918446239	3.28291352718568	-0.339106680449197	-0.69118760934316	-0.632770923117838
TRINITY_DN188376_c7_g2	-0.74527373831168	-0.74527373831168	-0.74527373831168	-0.638255488429559	-0.74527373831168	-0.661209473523205	-0.74527373831168	2.69088810100277	3.04612360984295	-0.425655804111518	-0.62226978425686	0.336747531033823
TRINITY_DN169015_c1_g1	-0.521695657158546	-0.521695657158546	-0.521695657158546	-0.521695657158546	-0.521695657158546	-0.521695657158546	-0.521695657158546	1.76931844425876	2.38673299301024	-0.521695657158546	-0.0780890056829313	0.0956028256823004
TRINITY_DN164762_c2_g1	-0.499727849003594	-0.499727849003594	-0.499727849003594	-0.499727849003594	-0.499727849003594	-0.499727849003594	-0.499727849003594	1.63810352272886	2.58195263965274	-0.499727849003594	-0.313227291359099	0.0909939210062471
TRINITY_DN167677_c6_g2	-0.56496699533396	-0.56496699533396	-0.432719197035521	-0.56496699533396	-0.478183229191894	-0.56496699533396	-0.56496699533396	1.81520831640807	2.67931120324418	-0.396324959775121	-0.461973002010635	0.0995158450307222
TRINITY_DN188678_c1_g2	-0.671562203052714	-0.654655427057828	-0.513336929623727	-0.498177122452721	-0.599688967839899	-0.697299764466322	-0.663084049128409	2.47694684292608	2.65206551312789	-0.451195754582405	-0.620056765533861	0.240044627683911
TRINITY_DN26298_c0_g1	-0.774613187348677	-0.54383298051951	-0.808464929075466	-0.688883313322793	-0.322255410964617	-0.843130100907305	-0.69140771473834	3.00951780838458	2.85027549778524	-0.699007530596501	-0.642961400704025	0.154763262007419
TRINITY_DN121672_c0_g1	-0.482944173443118	-0.482944173443118	-0.482944173443118	-0.482944173443118	-0.482944173443118	-0.482944173443118	-0.141527648964396	2.64666856468735	1.56040033143405	-0.482944173443118	-0.482944173443118	-0.201987859612062
TRINITY_DN165716_c1_g1	-0.5488589267923	-0.5488589267923	-0.5488589267923	-0.5488589267923	-0.5488589267923	-0.5488589267923	-0.257255368761735	1.88756946126026	2.73313599101082	-0.5488589267923	0.0274213308290557	-0.5488589267923
TRINITY_DN161942_c8_g2	1.35552231115594	1.35522646474028	0.698068658044919	1.09986441715312	0.983710133784429	-0.421535999353445	-0.41849767943604	-0.930471661217841	-0.930471661217841	-0.930471661217841	-0.930471661217841	-0.930471661217841
TRINITY_DN167773_c1_g5	-1.51757123661818	-0.744418839604123	-1.31468340314803	-1.51757123661818	-1.16707398953404	-0.978536533647421	-1.3022032644147	5.86040274384411	4.45012767602643	-0.859474031266804	-1.28245691624182	0.373459031222748
TRINITY_DN169116_c5_g2	-0.538305973804059	-0.538305973804059	-0.43934749371589	-0.538305973804059	-0.538305973804059	-0.538305973804059	-0.433969313989323	2.2564217928912	1.58734512785746	-0.538305973804059	0.627766702142647	-0.368380972361746
TRINITY_DN132793_c0_g1	-0.540492554626343	-0.540492554626343	-0.540492554626343	-0.540492554626343	-0.540492554626343	-0.540492554626343	-0.540492554626343	1.11714745058148	2.80106629659653	-0.540492554626343	-0.224346812332987	0.630073502165725
TRINITY_DN168860_c5_g4	-0.493328128528709	-0.493328128528709	-0.454891946872601	-0.417453261553582	-0.493328128528709	-0.493328128528709	-0.380961605456146	2.42620264785858	1.92782783213351	-0.306827570884215	-0.493328128528709	-0.327255452582004
TRINITY_DN179227_c7_g2	-0.673671233924188	-0.310780591258328	-0.566652984042068	-0.566652984042068	-0.570677240600862	-0.589606969135714	-0.617087705557821	2.21131734372705	3.13399280395238	-0.473292435940162	-0.492250593644046	-0.484637409534171
TRINITY_DN164556_c0_g1	-0.983652017922746	-0.983652017922746	-0.817579341976041	-0.82144198160844	-0.873957153096817	-0.983652017922746	-0.80988495018604	2.91919336562782	3.35420176695487	-0.145305281401516	-0.983652017922746	1.12938164737715
TRINITY_DN176016_c8_g1	-0.928748175689587	-0.843296275153143	-0.547611083029034	-0.970066053870361	-0.81266465649948	-0.440695879112522	-0.348172102916981	3.01737245566156	2.87484776810573	-0.336795013000206	-0.678471333148355	0.0143003486523701
TRINITY_DN186463_c8_g1	2.43348846282526	1.8495087835048	1.40793271602731	-0.828736512034206	-0.300357539679418	1.45996277719293	-0.887630201087775	-0.985680346749527	-1.20724813528794	-1.069744611538	-0.664247257885511	-1.20724813528794
TRINITY_DN181637_c0_g2	-0.780364439600891	-0.506620936364257	-0.688043896091666	-0.765023893466405	-0.717270762018037	-0.778963084424278	-0.821607421832772	2.87126608563123	3.36710998736991	-0.717270762018037	-0.790212225557238	0.327001348372448
TRINITY_DN118199_c0_g2	-0.588727096507946	-0.588727096507946	-0.588727096507946	-0.588727096507946	-0.588727096507946	-0.588727096507946	-0.588727096507946	2.10593026903914	2.13483146496416	0.48440760812227	-0.0153525700620014	-0.588727096507946
TRINITY_DN184893_c5_g3	-0.608642105182976	-0.608642105182976	-0.608642105182976	-0.608642105182976	-0.608642105182976	-0.608642105182976	-0.608642105182976	3.30687879556898	1.76263794883968	-0.36253809529906	-0.492277348491191	0.0457934356624231
TRINITY_DN215983_c0_g1	-0.829851083491652	-0.829851083491652	-0.623207859508257	-0.722832833609532	-0.458013466161232	-0.829851083491652	-0.720156218665722	2.87025566660375	2.8252717277316	-0.509077606545782	-0.706847129436832	0.534160970066963
