bleached_k4_01	bleached_44_01	bleached_k4_02	bleached_44_02	bleached_44_03	bleached_k4_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_44_01	non-bleached_k4_03	non-bleached_44_02	non-bleached_44_03
TRINITY_DN256744_c0_g1	-0.618153148740834	-0.618153148740834	-0.618153148740834	-0.618153148740834	-0.618153148740834	-0.618153148740834	-0.618153148740834	2.33287506430691	2.33175524921248	0.545989500107472	-0.618153148740834	-0.265394623700197
TRINITY_DN186044_c0_g1	-0.675694451241195	-0.633559052943929	-0.612283901816231	-0.740577302826049	-0.740577302826049	-0.578367266511742	-0.740577302826049	2.45492778635828	2.9642946616303	-0.629545990437305	-0.291676351680921	0.22363647512089
TRINITY_DN177050_c5_g2	-0.489872700053974	-0.553375642360132	-0.488492790775278	-0.553375642360132	-0.510731304951639	-0.421127844061692	-0.531895914949681	2.19444138655153	2.35562935579191	-0.391165606045825	-0.553375642360132	-0.0566576544249551
TRINITY_DN174305_c0_g2	-0.52470065106796	-0.52470065106796	-0.52470065106796	-0.52470065106796	-0.52470065106796	-0.52470065106796	-0.52470065106796	2.90384377280719	1.26147747773081	0.250139108759366	-0.52470065106796	-0.217855150753677
TRINITY_DN188856_c6_g1	-0.928598127198023	-1.0259500621319	-0.89486974205067	-0.915711605912435	-1.06810351354685	-1.0969060045652	-1.14805166986309	4.18442166512003	3.89143503586114	-0.128321036380952	-0.839613236657727	-0.0297317026743265
TRINITY_DN140282_c0_g1	-0.664259209336329	-0.742869044032695	-0.637190966138158	-0.637190966138158	-0.742869044032695	-0.660166454702446	6.15881847826721	-0.516360514224015	-0.619865089977875	-0.607990989689583	-0.680747332124898	0.350691132129643
TRINITY_DN169861_c7_g2	-1.65914223479115	-1.65914223479115	-1.46505518267485	-1.31545016561213	-0.0236199933313956	-0.934928548033791	-1.45124938314982	5.11445856049139	4.78982477230696	-1.20601978819534	-0.911540004516206	0.721864202297466
TRINITY_DN253753_c0_g1	0.76739663667723	0.868687947853855	0.940559543280851	0.642122393398795	0.0617716015834519	0.981294263848222	-0.517829138102259	-0.848961060319461	-0.848961060319461	-0.848961060319461	-0.848961060319461	-0.348159007262303
TRINITY_DN185605_c3_g1	1.03307710007439	-0.438890687587125	0.451750556376319	0.934618327930883	-0.438890687587125	1.0916795163154	-0.438890687587125	-0.438890687587125	-0.438890687587125	-0.438890687587125	-0.438890687587125	-0.438890687587125
TRINITY_DN178008_c6_g3	-0.86371634013477	-0.86371634013477	-0.797454897866048	-0.50644586445521	-0.241723108468646	-0.667109296039952	-0.728838285791658	3.25870790234908	2.08001748949976	-0.123868237435442	-0.786473341202309	0.240620319679966
TRINITY_DN171587_c3_g1	-1.49446028379118	-0.971290067890036	-0.777190490965892	-1.65924656193452	-0.701703361177413	-1.23701356125147	-1.33847308498865	4.34792650933511	4.88267089730082	-0.804851884181417	-1.19876609189451	0.952397981439144
TRINITY_DN173979_c2_g1	-0.601349706767972	-0.601349706767972	-0.548933812616834	-0.548933812616834	-0.551718939043372	-0.601349706767972	-0.601349706767972	2.35414909487732	2.59021294393278	-0.470418836941524	-0.457303337151265	0.0383455266316099
TRINITY_DN169641_c1_g6	-0.948667086757919	-0.730110602381925	-0.779338117152586	-0.787708522138467	-0.797334546446432	-0.841464598308071	0.0883950074636259	2.62237357946598	2.83152200390918	-0.640751082243281	-0.890846432369577	0.873930396959479
TRINITY_DN175153_c6_g1	-0.447977025283598	-0.447977025283598	-0.447977025283598	-0.447977025283598	-0.447977025283598	-0.447977025283598	-0.15284177628278	2.22874171883484	1.74800043335899	-0.240084173642265	-0.447977025283598	-0.447977025283598
TRINITY_DN93507_c0_g3	0.13158796564331	0.374606566100825	0.0150641794136848	0.991623799817661	-0.332034491208584	0.811358927484604	-0.332034491208584	-0.332034491208584	-0.332034491208584	-0.332034491208584	-0.332034491208584	-0.332034491208584
TRINITY_DN192079_c5_g4	-0.484009496709362	-0.429157737874156	-0.482646534831051	-0.452982601088737	-0.40830541401572	-0.521304791455279	-0.481284859372826	2.06715176532322	2.33633839813861	-0.528318393216333	-0.43969802249978	-0.175782312398575
TRINITY_DN84512_c0_g1	-0.849494274625632	-0.849494274625632	-0.636613708281248	-0.754582627600165	-0.674448788514719	-0.849494274625632	-0.753232421567229	3.38140040237732	2.98126809451296	-0.621753198786504	-0.764069618372955	0.390514690109438
TRINITY_DN94360_c0_g1	0.729307527431809	-0.499665042328352	1.27728114952874	1.71134715115716	-0.499665042328352	0.279384510509107	-0.499665042328352	-0.499665042328352	-0.499665042328352	-0.499665042328352	-0.499665042328352	-0.499665042328352
TRINITY_DN163119_c0_g1	-1.07602634143233	-1.0089121455738	-0.686984050686434	-1.22164146955952	-0.43740970113107	-1.10739051234167	-1.18294154534885	3.94688687529929	4.10612768963495	-0.6676525724345	-0.933695728140632	0.26963950171457
TRINITY_DN38802_c0_g1	-0.319065209105203	-0.319065209105203	-0.319065209105203	-0.319065209105203	-0.319065209105203	-0.319065209105203	0.0781901364892245	1.46250433571077	0.907443320703477	-0.068103635571984	-0.319065209105203	-0.146577693595069
TRINITY_DN163090_c0_g2	-0.627790804303759	-1.00341564658141	-0.970469703954512	-0.656980834238789	-0.579380739617194	-0.421696720467652	-0.283771540996204	3.03164935144965	1.90726531336666	-0.744785004433132	-0.337895058302398	0.687271388078729
TRINITY_DN165982_c13_g1	-0.618978500423004	-0.618978500423004	-0.618978500423004	-0.618978500423004	-0.618978500423004	-0.618978500423004	-0.14597093250683	2.395019645618	2.91794472907928	-0.618978500423004	-0.618978500423004	-0.215165438806414
TRINITY_DN75643_c0_g1	-0.744449997578989	-0.61483725944852	-0.638771919684452	-0.744449997578989	-0.54910239925677	-0.744449997578989	-0.535308599740398	2.77521770331473	3.34190918424591	-0.546584606225251	-0.682328285671192	-0.31684382479709
TRINITY_DN168116_c3_g1	-0.51813792599205	-0.51813792599205	-0.358508740170822	-0.51813792599205	-0.51813792599205	-0.51813792599205	-0.434073661203575	1.75925177281881	2.78037376677231	-0.413801266177314	-0.335445628475859	-0.407106613603306
TRINITY_DN166170_c1_g3	-0.625453088275023	-0.625453088275023	-0.625453088275023	-0.625453088275023	-0.625453088275023	-0.625453088275023	-0.625453088275023	2.32520194964367	1.87942150112344	-0.0824522108725971	-0.625453088275023	0.881453466305671
TRINITY_DN157746_c0_g1	-0.434498828994299	-0.434498828994299	-0.396062647338191	-0.40876126758069	-0.434498828994299	-0.434498828994299	-0.421572654550029	1.47700101986681	1.96658547251071	-0.384868061269698	0.10751152654231	-0.201838072204024
TRINITY_DN191571_c5_g4	-0.555907627571599	-0.555907627571599	-0.555907627571599	-0.430256525910079	-0.323246870781324	-0.456949147483431	-0.488268910696236	3.22870104640993	1.2002617005677	-0.393697591257292	-0.48140219120797	-0.187418626926496
TRINITY_DN183036_c4_g3	-1.19081620693279	-0.018328691422651	-0.841450929338572	-1.04155684143316	-1.19081620693279	-1.02474353098608	-1.04546482136016	4.13891735531276	4.42944761368657	-1.0520017380305	-0.952029347345668	-0.211156655216961
TRINITY_DN256391_c0_g1	-0.439170047441631	-0.439170047441631	-0.439170047441631	-0.439170047441631	-0.439170047441631	-0.439170047441631	-0.439170047441631	0.503438288670032	1.81633068570676	0.642169580010308	0.551421825145952	-0.439170047441631
TRINITY_DN17084_c0_g1	-0.550067575759078	-0.550067575759078	-0.550067575759078	-0.550067575759078	-0.550067575759078	-0.550067575759078	-0.550067575759078	2.67273698528618	2.01577327800146	-0.367375278242888	-0.550067575759078	0.0794056210278707
TRINITY_DN193842_c2_g4	-0.775617046769301	-0.775617046769301	-0.659252290077517	-0.775617046769301	-0.775617046769301	-0.600571560658387	-0.775617046769301	2.73521831476065	2.74957486083914	-0.3685362713188	-0.639425660482157	0.661077840783576
TRINITY_DN196705_c3_g1	-0.902339898928718	-0.695067844990916	-0.912456228161698	-1.26747249238125	-1.16986169575483	-1.26747249238125	-1.26747249238125	3.99021705890055	3.675370393966	-0.235371649214224	-1.01287844934811	1.06480579067568
TRINITY_DN197264_c6_g1	-1.11406630750377	-0.357260047562495	-1.04856226252765	-0.850189205944567	-1.06557823954325	-1.10649970777663	-1.16162492701429	3.1837642484197	4.16688740465244	-0.982437004243007	-1.30436509913037	1.6399311481739
TRINITY_DN45166_c0_g1	-1.27454714313041	-0.879484343612837	-0.421749250311644	-0.765611481266019	-0.354635054453107	-0.544233256836639	-1.09567318496062	3.11033156057976	3.41771265334149	-0.498021991708503	-0.649744377877467	-0.0443441297639933
TRINITY_DN158730_c3_g5	0.757592171856794	-0.0682739268983424	0.991108728450667	0.64029367212615	0.621467458381503	0.275495216528602	-0.570095192319253	-0.570095192319253	-0.570095192319253	-0.570095192319253	-0.570095192319253	-0.367207358849109
TRINITY_DN197966_c6_g1	-1.05157225516085	-0.902312889661226	-1.05157225516085	-1.05157225516085	-0.544665700580156	-1.05157225516085	-0.986689403575995	4.24921041815559	3.85940019649428	-0.971596878440253	-0.844929031177454	0.347872309428608
TRINITY_DN192752_c5_g5	-0.543663750247563	-0.543663750247563	-0.436645500365442	-0.543663750247563	-0.460961160917313	-0.543663750247563	-0.543663750247563	2.32126522204222	2.22948864676649	-0.407472363960419	-0.42198519365931	-0.105370898668416
TRINITY_DN109064_c0_g1	-0.944209939288667	-1.14835065606889	-0.873343608569022	-1.14835065606889	-0.891340037862868	-1.14835065606889	-1.14835065606889	4.433783796829	3.74903499995157	-0.965658358552702	-1.14835065606889	1.23348642783716
TRINITY_DN185042_c2_g1	-0.758790940420027	-0.758790940420027	-0.758790940420027	-0.758790940420027	-0.758790940420027	-0.758790940420027	-0.542180871677586	2.30298525716666	3.34235484378198	-0.758790940420027	-0.758790940420027	0.96716829408916
TRINITY_DN178955_c2_g1	-1.1391927252547	-0.482925190460409	-0.879769572973283	-1.1391927252547	-0.599165455997191	-0.991234843867596	-1.10638658017146	3.09821802746448	3.83740003698389	-0.870159578799461	-0.735379663638108	1.00778827196853
TRINITY_DN161119_c0_g1	-1.03161483396655	-1.06864556491151	-0.835984808121237	-0.676877844955516	-0.879611740521495	-0.701274499262983	-1.01762156188705	3.08815551916501	4.23586547689844	-0.591486353724871	-1.0386626986958	0.51775890998355
TRINITY_DN262139_c0_g1	-1.05929882146656	-0.948267509077821	-0.845174016113718	-1.05929882146656	-1.05929882146656	-0.988909493575167	-0.923107435179421	3.57802160474511	3.66447814815687	-0.255245262499212	-0.860176179452964	0.756276607396008
TRINITY_DN166620_c7_g1	-0.401321619931658	-0.401321619931658	-0.36288543827555	-0.401321619931658	-0.401321619931658	-0.401321619931658	-0.32544675295653	0.932102113793534	1.78009902034848	-0.401321619931658	-0.233963692193144	0.618024468873154
TRINITY_DN197642_c6_g6	-0.531487061591823	-0.531487061591823	-0.531487061591823	-0.531487061591823	-0.531487061591823	-0.531487061591823	-0.135327572518668	1.48000857724601	2.37501876403418	-0.281738346508254	-0.531487061591823	0.282448008889494
TRINITY_DN191750_c4_g7	-1.01198965317931	-0.474943938270133	-0.762547065325652	-0.964346130042353	0.142433356807137	-0.809559131611057	-0.833652411920795	2.5358426169561	2.56498672379476	-0.338999685742088	-0.18494526955575	0.137720588089132
TRINITY_DN214399_c0_g1	-1.08072573632895	-1.08072573632895	-0.985814089303482	-0.901851778159153	-0.369671414516882	-0.690058050769281	-0.640305015572182	3.33415395954977	3.66311233165324	-0.316039883806815	-0.867845169984564	-0.064229416432753
TRINITY_DN190706_c3_g2	-0.604034641569285	-0.604034641569285	-0.604034641569285	-0.604034641569285	-0.376293565730157	-0.554403873844684	-0.604034641569285	2.37324528193063	2.29823192751379	-0.180725404326898	-0.349440598536144	-0.19044055916011
TRINITY_DN161585_c1_g1	-0.733661593733096	-1.05558968862046	-0.519536788380249	-0.765165284755159	-0.774633374789402	-1.05558968862046	-0.680411209030846	4.0253663736883	2.16845058559747	-0.684867413472292	-1.05558968862046	1.13122777073665
TRINITY_DN164279_c7_g2	-1.07817890900485	-1.07817890900485	-0.16898184601316	-0.886616258304092	-0.891678351360353	-1.07817890900485	-0.452440847096199	3.18988113779321	3.04275357606576	-0.117667198885823	-0.562163762001183	0.0814502768163803
TRINITY_DN196368_c2_g2	-0.933240023130507	-0.933240023130507	-0.933240023130507	-0.933240023130507	-0.933240023130507	-0.933240023130507	-0.933240023130507	4.65930671259512	2.32934347004424	-0.933240023130507	-0.491756543547862	0.969026545952564
TRINITY_DN150428_c1_g2	-0.459950773595804	-0.459950773595804	-0.459950773595804	-0.459950773595804	-0.459950773595804	-0.459950773595804	-0.459950773595804	0.410315296800179	0.978874339579821	0.868311255013609	1.42210529737282	-0.459950773595804
TRINITY_DN182720_c5_g2	-0.728562986544628	-0.728562986544628	-0.728562986544628	-0.728562986544628	-0.728562986544628	-0.728562986544628	-0.0897940421276777	1.63208221591559	2.17041924021673	1.05552215619013	-0.460727594447013	0.0638759435200102
TRINITY_DN193252_c3_g2	-1.16837948617803	-1.16837948617803	-0.77331668666045	-0.90775157805133	-0.697452228702901	-1.16837948617803	-1.16837948617803	4.44847807968394	4.33092429208952	-0.682952659007786	-1.00102155843951	-0.0433897161993646
TRINITY_DN221718_c0_g1	-0.757104920304188	-0.757104920304188	-0.757104920304188	-0.757104920304188	-0.757104920304188	-0.757104920304188	-0.757104920304188	3.41706177488054	2.73577372790154	-0.365337200348192	-0.757104920304188	0.269341059999613
TRINITY_DN59992_c0_g1	-0.506907896583334	-0.506907896583334	-0.506907896583334	-0.506907896583334	-0.506907896583334	-0.506907896583334	-0.506907896583334	1.47128773309832	1.91640134065905	-0.0569504129553304	-0.506907896583334	0.724524511864631
TRINITY_DN154703_c0_g1	-0.60568345211384	-0.60568345211384	-0.60568345211384	-0.60568345211384	-0.60568345211384	-0.60568345211384	-0.60568345211384	2.2370942931816	2.62805125222283	-0.60568345211384	-0.324727138282784	0.305049209789072
TRINITY_DN176186_c2_g1	-0.38701462862565	-0.38701462862565	-0.38701462862565	-0.38701462862565	-0.38701462862565	-0.38701462862565	-0.32904455998832	2.06215052818653	1.50828799270766	-0.245581837696354	-0.38701462862565	-0.286709722829964
TRINITY_DN169808_c0_g1	-1.27487532463111	-1.02270191142909	-0.547172651793876	-0.803948067155987	-0.199000457655987	-1.036088465044	-1.01304366587898	3.60272170402679	3.83172425522256	-0.739817729736272	-0.984450920765815	0.186653234841763
TRINITY_DN235682_c0_g1	-1.18685112845665	-1.18685112845665	-0.910652263424404	-0.711766245507863	-1.18685112845665	-0.791788328939068	-0.264653280060279	4.17347802850063	3.43736676832399	-0.566733963427961	-1.18685112845665	0.382153798361534
TRINITY_DN181278_c5_g1	-0.643940507073286	-0.643940507073286	-0.643940507073286	-0.573551179181888	-0.643940507073286	-0.550380330910948	-0.612545310797752	2.13342660237713	3.12995035401935	-0.643940507073286	-0.385723117537268	0.078525517397805
TRINITY_DN185128_c4_g1	-0.575513301964333	-0.575513301964333	-0.575513301964333	-0.575513301964333	-0.575513301964333	-0.575513301964333	-0.575513301964333	1.75791043176086	2.23575220181241	0.833198559065096	-0.575513301964333	-0.222754776923697
TRINITY_DN188192_c4_g1	-0.692170507583515	-0.692170507583515	-0.692170507583515	-0.692170507583515	-0.692170507583515	-0.692170507583515	-0.692170507583515	3.19242741340655	2.79595883996655	-0.282915360898677	-0.692170507583515	-0.168106831806304
TRINITY_DN178944_c1_g2	-0.587389299112795	-0.587389299112795	-0.587389299112795	-0.587389299112795	-0.427760113291567	-0.587389299112795	-0.543344966406774	2.18723964825841	2.29447105930844	-0.455141500814355	-0.259701934936748	0.14118430344657
TRINITY_DN164603_c1_g1	-0.851414839642072	-0.53179690544191	-0.851414839642072	-0.851414839642072	-0.381528863367608	-0.639779586314922	-0.436738059215186	3.00616811574208	2.8118159082183	-0.233176184046617	-0.535269097348716	-0.5054508092992
TRINITY_DN208067_c0_g1	0.688013502738914	-0.597684623219211	-0.170078450437311	2.01372385780575	0.911251038645185	0.740882413781941	-0.597684623219211	-0.597684623219211	-0.597684623219211	-0.597684623219211	-0.597684623219211	-0.597684623219211
TRINITY_DN170853_c5_g4	-0.482867360526885	1.2149064590283	0.487986293813598	0.99998092254158	-0.482867360526885	1.1600652088316	-0.482867360526885	-0.482867360526885	-0.482867360526885	-0.482867360526885	-0.482867360526885	-0.482867360526885
TRINITY_DN181380_c3_g1	-0.509896365148317	-0.509896365148317	-0.509896365148317	-0.509896365148317	-0.509896365148317	-0.509896365148317	-0.0244695379780751	2.09654586298329	2.09583500066741	-0.509896365148317	-0.509896365148317	-0.0887404044860932
TRINITY_DN162256_c10_g1	-0.373888026915932	-0.45770324234508	-0.964609796925774	-0.551015714516598	-0.964609796925774	-0.620917727746755	0.133674998797649	2.66428042210204	1.88838779068754	-0.667124881215199	-0.458718867195816	0.372244842199692
TRINITY_DN160681_c0_g1	-0.436350927423104	-0.436350927423104	-0.436350927423104	-0.436350927423104	-0.321317684476864	-0.436350927423104	-0.436350927423104	1.44335483885918	2.16582086333028	-0.0779546654664497	-0.364588258123012	-0.227209529584512
TRINITY_DN191452_c0_g6	-0.631969505209212	-0.631969505209212	-0.631969505209212	-0.631969505209212	-0.631969505209212	-0.631969505209212	-0.631969505209212	1.82588740520456	2.7114383170886	-0.222714358524374	-0.252348543153504	0.361523715849204
TRINITY_DN189021_c1_g1	-0.802236994568391	-0.652977629068768	-0.802236994568391	-0.680558437980138	-0.802236994568391	-0.61700474033823	-0.802236994568391	3.16114464599091	2.25035279159054	0.465598397529224	-0.66211277065932	-0.0554942787906547
TRINITY_DN170523_c1_g2	-0.629277369238387	-0.629277369238387	-0.426389535768243	-0.629277369238387	-0.629277369238387	-0.629277369238387	-0.225464307621797	1.6629154046635	2.10754394820977	0.955204152968267	-0.629277369238387	-0.298145447021185
TRINITY_DN164588_c1_g1	-1.02848145774503	-1.02848145774503	-0.858556456302722	-0.452201200123679	-0.866271421430728	-1.02848145774503	-1.02848145774503	3.09128970420787	3.94577250498309	-0.916114934672472	-0.9268313816506	1.09683901596938
TRINITY_DN259547_c0_g1	-0.649270164046314	-0.649270164046314	-0.649270164046314	-0.649270164046314	-0.649270164046314	-0.649270164046314	-0.649270164046314	2.34041383925142	2.81238935308479	-0.321582799870266	-0.649270164046314	0.362940919904561
TRINITY_DN187901_c0_g3	-0.548092753873433	-0.548092753873433	-0.468117377152837	-0.466753126421495	-0.548092753873433	-0.548092753873433	-0.548092753873433	2.46179183505841	2.56394008236038	-0.445098760550108	-0.501252499670461	-0.404046384256727
TRINITY_DN148205_c0_g1	-0.423389792396959	-0.423389792396959	-0.206779723654517	-0.423389792396959	-0.423389792396959	-0.423389792396959	-0.343414415676363	1.22138942686599	1.39218563646561	-0.0672459821716831	-0.0272303033238039	0.148044323479551
TRINITY_DN169400_c0_g1	-0.678483410192194	-0.519347594440049	-0.583535006136931	-0.663142864057708	-0.612708142541955	-0.719726392424075	-0.691157240227304	2.8376836977448	3.05795632464948	-0.545959324687368	-0.686920247340834	-0.194659800345864
TRINITY_DN190598_c1_g1	-0.812609401149036	-0.51982765192119	-0.812609401149036	-0.812609401149036	-0.812609401149036	-0.812609401149036	-0.548373250105489	3.2122421471919	2.5064304144135	-0.647823123005696	-0.176622897403413	0.237021366575565
TRINITY_DN177999_c2_g1	-0.677324006784806	-0.677324006784806	-0.469431155143473	-0.677324006784806	-0.478201364771205	-0.593259741996331	-0.463199201431959	2.33094773117874	2.99894340148108	-0.475690145615155	-0.613821064478648	-0.204316438868632
TRINITY_DN184735_c2_g2	-0.725293444304864	-0.602289490250044	-0.603614887716611	-0.725293444304864	-0.497552368465735	-0.648050445372403	-0.626334964216695	2.95806615471564	2.69451508463441	-0.692487299221622	-0.639868788052186	0.108203892554971
TRINITY_DN168316_c5_g1	-1.0617922972649	-0.659070120419291	-0.941440356899674	-0.941440356899674	-0.840224508726487	-0.968232121102558	-1.0617922972649	3.20948396191103	3.37383629678719	-0.367580689497006	-1.0617922972649	1.32004478664115
TRINITY_DN165847_c12_g1	-0.778656851432515	-0.778656851432515	-0.778656851432515	-0.778656851432515	-0.778656851432515	-0.778656851432515	-0.0702488679489189	2.50467231661913	2.22925623021075	-0.778656851432515	-0.0131221050695383	0.800040386216188
TRINITY_DN273962_c0_g1	-0.772005577783137	-0.772005577783137	-0.772005577783137	-0.772005577783137	-0.772005577783137	-0.772005577783137	-0.772005577783137	3.63928506993196	3.44468208649736	-0.551675622903582	-0.772005577783137	-0.356246911260639
TRINITY_DN191341_c2_g4	-0.613606857694748	-0.613606857694748	-0.613606857694748	-0.613606857694748	-0.613606857694748	-0.613606857694748	-0.613606857694748	2.41955180908625	3.03968250446091	-0.214162293105291	-0.613606857694748	-0.336217158883885
TRINITY_DN181742_c2_g1	-1.69129684332214	-1.35787310959695	-1.16823678152689	-1.41987116722921	-1.00782495046691	-0.821030772926158	-1.53166765750091	4.35414612743903	4.22816242578943	-0.265837538556786	-0.580265530933397	1.2615957988309
TRINITY_DN195197_c1_g1	-0.489425013911292	-0.489425013911292	-0.489425013911292	-0.489425013911292	-0.489425013911292	-0.489425013911292	0.235661710718934	1.35696800694107	1.76395922188878	-0.489425013911292	-0.489425013911292	0.558811171741555
TRINITY_DN181874_c4_g1	-1.2662176358219	-1.35707106627301	-1.25676616047733	-1.12195674589666	-1.14668220182761	-1.14294626092017	-1.29356812396685	3.69247257955531	6.30417260102763	-1.13056253646433	-1.26351089011067	0.982636441175584
TRINITY_DN167319_c4_g1	-0.847543229926224	-0.667395368767795	-0.501579199583352	-0.847543229926224	-0.706110438996928	-0.731178473234439	-0.693089637246351	3.16493605449778	3.30220388957846	-0.658509405536207	-0.67505571441609	-0.139135246442628
TRINITY_DN173643_c8_g4	-0.57834664740025	-0.57834664740025	-0.57834664740025	-0.57834664740025	-0.57834664740025	-0.57834664740025	-0.57834664740025	2.70349994417636	2.86340239960899	-0.57834664740025	-0.455342693345431	-0.484786471237913
TRINITY_DN166728_c4_g3	-0.75511513787753	-0.68610045996235	-0.75511513787753	-0.698531609511163	-0.415977752957944	-0.656156657789361	0.469542596243208	2.65549732854322	2.42359950329791	-0.75511513787753	-0.608459915758065	-0.218067618472873
TRINITY_DN163456_c8_g1	-0.901381323237591	-0.901381323237591	-0.901381323237591	-0.774408466979826	-0.649207910035564	-0.703515931883854	-0.901381323237591	3.74639366988859	3.1022209134426	-0.584077254875677	-0.749522506510586	0.217642779904683
TRINITY_DN182791_c3_g1	-0.695261488489115	-0.310989294266376	-0.667219885750717	-0.722415539992841	-0.65065287069275	-0.635631773850775	-0.685384809047874	2.4590051002873	3.01451398634649	-0.65065287069275	-0.618078880178106	0.16276832632751
TRINITY_DN183221_c3_g5	-1.56400212294676	-0.688464210038494	-0.770905421378819	-2.70674229506284	-1.35454875731781	-1.5145481297795	-1.7921777715689	5.73080589246682	6.42211300245488	-1.29748714837801	-2.70674229506284	2.24269925661229
TRINITY_DN184439_c2_g1	-0.73364721666301	-0.678451562420886	-0.589600847046304	-0.527003992679615	-0.648222560410333	-0.73364721666301	-0.689602883956989	2.43980006939426	3.63169538116276	-0.677063688296643	-0.685411031010163	-0.108844451410063
TRINITY_DN177043_c0_g1	-0.607192216965908	-0.607192216965908	-0.607192216965908	-0.607192216965908	-0.607192216965908	-0.607192216965908	-0.607192216965908	2.53995164022712	1.6555415960882	-0.118677208008095	-0.607192216965908	0.78072170742004
TRINITY_DN172075_c7_g2	-0.957192750712357	-1.30882107981514	-1.30882107981514	-1.30882107981514	-0.873725928195042	-1.30882107981514	-1.30882107981514	4.33312949452255	4.18565853515373	-0.313879369638169	-1.01368583081432	1.18380124875931
TRINITY_DN170175_c8_g1	-0.662189590811674	-0.505145880666094	-0.59730673922682	-0.662189590811674	-0.600067878903877	-0.561884685015989	-0.662189590811674	2.86775625897158	2.58573792263191	-0.288123872589136	-0.625158859866707	-0.289237492899845
TRINITY_DN169097_c0_g1	-0.913829714588133	-1.11420851257216	-0.843978605334161	-1.11420851257216	-1.11420851257216	-1.11420851257216	-1.11420851257216	4.82786021324024	2.8966608206162	-0.500676859654232	-1.11420851257216	1.21921522115303
TRINITY_DN129870_c0_g1	0.207191802868349	-0.547268170757129	0.768298059561819	1.68968358783095	0.920532985731278	0.245170759307508	-0.547268170757129	-0.547268170757129	-0.547268170757129	-0.547268170757129	-0.547268170757129	-0.547268170757129
TRINITY_DN187301_c3_g1	-0.444471725843125	-0.444471725843125	-0.444471725843125	-0.444471725843125	-0.444471725843125	-0.444471725843125	-0.444471725843125	2.11208031040809	0.849487253185569	0.29710312157567	-0.444471725843125	0.29710312157567
TRINITY_DN163890_c3_g8	-1.16641274257163	-1.2271519004293	-1.07010819028372	-0.923809505941973	-0.227151900429304	-0.881187870086432	-0.921473157187016	3.34816043025813	3.48648893261025	-0.58560587134178	-0.96411749459551	1.13236926999829
TRINITY_DN159255_c0_g7	0.922214456718842	-0.422045938266577	0.305656734570661	0.72200043135013	0.702282196735625	0.302167748490781	-0.422045938266577	-0.422045938266577	-0.422045938266577	-0.422045938266577	-0.422045938266577	-0.422045938266577
TRINITY_DN181869_c0_g1	-0.651121345212271	-0.696564315973438	-0.696564315973438	-0.696564315973438	-0.696564315973438	-0.696564315973438	0.151432590581512	2.42146310661736	2.36986935754254	-0.696564315973438	-0.320273932636386	0.20801611894788
TRINITY_DN186477_c0_g2	-0.517336790598536	-0.517336790598536	-0.517336790598536	-0.517336790598536	-0.517336790598536	-0.517336790598536	-0.517336790598536	2.3645235678227	1.88838333678271	-0.27854993101142	-0.517336790598536	0.164337351194297
TRINITY_DN192865_c0_g4	-0.59225596534407	-0.681754116183172	-0.681754116183172	-0.619632404275375	-0.681754116183172	-0.681754116183172	-0.681754116183172	2.75879949224844	2.76714683496196	-0.565389359491388	-0.681754116183172	0.341856098999473
TRINITY_DN261243_c0_g1	-0.787317058016817	-0.842512712258941	-0.420279711575893	-0.565123013448077	-0.842512712258941	-0.728812213094213	-0.563933161800518	2.87721834449091	2.77513840716839	-0.459568842689951	-0.639624878788798	0.19732755227285
TRINITY_DN266000_c0_g1	-0.781777992638212	-0.781777992638212	-0.781777992638212	-0.781777992638212	-0.530816419104993	-0.781777992638212	-0.781777992638212	3.03850310386366	2.95753007822217	-0.602904034468416	-0.616991714494872	0.445346941811714
TRINITY_DN126389_c0_g1	-0.473211997222479	-0.473211997222479	-0.473211997222479	-0.473211997222479	-0.473211997222479	-0.473211997222479	-0.473211997222479	1.60403100170998	2.71439741200405	-0.358178754276239	-0.473211997222479	-0.174553681657964
TRINITY_DN164049_c6_g5	-2.2955751317069	-0.860479980086807	-0.99515850387003	-1.76051753681206	-0.438788585418824	-1.5089787698161	-1.10527634008031	5.08606298662632	4.80154049622755	-0.781579152339892	-1.93830465602734	1.7970551733044
TRINITY_DN173638_c10_g6	-1.06061545357196	-0.792780061474343	-1.00264538493463	-0.945582210625718	-0.848980200244809	-0.971117302732856	-0.83287437773283	3.65664969138811	3.73551503082339	-0.394313325398863	-0.928367655273518	0.385111249778026
TRINITY_DN173499_c4_g3	-1.19533557466592	-1.03883108898593	-0.718355754817773	-0.470209687641681	-0.526541483141291	-0.705950733926992	-0.85868597407179	3.30961070322375	3.64451422040069	-1.25191910303228	-0.793362110090699	0.60506658674992
TRINITY_DN190221_c1_g1	-0.798193526061613	-0.663315471718501	-0.742997871819489	-0.652842140488993	-0.453365029064172	-0.798193526061613	-0.779559351922562	2.81380503842729	3.07335445792348	-0.727804198170215	-0.600328134707875	0.32943975366426
TRINITY_DN193355_c3_g2	-0.534080762432347	-0.534080762432347	-0.534080762432347	-0.534080762432347	-0.534080762432347	-0.534080762432347	-0.341255358879956	2.32290492734986	2.49660844163879	-0.409752627430145	-0.534080762432347	-0.329940045652122
