non-bleached_44_01	non-bleached_44_02	non-bleached_44_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_k4_03
non-bleached_44_01	1	0.777423950019932	0.731817976300809	-0.87004364000886	-0.856518228442787	-0.859484096476468
non-bleached_44_02	0.777423950019932	1	0.737665569404409	-0.881877614057899	-0.868578128629394	-0.872126482903966
non-bleached_44_03	0.731817976300809	0.737665569404409	1	-0.861071589937438	-0.850375248288478	-0.850874406864374
non-bleached_k4_01	-0.87004364000886	-0.881877614057899	-0.861071589937438	1	0.848994608308633	0.854663914807194
non-bleached_k4_02	-0.856518228442787	-0.868578128629394	-0.850375248288478	0.848994608308633	1	0.826806226637005
non-bleached_k4_03	-0.859484096476468	-0.872126482903966	-0.850874406864374	0.854663914807194	0.826806226637005	1
