non-bleached_44_01	non-bleached_44_02	non-bleached_44_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_k4_03
TRINITY_GG_18677_c20_g2	1.76283204792477	1.87460296257839	0.0442105044439114	-1.22721517164902	-1.22721517164902	-1.22721517164902
TRINITY_GG_87769_c0_g1	1.25427889274625	0.318347037796978	1.66738406710373	-1.08000333254899	-1.08000333254899	-1.08000333254899
TRINITY_GG_19144_c1_g3	1.21918245448219	0.663019801823264	0.886510269100561	-0.922904175135338	-0.922904175135338	-0.922904175135338
TRINITY_GG_52150_c0_g1	-1.33414724789381	-1.33414724789381	-1.33414724789381	1.4791722070284	0.519848399282586	2.00342113737044
TRINITY_GG_13276_c3_g1	0.614224037283065	1.53538014982821	0.480974062194299	-0.876859416435191	-0.876859416435191	-0.876859416435191
TRINITY_GG_19852_c0_g1	0.901446613683125	3.00941087480312	3.32540998850459	-2.53498177436943	-2.40141824862832	-2.29986745399307
TRINITY_GG_17543_c0_g1	1.19955018975301	1.28776564773109	0.095213529938276	-0.860843122474127	-0.860843122474127	-0.860843122474127
TRINITY_GG_15887_c7_g1	-1.51631989021136	-1.51631989021136	-1.51631989021136	2.15372728913845	0.442708328732338	1.95252405276328
TRINITY_GG_66169_c2_g1	-1.01261927734278	-1.01261927734278	-1.01261927734278	1.65118073818898	1.30844294073102	0.0782341531083339
TRINITY_GG_10887_c32_g1	0.92293278130101	0.506467577758308	1.06004707125905	-0.829815810106124	-0.829815810106124	-0.829815810106124
TRINITY_GG_31644_c17_g2	0.874757829491687	0.565399556293306	0.851875958990794	-0.764011114925263	-0.764011114925263	-0.764011114925263
TRINITY_GG_98105_c11_g1	0.337494698960063	1.44613164971235	1.34275244061452	-1.04212626309565	-1.04212626309565	-1.04212626309565
TRINITY_GG_76820_c1_g1	-1.23625647243885	-1.23625647243885	-1.23625647243885	1.77201526552469	0.38057169416608	1.55618245762579
TRINITY_GG_92665_c0_g1	0.907647409610229	1.45067002318809	0.675043886346441	-1.01112043971492	-1.01112043971492	-1.01112043971492
TRINITY_GG_97193_c0_g1	2.59769839805276	3.00370511733623	1.88737615323374	-2.57290771524233	-2.47125763914789	-2.44461431423251
TRINITY_GG_85769_c0_g3	2.20605453255722	0.598722598121531	1.97089965558515	-1.59189226208797	-1.59189226208797	-1.59189226208797
TRINITY_GG_78374_c16_g2	0.47663616541665	1.1911670544695	1.19474977342322	-0.954184331103122	-0.954184331103122	-0.954184331103122
TRINITY_GG_5710_c0_g1	-1.59974828089878	-1.59974828089878	-1.59974828089878	2.03681834068846	0.641786860896933	2.12063964111096
TRINITY_GG_7561_c0_g1	-0.806313811463976	-0.806313811463976	-0.806313811463976	0.726751110405662	0.783928896598615	0.90826142738765
TRINITY_GG_87467_c0_g2	0.709898339934226	1.42812737151885	0.798834500341892	-0.978953403931655	-0.978953403931655	-0.978953403931655
TRINITY_GG_75902_c19_g1	-1.20392348591735	-1.08268444350223	-1.25772992961314	1.29193924111335	1.45111944749204	0.801279170427322
TRINITY_GG_66429_c0_g1	0.455507948000517	1.85049181683414	0.752731040010137	-1.01957693494827	-1.01957693494827	-1.01957693494827
TRINITY_GG_93059_c1_g2	1.87102335973177	0.225623063303195	1.26096987804778	-1.11920543369425	-1.11920543369425	-1.11920543369425
TRINITY_GG_63115_c0_g1	-0.910330656046385	-0.910330656046385	-0.910330656046385	1.36557034689315	-0.155870682420906	1.52129230366691
TRINITY_GG_34018_c1_g1	0.72947803248002	0.396447484024249	1.34572189606165	-0.823882470855307	-0.823882470855307	-0.823882470855307
TRINITY_GG_34813_c16_g1	-1.01902630316721	-1.01902630316721	-1.01902630316721	1.09534072178479	0.0095428490295586	1.95219533868729
TRINITY_GG_54216_c1_g1	-1.4151051133244	-1.4151051133244	-1.4151051133244	1.88443262624838	1.08467700682291	1.2762057069019
TRINITY_GG_101740_c2_g1	-1.00484695286709	-1.00484695286709	-1.00484695286709	1.52597291704643	0.710167797043806	0.778400144511029
TRINITY_GG_81642_c9_g3	1.15100175262712	1.19031323867849	1.49974631553356	-1.28035376894639	-1.28035376894639	-1.28035376894639
TRINITY_GG_68023_c0_g2	-0.854718412280013	-0.854718412280013	-0.854718412280013	0.790522100365252	1.57315589451267	0.200477241962112
TRINITY_GG_12030_c37_g1	-0.976298883786831	-0.976298883786831	-0.976298883786831	0.808205099142736	1.84663516424154	0.274056387976217
TRINITY_GG_87883_c0_g1	-0.938182117740415	-0.938182117740415	-0.938182117740415	-0.173496265218282	1.02010378318284	1.96793883525668
TRINITY_GG_7121_c0_g4	1.218174151927	1.033848356617	1.32040562396723	-1.19080937750374	-1.19080937750374	-1.19080937750374
TRINITY_GG_11630_c40_g1	-1.1735011488628	-1.1735011488628	-1.1735011488628	1.70050885667767	0.192751114836762	1.62724347507398
TRINITY_GG_27704_c0_g2	2.72636801474942	1.79107173189386	2.91099042764076	-2.34759312239309	-2.54041852594548	-2.54041852594548
TRINITY_GG_5918_c1_g1	-1.47190302296993	-1.47190302296993	-1.47190302296993	0.384883523318149	0.383289384989222	3.64753616060243
TRINITY_GG_12144_c33_g1	1.30196919074242	1.32185960287313	1.56024835291293	-1.39469238217616	-1.39469238217616	-1.39469238217616
TRINITY_GG_77718_c41_g1	-0.816295134344797	-0.816295134344797	-0.816295134344797	0.68959579538516	0.925279713073999	0.834009894575231
TRINITY_GG_78969_c0_g2	-0.948070917654671	-0.948070917654671	-0.948070917654671	0.429330513131123	0.958050035342429	1.45683220449046
TRINITY_GG_11605_c70_g1	0.644407790295848	0.675098859003586	0.966879990428539	-0.762128879909324	-0.762128879909324	-0.762128879909324
TRINITY_GG_81920_c25_g1	0.385753703619738	1.40268804264677	1.78980744307816	-1.22258244672792	-1.13308429588882	-1.22258244672792
TRINITY_GG_12833_c9_g1	-0.886086911463331	-0.886086911463331	-0.886086911463331	1.42017532826452	0.552738201712294	0.685347204413178
TRINITY_GG_94587_c0_g1	1.38335320999345	1.77032547865045	1.74228776866165	-1.67738594786423	-1.54119456157709	-1.67738594786423
TRINITY_GG_73672_c9_g1	-0.578858970678103	2.38276026331409	1.25393778166862	-1.01927969143487	-1.01927969143487	-1.01927969143487
TRINITY_GG_21811_c19_g1	-0.808104194729062	-0.808104194729062	-0.808104194729062	0.708415302932034	0.831127968520215	0.884769312734937
TRINITY_GG_72540_c53_g1	-0.773714526978679	-0.773714526978679	-0.773714526978679	1.08585752983857	0.836513062566014	0.398772988531455
TRINITY_GG_18508_c93_g1	1.06446563960826	1.41683667558501	0.122618325642369	-0.867973546945214	-0.867973546945214	-0.867973546945214
TRINITY_GG_78359_c38_g1	-1.49494466140411	-1.49494466140411	-1.49494466140411	1.9935703475537	1.60603298632071	0.885230650337916
TRINITY_GG_54890_c1_g1	0.475758585466802	1.00683438920849	0.830267570519887	-0.770953515065059	-0.770953515065059	-0.770953515065059
TRINITY_GG_62960_c0_g1	-1.04936558351609	-1.04936558351609	-1.04936558351609	1.84108110916381	0.704238952763901	0.60277668862057
TRINITY_GG_80373_c0_g2	1.49056247503003	0.850321373146867	0.854141060421532	-1.06500830286614	-1.06500830286614	-1.06500830286614
TRINITY_GG_49550_c1_g1	-0.850885779498296	-0.850885779498296	-0.850885779498296	1.19070766916089	1.03077883982205	0.331170829511954
TRINITY_GG_47136_c0_g1	-0.844319508779007	-0.844319508779007	-0.844319508779007	1.58569807794865	0.799536680995718	0.14772376739265
TRINITY_GG_68678_c0_g2	-0.166654144934471	1.43605182738249	1.51952444699713	-0.929640709815048	-0.929640709815048	-0.929640709815048
TRINITY_GG_101056_c0_g1	-1.07783890619577	-1.07783890619577	-1.07783890619577	0.951790661367297	1.53215238901691	0.749573668203091
TRINITY_GG_7557_c2_g1	-1.24569474590274	-1.24569474590274	-1.24569474590274	1.44494583271296	0.914902799977817	1.37723560501744
TRINITY_GG_87197_c8_g1	1.62757968319528	1.00603381443406	0.0850849432678131	-0.906232813632386	-0.906232813632386	-0.906232813632386
TRINITY_GG_75789_c55_g1	0.134143263625016	3.3274896890108	-0.0569633041451527	-1.13488988283022	-1.13488988283022	-1.13488988283022
TRINITY_GG_96540_c0_g1	-1.3261625779918	-1.25181523653172	-1.39516536561223	1.01349168579194	1.31117887009126	1.64847262425255
TRINITY_GG_99274_c0_g1	0.0146287898603679	3.42394109902709	4.75051654414647	-2.98863076391064	-2.69725173238289	-2.5032039367404
TRINITY_GG_71712_c0_g1	1.98585243786142	1.40378148411747	1.53888797289607	-2.51447662902523	-1.53071018686972	-0.883335078980003
TRINITY_GG_13634_c131_g1	-0.966544484501117	-0.966544484501117	-0.966544484501117	1.08621917270845	0.68100028520785	1.13241399558705
TRINITY_GG_91865_c10_g2	-1.45604185816339	-1.45604185816339	-1.45604185816339	1.14968950765233	2.1501634547791	1.06827261205876
TRINITY_GG_34743_c0_g2	-1.02638003289808	-1.02638003289808	-1.02638003289808	1.47773183111075	0.685555324080843	0.915852943502638
TRINITY_GG_28509_c0_g1	1.282884804762	0.44477570974578	1.39120024376288	-1.03962025275689	-1.03962025275689	-1.03962025275689
TRINITY_GG_101652_c4_g2	-2.23280528511927	-1.93909750338714	-1.0707137616827	3.05607288336266	0.821024308760692	1.36551935806576
TRINITY_GG_15262_c11_g1	-0.980654165741851	-0.980654165741851	-0.980654165741851	0.166652533038442	1.17509506693609	1.60021489725102
TRINITY_GG_48539_c0_g1	1.68934948608682	1.36113286847102	2.31877275394417	-1.789751702834	-1.789751702834	-1.789751702834
TRINITY_GG_45115_c3_g1	0.355518380516611	1.88796615366259	1.46212563430049	-1.23520338949323	-1.23520338949323	-1.23520338949323
TRINITY_GG_37388_c0_g1	-1.15693487155503	-1.15693487155503	-1.15693487155503	0.640078106281113	1.20483348786412	1.62589302051986
TRINITY_GG_76511_c23_g3	1.65149007601471	1.11967092220455	0.386328585326904	-1.05249652784872	-1.05249652784872	-1.05249652784872
TRINITY_GG_106637_c1_g2	0.647818984443023	0.989981563070439	0.9242062954202	-0.854002280977887	-0.854002280977887	-0.854002280977887
TRINITY_GG_74949_c38_g1	-0.235792820547877	1.50389680571491	1.98086003624478	-1.08298800713727	-1.08298800713727	-1.08298800713727
TRINITY_GG_56274_c0_g1	-1.10910576036749	-1.10910576036749	-1.10910576036749	2.10501904498536	1.0065933930641	0.215704843052997
TRINITY_GG_15780_c10_g1	-1.47953049865485	-1.47953049865485	-1.47953049865485	0.635169673750634	-0.972623944074153	4.77604576628806
TRINITY_GG_84828_c0_g1	0.92573157591998	0.870896769029403	0.590951123616817	-0.7958598228554	-0.7958598228554	-0.7958598228554
TRINITY_GG_28029_c27_g1	0.407591714649652	2.35933654604243	0.822510566365545	-1.19647960901921	-1.19647960901921	-1.19647960901921
TRINITY_GG_84346_c3_g3	0.613053406655678	1.16010945123195	1.60981212234264	-1.12765832674342	-1.12765832674342	-1.12765832674342
TRINITY_GG_17861_c14_g1	0.338251111238145	0.332698718082358	1.99936769956821	-0.890105842962903	-0.890105842962903	-0.890105842962903
TRINITY_GG_86831_c1_g1	0.239674328869044	0.607993579171513	1.61760090684555	-0.821756271628703	-0.821756271628703	-0.821756271628703
TRINITY_GG_46245_c1_g1	-0.885147738197318	-0.885147738197318	-0.885147738197318	0.783425278278571	1.45968075880012	0.412337177513257
TRINITY_GG_7881_c1_g1	-0.989593644143493	-0.989593644143493	-0.989593644143493	0.173905088139386	1.34697539762562	1.44790044666547
TRINITY_GG_76550_c0_g1	-1.26726618076542	-1.60216514873101	-1.1058027580713	0.747993605431831	1.65269117330286	1.57454930883303
TRINITY_GG_69523_c7_g1	0.226982135828795	1.35923506599956	0.843928583520164	-0.810048595116172	-0.810048595116172	-0.810048595116172
TRINITY_GG_85624_c67_g2	0.554092507800269	0.938540734845692	1.1519750161095	-0.881536086251821	-0.881536086251821	-0.881536086251821
TRINITY_GG_13615_c78_g2	0.0675708453913988	1.36044726275412	1.0691163142493	-0.832378140798273	-0.832378140798273	-0.832378140798273
TRINITY_GG_84420_c0_g2	-0.909633800295034	-0.909633800295034	-0.909633800295034	0.629897271179117	1.1947028595197	0.904301270186283
TRINITY_GG_77101_c0_g1	0.361211687664744	0.744035579536514	1.39148676705326	-0.832244678084841	-0.832244678084841	-0.832244678084841
TRINITY_GG_92343_c0_g1	2.68857051077454	1.0272039076987	1.61663327924045	-1.77746923257123	-1.77746923257123	-1.77746923257123
TRINITY_GG_6980_c155_g1	1.79540230776713	0.57651849443059	0.390211100873328	-0.920710634357016	-0.920710634357016	-0.920710634357016
TRINITY_GG_29264_c1_g1	2.29079254641413	2.60388936715555	2.43986659505435	-2.44235317659528	-2.49893670496164	-2.39325862706711
TRINITY_GG_56007_c0_g2	0.940750731576007	0.95138054255306	0.890491537461304	-0.92754093719679	-0.92754093719679	-0.92754093719679
TRINITY_GG_68573_c0_g1	3.61014470220773	-1.8042682646075	4.50712061509198	-2.03739579970514	-2.16867298533191	-2.10692826765516
TRINITY_GG_33473_c4_g1	1.35796785850294	0.848401242422309	0.871047529441217	-1.02580554345549	-1.02580554345549	-1.02580554345549
TRINITY_GG_31644_c20_g1	0.171114252086486	1.12943308650201	1.15134598232641	-0.817297773638302	-0.817297773638302	-0.817297773638302
TRINITY_GG_83313_c24_g1	0.517623279998386	1.76969861712852	0.525493976229351	-0.937605291118753	-0.937605291118753	-0.937605291118753
TRINITY_GG_36494_c0_g1	2.61340431128499	4.35766752870737	-0.937402785029336	-2.01122301832101	-2.01122301832101	-2.01122301832101
TRINITY_GG_81143_c42_g1	-0.848879773888605	-0.848879773888605	-0.848879773888605	1.09822527767927	0.0339588818786454	1.4144551621079
TRINITY_GG_16432_c49_g1	-2.06559967215594	-2.24727039126744	-2.11510317089287	2.51009950537139	2.86831296520282	1.04956076374206
TRINITY_GG_106200_c0_g1	1.56366691908205	2.29631234519948	1.26846848815382	-1.43589741881562	-2.05435098460613	-1.6381993490136
TRINITY_GG_93575_c75_g1	-1.7959444663357	-1.7959444663357	-1.7959444663357	1.67094363327252	1.63420696972553	2.08268279600905
TRINITY_GG_78641_c8_g1	-2.49690633447153	-2.49690633447153	-2.49690633447153	2.37439521611514	2.37409944046163	2.74222434683782
TRINITY_GG_19938_c4_g1	0.626797921757139	1.29112428871211	0.461918372197454	-0.793280194222235	-0.793280194222235	-0.793280194222235
TRINITY_GG_26179_c0_g1	-1.41992062042497	-1.73748917593358	-0.859914147149621	1.29688290467295	1.38037779694563	1.34006324188959
TRINITY_GG_22538_c0_g1	1.27159491310834	1.0219434061823	1.62196887440372	-1.30516906456479	-1.30516906456479	-1.30516906456479
TRINITY_GG_29105_c0_g1	0.744131254742553	2.54227961184694	0.454059950373828	-1.24682360565444	-1.24682360565444	-1.24682360565444
TRINITY_GG_65382_c0_g1	1.41861033746688	0.950461501728478	0.865251112209517	-1.07810765046829	-1.07810765046829	-1.07810765046829
TRINITY_GG_102423_c1_g1	0.418002855861036	0.770069583413192	1.62296778580131	-0.937013408358514	-0.937013408358514	-0.937013408358514
TRINITY_GG_64427_c23_g1	0.739673884338054	0.601018324240957	1.38153877629369	-0.9074103282909	-0.9074103282909	-0.9074103282909
TRINITY_GG_58062_c0_g1	-1.34596455381862	-1.34596455381862	-1.34596455381862	1.10002693709582	1.12808204550069	1.80978467885933
TRINITY_GG_98548_c0_g1	0.330431553271711	1.16711717918228	0.905925060715281	-0.801157931056425	-0.801157931056425	-0.801157931056425
TRINITY_GG_83924_c0_g1	1.41102685318009	1.66575335763615	0.137349734572854	-1.08977519987707	-1.03457954563495	-1.08977519987707
TRINITY_GG_12003_c19_g2	0.423861944416389	1.96124108076712	0.932024464289009	-1.10570916315751	-1.10570916315751	-1.10570916315751
TRINITY_GG_85520_c0_g1	1.10369735261106	0.799026581208501	0.950729439334102	-0.951151124384556	-0.951151124384556	-0.951151124384556
TRINITY_GG_72174_c0_g1	0.816248735544667	0.881343763766552	0.778299381317351	-0.825297293542857	-0.825297293542857	-0.825297293542857
TRINITY_GG_52355_c0_g1	0.85238012519377	1.67484576393867	1.41674390163871	-1.31465659692372	-1.31465659692372	-1.31465659692372
TRINITY_GG_73716_c1_g2	-1.20731626803016	-1.20731626803016	-1.20731626803016	1.52299761826362	0.599626396547605	1.49932478927925
TRINITY_GG_100814_c3_g1	-0.926975955062521	-0.926975955062521	-0.926975955062521	0.564620639347928	1.53873736453344	0.67756986130619
TRINITY_GG_12611_c0_g1	-1.48987875012855	-1.48987875012855	-1.48987875012855	1.84626178957091	1.74308893040309	0.880285530411655
TRINITY_GG_16632_c1_g1	2.44955728016472	3.26320197079028	1.88454300094433	-1.99327001589812	-2.61220563697275	-2.99182659902845
TRINITY_GG_7062_c2_g1	0.332144028840945	2.03255088414355	1.90609953852884	-1.42359815050444	-1.42359815050444	-1.42359815050444
TRINITY_GG_72701_c88_g1	0.830531462426246	0.273391625709412	1.41700353223029	-0.840308873455316	-0.840308873455316	-0.840308873455316
TRINITY_GG_67260_c0_g1	-0.963583916917496	-0.963583916917496	-0.963583916917496	0.824684165949341	0.373841747365192	1.69222583743796
TRINITY_GG_27315_c39_g1	1.37632771478121	1.39214011321592	1.04172833131595	-1.27006538643769	-1.27006538643769	-1.27006538643769
TRINITY_GG_19727_c16_g3	-1.22190415784249	-1.22190415784249	-1.22190415784249	1.03631323169353	1.32899650680503	1.3004027350289
TRINITY_GG_56163_c0_g3	-0.801605835941864	-0.801605835941864	-0.801605835941864	0.650989598761005	1.21060524800901	0.543222661055577
TRINITY_GG_11865_c85_g1	0.108063470722795	1.65490544702489	1.03656961677957	-0.933179511509087	-0.933179511509087	-0.933179511509087
TRINITY_GG_89008_c0_g1	-0.00525742314561017	0.590691739501803	2.15100973990619	-0.912148018754129	-0.912148018754129	-0.912148018754129
TRINITY_GG_55821_c0_g1	-1.56880749898985	-1.56880749898985	-1.56880749898985	0.828447846604575	1.95249455661933	1.92548009374565
TRINITY_GG_4204_c0_g2	0.66982553401423	0.659548054818403	1.93349985781855	-1.08762448221706	-1.08762448221706	-1.08762448221706
TRINITY_GG_100791_c7_g2	-0.878584617961233	-0.878584617961233	-0.878584617961233	0.571372865666771	1.21091353287787	0.853467455339057
TRINITY_GG_24424_c0_g1	0.930139624173656	1.34720082281769	0.430303229806278	-0.902547892265876	-0.902547892265876	-0.902547892265876
TRINITY_GG_62407_c0_g1	0.355648306293257	0.466599776129529	2.37265841563352	-1.06496883268543	-1.06496883268543	-1.06496883268543
TRINITY_GG_73809_c0_g2	1.32833095831166	1.62057166307755	1.85547749683159	-1.60146003940694	-1.60146003940694	-1.60146003940694
TRINITY_GG_97415_c0_g1	-0.886584443675691	-0.886584443675691	-0.886584443675691	1.12491119516214	0.866592183646432	0.668249952218502
TRINITY_GG_22363_c12_g1	2.02280529671196	-0.412389566661388	1.78890169749698	-1.13310580918252	-1.13310580918252	-1.13310580918252
TRINITY_GG_15158_c8_g1	-0.890896318477188	-0.890896318477188	-0.890896318477188	0.69694869077709	1.34207136205446	0.633668902600012
TRINITY_GG_88140_c5_g1	0.801814852918966	1.35284858910105	2.09578973388199	-1.14235165514481	-1.69504273226295	-1.41305878849424
TRINITY_GG_12833_c12_g1	0.258080144309613	2.54808362233871	1.58568213413137	-1.46394863359323	-1.46394863359323	-1.46394863359323
