bleached_44_01	bleached_44_02	bleached_44_03	bleached_k4_01	bleached_k4_02	bleached_k4_03
TRINITY_GG_68001_c0_g1	-0.886005040641425	-0.886005040641425	-0.886005040641425	0.726583366057293	1.72658336605729	0.204848389809689
TRINITY_GG_18905_c4_g1	-0.975322174707334	-0.975322174707334	-0.975322174707334	0.609159347499319	0.459239337165274	1.85756783945741
TRINITY_GG_97479_c0_g1	-1.36765437570453	-1.36765437570453	-1.36765437570453	1.77099629018413	1.97148300921506	0.360483827714398
TRINITY_GG_58683_c23_g1	-1.16350895844639	-1.16350895844639	-1.16350895844639	1.37726228764284	1.73179366288692	0.381470924809413
TRINITY_GG_30249_c0_g1	-1.12949282515148	-1.12949282515148	-1.12949282515148	1.85400246926303	1.07276815841052	0.461707847780895
TRINITY_GG_85348_c0_g1	-1.07861125280017	-1.07861125280017	-1.07861125280017	1.06380218507357	1.24129565386784	0.930735919459086
TRINITY_GG_13695_c12_g2	-0.89435571893198	-0.89435571893198	-0.89435571893198	0.958841535838376	0.830731005698246	0.893494615259319
TRINITY_GG_59438_c5_g1	0.828007437417109	1.64380064800564	0.227277620837636	-0.899695235420129	-0.899695235420129	-0.899695235420129
TRINITY_GG_71329_c0_g1	0.174080508082245	0.553211446666751	2.4095984396506	-1.04563013146653	-1.04563013146653	-1.04563013146653
TRINITY_GG_3275_c98_g1	-0.887197106040637	-0.887197106040637	-0.887197106040637	0.685207541349695	0.450799357474379	1.52558441929784
TRINITY_GG_71567_c0_g1	-0.887058247492891	-0.887058247492891	-0.887058247492891	1.46457008160989	0.42328187311926	0.773322787749521
TRINITY_GG_59622_c3_g1	-0.925618426569446	-0.925618426569446	-0.925618426569446	1.17030599342909	0.821554110466017	0.784995175813231
TRINITY_GG_49144_c0_g1	-0.84169918070797	-0.84169918070797	-0.84169918070797	1.16262242524212	0.995032899751166	0.367442217130622
TRINITY_GG_12978_c2_g3	-0.873246486082488	-0.873246486082488	-0.873246486082488	0.802569445089781	0.483460766852893	1.33370924630479
TRINITY_GG_34593_c0_g1	-1.60092522206425	-1.24163721165228	-1.10839400819406	2.29302020722081	0.875973764589339	0.781962470100432
TRINITY_GG_100509_c0_g1	1.07470710330376	2.79171353737706	0.733579361392309	-1.41408402857785	-1.59295798674764	-1.59295798674764
TRINITY_GG_34629_c0_g1	-1.50918569636909	-1.50918569636909	-1.50918569636909	2.092867290494	0.948933784805412	1.48575601380788
TRINITY_GG_56957_c0_g1	2.75979783992502	0.434451420538888	0.974867009105915	-1.38970542318994	-1.38970542318994	-1.38970542318994
TRINITY_GG_61377_c1_g1	1.0374688858967	0.815277551053141	0.563180141246367	-0.805308859398736	-0.805308859398736	-0.805308859398736
TRINITY_GG_29365_c2_g1	2.43879664812264	1.97201631573051	1.6208869297231	-2.01056663119208	-2.01056663119208	-2.01056663119208
TRINITY_GG_29463_c0_g3	-1.11634824317708	-1.11634824317708	-1.11634824317708	1.56847049437614	0.93049201102589	0.850082224129216
TRINITY_GG_61235_c14_g1	-1.05971786554262	-1.05971786554262	-1.05971786554262	1.93123699485437	0.14316996792752	1.10474663384598
TRINITY_GG_6790_c69_g1	0.708446150020692	0.638556464303798	1.72120866033003	-1.02273709155151	-1.02273709155151	-1.02273709155151
TRINITY_GG_74977_c0_g1	0.791569384511705	1.61732321739482	1.3190463905721	-1.24264633082621	-1.24264633082621	-1.24264633082621
TRINITY_GG_62733_c26_g1	-1.7877984643685	-1.7877984643685	-1.7877984643685	1.61437796061099	1.48526977728507	2.26374765520943
TRINITY_GG_59518_c25_g1	-1.09037424176467	-1.09037424176467	-1.09037424176467	1.06213370660024	1.44816392186514	0.760825096828627
TRINITY_GG_57340_c0_g1	1.65261925668198	1.8589426538064	1.29597820940547	-1.47944498970974	-1.38712158100149	-1.94097354918262
TRINITY_GG_20948_c0_g1	1.77411260128572	1.27035131391612	0.841273670612459	-1.2952458619381	-1.2952458619381	-1.2952458619381
TRINITY_GG_29113_c0_g1	-0.947620870416209	-0.947620870416209	-0.947620870416209	1.67671401902888	1.39919422378433	-0.233045631564584
TRINITY_GG_55653_c0_g3	-0.895804004178133	-0.895804004178133	-0.895804004178133	0.291963742867891	1.13453207419283	1.26091619547368
TRINITY_GG_697_c15_g1	0.631128009730997	1.04896859130997	0.92586573020798	-0.868654110416315	-0.868654110416315	-0.868654110416315
TRINITY_GG_106683_c0_g1	1.2400110198116	0.126071692997677	1.60080193703641	-0.988961549948563	-0.988961549948563	-0.988961549948563
TRINITY_GG_4972_c11_g1	1.6268771783295	-0.34140378416447	1.70479344416605	-0.996755612777025	-0.996755612777025	-0.996755612777025
TRINITY_GG_38377_c0_g1	-0.89767480161245	-0.89767480161245	-0.89767480161245	0.769536110868421	1.18842956963084	0.735058724338086
TRINITY_GG_74617_c0_g1	1.17863586876343	0.87426949239039	2.22553604518563	-1.42614713544648	-1.42614713544648	-1.42614713544648
TRINITY_GG_68707_c0_g2	-1.09103530957437	-1.09103530957437	-1.09103530957437	1.32877321936491	0.380932478087151	1.56340023127103
TRINITY_GG_51704_c0_g1	-1.12991320151588	-1.12991320151588	-1.12991320151588	0.164634032379639	2.87889635380371	0.346209218364276
TRINITY_GG_99719_c5_g1	-1.66411825538641	-1.66411825538641	-1.66411825538641	2.57474501610935	2.11566674991472	0.301943000135172
TRINITY_GG_71747_c0_g1	-1.37652972886491	-1.37652972886491	-1.37652972886491	1.93337402685783	0.932355328546856	1.26385983119004
TRINITY_GG_74675_c0_g1	0.350023474580595	1.84693476602166	1.06465455239469	-1.08720426433231	-1.08720426433231	-1.08720426433231
TRINITY_GG_62061_c0_g1	-1.27777719118186	-1.27777719118186	-1.27777719118186	2.43316696339401	0.882174853551058	0.517989756600528
TRINITY_GG_62471_c0_g1	0.475652592700082	0.904125605740477	1.44702404689509	-0.942267415111883	-0.942267415111883	-0.942267415111883
TRINITY_GG_32660_c0_g1	-1.28549873036537	-1.28549873036537	-1.28549873036537	-0.563907331589986	1.31619778611559	3.10420573657049
TRINITY_GG_43239_c0_g1	-1.00833662700671	-1.00833662700671	-1.00833662700671	0.164150888503426	1.37350045689934	1.48735853561736
TRINITY_GG_79511_c1_g1	-0.990182693726256	-1.64363608079561	-1.21248593044048	1.13946721892049	1.50784084646654	1.19899663957533
TRINITY_GG_64438_c4_g2	-1.00166036898523	-1.00166036898523	-1.00166036898523	1.73581008010083	1.25504839859915	0.0141226282557001
TRINITY_GG_59839_c0_g1	-2.90575781235635	-2.15300922094922	-2.7041239511867	2.66646491010056	2.81010810939435	2.28631796499737
TRINITY_GG_1303_c0_g1	0.936386736637435	2.28352984517321	1.43878127615468	-1.55289928598844	-1.55289928598844	-1.55289928598844
TRINITY_GG_48830_c1_g1	-1.2176846520469	-1.2176846520469	-1.2176846520469	0.13224672131321	1.58160992290769	1.93919731191981
TRINITY_GG_2115_c0_g1	-2.05769488406886	-2.05769488406886	-2.05769488406886	3.51206960380304	4.04424928091217	-1.38323423250861
TRINITY_GG_23508_c2_g2	-1.39789376447514	-1.39789376447514	-1.39789376447514	2.76479966773609	-0.417502808413671	1.846384434103
TRINITY_GG_86830_c0_g1	-0.846534907194745	-0.846534907194745	-0.846534907194745	0.801470272615748	0.840077669620846	0.898056779347639
TRINITY_GG_31414_c1_g2	1.85628312114658	1.23797182609453	1.44236269125447	-1.51220587949853	-1.51220587949853	-1.51220587949853
