male_bleached_K5_03	female_bleached_K5_06	female_bleached_K5_04	male_bleached_K5_02	male_bleached_K5_01	female_bleached_K5_05
male_bleached_K5_03	1	-0.940718751312054	-0.981375127059707	0.936334336773109	0.984245285136108	-0.950759188640505
female_bleached_K5_06	-0.940718751312054	1	0.92926086451026	-0.938575176196268	-0.948927462832171	0.853101542245055
female_bleached_K5_04	-0.981375127059707	0.92926086451026	1	-0.977117811347005	-0.990555804908208	0.97563774848352
male_bleached_K5_02	0.936334336773109	-0.938575176196268	-0.977117811347005	1	0.971235439373182	-0.950892832415808
male_bleached_K5_01	0.984245285136108	-0.948927462832171	-0.990555804908208	0.971235439373182	1	-0.969602283393956
female_bleached_K5_05	-0.950759188640505	0.853101542245055	0.97563774848352	-0.950892832415808	-0.969602283393956	1
