bleached_44_01	bleached_44_02	non-bleached_44_01	bleached_44_03	non-bleached_44_02	non-bleached_44_03	non-bleached_k4_01	non-bleached_k4_02	bleached_k4_01	bleached_k4_02	non-bleached_k4_03	bleached_k4_03
TRINITY_GG_102362_c0_g1	2.11649319590272	0.454893560222526	1.027110832694	-0.93191738624969	0.646296779222764	2.27862733570582	-0.93191738624969	-0.93191738624969	-0.93191738624969	-0.93191738624969	-0.93191738624969	-0.93191738624969
TRINITY_GG_47031_c1_g1	3.62419898071845	1.48228484619085	-1.52867397588139	3.28813049895149	3.83477748119032	-1.52867397588139	-1.52867397588139	-1.52867397588139	-1.52867397588139	-1.52867397588139	-1.52867397588139	-1.52867397588139
TRINITY_GG_10023_c21_g2	-0.819798864452427	-0.819798864452427	-0.819798864452427	-0.819798864452427	-0.819798864452427	-0.819798864452427	2.52800850345819	0.660983259951554	2.38528080129741	0.629102086692701	-0.464782600232877	-0.819798864452427
TRINITY_GG_8161_c11_g2	-0.714273599333042	-0.714273599333042	-0.714273599333042	-0.714273599333042	-0.714273599333042	-0.714273599333042	-0.714273599333042	2.09781383583804	1.06519625796213	1.23955035460812	0.648056010838526	-0.0507012639155198
TRINITY_GG_25843_c5_g1	0.478772662316316	0.420056546657136	-0.54341757731775	0.381062415041272	1.62490353842197	0.899127878787554	-0.54341757731775	-0.54341757731775	-0.54341757731775	-0.54341757731775	-0.54341757731775	-0.54341757731775
TRINITY_GG_18422_c2_g2	-1.10850397955209	-1.10850397955209	-1.10850397955209	-1.10850397955209	-1.10850397955209	-1.10850397955209	2.74808339574915	2.39916382473806	2.15573217149146	-1.10850397955209	1.56505244443806	-1.10850397955209
TRINITY_GG_98433_c0_g1	-1.21725380630645	-1.21725380630645	-1.21725380630645	-1.21725380630645	-1.21725380630645	-1.21725380630645	-1.21725380630645	2.25705243398195	2.53420991485911	2.06296018950417	-1.21725380630645	2.88380791210636
TRINITY_GG_9894_c4_g1	-1.80345293732547	-1.98792028603598	-1.27576426470546	-0.949924658047701	-1.91290407974147	-1.99542596278407	-0.936446273608815	-0.527225319129511	2.39279027027844	2.69879826893211	2.57865568728589	3.71881955488205
TRINITY_GG_89716_c1_g1	1.77356813780899	1.15861039181291	0.418942660733876	0.782673368423147	-0.811875181127208	1.54933170911152	-0.811875181127208	-0.811875181127208	-0.811875181127208	-0.811875181127208	-0.811875181127208	-0.811875181127208
TRINITY_GG_57730_c25_g1	2.36325739449444	0.141891345840422	-0.173430939716672	2.27718960032387	0.903248120177399	0.115161422035239	-0.731829835389939	-0.947930033622231	-0.791443406504723	-1.05396357421477	-1.07467742668418	-1.02747266673886
