b_F_K5_04	b_F_K5_05	b_F_K5_06	nb_F_K5_07	nb_F_K5_08	nb_F_K5_09
b_F_K5_04	1	0.996267020492041	0.995422753182451	-0.970196515777631	-0.992705468082247	-0.996751695781331
b_F_K5_05	0.996267020492041	1	0.997188577638598	-0.987208866869647	-0.979519632975077	-0.99205142282045
b_F_K5_06	0.995422753182451	0.997188577638598	1	-0.978091039840782	-0.984741829603792	-0.997163583272792
nb_F_K5_07	-0.970196515777631	-0.987208866869647	-0.978091039840782	1	0.934889099914019	0.961159185288916
nb_F_K5_08	-0.992705468082247	-0.979519632975077	-0.984741829603792	0.934889099914019	1	0.994694103982342
nb_F_K5_09	-0.996751695781331	-0.99205142282045	-0.997163583272792	0.961159185288916	0.994694103982342	1
