bleached_k4_01	bleached_44_01	bleached_k4_02	bleached_44_02	bleached_44_03	bleached_k4_03	non-bleached_k4_01	non-bleached_k4_02	non-bleached_44_01	non-bleached_k4_03	non-bleached_44_02	non-bleached_44_03
TRINITY_DN195676_c3_g2_i6	-2.20375710114107	-2.20375710114107	-2.20375710114107	-2.20375710114107	-2.20375710114107	-2.20375710114107	4.20429235376192	4.90719071953545	4.09233316154289	-2.20375710114107	-2.20375710114107	4.4262405742883
TRINITY_DN192949_c2_g1_i15	-2.06462012063541	-2.24662859839275	-2.21817215234353	-2.25238786768144	-1.84966569083583	-1.83987729643163	-2.1148843439315	4.4499787804487	-2.24089222884361	-2.04824715090121	6.96241449930254	7.46298217024568
TRINITY_DN187932_c0_g1_i10	-1.88251530801863	-2.76378836944788	-2.76378836944788	-2.76378836944788	-2.76378836944788	-2.76378836944788	-2.76378836944788	3.45493468646332	3.09456568822736	3.65894921708964	4.38374220650732	3.87305372641827
TRINITY_DN187932_c0_g1_i4	-1.93794412229765	-2.40783009857211	-2.40783009857211	-2.40783009857211	-2.40783009857211	-2.40783009857211	-2.40783009857211	3.71691159384754	2.791528156013	3.0171591526488	3.49889217279587	3.3604336384251
TRINITY_DN180766_c0_g2_i3	-2.56273988748632	-2.56273988748632	-2.56273988748632	-1.20321871705873	-1.95677152864486	-2.56273988748632	-2.19648762378676	9.26580641307662	9.65304547081609	-1.04874390811931	-0.0938959445116847	-2.16877461182608
