bleached_44_01	bleached_44_02	non-bleached_44_01	bleached_44_03	non-bleached_44_02	non-bleached_44_03	non-bleached_k4_01	non-bleached_k4_02	bleached_k4_01	bleached_k4_02	non-bleached_k4_03	bleached_k4_03
TRINITY_GG_12537_c65_g1	1.40723834985383	2.2958780160071	1.02216984005955	1.80614489685871	-0.470457243939437	1.86775970139516	-1.49582754512941	-2.24869119981144	-0.00731789187411014	-1.76111792490358	-1.08820570184477	-1.32757329667162
TRINITY_GG_7890_c1_g3	0.393497904977762	1.56592802085554	-0.158742274542286	0.106496402218238	1.39349790497776	-0.0240490662173177	-0.546104815378282	-0.546104815378282	-0.546104815378282	-0.546104815378282	-0.546104815378282	-0.546104815378282
TRINITY_GG_14717_c5_g1	-0.944119252741908	-0.944119252741908	-0.944119252741908	-0.944119252741908	-0.944119252741908	-0.944119252741908	0.00373389064510876	1.03297745975505	1.80283838967174	0.533558074823399	2.09168058468135	0.199927116874799
TRINITY_GG_32013_c0_g5	-0.757943757390363	-0.757943757390363	-0.757943757390363	-0.757943757390363	-0.757943757390363	-0.757943757390363	1.65294001980522	-0.124745071016359	-0.609985876003261	0.229013205134038	1.59424978035467	1.80619048606787
TRINITY_GG_33169_c3_g1	0.347876442017685	1.5912647958461	0.218357362724014	1.15846489932707	0.783909873788499	-0.585696196243339	-0.585696196243339	-0.585696196243339	-0.585696196243339	-0.585696196243339	-0.585696196243339	-0.585696196243339
TRINITY_GG_105771_c34_g2	0.751521461866503	1.13140850600758	-0.703707109250636	1.22077288310839	0.879330514546028	0.942916399225947	-0.703707109250636	-0.703707109250636	-0.703707109250636	-0.703707109250636	-0.703707109250636	-0.703707109250636
TRINITY_GG_104753_c0_g1	1.43275734704518	0.319029661936168	0.537022161286285	1.78173944450057	-0.138063985293243	0.811506587863617	-0.790665202889762	-0.790665202889762	-0.790665202889762	-0.790665202889762	-0.790665202889762	-0.790665202889762
TRINITY_GG_7561_c11_g1	-0.517178792080395	-0.517178792080395	-0.517178792080395	-0.517178792080395	-0.517178792080395	-0.517178792080395	0.113226679401929	0.622945431828676	-0.0735721406047799	1.69632402790352	0.661057792524411	0.0830909614286102
TRINITY_GG_78403_c6_g3	1.46261948379192	1.78748923356494	2.05643841151219	2.93830893899581	-1.48990046524592	2.1844471888566	-1.48990046524592	-1.48990046524592	-1.48990046524592	-1.48990046524592	-1.48990046524592	-1.48990046524592
TRINITY_GG_105209_c7_g1	-0.550909901634951	-1.26896227925886	-0.539998055681636	-0.920763222588526	-1.3633592295108	-1.07873229318265	1.03665815341713	0.971699286305333	0.948088526503845	0.99707193911757	1.96172559840031	-0.192518521886757
TRINITY_GG_58062_c0_g1	-0.982275900472394	-0.982275900472394	-0.982275900472394	-0.982275900472394	-0.982275900472394	-0.982275900472394	1.48108498534426	1.49876465564583	-0.982275900472394	2.56529731503392	2.176868861468	-0.84608451418525
TRINITY_GG_10779_c0_g1	1.15610306590953	1.00495199968009	0.521227718853932	1.79931990489121	-1.01830335262022	2.64652077900676	-1.01830335262022	-1.01830335262022	-1.01830335262022	-1.01830335262022	-1.01830335262022	-1.01830335262022
TRINITY_GG_53973_c0_g2	-0.858343565589257	-0.858343565589257	-0.858343565589257	-0.858343565589257	-0.601332947383233	-0.858343565589257	-0.34535823077558	0.871100441244407	0.777642938156366	1.07031100431092	1.08050677141681	1.4388478509766
TRINITY_GG_53188_c0_g1	-1.33483300886626	-1.33483300886626	-1.33483300886626	-1.33483300886626	-1.33483300886626	-1.33483300886626	1.82334241706394	1.45406147029418	2.24193096880686	-0.356637379184609	1.53266814205613	1.31363243416105
TRINITY_GG_44883_c0_g1	-0.819891664467632	-0.819891664467632	-0.819891664467632	-0.819891664467632	-0.819891664467632	-0.819891664467632	-0.173729007309738	1.9847814758023	-0.819891664467632	0.943094900412944	1.46698948332053	1.51810479904738
TRINITY_GG_18489_c0_g1	-0.568708881645949	-0.568708881645949	-0.568708881645949	-0.568708881645949	-0.568708881645949	-0.568708881645949	-0.568708881645949	1.2353446773214	0.0325122039389975	1.36712799203808	0.960862225927946	0.385115072295218
TRINITY_GG_35286_c1_g1	3.68624615360904	1.45405877206664	-1.55349556407163	3.37240893721485	3.91525064968249	-1.55349556407163	-1.55349556407163	-1.55349556407163	-1.55349556407163	-1.55349556407163	-1.55349556407163	-1.55349556407163
TRINITY_GG_91812_c38_g1	-0.570166299319851	-0.570166299319851	-0.570166299319851	-0.570166299319851	-0.570166299319851	-0.570166299319851	1.23306073711508	0.853680755278583	0.741336816148419	-0.570166299319851	0.461228896955683	0.701856889741197
TRINITY_GG_34232_c30_g1	0.620050334990774	0.169716508099367	-0.00983291223134575	0.790053338922408	-0.0994701247160222	1.04401120843192	-0.419088058916184	-0.419088058916184	-0.419088058916184	-0.419088058916184	-0.419088058916184	-0.419088058916184
TRINITY_GG_43944_c0_g1	2.91040552147444	-1.25879795205041	3.36214029233588	4.48520163876685	-0.6873638361739	-1.25879795205041	-1.25879795205041	-1.25879795205041	-1.25879795205041	-1.25879795205041	-1.25879795205041	-1.25879795205041
TRINITY_GG_65592_c0_g1	-1.23113626703076	-1.23113626703076	-1.23113626703076	-1.23113626703076	-1.23113626703076	-1.23113626703076	1.56566911384972	1.53142516301813	1.10257368731652	-1.23113626703076	1.37814591288581	3.04013999214516
TRINITY_GG_99577_c15_g1	0.195384752662537	1.56722363191788	0.635312621760054	0.339035765673807	0.14723510978706	0.871311841560613	-0.625917287226992	-0.625917287226992	-0.625917287226992	-0.625917287226992	-0.625917287226992	-0.625917287226992
TRINITY_GG_15405_c0_g1	2.30787386181852	1.70972063181161	0.854458531000793	4.28487489911851	1.54776373150314	0.1556588197784	-1.06203250394605	-0.584578261706531	-3.21413289818187	-1.91112604579688	-0.217795455638091	-3.87068530976156
TRINITY_GG_12611_c0_g1	-1.01091995152366	-1.01091995152366	-1.01091995152366	-1.01091995152366	-1.01091995152366	-1.01091995152366	2.3446601958537	2.22893630667082	0.26170050313933	0.878553591007447	1.36258906399435	-1.01091995152366
TRINITY_GG_8896_c0_g1	1.37311241513082	0.871523763186406	0.62757488114994	1.19672397867299	1.76140408409034	-0.832905588890071	-0.832905588890071	-0.832905588890071	-0.832905588890071	-0.832905588890071	-0.832905588890071	-0.832905588890071
TRINITY_GG_103946_c6_g1	1.51074636331171	1.30701472875345	0.586618973432847	0.448155967000006	1.52229627752899	-0.767833187146715	-0.767833187146715	-0.767833187146715	-0.767833187146715	-0.767833187146715	-0.767833187146715	-0.767833187146715
TRINITY_GG_17888_c2_g1	4.70583868938909	3.06384603511673	2.54357310239439	1.38638660933441	0.944372819416808	-2.28799958246785	-2.0075238008684	-1.70442763129134	-1.21780882247173	-1.5933447931596	-1.07606909995002	-2.75684352544248
TRINITY_GG_13177_c0_g1	2.55988234284641	1.61172986513476	0.276438569046859	2.12968866630508	0.848588232038967	0.431908827549943	-0.722516226936629	-1.62711003568625	-0.0348638085047139	-1.8436465632804	-1.98488209937529	-1.64521776913875
TRINITY_GG_77364_c93_g1	0.962246212573183	0.279884333913705	0.30954174550074	0.0583729477441123	0.416826918656589	0.560147769001838	-0.431169987898361	-0.431169987898361	-0.431169987898361	-0.431169987898361	-0.431169987898361	-0.431169987898361
TRINITY_GG_31915_c2_g1	0.670638485555148	1.77746419503654	0.761083053453084	0.775717943008666	-0.428539265760875	-0.359108857838903	-0.53287592557561	-0.53287592557561	-0.53287592557561	-0.53287592557561	-0.53287592557561	-0.53287592557561
TRINITY_GG_63708_c0_g1	2.83583475404748	0.539209968358549	0.432351113773985	2.36897359717884	0.334775027240619	-0.462695934619878	-1.20613102411564	-0.585748302072272	-0.542623192967274	-1.01889944235961	-1.31474758642842	-1.38029897803638
TRINITY_GG_71145_c0_g1	1.62602380803566	1.4313212550217	0.576783317644909	2.33205517975228	0.514656641810696	-0.373104209441031	-0.320675706101148	-1.15995666153282	-1.00333621925928	-0.905533134534949	-1.42276548765528	-1.29546878374075
TRINITY_GG_26171_c7_g1	1.17244920889062	0.62234313453668	0.855083276776419	0.230998395580207	0.854097492630863	1.76913886763123	-1.42752953937494	-0.789909362387682	-0.577876130499688	-0.400611821596663	-0.857561776883645	-1.4506217453034
TRINITY_GG_67701_c0_g2	-0.317807976136008	0.505903116906818	1.11776517198643	0.398104540144528	0.769939425962784	2.89062512367963	-0.894088233757363	-0.894088233757363	-0.894088233757363	-0.894088233757363	-0.894088233757363	-0.894088233757363
TRINITY_GG_16681_c1_g1	-0.803027047401	-0.803027047401	-0.500854247660248	-0.803027047401	-0.736765605132278	-0.732637719509602	0.482079203660254	0.100011222711912	0.79438494015365	1.05932515213102	1.02235155649193	0.921186639356359
TRINITY_GG_64586_c5_g1	3.92237844136972	3.13508615763407	1.89903175572141	2.45358836372028	1.96199621898036	-2.57267009743943	-2.08814420392101	-1.82398371890355	-1.04632402822638	-1.57582582973864	-1.44552020071779	-2.81961285847904
TRINITY_GG_88650_c6_g1	-0.763342382242636	-0.763342382242636	-0.763342382242636	-0.763342382242636	-0.763342382242636	-0.763342382242636	1.61683292949939	1.57835878168475	0.066101299123955	1.91111826931762	0.170985396072733	-0.763342382242636
TRINITY_GG_21794_c39_g2	0.284317441722112	1.44138361518062	0.665139225663043	-0.415965742480685	0.718945669358836	1.76634105100325	-0.82356142199971	-0.834398618805436	-0.59443686039834	-0.831681678189096	-0.545757556835576	-0.830325124219011
TRINITY_GG_34865_c2_g3	0.974676686790575	-0.678841983963024	1.01536962380487	1.11650938120353	0.895501769956988	0.749836425985206	-0.678841983963024	-0.678841983963024	-0.678841983963024	-0.678841983963024	-0.678841983963024	-0.678841983963024
TRINITY_GG_20488_c0_g2	-0.547784538681077	-0.935898310364521	-1.14449093478902	-1.1588510832314	-0.992050916370975	-0.575945068864742	1.11144951881947	1.08285742168517	0.412550125024199	1.07151831467712	0.472890474597286	1.20375499749849
TRINITY_GG_87285_c15_g1	-0.565273883176925	-0.565273883176925	-0.565273883176925	-0.565273883176925	-0.565273883176925	-0.565273883176925	0.993483547196837	0.283524298067264	-0.164735953593196	-0.0183177050355134	1.14180910859478	1.15588000383138
TRINITY_GG_38920_c0_g1	-0.829721987238371	-0.829721987238371	-0.829721987238371	-0.829721987238371	-0.829721987238371	-0.829721987238371	0.963133365124118	0.505418219075842	0.0262677100701094	2.0230759055804	0.559844824524354	0.900591899055405
TRINITY_GG_18850_c36_g1	1.47470937778019	0.950495345993993	-0.0122289163076514	0.423080977997454	0.428290612384873	-0.088831867615465	-0.529252588372232	-0.529252588372232	-0.529252588372232	-0.529252588372232	-0.529252588372232	-0.529252588372232
TRINITY_GG_98729_c0_g2	-0.392693900063351	-0.392693900063351	-0.392693900063351	-0.392693900063351	-0.392693900063351	-0.392693900063351	0.155249411226999	-0.145373965083531	0.456104281180838	0.807056956652485	1.19130648322242	-0.108179766819106
TRINITY_GG_75504_c1_g1	-0.658607442946785	-0.658607442946785	-0.658607442946785	-0.658607442946785	-0.658607442946785	-0.658607442946785	0.880427260023969	0.348588058457418	1.25748697999157	0.135496455612963	1.26928901078204	0.0603568928127532
TRINITY_GG_13494_c0_g1	2.06636187962873	2.14133995520907	2.0371944043349	2.34558305492717	-0.875577548953626	-1.02738421036884	-1.14499086735012	-1.13120536331906	-0.500878978811096	-1.18496326066861	-1.41229360482072	-1.3131854598078
TRINITY_GG_21514_c6_g1	1.35782538814171	-0.545212881971204	1.03637939686481	0.0981815715086884	0.549698765054263	0.774405052228957	-0.545212881971204	-0.545212881971204	-0.545212881971204	-0.545212881971204	-0.545212881971204	-0.545212881971204
TRINITY_GG_68383_c0_g1	-0.626748994988499	-0.626748994988499	-0.626748994988499	-0.626748994988499	-0.626748994988499	-0.626748994988499	0.128565909056599	0.527704597691373	1.04182402148739	1.2447004206885	0.78087568057811	0.0368233404290235
TRINITY_GG_13716_c0_g1	1.54228891664087	-0.700161157036835	1.06069847978507	1.54503023602747	0.415537996394751	0.33757247040968	-0.700161157036835	-0.700161157036835	-0.700161157036835	-0.700161157036835	-0.700161157036835	-0.700161157036835
TRINITY_GG_70518_c354_g1	-0.563141614839414	-0.563141614839414	-0.563141614839414	-0.563141614839414	-0.563141614839414	-0.563141614839414	0.828076192763483	-0.563141614839414	0.0949555905119573	1.26873562635226	0.885759336305714	0.864464557942485
TRINITY_GG_63090_c1_g1	-0.660409899310309	-0.660409899310309	-0.660409899310309	-0.660409899310309	-0.660409899310309	-0.660409899310309	0.912479769110272	-0.660409899310309	0.395479858885973	2.15803167645386	0.177129735069094	0.979748255652972
TRINITY_GG_17872_c5_g2	-1.24836577093791	-1.24836577093791	-1.24836577093791	-1.24836577093791	-1.24836577093791	-1.24836577093791	0.799870414714937	2.86099478846632	2.43667731853877	-1.24836577093791	-1.24836577093791	3.88938364578326
TRINITY_GG_85730_c0_g1	-0.732871507645389	-0.732871507645389	-0.732871507645389	-0.732871507645389	-0.732871507645389	-0.732871507645389	-0.732871507645389	-0.239224173670179	-0.326879147969552	2.81925960060839	0.991342179111969	1.88560209543709
TRINITY_GG_81883_c2_g1	-0.56667943028749	-0.56667943028749	-0.56667943028749	-0.56667943028749	-0.56667943028749	-0.56667943028749	-0.0108632752258507	1.16406919912872	0.378928272893882	-0.0346118779984597	1.24766590467573	0.654888358250919
TRINITY_GG_65562_c0_g1	0.435998989893375	1.37655229692035	0.609441863546185	-0.532644766071342	0.485277141925921	0.821243070213566	-0.532644766071342	-0.532644766071342	-0.532644766071342	-0.532644766071342	-0.532644766071342	-0.532644766071342
TRINITY_GG_81272_c0_g1	4.08973394089672	1.72336758192975	-1.49525861565804	2.4234138394104	3.5479546336997	-1.3176596863303	-1.49525861565804	-1.49525861565804	-1.49525861565804	-1.49525861565804	-1.49525861565804	-1.49525861565804
TRINITY_GG_23481_c1_g1	2.20982134693172	1.23366580032462	0.436614488544084	3.49951937557373	2.10822507094746	0.429838577768469	-1.2992292896313	-1.06179147021027	-1.73707983787232	-2.39779401601046	-0.097353589995997	-3.32443645636973
TRINITY_GG_79278_c27_g1	-0.449028091637261	-0.449028091637261	-0.449028091637261	-0.449028091637261	-0.449028091637261	-0.449028091637261	0.110708432795721	0.382849149554412	0.249634908248623	0.782404316810704	1.08353823163025	0.0850335107838569
TRINITY_GG_81730_c56_g1	-0.634501136886948	-0.634501136886948	-0.634501136886948	-0.634501136886948	-0.634501136886948	-0.634501136886948	0.758915063584597	0.593239938952181	0.97903051603098	2.30227812042252	-0.191955680781643	-0.634501136886948
TRINITY_GG_68538_c0_g1	0.674353999305146	1.59170756838176	1.31088867009904	1.23525097052283	-1.01449774456073	2.28928300361637	-1.01449774456073	-1.01449774456073	-1.01449774456073	-1.01449774456073	-1.01449774456073	-1.01449774456073
TRINITY_GG_78688_c3_g1	-0.533870396178644	-0.533870396178644	-0.533870396178644	-0.533870396178644	-0.533870396178644	-0.533870396178644	0.541319917976575	-0.312302607640235	0.604944072723638	0.229966062712307	0.665252245834957	1.47404268546462
TRINITY_GG_92003_c0_g1	0.843246899811451	0.373019107466106	1.20608501357517	1.45318945615009	0.15516856767998	0.189733456204327	-0.756263909478861	-0.49302643586503	-0.717789761664225	-0.83901280226462	-0.648304661342941	-0.766044930271446
TRINITY_GG_27577_c0_g1	-0.434601931325484	-0.434601931325484	-0.434601931325484	-0.434601931325484	-0.434601931325484	-0.434601931325484	0.982778044647539	-0.0199251508985983	0.579753361651586	-0.0318797544798797	-0.180007888292343	1.2768929753246
TRINITY_GG_22879_c1_g1	-0.600649879024486	0.671373310036563	0.349445215149201	2.13378878711268	-0.166622204360888	1.21656404523384	-0.600649879024486	-0.600649879024486	-0.600649879024486	-0.600649879024486	-0.600649879024486	-0.600649879024486
TRINITY_GG_14755_c0_g1	0.363220451264408	0.870016464943494	1.01952484042143	3.3697576881571	1.14038525453827	1.19989879109478	-1.2215649773435	-1.25705609725031	-0.233298606125928	-1.66088603577552	-2.10135573552783	-1.48864203839639
TRINITY_GG_57379_c0_g1	1.17879609638728	0.877768229332399	2.40271878597865	1.7045813468341	2.45704150075903	1.69081985742385	-1.95647285390542	-1.78922274308098	-1.80271790317161	-2.75904575057399	0.165793087512808	-2.17005965349612
TRINITY_GG_77430_c1_g1	2.67455790938081	-0.763717892944878	1.811102088061	1.97217885629367	3.33113210523017	1.43366605079083	-1.67306512416428	-1.9287421372128	-1.93263255316374	-1.42000852952607	-1.76025680762022	-1.74421396512449
TRINITY_GG_83954_c1_g1	1.77817099088183	1.15607424375029	0.418370886826565	0.782238630311682	-0.811832126539856	1.54797013400863	-0.811832126539856	-0.811832126539856	-0.811832126539856	-0.811832126539856	-0.811832126539856	-0.811832126539856
TRINITY_GG_98701_c1_g1	2.66891641503313	0.0143839882826757	1.2635317462724	3.29898309870495	-0.0605935324507696	-0.0843028523372018	-1.02083407559224	-1.00664351815715	-1.75859214164923	-1.01608836394159	-0.758592141649231	-1.54016862251573
TRINITY_GG_85036_c25_g1	2.33675008710214	0.223782249705797	-0.187828418886109	2.32220244840223	0.922769700924917	0.110982938985035	-0.713281264540971	-0.985376302753701	-0.825955737746168	-1.06486689641438	-1.07011497437654	-1.06906383040225
TRINITY_GG_98193_c0_g1	-0.593994861460941	-0.524107238117951	-1.38481384492538	-1.40106928675245	-1.61870824401806	-1.07436509798331	1.38934117575431	1.46515711558247	-0.0586844255483729	1.60270210098854	0.839854823560719	1.35868778292042
TRINITY_GG_21794_c101_g1	-0.399548034838372	-0.399548034838372	-0.399548034838372	-0.399548034838372	-0.399548034838372	-0.399548034838372	0.147408143303039	0.148395276451978	1.0269851032783	-0.0188185863348234	0.919491780724164	0.173826491607572
TRINITY_GG_11511_c1_g1	-0.510674073198731	-1.24366181161768	-0.596270928857324	-1.50741864863376	-1.67200170643998	-0.507960709523436	0.305962641806772	0.957226054739479	0.310734939416422	0.874902498610625	2.30268216533278	1.28647957836484
TRINITY_GG_71365_c0_g1	4.30483655753617	4.02364039335251	1.94834224047494	2.44164240413682	1.55641294449904	-1.05309500161967	-2.25621834111861	-2.13237626527249	-2.10686625806065	-2.56708827424431	-1.35078259909247	-2.8084478005913
TRINITY_GG_37000_c19_g1	-0.50016052244361	-0.50016052244361	-0.50016052244361	-0.50016052244361	-0.50016052244361	-0.50016052244361	0.518473651695441	0.717070193777059	-0.00446535981954105	0.799084135352463	0.901469944141131	0.0693305695151063
TRINITY_GG_83376_c9_g2	-0.467467654742374	-0.467467654742374	-0.467467654742374	-0.467467654742374	-0.467467654742374	-0.467467654742374	0.611825112530479	0.458531763813849	0.320800428124463	0.431707975738139	1.01538062832609	-0.0334399800787766
TRINITY_GG_91397_c21_g1	-0.596125875147279	-0.596125875147279	-0.596125875147279	-0.596125875147279	-0.596125875147279	-0.596125875147279	-0.596125875147279	1.10075821570818	0.848541191694629	0.663899780814177	0.689572250810846	0.870109687003126
TRINITY_GG_98388_c0_g1	-1.20370200445407	-1.20370200445407	-1.20370200445407	-1.20370200445407	-1.20370200445407	-1.20370200445407	-1.20370200445407	2.19369026469581	2.5193103919383	2.01430414583036	-1.20370200445407	2.90231123316805
TRINITY_GG_20273_c0_g1	1.2358095431305	1.66139938093746	-0.644225002376985	1.93103909439094	0.672344887499183	2.13289850477085	-1.66002170461736	-0.179091743615472	-1.95151982708808	-0.659177084816359	-1.4395133596481	-1.09994268856658
TRINITY_GG_85036_c12_g1	3.15409849813188	-0.0288413944264048	0.640656647540137	2.22247439337804	0.662518738641415	0.604514325238511	-1.23169362936721	-0.89440707296109	-0.84606656050807	-0.890997250903694	-1.02547279635478	-2.36678389840874
TRINITY_GG_28089_c4_g1	-1.80152712878494	-1.98894528786063	-1.27637236568721	-0.950921841405762	-1.91285922979971	-1.99645654713801	-0.934338957210158	-0.528735516539476	2.38903111185111	2.69605819305584	2.58068498739046	3.72438258212849
TRINITY_GG_38619_c2_g2	-1.09626772769801	-1.09626772769801	-1.09626772769801	-1.09626772769801	-1.09626772769801	-1.09626772769801	2.77695488797934	2.29783478411367	2.10567972874314	-1.09626772769801	1.58967242074796	-1.09626772769801
TRINITY_GG_20997_c79_g1	-0.461878065682255	-0.461878065682255	-0.461878065682255	-0.461878065682255	-0.461878065682255	-0.461878065682255	-0.00980983545844388	1.3095849926834	-0.151537945070104	0.93647230466371	0.1163360997902	0.570222777484769
TRINITY_GG_30283_c27_g1	-0.691359673314806	-0.945211174504709	-0.0736967394546593	-1.64824384207799	-0.939467123600578	-1.73014507739997	1.07715266783806	1.05303917666431	0.59929663222017	1.20888354606172	1.01485605703142	1.07489555053703
TRINITY_GG_25207_c2_g2	-1.89540946802118	-0.731309354223171	-1.73098957254373	-2.06640990375921	-1.20920817214734	-0.989426964267428	2.31943802369	2.29617138219894	0.722383230685113	2.07101109617839	0.187958223242208	1.02579147896742
TRINITY_GG_15384_c0_g1	-0.52511285860096	-0.52511285860096	-0.52511285860096	-0.52511285860096	-0.52511285860096	-0.52511285860096	1.08464210357148	-0.269310021998242	1.39479923007635	0.157460438746619	0.15115454966493	0.63193085154462
TRINITY_GG_16979_c20_g1	-0.611473939159778	-0.611473939159778	-0.611473939159778	-0.611473939159778	-0.611473939159778	-0.611473939159778	0.895940159855662	0.256422524832877	0.321343163582072	-0.611473939159778	0.360115596370284	2.44649612947755
TRINITY_GG_17667_c40_g1	-0.658595746349559	-0.658595746349559	-0.658595746349559	-0.658595746349559	-0.658595746349559	-0.658595746349559	1.96947790784658	1.53580654558902	0.620578362139488	0.362173118745013	0.122134290126818	-0.658595746349559
TRINITY_GG_20488_c59_g1	-0.538599121909906	-0.879997369746127	-0.967195182536001	-2.08803360945894	-2.44749677466584	-2.07757447976699	1.29648712853731	1.95582318277179	0.318791825130024	2.05294973782334	2.00908440262991	1.36576026119143
TRINITY_GG_14579_c56_g1	-0.852947252776049	-0.852947252776049	-0.852947252776049	-0.852947252776049	-0.852947252776049	-0.852947252776049	1.3946765034202	-0.852947252776049	0.549774924069555	1.79067808732367	0.660038082037627	1.57546317258129
TRINITY_GG_21860_c76_g1	-0.703353277351196	-0.703353277351196	-0.703353277351196	-0.703353277351196	-0.703353277351196	-0.703353277351196	1.00726032503148	0.930310419515436	0.623759193395889	0.717263861627495	-0.703353277351196	1.64487914188807
TRINITY_GG_60820_c0_g1	2.32923082108269	0.624251865283583	0.133972376152045	1.53765169438327	0.291748294928241	0.783696279988752	-0.95009188863643	-0.95009188863643	-0.95009188863643	-0.95009188863643	-0.95009188863643	-0.95009188863643
TRINITY_GG_14717_c16_g2	-0.798090656255297	-0.826105032424893	-0.935372243993581	-1.17660227950903	-1.17660227950903	-1.17660227950903	0.464943749578497	1.19801992668218	1.62724469321313	0.288065987494418	2.61114359861005	-0.100043184377422
TRINITY_GG_15405_c3_g1	2.79626078034944	1.42259538803451	0.854500690548814	3.44126952965558	2.14911653535374	0.543575296605257	-1.20915278592416	-1.54420224809961	-2.09555195606765	-2.04510879788443	-1.08544031796845	-3.22786211460303
