B_female_44_01	B_female_44_02	B_female_44_03	NB_female_44_01	NB_female_44_02	NB_female_44_03
TRINITY_DN172727_c2_g2	1.68908761230117	-0.0409772749492049	1.31613664219928	-0.988082326517079	-0.988082326517079	-0.988082326517079
TRINITY_DN187540_c0_g2	-1.06559980118689	-1.06559980118689	-1.06559980118689	1.13572039653095	2.29967279857764	-0.238593791547916
TRINITY_DN239173_c0_g1	-1.21360550932714	-1.21360550932714	-1.21360550932714	1.80698558544611	2.53850078999805	-0.704669847462744
TRINITY_DN194701_c0_g1	-1.5593425170615	-1.5593425170615	-1.5593425170615	1.2025809757491	4.63097603088032	-1.15552945544491
TRINITY_DN158168_c1_g1	-1.14524732888317	-1.01695392787335	-1.14524732888317	0.902988856769682	1.33682649140878	1.06763323746122
TRINITY_DN198278_c7_g1	1.14978632562922	0.956105200934296	0.42305478885561	-0.842982105139708	-0.842982105139708	-0.842982105139708
TRINITY_DN187700_c0_g1	-1.12900413070739	-1.12900413070739	-1.12900413070739	1.30795720712621	0.395561090369805	1.68349409462617
TRINITY_DN166079_c1_g1	-1.3374643645452	-1.3374643645452	-1.3374643645452	1.93216728639524	2.77706924374985	-0.6968434365095
TRINITY_DN158462_c5_g1	-1.01922432030455	-1.01922432030455	-1.01922432030455	1.01991407360241	1.82616536575469	0.211593521556537
TRINITY_DN175658_c5_g1	-1.95831926434671	-1.69635180916494	-2.48749153503083	3.00116571654698	4.74992074089658	-1.60892384890107
TRINITY_DN199732_c0_g1	-2.10709496194896	-2.10709496194896	-2.10709496194896	2.6362045659393	1.79632900393978	1.88875131596778
TRINITY_DN160016_c3_g3	-1.13309051547067	-1.13309051547067	-1.04766585921799	1.77187520321336	0.265807055731804	1.27616463121417
TRINITY_DN159693_c5_g4	0.815648218421862	0.446716638785716	1.30049199453372	-0.854285617247099	-0.854285617247099	-0.854285617247099
TRINITY_DN192573_c3_g2	-1.03988346625453	-1.03988346625453	-1.03988346625453	0.72649967474677	2.28377482477172	0.109375899245095
TRINITY_DN171437_c5_g1	-1.00585651349692	-1.00585651349692	-1.00585651349692	1.54995964156472	1.48650944989855	-0.0188995509725173
TRINITY_DN198437_c1_g1	-0.824721961286467	-0.824721961286467	-0.824721961286467	0.58127039838937	1.09328255731141	0.799612928158622
TRINITY_DN164638_c3_g5	0.991404264701912	2.06654154647479	0.357668546648437	-1.13853811927505	-1.13853811927505	-1.13853811927505
TRINITY_DN162107_c3_g2	-1.59603348659139	-1.7049502770596	-1.9271815484332	1.89548083899926	4.2689182553948	-0.936233782309876
TRINITY_DN181140_c1_g3	-1.04513888571503	-1.04513888571503	-1.04513888571503	1.04842129044731	2.06037158311271	0.0266237835850645
TRINITY_DN167125_c6_g3	-1.70367024291837	-1.57264258288505	-1.91405910736378	1.72134704517691	0.986855990856166	2.48216889713412
TRINITY_DN185187_c9_g1	-2.16450236900911	-2.31279145650397	-1.86422664203716	2.94113437121768	5.3237448697081	-1.92335877337553
TRINITY_DN197188_c6_g1	-1.58697221956969	-1.40047166192519	-1.58697221956969	1.25258432418461	1.42273325271398	1.89909852416598
TRINITY_DN175353_c3_g5	1.66414792321357	1.15621759755441	1.26280876619753	-1.36105809565517	-1.36105809565517	-1.36105809565517
TRINITY_DN166356_c4_g4	-1.68385300523932	-1.44873868486296	-1.68385300523932	2.39227848532444	0.892185331522761	1.53198087849441
TRINITY_DN147537_c3_g1	1.2256925900264	1.21997350285375	1.71753046556533	-1.43400367578259	-1.43400367578259	-1.29518920688031
TRINITY_DN182124_c0_g4	-1.31080302627384	-1.31080302627384	-1.31080302627384	0.632180571913264	3.74630061086734	-0.446072103959087
TRINITY_DN161820_c2_g1	-1.49978968204412	-2.09146909897986	-1.49024801339491	1.95964193659318	2.34149030829625	0.780374549529461
TRINITY_DN180147_c4_g1	-1.27452775543707	-2.01929875209208	-1.54547192160563	2.90533838593439	1.8657448009923	0.0682152422080948
TRINITY_DN138760_c1_g1	-0.967059024148283	-0.967059024148283	-0.967059024148283	0.966891233547141	0.551979585451776	1.38230625344593
TRINITY_DN169573_c7_g2	-0.868531637560051	-0.868531637560051	-0.868531637560051	0.571357410059728	1.66153910466503	0.372698397955394
TRINITY_DN159384_c12_g2	2.6383214731513	0.257796265435257	0.966916097628217	-1.28767794540492	-1.28767794540492	-1.28767794540492
TRINITY_DN193660_c5_g4	-1.30660303486405	-1.30660303486405	-1.30660303486405	1.98323143031346	1.01359278640208	0.922984887876604
TRINITY_DN176758_c9_g3	-1.25884128304026	-1.25884128304026	-1.25884128304026	2.54974970509972	1.84314488974548	-0.616370745724434
TRINITY_DN134301_c0_g1	0.774583421303556	0.881298320458776	0.898984443186111	-0.851622061649481	-0.851622061649481	-0.851622061649481
TRINITY_DN186429_c0_g2	-0.923852498063981	-0.923852498063981	-0.923852498063981	1.44239976563558	1.30142243180559	0.027735296750773
TRINITY_DN163436_c4_g2	-2.06846896494936	-2.06846896494936	-2.06846896494936	1.6446769375409	2.69430504817527	1.86642490913191
TRINITY_DN190969_c2_g3	0.431318540892663	1.0547113421804	0.841819013585033	-0.775949632219365	-0.775949632219365	-0.775949632219365
TRINITY_DN167931_c3_g1	-0.856602827650835	-0.856602827650835	-0.856602827650835	1.16878039382709	0.222007007045531	1.17902108207989
TRINITY_DN184100_c3_g3	1.06017966960213	0.801493146474941	0.709510526450803	-0.857061114175957	-0.857061114175957	-0.857061114175957
TRINITY_DN161713_c5_g1	1.12280107873369	1.0332848139012	0.279626471681741	-0.811904121438876	-0.811904121438876	-0.811904121438876
TRINITY_DN163553_c10_g1	-1.22313923569334	-1.23749452867041	-1.23749452867041	1.26126693700144	1.57438746754826	0.862473888484473
TRINITY_DN178116_c7_g1	-1.08222853078522	-1.08222853078522	-1.08222853078522	0.775752464342348	2.63859713530461	-0.167664007291285
TRINITY_DN192330_c0_g5	-1.2699402073641	-1.2699402073641	-1.2699402073641	1.49623088174575	2.92178034789993	-0.608190607553392
TRINITY_DN163314_c2_g1	-1.24989455912272	2.46400431171456	4.11020090795652	-1.97500669079081	-1.6276510423221	-1.72165292743545
TRINITY_DN115176_c0_g1	-0.857992737313377	-0.857992737313377	-0.857992737313377	0.760245918282078	1.63821392861011	0.175518365047946
TRINITY_DN195040_c4_g5	1.65422301345467	1.22316547246349	0.373651597634221	-1.08368002785079	-1.08368002785079	-1.08368002785079
TRINITY_DN164387_c5_g1	-1.19008073455388	-1.19008073455388	-1.19008073455388	2.34011488930217	0.222971693994646	1.00715562036483
TRINITY_DN159329_c3_g1	-1.47224998956626	-1.45621987974731	-1.1923001133206	1.12674857084176	3.21030656884967	-0.216285157057257
TRINITY_DN169173_c3_g3	-0.87817604521576	-0.87817604521576	-0.87817604521576	1.48919502043277	0.888631106087161	0.256702009127351
TRINITY_DN166217_c7_g1	0.526524677524507	0.694113636946916	1.23597677912886	-0.818871697866761	-0.818871697866761	-0.818871697866761
TRINITY_DN155477_c7_g1	-2.10333553461811	-2.10333553461811	-2.10333553461811	2.66113801637456	0.461042633946953	3.18782595353282
TRINITY_DN142898_c0_g2	-1.11390395701745	-1.11390395701745	-1.11390395701745	1.17622550765825	0.396551664644311	1.7689346987498
TRINITY_DN187303_c3_g4	-1.5020729329105	-1.41663401814581	-1.57108761082568	1.90878963784538	3.33815746438096	-0.757152540344361
TRINITY_DN183261_c2_g3	-1.24640187686772	-1.24640187686772	-1.24640187686772	1.54853378593581	2.80853340227232	-0.617861557604962
TRINITY_DN184441_c4_g4	0.771953257042077	0.585870866872132	1.09272980600621	-0.816851309973473	-0.816851309973473	-0.816851309973473
TRINITY_DN169854_c5_g5	1.0169036584296	1.13819388462103	1.1512637910874	-1.10212044471268	-1.10212044471268	-1.10212044471268
TRINITY_DN171237_c8_g5	1.61382457294853	0.418165460619609	1.9807401226092	-1.33757671872578	-1.33757671872578	-1.33757671872578
TRINITY_DN184396_c1_g3	-1.45334225831561	-1.45334225831561	-1.45334225831561	1.73030304707904	3.4424450581477	-0.812721330279913
TRINITY_DN189879_c3_g2	-1.45207085713011	-1.45207085713011	-1.45207085713011	1.92185570555425	3.52465936354704	-1.09030249771096
TRINITY_DN191807_c2_g2	1.0196312593533	0.634060249397765	2.54360374339864	-1.39909841738323	-1.39909841738323	-1.39909841738323
TRINITY_DN187596_c3_g2	0.497213339662639	1.16972477755767	1.53382459416649	-1.0669209037956	-1.0669209037956	-1.0669209037956
TRINITY_DN179359_c3_g1	0.947087547550892	1.56627369815696	1.37546938872045	-1.29627687814277	-1.29627687814277	-1.29627687814277
TRINITY_DN194883_c4_g2	-1.30458934197646	-1.30458934197646	-1.30458934197646	1.92576740307968	-0.161849169860383	2.14984979271009
TRINITY_DN154900_c1_g1	-2.40160734617188	-1.63794250358521	-2.21293871480771	2.75790390581289	4.82408229681338	-1.32949763806147
TRINITY_DN74953_c0_g1	-1.96989310700301	-1.76075170916442	-1.68064882184636	2.57514857646446	3.90145773363102	-1.06531267208169
TRINITY_DN182519_c3_g1	2.0666571697877	0.987769913768758	1.00138569748306	-1.35193759367984	-1.35193759367984	-1.35193759367984
TRINITY_DN174180_c3_g3	-1.73242791559812	-1.73242791559812	-1.73242791559812	3.01780339687059	3.76655687994926	-1.5870765300255
TRINITY_DN158233_c0_g2	1.95909117232729	1.35043762813217	0.86129351534132	-1.39027410526693	-1.39027410526693	-1.39027410526693
TRINITY_DN87754_c0_g1	-1.3550068413446	-1.3550068413446	-1.3550068413446	0.913128082580295	2.71821357218455	0.433678869268938
TRINITY_DN122590_c0_g1	0.0785993458533049	1.16962499622275	1.35504733526493	-0.867757225780329	-0.867757225780329	-0.867757225780329
TRINITY_DN162397_c3_g1	-0.992741881922718	-0.992741881922718	-0.992741881922718	1.42193489850417	1.41678483088827	0.139505916375722
TRINITY_DN175697_c4_g2	-0.787147530617081	-0.787147530617081	-0.787147530617081	0.669658618613393	0.979659620685841	0.712124352552008
TRINITY_DN191587_c3_g7	-1.03027948952781	-1.03027948952781	-1.03027948952781	0.687369518645505	2.33681195696278	0.0666569929751475
TRINITY_DN6683_c0_g1	0.605431231666074	1.43223163465225	0.40304183497725	-0.813568233765191	-0.813568233765191	-0.813568233765191
TRINITY_DN178601_c2_g2	-1.02509911451561	-1.02509911451561	-1.02509911451561	1.86145103280873	0.939114663431331	0.274731647306761
TRINITY_DN167848_c5_g1	1.87562356094645	2.24129287899005	0.11907300956034	-1.41199648316561	-1.41199648316561	-1.41199648316561
TRINITY_DN180064_c3_g6	-1.95904862597447	-1.69241008891552	-1.90207068514629	2.5380117575326	4.37298615424096	-1.35746851173728
TRINITY_DN168755_c8_g5	0.398875885321343	0.494900534357642	1.77201280971419	-0.888596409797723	-0.888596409797723	-0.888596409797723
TRINITY_DN205145_c0_g1	-1.17959706128714	-1.17959706128714	-1.17959706128714	0.332376920494658	2.8609447325757	0.345469530791068
TRINITY_DN155296_c8_g1	-0.970704582201915	-0.970704582201915	-0.970704582201915	0.607026349288165	2.17953012646109	0.125557270856488
TRINITY_DN167566_c8_g3	-1.94242717373704	-1.94242717373704	-1.94242717373704	2.91356252357144	4.17537174588426	-1.26165274824458
TRINITY_DN140255_c3_g1	-1.07377720436273	-1.07377720436273	-1.07377720436273	1.25907391770943	2.02096557802383	-0.0587078826450782
TRINITY_DN189555_c5_g5	-0.839436034584417	-0.839436034584417	-0.839436034584417	1.17563328713323	1.16704152948679	0.175633287133231
TRINITY_DN190439_c5_g1	-1.18960318534801	-1.18960318534801	-1.18960318534801	0.832587054286057	3.17307709569884	-0.436854593940874
TRINITY_DN156295_c0_g1	-1.8775576513542	-1.8775576513542	-1.8775576513542	1.74232483371611	2.2329726382683	1.65737548207821
TRINITY_DN162514_c8_g2	-2.42389006723024	-2.42389006723024	-2.42389006723024	-2.07565764799097	4.07313143242664	5.27419641725507
TRINITY_DN187231_c11_g2	1.41489998671118	0.536355820651342	0.472457915639702	-0.807904574334076	-0.807904574334076	-0.807904574334076
TRINITY_DN219893_c0_g1	-1.54432795649261	-1.54432795649261	-1.54432795649261	1.43679403330171	3.05974336717626	0.136446468999856
TRINITY_DN195911_c7_g1	-1.19703693498763	-1.19703693498763	-1.19703693498763	1.35435603303982	1.11388480024271	1.12286997168037
TRINITY_DN188709_c2_g1	-1.40573980551207	-1.28121487004018	-1.34405995566809	1.77516759985733	3.19583079889311	-0.939983767530097
TRINITY_DN170351_c7_g1	1.19686285276015	1.1510799298649	0.449559945824675	-0.967279796088155	-0.967279796088155	-0.862943136273419
TRINITY_DN185096_c5_g3	-1.1234489287532	-1.1234489287532	-1.1234489287532	0.773016687436229	0.271613870764381	2.32571622805898
TRINITY_DN203747_c0_g1	-1.43985065597637	-1.43985065597637	-1.43985065597637	1.29588812593597	2.9205136205671	0.103150221426052
TRINITY_DN159603_c3_g7	-0.967363354161743	-0.861685276267205	-0.967363354161743	0.731744030462258	0.825075575902895	1.23959237822554
TRINITY_DN186589_c0_g7	-1.56355819614419	-1.56355819614419	-1.56355819614419	1.62341768796912	3.96451296843455	-0.897256067971096
TRINITY_DN189612_c3_g1	0.985118142307677	1.81927960786279	0.130670194831158	-0.978355981667209	-0.978355981667209	-0.978355981667209
TRINITY_DN211302_c0_g1	-0.952854096546172	-0.952854096546172	-0.952854096546172	0.765671929916089	2.09938788463497	-0.00649752491253841
TRINITY_DN185454_c12_g1	-1.6493970403368	-1.6574064712675	-1.48536354742227	1.28550793144132	0.971067608285164	2.5355915193001
TRINITY_DN173107_c2_g3	0.944354097982669	1.52729601708377	2.24030534028674	-1.57065181845106	-1.57065181845106	-1.57065181845106
TRINITY_DN195492_c0_g1	-1.61460893729026	-1.61460893729026	-1.61460893729026	1.29919002766044	4.5260470351266	-0.981410250916256
TRINITY_DN183072_c6_g1	1.22332574601735	0.690303068892577	0.966377065172427	-0.960001960027451	-0.960001960027451	-0.960001960027451
TRINITY_DN167458_c3_g1	1.22122476670912	0.635205733505086	0.584655152705923	-0.813695217640042	-0.813695217640042	-0.813695217640042
TRINITY_DN143957_c0_g1	-1.18346813260891	-1.18346813260891	-1.18346813260891	2.49696875456088	1.69093540676948	-0.637499763503621
TRINITY_DN163731_c5_g7	-1.08674527692638	2.00459675123047	3.44114114757373	-1.45299754062594	-1.45299754062594	-1.45299754062594
TRINITY_DN182263_c4_g1	-1.76132475764953	-1.35860258080393	-1.76132475764953	2.17356911643174	2.27807687775818	0.429606101913081
TRINITY_DN168807_c0_g1	0.980217380200394	0.256013617364473	1.23155765443081	-0.822596217331894	-0.822596217331894	-0.822596217331894
TRINITY_DN164264_c6_g6	2.30623177612901	1.8513368579403	0.0561072517688108	-1.4127056031628	-1.51435567925723	-1.2866146034181
TRINITY_DN168062_c0_g1	-1.57615750270047	-1.57615750270047	-1.57615750270047	1.6268870006988	3.81777346188204	-0.716187954479441
TRINITY_DN171002_c5_g1	2.17279326474812	2.35030282369474	-0.030314411765729	-1.49759389222571	-1.49759389222571	-1.49759389222571
TRINITY_DN194103_c1_g2	-1.17901719170985	-1.17901719170985	-1.17901719170985	1.36818583304708	2.7725706031049	-0.603704861022417
TRINITY_DN182056_c8_g1	-2.14310779785496	-2.14310779785496	-2.14310779785496	2.62634659820131	1.65411274706893	2.14886404829464
TRINITY_DN144757_c0_g2	-1.81423229187363	-1.78990296251189	-1.66296545516356	2.30223544741212	4.49092986502389	-1.52606460288694
TRINITY_DN166803_c6_g2	-1.11206949040113	-1.11206949040113	-1.11206949040113	1.55990317034893	1.31500026480965	0.461305036044813
