b_F_K5_04	b_F_K5_05	b_F_K5_06	nb_F_K5_07	nb_F_K5_08	nb_F_K5_09
TRINITY_DN166027_c11_g3	-0.958036693448135	-0.958036693448135	-0.958036693448135	0.361003122114401	1.22656099070763	1.28654596752238
TRINITY_DN169655_c1_g1	-0.901263483777037	-0.901263483777037	-0.901263483777037	-0.0718198024104457	1.39680825115696	1.3788020025846
TRINITY_DN162566_c1_g3	-0.895264211683584	-0.895264211683584	-0.895264211683584	0.900918199036421	0.756418968948526	1.0284554670658
TRINITY_DN158583_c3_g1	2.05424912473557	3.85023704011214	1.12472631736349	-2.72482784299497	-1.44301796327348	-2.86136667594274
TRINITY_DN158560_c2_g1	-1.28280824825192	-1.28280824825192	-1.28280824825192	1.56177826726972	2.17110435539198	0.115542122094048
TRINITY_DN179970_c4_g2	2.0508294311011	2.77787546954689	-0.717725311964607	-1.37032652956113	-1.37032652956113	-1.37032652956113
TRINITY_DN128937_c1_g1	0.625696174762951	0.559900071752399	2.0119177239534	-1.06583799015625	-1.06583799015625	-1.06583799015625
TRINITY_DN165718_c5_g2	-0.802127126928586	-0.802127126928586	-0.802127126928586	0.58523541390741	0.950621464478548	0.870524502399799
TRINITY_DN173623_c6_g4	-1.38635976095269	-1.45124261253754	-1.45124261253754	1.78601515836283	1.68773564078234	0.815094186882594
TRINITY_DN165230_c5_g3	-1.93261691553839	-1.93261691553839	-1.77686768286045	1.53231268559146	1.99670067937337	2.11308814897241
TRINITY_DN172872_c8_g1	-0.938422817186955	-0.938422817186955	-0.938422817186955	2.00117990316909	-0.163583057359628	0.977671605751404
TRINITY_DN182802_c3_g4	-1.17041571734161	-1.17041571734161	-1.17041571734161	1.66631636311752	0.454387047911333	1.39054374099599
TRINITY_DN165682_c10_g1	-0.87131511342457	-0.87131511342457	-0.87131511342457	0.168525151107221	1.19804334979925	1.24737683936724
TRINITY_DN168184_c3_g3	1.65965723913707	-0.15071716126037	1.58468028596787	-1.03120678794819	-1.03120678794819	-1.03120678794819
TRINITY_DN195129_c6_g1	-1.44063491524522	-1.27842487893091	-1.44063491524522	0.750927735455536	1.57693072776915	1.83183624619666
TRINITY_DN194337_c0_g4	1.09685734041975	0.99012863964368	0.724256780819577	-0.961459155171074	-0.961459155171074	-0.888324450540859
TRINITY_DN188604_c4_g3	3.0999583434172	3.53406429206133	-1.16630500777391	-1.8225725425682	-1.8225725425682	-1.8225725425682
TRINITY_DN193348_c1_g1	-0.882215890313532	-0.882215890313532	-0.882215890313532	1.36571162313005	0.768089138606496	0.512846909204046
TRINITY_DN193472_c1_g6	-0.955500828264669	-0.955500828264669	-0.955500828264669	0.427996115890696	1.2793070247625	1.15919934414081
TRINITY_DN186138_c3_g1	-1.88864086939332	-1.88864086939332	-1.88864086939332	-1.38580111113739	3.312757750581	3.73896596873633
TRINITY_DN173526_c2_g4	1.90318885022003	1.63204350683902	1.75547086793528	-1.76356774166478	-1.76356774166478	-1.76356774166478
TRINITY_DN182056_c8_g1	-1.05270784170609	2.51286911006558	2.5050616961245	-1.32174098816133	-1.32174098816133	-1.32174098816133
TRINITY_DN153771_c2_g4	2.07470238066579	1.38583357240027	0.0449931267214223	-1.16850969326249	-1.16850969326249	-1.16850969326249
TRINITY_DN168187_c6_g1	-1.16552185847265	-1.16552185847265	-1.16552185847265	0.675243478851226	1.31577708307492	1.5055450134918
TRINITY_DN176326_c6_g1	0.773120717227535	0.235552742577255	3.38465554346563	-1.46444300109014	-1.46444300109014	-1.46444300109014
TRINITY_DN182573_c1_g1	-0.0598466605602426	2.11983019339815	1.58680414687665	-1.21559589323819	-1.21559589323819	-1.21559589323819
TRINITY_DN158905_c16_g1	-1.03893888610246	-1.03893888610246	-1.03893888610246	0.507523472064634	1.40121602257785	1.20807716366489
TRINITY_DN171010_c2_g3	-1.08019422347847	-1.0236106951121	-1.08019422347847	0.140135731401085	0.759765364011061	2.2840980466569
TRINITY_DN171027_c3_g7	-1.19158674342803	-1.19158674342803	-1.19158674342803	1.43508600917796	0.897233289870556	1.24244093123557
TRINITY_DN159283_c1_g1	1.01789946802679	0.348172498977971	1.22991899601308	-0.865330321005945	-0.865330321005945	-0.865330321005945
TRINITY_DN158792_c9_g1	2.29272024607346	-0.066274177687216	0.917934424544629	-1.04812683097696	-1.04812683097696	-1.04812683097696
TRINITY_DN163232_c7_g1	1.49254305664025	0.647701553713491	1.4122824520808	-1.18417568747818	-1.18417568747818	-1.18417568747818
TRINITY_DN182646_c11_g1	-1.08999618316873	-1.08999618316873	-1.08999618316873	-0.407422885821156	1.93857296902804	1.73883846629932
TRINITY_DN159565_c0_g2	-4.87864626279364	-3.11945764456777	-4.32948894487574	4.90866739816387	4.3678517196671	3.05107373440618
TRINITY_DN166292_c2_g4	-1.18663858308774	-1.28940658444534	-1.38701738107176	1.6997663850703	0.136042680723487	2.02725348281105
TRINITY_DN178736_c1_g1	-1.14630439390974	-1.14630439390974	-1.14630439390974	0.482235925353019	2.66362447181169	0.293052784564515
TRINITY_DN180566_c2_g1	-1.07083863816704	-1.07083863816704	-1.07083863816704	1.41226770680013	2.38360049651951	-0.583352288818509
TRINITY_DN172144_c7_g1	1.66773896316617	0.337743587010697	0.686629649920112	-0.897370733365661	-0.897370733365661	-0.897370733365661
TRINITY_DN164033_c6_g5	2.02063318667706	1.46916482040304	0.83889059379045	-1.554800170397	-1.554800170397	-1.21908826007654
TRINITY_DN162385_c3_g4	1.15216674712703	0.408019254123466	2.20374000280439	-1.25464200135163	-1.25464200135163	-1.25464200135163
TRINITY_DN179520_c4_g6	-0.910482392855678	-0.910482392855678	-0.910482392855678	0.783729214912212	1.11490082862224	0.832817135032578
TRINITY_DN170480_c7_g3	1.95055509652629	0.634472431337982	0.56601139078145	-1.05034630621524	-1.05034630621524	-1.05034630621524
TRINITY_DN193517_c9_g1	-0.971549266993777	3.17290778034736	1.90560293713534	-1.39700857175913	-1.31294430697066	-1.39700857175913
TRINITY_DN199382_c0_g1	-1.28471072536999	-1.15905962370847	-1.28471072536999	0.862595973410303	1.28963302855002	1.57625207248813
TRINITY_DN194924_c1_g1	1.22807341800244	1.68766687959111	0.133657816110329	-1.05347647536421	-1.05347647536421	-0.942445162975462
TRINITY_DN167117_c2_g3	0.931822350882278	0.349604182434124	1.7549445887982	-1.04600706606968	-1.04600706606968	-0.944356989975244
TRINITY_DN162051_c1_g2	-0.844847223917029	-0.844847223917029	-0.844847223917029	0.333389360687776	1.40399117772322	0.797161133340094
TRINITY_DN193492_c4_g4	-0.907567894742734	-0.907567894742734	-0.907567894742734	0.126647820595179	1.56101542226409	1.03504044136893
TRINITY_DN172258_c4_g2	0.793656289656122	1.55261505331533	1.22707462521646	-1.1911153227293	-1.1911153227293	-1.1911153227293
TRINITY_DN180527_c3_g1	-0.851194891785276	-0.851194891785276	-0.851194891785276	0.402794374445511	0.865137588502711	1.28565271240761
TRINITY_DN179521_c3_g1	-1.50543528841448	-1.42545991169388	-1.50543528841448	1.45359293052921	1.70011362275855	1.28262393523507
TRINITY_DN176356_c5_g4	-1.728401492357	-1.87204322034374	-0.849861309646689	0.849433866553462	2.14760803751487	1.45326411827909
TRINITY_DN162702_c7_g1	1.15038436505637	0.786243269921758	2.75528556915602	-1.56397106804471	-1.56397106804471	-1.56397106804471
TRINITY_DN159301_c1_g3	-1.43260828580883	-1.43260828580883	-1.43260828580883	1.30117988281635	2.9677247009461	0.0289202736640453
TRINITY_DN197839_c1_g1	-0.862370775079332	-0.862370775079332	-0.862370775079332	0.912890517268418	0.566843454760252	1.10737835320933
TRINITY_DN184256_c5_g1	1.64912045781848	0.149190557059192	2.42303766661968	-1.40711622716579	-1.40711622716579	-1.40711622716579
TRINITY_DN199113_c1_g3	1.42128837299228	0.990069805313782	1.31549370896968	-1.24228396242525	-1.24228396242525	-1.24228396242525
TRINITY_DN181446_c1_g4	-0.890177478138596	-0.890177478138596	-0.890177478138596	1.82109715291126	0.260382198436785	0.58905308306774
TRINITY_DN186334_c3_g2	-1.33696272736891	-1.16832069181007	-1.33696272736891	1.97235900311511	2.30226943588037	-0.432382292447592
TRINITY_DN183985_c6_g1	-0.855853188304506	-0.855853188304506	-0.855853188304506	0.742035486860921	0.447489206182825	1.37803487186977
TRINITY_DN187182_c1_g2	-0.917591902246694	-0.917591902246694	-0.917591902246694	1.86313813422968	0.15004681462867	0.739590757881729
TRINITY_DN160562_c3_g1	1.58059643190035	2.41458112911945	2.41433494592856	-2.13650416898279	-2.13650416898279	-2.13650416898279
TRINITY_DN171740_c0_g5	-1.00849868544662	-1.00849868544662	-1.00849868544662	0.999055650691656	0.740391857199298	1.2860485484489
TRINITY_DN183755_c3_g3	-0.835333820034764	-0.835333820034764	-0.835333820034764	1.10802494264305	0.264298029979696	1.13367848748155
TRINITY_DN161868_c8_g3	-1.03316841891921	-1.03316841891921	-1.03316841891921	1.46559304675264	1.09710353559965	0.536808674405355
TRINITY_DN174140_c4_g1	0.718862772040814	0.977604566727469	0.696502838092562	-0.797656725620282	-0.797656725620282	-0.797656725620282
TRINITY_DN198677_c0_g1	-1.7460529342641	-1.7460529342641	-1.7460529342641	1.66306641018588	1.28710573251689	2.28798666008954
TRINITY_DN158144_c3_g1	0.655820229526521	0.889068195240336	2.45724775525244	-1.33404539333977	-1.33404539333977	-1.33404539333977
TRINITY_DN165890_c5_g1	-1.19519265043527	-1.19519265043527	-1.19519265043527	0.651601509038027	1.31728709648437	1.6166893457834
TRINITY_DN143075_c1_g1	1.9122385980663	3.63550087433492	3.08142110052082	-2.38027946059374	-3.12444055616415	-3.12444055616415
TRINITY_DN162448_c6_g2	-1.04486500177656	-1.04486500177656	-1.04486500177656	0.835624624911264	0.851213053620509	1.44775732679789
TRINITY_DN161663_c5_g2	-0.902110580476455	-0.902110580476455	-0.902110580476455	0.940667164818982	1.20624659761396	0.559417978996422
TRINITY_DN156938_c5_g4	-1.09386543575359	-1.09386543575359	-1.09386543575359	0.181737643583262	2.64479432995469	0.455064333722813
TRINITY_DN186597_c6_g5	0.0927987833503685	2.07913747729442	1.54993859047968	-1.24062495037482	-1.24062495037482	-1.24062495037482
TRINITY_DN193209_c1_g4	-1.11559000962262	-1.11559000962262	-1.11559000962262	2.32363417092198	0.754676060773358	0.268459797172535
TRINITY_DN158349_c2_g4	-2.56262434388805	-2.56262434388805	-2.56262434388805	2.88065076787776	2.2058246712925	2.60139759249389
TRINITY_DN161712_c0_g1	-0.863612461277311	-0.863612461277311	-0.863612461277311	0.969480022193902	1.09430213735567	0.527055224282357
TRINITY_DN164066_c2_g6	-0.820535580644315	-0.820535580644315	-0.820535580644315	0.912384801463943	1.29183094242825	0.257390998040754
TRINITY_DN196055_c8_g1	1.12831998546715	1.69874139829698	1.39463884358098	-1.39296258772516	-1.42011663922889	-1.40862100039106
TRINITY_DN196411_c3_g4	-0.813346495452357	-0.813346495452357	-0.813346495452357	0.336563172082568	1.07807269139372	1.02540362288078
TRINITY_DN193117_c6_g1	1.02695952967204	1.02322818996551	2.18381224608376	-1.4113333219071	-1.4113333219071	-1.4113333219071
TRINITY_DN175208_c0_g1	1.91742232128325	3.09696496803083	1.8512901519012	-2.53352776088357	-2.29672489662295	-2.03542478370876
TRINITY_DN166641_c7_g1	-1.24037872216762	-1.24037872216762	-1.24037872216762	-0.264381764551176	1.09875866275197	2.88675926830207
TRINITY_DN195391_c1_g1	-2.3619419813838	-2.3619419813838	-2.3619419813838	2.05415460822855	2.50506487582736	2.52660646009549
TRINITY_DN155115_c5_g1	-1.7289954981289	-1.74045056966248	-1.66939204588948	-1.34989887991917	4.51281386252736	1.97592313107268
TRINITY_DN155178_c1_g1	-1.00680657682367	-1.00680657682367	-1.00680657682367	0.226467962167266	1.95999300780353	0.833958760500205
TRINITY_DN176837_c2_g2	0.18598763169488	0.666006036257832	1.87882899613786	-0.910274221363523	-0.910274221363523	-0.910274221363523
TRINITY_DN172690_c2_g1	4.82324907005807	0.345328247790274	-0.770148969629662	-1.46614278273956	-1.46614278273956	-1.46614278273956
TRINITY_DN182685_c1_g3	2.18922927159773	1.51889328996458	0.193589032394055	-1.30057053131879	-1.30057053131879	-1.30057053131879
TRINITY_DN171370_c10_g1	-1.20839169780756	-1.20839169780756	-1.20839169780756	1.35671799872428	2.24050925333757	0.0279478413608176
TRINITY_DN180836_c2_g3	-1.2754087220202	-1.30397787421697	-1.30397787421697	1.37747139109798	1.30601342099571	1.19987965836046
TRINITY_DN178427_c1_g9	-0.903932290241592	-0.903932290241592	-0.903932290241592	1.39296556745849	0.353681839807949	0.96514946345834
TRINITY_DN170922_c6_g4	-0.851151758514782	-0.851151758514782	-0.851151758514782	1.11786054900153	1.23155083081547	0.204043895727343
TRINITY_DN185578_c2_g1	-1.18589410231138	-1.18589410231138	-1.18589410231138	0.686737688823869	2.22091464616728	0.650029971942994
TRINITY_DN179265_c2_g1	-1.46518198583654	-1.46518198583654	-1.46518198583654	0.798152950159968	1.04679199594526	2.55060101140439
TRINITY_DN191911_c5_g3	-3.2228570701123	-2.30218265907069	-3.2228570701123	2.89633307953311	3.56083529947449	2.2907284202877
TRINITY_DN173520_c4_g1	-0.889932942812282	-0.889932942812282	-0.889932942812282	0.491904141093765	1.8643132190246	0.313581468318477
TRINITY_DN178861_c0_g1	2.12229063753197	2.42263207846675	2.24180553501598	-2.26224275033824	-2.26224275033824	-2.26224275033824
TRINITY_DN187216_c5_g3	-1.79070252754334	-1.79070252754334	-1.79070252754334	2.00256912695475	2.02159031732993	1.34794813834533
TRINITY_DN181898_c1_g2	-0.961027309280361	-0.961027309280361	-0.961027309280361	0.17385074506275	0.7583752026529	1.95085598012543
TRINITY_DN187639_c2_g2	-1.16234676970784	-1.16234676970784	-1.16234676970784	-0.0104879529808322	1.57836496369126	1.91916329841308
TRINITY_DN155542_c0_g1	-0.908058361554104	-0.908058361554104	-0.908058361554104	1.04762641431522	0.872671674922273	0.803876995424818
TRINITY_DN193303_c1_g3	-1.27418039411272	-1.27418039411272	-1.27418039411272	1.73946051655666	2.13507475257212	-0.0519940867906103
TRINITY_DN188820_c2_g3	-1.66635178345879	-1.66635178345879	-1.66635178345879	1.3043178419203	2.95564144820733	0.739096060248744
TRINITY_DN176117_c0_g1	-1.12098346329215	-1.12098346329215	-1.12098346329215	0.0756235808026628	2.75754571324905	0.529781095824747
TRINITY_DN159292_c11_g3	1.53247978886033	1.47858609786807	1.00051684741412	-1.33719424471417	-1.33719424471417	-1.33719424471417
TRINITY_DN169346_c0_g2	0.615126069448293	0.43729920054529	1.82086552692328	-0.957763598972288	-0.957763598972288	-0.957763598972288
TRINITY_DN170177_c6_g3	-1.14623118555138	-1.41003729241501	-2.05288070921667	1.52896484104526	1.98187574121513	1.09830860492267
TRINITY_DN169426_c12_g1	1.8876386329029	0.106587260023775	0.952472426897752	-0.98223277327481	-0.98223277327481	-0.98223277327481
TRINITY_DN173178_c1_g2	1.19055917123334	0.612861556161336	1.28124526225751	-1.02822199655073	-1.02822199655073	-1.02822199655073
TRINITY_DN154947_c5_g1	-1.46404138101909	-1.29925510287575	-1.46404138101909	1.80214547348163	2.12200273542752	0.303189656004786
TRINITY_DN167589_c1_g4	-0.951664751206016	-0.951664751206016	-0.951664751206016	1.93994885583319	0.261215815138369	0.653829582646493
TRINITY_DN199167_c4_g1	0.859185103129212	1.07991223566103	1.95253720161512	-1.29721151346845	-1.29721151346845	-1.29721151346845
TRINITY_DN185742_c5_g2	0.939033282809998	1.61954217336847	0.106562418588111	-0.888379291588859	-0.888379291588859	-0.888379291588859
TRINITY_DN175018_c6_g3	-1.45075226859328	-1.45075226859328	-1.45075226859328	1.95836707585671	1.96689774856741	0.426991981355723
TRINITY_DN157762_c3_g1	-0.860579548156895	-0.860579548156895	-0.860579548156895	0.260435852804471	1.53941180250729	0.781890989158927
TRINITY_DN162618_c9_g1	-1.07939798291837	-1.07939798291837	-1.07939798291837	1.72692607447166	0.404482270895732	1.10678560338773
TRINITY_DN155268_c4_g3	-2.15060704918218	-1.39656794165703	-2.02985488972157	2.56197999747744	3.12501494776817	-0.109965064684832
TRINITY_DN188706_c4_g1	-0.806509172065907	-0.806509172065907	-0.806509172065907	0.376183125450283	1.14321250550394	0.900131885243501
TRINITY_DN188128_c3_g1	-0.930666507677889	-0.930666507677889	-0.930666507677889	0.307508910899486	0.420396391262496	2.06409422087169
TRINITY_DN190209_c10_g3	-1.44478080703491	-1.44478080703491	-1.44478080703491	0.358446229400017	1.92217080955095	2.05372538215377
TRINITY_DN144504_c0_g1	1.12773615437963	2.72346561692497	2.64525569308617	-2.20869006750708	-2.20869006750708	-2.07907732937661
TRINITY_DN193827_c6_g1	-0.902437016420148	-1.11340160907792	-1.63989091488646	0.96736426045315	1.58502843883963	1.10333684109175
TRINITY_DN161507_c3_g1	2.85015206943023	1.291970260549	2.88400395758011	-2.34204209585311	-2.34204209585311	-2.34204209585311
TRINITY_DN172465_c0_g1	2.45532889738317	0.665703621169433	1.12792042597561	-1.41631764817607	-1.41631764817607	-1.41631764817607
TRINITY_DN192831_c3_g3	-1.47985724358155	-1.47985724358155	-1.47985724358155	-0.581455383589356	2.63259268914275	2.38843442519125
TRINITY_DN174467_c4_g2	-1.11762355708128	-1.11762355708128	-1.11762355708128	1.59387134956881	0.723141780242597	1.03585754143242
TRINITY_DN166473_c0_g5	-0.809858599076092	-0.809858599076092	-0.809858599076092	0.561979018254328	1.04054079769416	0.827055981279786
TRINITY_DN164543_c0_g1	-1.81353480106972	-1.81353480106972	-1.81353480106972	0.538093528033059	2.60768849815541	2.2948223770207
TRINITY_DN171923_c8_g1	1.6422731890592	1.10310819015036	0.846504657202332	-1.16765815177937	-1.20137407861104	-1.22285380602149
TRINITY_DN187206_c1_g1	-0.97860253871522	-0.97860253871522	-0.97860253871522	1.2871343874984	0.719615939509194	0.929057289138069
TRINITY_DN173569_c3_g4	-1.37626531637968	-1.24797191536986	-1.37626531637968	-0.719997781585387	2.67170923498969	2.04879109472491
TRINITY_DN159764_c9_g6	1.55874255182102	1.01770705209876	0.496224733292454	-1.06839731914453	-1.00489437683837	-0.999382641229346
TRINITY_DN181672_c3_g6	1.0419412902189	1.20694361309217	1.40988367176244	-1.2195895250245	-1.2195895250245	-1.2195895250245
TRINITY_DN176356_c4_g1	-1.25261026312629	-1.25261026312629	-1.25261026312629	0.322217860461153	1.760137171921	1.67547575699672
TRINITY_DN174848_c7_g1	-0.873524614110525	-0.873524614110525	-0.873524614110525	0.769407955247961	1.68204616378565	0.169119723297968
TRINITY_DN193315_c0_g1	-1.65374724552843	-1.65374724552843	-1.65374724552843	2.36719936798513	0.885039209133892	1.70900315946627
TRINITY_DN176243_c6_g3	1.32468169813859	0.978413431082986	0.468464284778675	-0.923853138000085	-0.923853138000085	-0.923853138000085
TRINITY_DN167554_c4_g1	-1.38783921081241	-1.38783921081241	-1.38783921081241	1.50668755944499	0.530547023633939	2.1262830493583
TRINITY_DN182735_c0_g5	-1.72161724451703	-1.72161724451703	-1.72161724451703	1.01043482878326	1.84349245201481	2.31092445275301
TRINITY_DN164703_c4_g2	-1.13175604953193	-1.13175604953193	-1.13175604953193	1.03335193561261	1.60614699177353	0.755769221209657
TRINITY_DN179381_c4_g1	0.930329208604865	0.495072442582063	1.70499551195629	-1.04346572104774	-1.04346572104774	-1.04346572104774
TRINITY_DN159047_c2_g1	-1.10358545236102	-1.10358545236102	-1.10358545236102	0.829609467599405	0.749212440457749	1.73193444902591
TRINITY_DN197089_c3_g1	1.97379799414972	1.61964892953578	1.53153046272448	-1.70832579547	-1.70832579547	-1.70832579547
TRINITY_DN181231_c0_g2	-1.70226597543392	-1.33937533276806	-1.70226597543392	1.86831838945784	2.40600755603865	0.469581338139418
TRINITY_DN175424_c4_g1	-1.46769432308997	-1.46769432308997	-1.46769432308997	1.2367350289865	1.37990177917267	1.78644616111075
TRINITY_DN182443_c1_g1	-1.74558592860416	-1.74558592860416	-1.74558592860416	0.851110732083066	2.19992813868291	2.18571891504651
TRINITY_DN168828_c1_g3	0.53425257216622	0.822467724732049	1.86411069509678	-1.07361033066502	-1.07361033066502	-1.07361033066502
TRINITY_DN171410_c4_g1	1.01750774591142	0.946671064411747	0.464315980859485	-0.809498263727552	-0.809498263727552	-0.809498263727552
TRINITY_DN188381_c0_g1	-0.823230496566641	-0.823230496566641	-0.823230496566641	0.554726137243473	1.32081587305007	0.594149479406382
TRINITY_DN165588_c4_g1	-1.13121653938729	-1.13121653938729	-1.13121653938729	1.29638963339461	2.08508310546135	0.0121768793059003
TRINITY_DN195128_c10_g6	-1.16641369405967	-1.16641369405967	-1.16641369405967	0.519302241930984	1.47189188274743	1.50804695750059
TRINITY_DN194434_c2_g2	1.28556850427596	2.28751045125709	3.54347848812264	-2.3721858145519	-2.3721858145519	-2.3721858145519
TRINITY_DN178189_c11_g2	-1.11718322088734	-1.11718322088734	-1.11718322088734	2.76222848790691	0.125876485185187	0.463444689569924
TRINITY_DN192390_c3_g3	-1.22333758538398	-1.22333758538398	-1.22333758538398	-0.182094603152101	1.33786633538594	2.51424102391811
TRINITY_DN176143_c2_g1	-1.1795351178954	-1.1795351178954	-1.1795351178954	0.837317731111937	1.19062916264481	1.51065845992945
TRINITY_DN180235_c4_g5	1.67437570593037	1.74044498104605	1.20818254484032	-1.6082123643288	-1.40657850315915	-1.6082123643288
TRINITY_DN176967_c0_g2	1.90731509331972	1.90936674424359	0.712670514005638	-1.58364004670245	-1.36207225816404	-1.58364004670245
TRINITY_DN168370_c4_g2	1.2192243812382	-0.201635780668225	2.67302619802501	-1.230204932865	-1.230204932865	-1.230204932865
TRINITY_DN163248_c6_g5	-0.829451507355617	-0.829451507355617	-0.829451507355617	1.18740134165172	0.361479352206997	0.939473828208134
TRINITY_DN186617_c2_g2	-1.22853773537131	-1.33421581326585	-1.33421581326585	1.3862815572165	1.93302032854656	0.577667476139946
TRINITY_DN166552_c4_g1	-0.856063831808569	-0.856063831808569	-0.856063831808569	0.598638496355119	0.601267793676444	1.36828520539414
TRINITY_DN166602_c6_g7	-1.13612091626795	-1.13612091626795	-1.13612091626795	-0.0920765835619266	2.95219031962071	0.548249012745059
TRINITY_DN182464_c4_g2	-0.867928187836403	-0.867928187836403	-0.867928187836403	0.77361784125112	1.12084737450134	0.709319347756747
TRINITY_DN198570_c4_g2	-1.1399213809845	-0.998863794101172	-1.09315691364858	0.381207288881094	1.26062713916877	1.59010766068438
TRINITY_DN168081_c5_g1	-0.864103173239781	-0.864103173239781	-0.864103173239781	0.338157810322222	1.54488035619096	0.709271353206164
TRINITY_DN168509_c8_g3	-1.06272995534598	-1.06272995534598	-1.06272995534598	0.945183126297285	1.86213004361102	0.380876696129634
TRINITY_DN159710_c1_g1	-0.912300152852595	-0.912300152852595	-0.912300152852595	1.52146052911275	1.00341194729543	0.212027982149607
TRINITY_DN168147_c5_g1	-1.36575657757987	-1.36575657757987	-1.36575657757987	1.94050566214798	-0.811904609398748	2.96866867999039
TRINITY_DN171374_c6_g2	-1.69328677601982	-1.95391468414651	-1.47364956209205	1.3706079274493	1.26393641266462	2.48630668214446
TRINITY_DN175845_c8_g3	-0.930051317431095	-1.84555696609042	-1.48419872637452	0.959373257848727	2.26789217682089	1.03254157522641
TRINITY_DN125125_c0_g1	-1.06692848148545	-1.06692848148545	-1.06692848148545	2.5282170865054	-0.0690941487035677	0.741662506654523
TRINITY_DN171743_c1_g1	-0.937555288647038	-0.937555288647038	-0.937555288647038	-0.0229907651530988	1.34132157145507	1.49433505963914
