b_F_K5_04	b_F_K5_05	b_F_K5_06	nb_F_K5_07	nb_F_K5_08	nb_F_K5_09
TRINITY_DN176079_c2_g1	1.63509409621652	1.71059276844923	2.00117077460374	-1.7822858797565	-1.7822858797565	-1.7822858797565
TRINITY_DN193595_c0_g1	-1.24588914116137	-1.24588914116137	-1.24588914116137	1.15054439008962	0.957625269969391	1.62949776342509
TRINITY_DN126646_c0_g1	-0.924619541337183	-0.924619541337183	-0.924619541337183	-0.138023179446376	1.98130893683595	0.930572866621971
TRINITY_DN199955_c5_g5	-0.912526012015817	-0.912526012015817	-0.912526012015817	0.41516135216023	1.188451635709	1.13396504817822
TRINITY_DN179910_c2_g2	-0.879845260785871	-0.879845260785871	-0.879845260785871	1.09284739321839	1.57853674337014	-0.0318483542309214
TRINITY_DN169987_c3_g1	-0.964966511088227	-0.964966511088227	-0.964966511088227	2.33134404961987	0.0902291431538976	0.473326340490919
TRINITY_DN182757_c1_g6	-1.32395885987599	-1.32395885987599	-1.32395885987599	0.724277325776853	1.07739855001428	2.17020070383685
TRINITY_DN171007_c2_g5	-1.19791712565488	-1.14522686474133	-1.69512316651455	0.903572433737124	2.10346039508795	1.03123432808568
TRINITY_DN187418_c1_g1	-1.06266603634371	-1.06266603634371	-1.06266603634371	0.640877683390107	0.917359263895024	1.629761161746
TRINITY_DN190992_c6_g1	-0.922961875875912	-0.922961875875912	-0.922961875875912	1.7808033029175	-0.073362864724461	1.0614451894347
TRINITY_DN174535_c4_g3	-0.880788217992459	-0.880788217992459	-0.880788217992459	0.238235885149815	1.8551671360198	0.548961632807757
TRINITY_DN162183_c0_g1	-0.914825768371767	-0.914825768371767	-0.914825768371767	1.15522001980116	1.4145849028468	0.174672382467336
TRINITY_DN164833_c0_g1	-1.53829663264	-1.53829663264	-1.53829663264	2.67419488884565	-1.26209776760776	3.20279277668213
TRINITY_DN178806_c0_g2	-1.110845736175	-1.110845736175	-1.110845736175	0.127329682402378	2.26363736814647	0.941570157976141
TRINITY_DN164730_c2_g1	-0.847280944704618	-0.847280944704618	-0.847280944704618	1.42921572093574	0.441372918900552	0.671254194277563
TRINITY_DN181170_c2_g3	-1.10677425187466	-1.10677425187466	-1.10677425187466	0.5676863996856	-0.178498690262724	2.9311350462011
TRINITY_DN163348_c3_g1	-1.16461437093293	-1.49689265398986	-1.11949122320407	1.34628723626731	1.58563963550653	0.849071376353012
TRINITY_DN156506_c5_g3	-1.60915255980274	-1.60915255980274	-1.60915255980274	1.31703667456072	1.34578817528635	2.16463282956116
TRINITY_DN175172_c4_g1	0.923999564794511	3.13958194269523	2.8221577336843	-2.29524641372468	-2.29524641372468	-2.29524641372468
TRINITY_DN182493_c4_g7	-1.13878986609338	-1.13878986609338	-1.13878986609338	1.78720955246285	1.35869476522583	0.27046528059146
TRINITY_DN186418_c1_g1	0.547801105514569	0.910371184899278	1.12129841974227	-0.859823570052039	-0.859823570052039	-0.859823570052039
TRINITY_DN189121_c7_g1	-1.24636479878742	-1.24636479878742	-1.24636479878742	1.5883464170173	-0.936024678175273	3.08677265752024
TRINITY_DN182884_c2_g1	-1.27285742463261	-1.09809574699769	-1.59826532505526	1.06877803907229	1.17590694920436	1.72453350840891
TRINITY_DN198447_c6_g1	-1.39992964707479	-1.39992964707479	-1.39992964707479	2.12049260145165	2.05108359586918	0.0282127439035389
TRINITY_DN190312_c1_g4	0.823291567257559	1.4669501660931	1.01446356174767	-1.10156843169944	-1.10156843169944	-1.10156843169944
TRINITY_DN160918_c5_g1	0.825504467762343	1.02600914395947	2.34038666812694	-1.39730009328292	-1.39730009328292	-1.39730009328292
TRINITY_DN182433_c3_g3	-1.11210771708932	-1.11210771708932	-1.11210771708932	1.34285775654539	1.16409114794292	0.829374246779656
TRINITY_DN182264_c3_g1	-1.03287296554791	-1.03287296554791	-1.03287296554791	0.692650079981117	0.779830611012374	1.62613820565024
TRINITY_DN183706_c4_g5	-0.988890549122263	-0.988890549122263	-0.988890549122263	0.400125510566246	1.61470612573794	0.951840011062599
TRINITY_DN162667_c8_g3	-1.40743443858817	-1.40743443858817	-1.40743443858817	0.732362458027179	1.41672240514066	2.07321845259667
TRINITY_DN185371_c3_g2	-1.10064309051442	-1.10064309051442	-1.10064309051442	0.604228873941933	3.20379493856539	-0.506094540964066
TRINITY_DN178881_c0_g4	-1.29764149960469	-1.29764149960469	-1.29764149960469	0.31400304376897	2.21458538690927	1.36433606813584
TRINITY_DN164717_c3_g1	-1.02897536221043	-1.02897536221043	-1.02897536221043	1.97588553539415	-0.476106491199124	1.58714704243625
TRINITY_DN179194_c2_g3	-1.18340615403053	-1.18340615403053	-1.18340615403053	-0.197905723725645	3.29368827952366	0.454435906293575
TRINITY_DN155768_c9_g2	-1.0286948068819	-1.0286948068819	-1.0286948068819	0.478719292133538	0.821304452584196	1.78606067592797
TRINITY_DN169854_c5_g5	-1.14532920974926	-1.14532920974926	-1.14532920974926	0.689382006055461	0.870810492905989	1.87579513028634
TRINITY_DN170497_c4_g5	-0.818247305776192	-0.818247305776192	-0.818247305776192	0.580650265426281	0.461521115817403	1.41257053608489
TRINITY_DN178519_c5_g1	-1.0109411706185	-1.0109411706185	-1.0109411706185	0.125906433574383	2.38329856429129	0.523618513989819
TRINITY_DN171549_c10_g1	-1.28894559961283	-1.30317113844589	-1.57937000347813	-0.593869573173249	2.15126995243866	2.61408636227145
TRINITY_DN170844_c2_g1	-1.52938962353867	-1.52938962353867	-1.52938962353867	1.46392243408121	1.89405408683993	1.23019234969488
TRINITY_DN87485_c0_g1	-1.98092846781417	-1.98092846781417	-1.98092846781417	3.11410981472078	1.08429915496145	1.74437643376027
TRINITY_DN184784_c6_g2	-1.14183589058659	-1.14183589058659	-1.14183589058659	0.821268264148963	1.02776847633037	1.57647093128042
TRINITY_DN171991_c2_g5	-1.45018493108974	-1.19317431288372	-1.45018493108974	0.603274000851779	1.28923116231129	2.20103901190014
TRINITY_DN158967_c1_g1	0.529061206865303	2.65514670986744	1.29340456361457	-1.65268515484612	-1.50748723930618	-1.31744008619502
TRINITY_DN192855_c2_g1	-0.77629471257386	-0.77629471257386	-0.77629471257386	0.715301881836589	1.09239205274828	0.521190203136715
TRINITY_DN190104_c1_g1	-2.4753601659234	-2.32172428289636	-2.53697928418707	4.00412437297586	-2.36880406469471	5.69874342472569
TRINITY_DN196540_c4_g1	-0.907894651814266	-0.907894651814266	-0.907894651814266	1.00858199262345	1.09642695413583	0.618675008683518
TRINITY_DN174927_c0_g3	-0.913428198487703	-0.913428198487703	-0.913428198487703	0.852530807558051	0.117261005583437	1.77049278232162
TRINITY_DN164808_c1_g3	-0.855941206141552	-0.855941206141552	-0.855941206141552	0.0859163128618877	1.44798563033914	1.03392167522363
TRINITY_DN157563_c10_g2	-1.40381429154323	-1.40381429154323	-1.40381429154323	0.845327611737116	-0.0175551504098852	3.38367041330246
TRINITY_DN199160_c6_g1	-0.266014484791645	2.74911281546898	1.16747003634505	-1.21685612234079	-1.21685612234079	-1.21685612234079
TRINITY_DN159565_c1_g2	-1.53501812593389	-1.79342108303604	-1.64186196406468	1.15287789713072	3.42839652385606	0.389026752047832
TRINITY_DN197132_c5_g3	-0.906894959593164	-0.906894959593164	-0.906894959593164	1.0424532046954	0.503446145020923	1.17478552906317
TRINITY_DN196311_c1_g2	-1.01455537669213	-1.01455537669213	-1.01455537669213	0.552503249607066	1.6244451957322	0.866717684737119
TRINITY_DN154199_c4_g7	-0.946298585062178	-0.946298585062178	-0.946298585062178	1.37042643651657	1.09283980884478	0.375629509825184
TRINITY_DN188603_c2_g2	-0.812689467779899	-0.812689467779899	-0.812689467779899	0.63250751460181	1.37824139178272	0.427319496955171
TRINITY_DN161488_c4_g2	-0.828014111641898	-0.828014111641898	-0.828014111641898	0.465356372562855	1.45768401431623	0.561001948046611
TRINITY_DN178913_c4_g1	-0.953300240856387	-1.20191413094401	-1.05173839054997	0.668993068347161	1.01206823006648	1.52589146393672
TRINITY_DN164590_c5_g1	-0.58873527890934	2.25469188427957	2.40702523804904	-1.35766061447309	-1.35766061447309	-1.35766061447309
TRINITY_DN162289_c6_g2	0.9321524593031	1.387274042289	0.567696431270789	-0.962374310954295	-0.962374310954295	-0.962374310954295
TRINITY_DN183485_c0_g2	-0.996078838197354	-0.996078838197354	-0.996078838197354	0.360628414738027	1.52170076526565	1.10590733458838
TRINITY_DN165525_c2_g2	-0.99846816609247	-0.99846816609247	-0.99846816609247	0.378377847923851	1.09947966944236	1.51754698091119
TRINITY_DN189074_c2_g1	1.72058658865058	2.66785672292005	1.05987261052353	-1.6183371602341	-1.82427906078995	-2.0056997010701
TRINITY_DN166048_c2_g7	-1.23658179425094	-1.23658179425094	-1.23658179425094	0.488941251278087	2.47480297880309	0.74600115267165
TRINITY_DN199046_c2_g2	-1.0494063787104	-1.0494063787104	-1.0494063787104	0.705481123453067	0.822437269798916	1.62030074287922
TRINITY_DN188567_c0_g1	1.30797415736308	3.18104595389335	1.57356680934296	-2.02086230686646	-2.02086230686646	-2.02086230686646
TRINITY_DN187400_c2_g1	-1.45614728332246	-1.45614728332246	-1.45614728332246	0.622804058072359	1.24006915073393	2.5055686411611
TRINITY_DN183429_c4_g1	3.67743930374919	0.033669895233531	0.42215985249608	-1.37775635049293	-1.37775635049293	-1.37775635049293
TRINITY_DN186808_c3_g1	-1.54490673565272	-1.54490673565272	-1.54490673565272	-0.685732279786284	2.81285637962216	2.50759610712227
TRINITY_DN170273_c5_g3	-0.917333781397927	-0.917333781397927	-0.917333781397927	1.08914378267328	1.05462355401708	0.608234007503421
TRINITY_DN155202_c3_g1	-1.38109298414119	-1.38109298414119	-1.38109298414119	2.59554559903215	2.342902360574	-0.795169007182586
